index,close_time,historical_spread,historical_BTCUSDT_mid,historical_BTCUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_rolling_mean_4680_minutes,historical_rolling_sd_4680_minutes,historical_rolling_z_score_4680_minutes,historical_rolling_z_score_4680_minutes_lag_1,rolling_sd_4680_minutes,algo_trading_rolling_sd_4680_minutes_percentile_75th,signal_4680_minutes,threshold_4680_minutes,delayed_signal_4680_minutes
0,2023-01-20 16:23:59.999,0.0862607313775427,21201.575,237.10913,0.00017223,19486515.57,0.08736854664239192,0.03755336193485629,-0.029499762678264277,0.0,,6.594945523644992e-05,0,2.0,0.0
1,2023-01-20 16:24:59.999,0.0863539979915692,21202.73,309.66027,0.000172225,27867133.78,0.08737775856255187,0.03754782381889402,-0.027265510137700906,-0.029499762678264277,6.594945523644992e-05,6.594945523644992e-05,0,2.0,0.0
2,2023-01-20 16:25:59.999,0.0866551339609813,21188.55,126.94832,0.0001721,19290605.93,0.08738696917212523,0.03754235804707602,-0.01949358669016585,-0.027265510137700906,0.000206128977094755,0.00017108409663017872,0,2.5,0.0
3,2023-01-20 16:26:59.999,0.0875643885940355,21187.245000000003,154.09988,0.000171975,91654051.61,0.08739621504559515,0.03753707191216453,0.004480198904002496,-0.01949358669016585,0.0005948561778259056,0.0004004925774603303,4,2.5,0.0
4,2023-01-20 16:27:59.999,0.0882748780181863,21201.48,167.29422,0.00017197,96999257.91,0.08740562737485195,0.03753176800243679,0.02316039690104418,0.004480198904002496,0.0008695165112556858,0.0006635212611833507,0,2.5,4.0
5,2023-01-20 16:28:59.999,0.0875952169080065,21212.595,254.58262,0.000172125,157899958.49,0.08741513887241695,0.03752617396563058,0.0047987315667855955,0.02316039690104418,0.0008121843151523543,0.0008121843151523543,0,2.0,0.0
6,2023-01-20 16:29:59.999,0.0874600950649124,21218.785,253.18559,0.00017218,145561482.28,0.08742468996147143,0.03752049539895111,0.0009436203617385106,0.0047987315667855955,0.0007526491868585352,0.0007973005330788995,0,2.0,0.0
7,2023-01-20 16:30:59.999,0.0863922625069051,21226.575,301.40674,0.000172365,48588354.78,0.08743384773089008,0.03751501159091167,-0.027764491594541155,0.0009436203617385106,0.0007486362117105416,0.0007824167510054448,3,2.0,0.0
8,2023-01-20 16:31:59.999,0.0862737612229551,21257.795,1113.11149,0.0001725699999999,59186695.57,0.08744292395033003,0.037509591119811184,-0.031169700667769126,-0.027764491594541155,0.0007488459818456956,0.00076753296893199,0,2.0,3.0
9,2023-01-20 16:32:59.999,0.0869404579485575,21254.68,684.01077,0.000172465,87970314.85,0.0874522408603848,0.03750404951181704,-0.01364607071740491,-0.031169700667769126,0.0007061360929793217,0.0007526491868585352,0,2.0,0.0
10,2023-01-20 16:33:59.999,0.0862818292068858,21250.56,357.97845,0.0001725249999999,20378859.6,0.08746145108962092,0.03749846782053314,-0.031457868848955586,-0.01364607071740491,0.0007019330355975904,0.0007516983856053253,0,2.0,0.0
11,2023-01-20 16:34:59.999,0.0869891975086076,21236.78,324.98144,0.00017235,10880704.43,0.08747097045423939,0.03749269146786312,-0.012849782898214668,-0.031457868848955586,0.0006696199024044592,0.0007507475843521155,0,2.0,0.0
12,2023-01-20 16:35:59.999,0.085997849314694,21269.21,938.58485,0.000172675,40359922.1,0.08748036562796632,0.03748681160758849,-0.03954767689477813,-0.012849782898214668,0.000690261127986708,0.0007497967830989055,0,2.0,0.0
13,2023-01-20 16:36:59.999,0.0856020668804973,21285.475,756.02374,0.0001728249999999,37245837.5,0.0874898113590295,0.03748076724510929,-0.050365683983657525,-0.03954767689477813,0.0007422318678805923,0.0007488459818456956,0,2.0,0.0
14,2023-01-20 16:37:59.999,0.0838248096678953,21280.54,550.37428,0.000173025,82191225.54,0.08749903032264464,0.03747455808118953,-0.09804573670459453,-0.050365683983657525,0.0010420968736395517,0.0007516983856053253,0,2.5,0.0
15,2023-01-20 16:38:59.999,0.0838621728147117,21278.87,419.08157,0.00017301,14517627.44,0.0875080875908039,0.037468555106121515,-0.09730598806828675,-0.09804573670459453,0.0012124192259231968,0.0007824167510054448,0,2.5,0.0
16,2023-01-20 16:39:59.999,0.0846964186551098,21275.25,366.49974,0.0001728799999999,32455996.74,0.08751720446886094,0.03746267851607492,-0.07529589248512401,-0.09730598806828675,0.0012441522338785228,0.0008265173641781871,0,2.5,0.0
17,2023-01-20 16:40:59.999,0.085222730432271,21283.16,375.82511,0.00017286,27627157.9,0.08752627091183686,0.037456987280685375,-0.06149828501433382,-0.07529589248512401,0.001233210694681977,0.0008695165112556858,0,2.5,0.0
18,2023-01-20 16:41:59.999,0.0862020898902216,21277.67,298.06735,0.0001727,69620710.98,0.08753557538555624,0.037451248380196527,-0.03560590242005829,-0.06149828501433382,0.0011984906216890624,0.0009989517830435851,0,2.5,0.0
19,2023-01-20 16:42:59.999,0.0857423959213719,21293.4,430.87406,0.000172855,15042599.63,0.08754475785413712,0.037445538884043665,-0.04813288809506899,-0.03560590242005829,0.0011716975475684153,0.0011068972106039834,0,2.5,0.0
20,2023-01-20 16:43:59.999,0.0846319184384469,21298.545,389.29289,0.00017303,63087458.7,0.08755369846008265,0.03743984674286107,-0.07803931575101505,-0.04813288809506899,0.0011927961258449845,0.0011769721921375577,0,2.5,0.0
21,2023-01-20 16:44:59.999,0.0857578739225672,21308.545,913.73316,0.0001729449999999,45342526.92,0.08756261637071977,0.03743444694750129,-0.04821074158471128,-0.07803931575101505,0.0011668159404050328,0.0011716975475684153,0,2.0,0.0
22,2023-01-20 16:45:59.999,0.0854382695467173,21314.08,588.73962,0.00017302,156653929.26,0.08757107801200949,0.037429489853285446,-0.05698203404995065,-0.04821074158471128,0.0011487499627737205,0.0011704771457775698,0,2.0,0.0
23,2023-01-20 16:46:59.999,0.0861267710815205,21295.0,571.27848,0.000172815,53185136.29,0.08757968985136637,0.037424519686403666,-0.038822643069851094,-0.05698203404995065,0.0011235277175593154,0.001169256743986724,0,2.0,0.0
24,2023-01-20 16:47:59.999,0.084635178725783,21329.87,639.25033,0.00017322,645571074.18,0.08758820720091913,0.03741931226803353,-0.07891723006515115,-0.038822643069851094,0.001137680445667255,0.0011680363421958783,0,2.0,0.0
25,2023-01-20 16:48:59.999,0.0823037832905697,21351.635,555.27067,0.000173655,116962082.94,0.08759614356677226,0.0374142515007039,-0.14145305769655683,-0.07891723006515115,0.0013330203810947429,0.0011716975475684153,0,2.5,0.0
26,2023-01-20 16:49:59.999,0.0821952911974719,21350.14,363.20925,0.00017366,44924088.45,0.08760399530357563,0.03740926116134927,-0.14458195479390865,-0.14145305769655683,0.0014878245638849917,0.001187521481275842,0,2.5,0.0
27,2023-01-20 16:50:59.999,0.0830754724077316,21345.925,222.17582,0.0001735199999999,61625039.91,0.08761204632644676,0.03740423083770153,-0.12128504763002718,-0.14458195479390865,0.0015450977760286984,0.0011956433737670235,0,2.5,0.0
28,2023-01-20 16:51:59.999,0.0822427622901145,21357.725,520.88136,0.0001737,28068832.48,0.08762017495732645,0.037398929119886376,-0.14378520438310047,-0.12128504763002718,0.0016442944039053971,0.0012019727727475959,0,2.5,0.0
29,2023-01-20 16:52:59.999,0.082344474383774,21376.33,394.97068,0.0001738,54875479.9,0.08762847232476985,0.037393449705813986,-0.14130811632964385,-0.14378520438310047,0.0017176758495700815,0.0012124192259231968,0,2.5,0.0
30,2023-01-20 16:53:59.999,0.0825792197696273,21394.5,562.0735,0.00017388,21475748.59,0.08763673256753328,0.03738806323719752,-0.13527078858886277,-0.14130811632964385,0.0017647930351202235,0.001228012827492282,0,2.5,0.0
31,2023-01-20 16:54:59.999,0.0821619578503742,21390.505,283.28358,0.00017391,197158354.89,0.08764496921891232,0.03738260978866253,-0.14667278179708643,-0.13527078858886277,0.0018247039956153697,0.0012386814642802498,0,2.5,0.0
32,2023-01-20 16:55:59.999,0.0828308598954805,21372.755,285.23865,0.000173715,40540682.03,0.08765326146368539,0.0373772364322315,-0.12901974646917422,-0.14667278179708643,0.0018442881432730962,0.0012663692706825777,0,2.5,0.0
33,2023-01-20 16:56:59.999,0.0836101349311668,21351.585,373.85495,0.000173485,21526850.86,0.08766176406439553,0.03737178935897383,-0.10841410600683064,-0.12901974646917422,0.0018356551704732204,0.0013330203810947429,0,2.5,0.0
34,2023-01-20 16:57:59.999,0.0835228841946573,21343.145,289.39496,0.000173445,54788710.74,0.08767038830588969,0.03736617573717478,-0.11099621594687664,-0.10841410600683064,0.001828531454492799,0.0014491235181874295,0,2.5,0.0
35,2023-01-20 16:58:59.999,0.0836148441717803,21317.98,551.08477,0.00017328,32319343.11,0.0876788646165821,0.03736075504274967,-0.10877779210167406,-0.11099621594687664,0.0018185923394546599,0.001516461169956845,0,2.5,0.0
36,2023-01-20 16:59:59.999,0.0841112338365945,21300.61,233.38833,0.00017311,128790410.32,0.08768729633896476,0.03735549576803469,-0.09573055928842253,-0.10877779210167406,0.0017995772860759096,0.001569896932997873,0,2.5,0.0
37,2023-01-20 17:00:59.999,0.0833861874717811,21332.83,396.00059,0.0001733999999999,53422891.49,0.08769572942582689,0.03735006857242045,-0.11538243753662028,-0.09573055928842253,0.001794534223487918,0.0016442944039053971,0,2.5,0.0
38,2023-01-20 17:01:59.999,0.0829028032039254,21347.17,211.80809,0.00017355,47123653.17,0.08770405984713174,0.037344650565746394,-0.12856611510539054,-0.11538243753662028,0.0018013618382130474,0.0016993304881539103,0,2.5,0.0
39,2023-01-20 17:02:59.999,0.0838027428993335,21344.185,171.10065,0.000173415,64994347.93,0.08771276006698353,0.03733899728769328,-0.10471671581118634,-0.12856611510539054,0.0017867849138142467,0.0017412344423451526,0,2.5,0.0
40,2023-01-20 17:03:59.999,0.0820647006797798,21355.565,120.5165,0.00017371,86452027.83,0.08772111509225566,0.03733335740477579,-0.1515110026443074,-0.10471671581118634,0.0018185209614895365,0.0017702910047937294,0,2.5,0.0
41,2023-01-20 17:04:59.999,0.0812392362889191,21365.03,150.30114,0.0001738749999999,116256192.34,0.0877293154817146,0.03732771740828323,-0.17386756124968178,-0.1515110026443074,0.0018791688559932475,0.0017867849138142467,0,2.5,0.0
42,2023-01-20 17:05:59.999,0.0826086964366084,21373.76,197.83964,0.00017375,34223981.89,0.08773770423801398,0.03732215384893998,-0.13742528960587466,-0.17386756124968178,0.0018847037500333238,0.0017925968960695003,0,2.5,0.0
43,2023-01-20 17:06:59.999,0.0829484359436918,21395.0,345.54195,0.000173835,64227995.52,0.08774612152600336,0.03731663021124246,-0.12856695674697197,-0.13742528960587466,0.0018809307948397306,0.0017970557547819137,0,2.5,0.0
44,2023-01-20 17:07:59.999,0.0819248178978,21383.79,564.00651,0.0001739,226927765.86,0.08775424208760983,0.037311227052889064,-0.15623780428198095,-0.12856695674697197,0.0019030981250934681,0.001800023424110194,0,2.5,0.0
45,2023-01-20 17:08:59.999,0.0822898138436656,21379.27,291.0922,0.000173825,97730819.05,0.08776273391342643,0.037305459468565644,-0.1467056068394607,-0.15623780428198095,0.001911977511754466,0.0018013618382130474,0,2.5,0.0
46,2023-01-20 17:09:59.999,0.0818331407519252,21387.58,377.80369,0.000173935,85950144.63,0.08777148309226993,0.037299265759799444,-0.15920802244705243,-0.1467056068394607,0.0019316675329551062,0.0018142311806704143,0,2.5,0.0
47,2023-01-20 17:10:59.999,0.0808976388844016,21371.685,303.22874,0.00017396,15676114.44,0.08778005594354452,0.03729307368604257,-0.18454947203021108,-0.15920802244705243,0.0019795771857246246,0.0018185566504720983,0,2.5,0.0
48,2023-01-20 17:11:59.999,0.0796069872443041,21385.115,192.14129,0.00017421,95449589.32,0.08778829491428312,0.037287007393119055,-0.2194144352675728,-0.18454947203021108,0.0020751438491564593,0.0018201202534948373,0,2.5,0.0
49,2023-01-20 17:12:59.999,0.0776374598912283,21389.705,202.03418,0.000174495,44863496.48,0.08779597641728769,0.037281212001540616,-0.2724835374354136,-0.2194144352675728,0.002259891884862817,0.0018247039956153697,0,2.5,0.0
