index,close_time,predictions_BTCUSDT,actual_BTCUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_BTCUSDT,log_prediction_BTCUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_4320_minutes,actual_spread_rolling_sd_4320_minutes,predicted_spread_rolling_mean_4320_minutes,predicted_spread_rolling_sd_4320_minutes,predicted_rolling_z_score_4320_minutes,actual_rolling_z_score_4320_minutes,actual_rolling_z_score_4320_minutes_lag_1,predicted_spread_rolling_sd_4320_minutes_percentile_75th,historical_spread,historical_BTCUSDT_mid,historical_BTCUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_4320_minutes,threshold_4320_minutes,delayed_signal_4320_minutes
0,2023-01-20 16:23:59.999,21199.44395436846,21201.574,0.000172097420921,0.00017223,9.961830703187077,9.961730231748604,-8.66667976511662,-8.667449840791669,0.08718916928368259,0.08626068421122923,0.09090189627701109,0.0369445545629571,0.09090103704836185,0.03694032248394582,-0.10048281972341816,-0.12562641830943672,0.0,0.03694032248394582,0.0862607313775427,21201.575,237.10913,0.00017223,19486515.57,0,2.0,0
1,2023-01-20 16:24:59.999,21222.34499533216,21202.73,0.0001721715455685,0.000172225,9.961885225954402,9.962809914796177,-8.666708796485015,-8.667019220225422,0.08769346753501317,0.08635399799156573,0.09091041820893343,0.03693925815057061,0.09090967371676173,0.03693501592982554,-0.08707742776825037,-0.12334899089729864,-0.12562641830943672,0.03693899584541575,0.0863539979915692,21202.73,309.66027,0.000172225,27867133.78,0,2.0,0
2,2023-01-20 16:25:59.999,21232.280944463608,21188.55,0.0001722589108382,0.0001721,9.961216220416997,9.963277988608768,-8.66743485474678,-8.666511917401593,0.08748369557152991,0.08665513396097957,0.09091910603666253,0.03693384237265826,0.0909183109867979,0.03692960533596699,-0.0930043899473494,-0.11544891627196467,-0.12334899089729864,0.03693766920688568,0.0866551339609813,21188.55,126.94832,0.0001721,19290605.93,0,2.0,0
3,2023-01-20 16:26:59.999,21230.01908141668,21187.244,0.0001722501046699,0.000171975,9.961154581453942,9.963171453491842,-8.668161440552197,-8.666563040407992,0.0874454697805529,0.08756434139582403,0.09092776772738409,0.036928666572534075,0.09092696182644754,0.036924431156198194,-0.09428695139993319,-0.09107900836207362,-0.11544891627196467,0.03693634256835561,0.0875643885940355,21187.245000000003,154.09988,0.000171975,91654051.61,0,2.0,0
4,2023-01-20 16:27:59.999,21226.690979052408,21201.48,0.0001721940729464,0.00017197,9.961826269544162,9.96301467721943,-8.668190514968167,-8.666888386154184,0.08772341263340877,0.08827487801818634,0.09093672910039753,0.036923324127704674,0.09093598544928275,0.03691908369161595,-0.0870165912758969,-0.0720913174828136,-0.09107900836207362,0.03693501592982554,0.0882748780181863,21201.48,167.29422,0.00017197,96999257.91,0,2.0,0
5,2023-01-20 16:28:59.999,21226.476484628158,21212.596,0.0001721701753297,0.000172125,9.962350435165712,9.963004572229059,-8.667289600915455,-8.6670271788242,0.0878987590552942,0.08759526404980811,0.09094575589085843,0.03691773896880736,0.09094505073074836,0.03691349592076246,-0.08252514695419928,-0.09075560786323428,-0.0720913174828136,0.0369336632813609,0.0875952169080065,21212.595,254.58262,0.000172125,157899958.49,0,2.0,0
6,2023-01-20 16:29:59.999,21224.620398608276,21218.785,0.0001722604442006,0.00017217999,9.962642153224282,9.962917126383964,-8.666970174813223,-8.666503015942924,0.08711093943272274,0.08746017266834194,0.09095473091527016,0.03691217714580028,0.09095384135464009,0.0369079519557502,-0.10412124537619123,-0.09467223331544451,-0.09075560786323428,0.03693231063289626,0.0874600950649124,21218.785,253.18559,0.00017218,145561482.28,0,2.0,0
7,2023-01-20 16:30:59.999,21223.57780096093,21226.574,0.0001722727186289,0.000172365,9.963009166262736,9.962868003090549,-8.665896236586567,-8.66643176342137,0.08696661024156427,0.08639221539614361,0.09096364129246795,0.03690642830170606,0.0909627162679248,0.03690220755086796,-0.10828907785129367,-0.12386530224364779,-0.09467223331544451,0.03693095798443163,0.0863922625069051,21226.575,301.40674,0.000172365,48588354.78,0,2.0,0
8,2023-01-20 16:31:59.999,21222.9119655638,21257.795,0.00017242046475,0.00017257,9.964478930618672,9.962836630159554,-8.664707606704786,-8.665574501733165,0.08578978495539502,0.08627376122295338,0.09097250650721894,0.036900700538448364,0.090971307080801,0.03689651458554147,-0.1404339185858074,-0.1273348531519,-0.12386530224364779,0.03692960533596699,0.0862737612229551,21257.795,1113.11149,0.0001725699999999,59186695.57,0,2.0,0
9,2023-01-20 16:32:59.999,21231.01826436092,21254.68,0.0001726062023723,0.000172465,9.964332385398448,9.963218517012043,-8.665316240630279,-8.664497845010997,0.08473306910921075,0.08694045794855221,0.09098146770819811,0.03689501926329383,0.0909800216543682,0.0368908721823409,-0.169335994938818,-0.10952724352325316,-0.1273348531519,0.03692831179102479,0.0869404579485575,21254.68,684.01077,0.000172465,87970314.85,0,2.0,0
10,2023-01-20 16:33:59.999,21229.242774943337,21250.56,0.0001725224973466,0.000172525,9.964138526946506,9.963134886371291,-8.664968404457609,-8.66498291059615,0.08529757138349758,0.08628182920688232,0.09099002455653131,0.03688964131200978,0.09098870716398953,0.03688547405045634,-0.15429206014017702,-0.12762919839277997,-0.10952724352325316,0.03692701824608259,0.0862818292068858,21250.56,357.97845,0.0001725249999999,20378859.6,0,2.0,0
11,2023-01-20 16:34:59.999,21229.5804209759,21236.78,0.0001725889313407,0.00017235,9.963489863110023,9.963150791005813,-8.6659832650014,-8.664597910335955,0.08479904797247428,0.0869891975086059,0.0909984422359011,0.03688457816302911,0.09099700752304217,0.03688043041153972,-0.16805551023690257,-0.10869704703072439,-0.12762919839277997,0.03692572470114039,0.0869891975086076,21236.78,324.98144,0.00017235,10880704.43,0,2.0,0
12,2023-01-20 16:35:59.999,21227.709720105468,21269.21,0.0001724017582302,0.000172675,9.96501576599065,9.963062669466947,-8.664099342989237,-8.665683001235642,0.08616079867650406,0.08599784931469046,0.09100662869228109,0.03687954239033971,0.09100550723196733,0.03687534833488158,-0.13138068585729154,-0.13581457504479877,-0.10869704703072439,0.036924431156198194,0.085997849314694,21269.21,938.58485,0.000172675,40359922.1,0,2.0,0
13,2023-01-20 16:36:59.999,21239.26770272372,21285.475,0.0001727533236043,0.000172825,9.965780194198357,9.963606997488625,-8.663231036132945,-8.663645856113437,0.08398314260607975,0.08560206688049199,0.09101472098489775,0.036874519858314955,0.09101309368140809,0.036870407851326115,-0.19066648526578445,-0.14678575138613628,-0.13581457504479877,0.03692309429005263,0.0856020668804973,21285.475,756.02374,0.0001728249999999,37245837.5,0,2.0,0
