index,close_time,predictions_BTCUSDT,actual_BTCUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_BTCUSDT,log_prediction_BTCUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6120_minutes,actual_spread_rolling_sd_6120_minutes,predicted_spread_rolling_mean_6120_minutes,predicted_spread_rolling_sd_6120_minutes,predicted_rolling_z_score_6120_minutes,actual_rolling_z_score_6120_minutes,actual_rolling_z_score_6120_minutes_lag_1,predicted_spread_rolling_sd_6120_minutes_percentile_75th,historical_spread,historical_BTCUSDT_mid,historical_BTCUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_6120_minutes,threshold_6120_minutes,delayed_signal_6120_minutes
0,2023-01-20 16:23:59.999,21199.44395436846,21201.574,0.000172097420921,0.00017223,9.961830703187077,9.961730231748604,-8.66667976511662,-8.667449840791669,0.08718916928368259,0.08626068421122923,0.07629328867509307,0.03892737872491402,0.07629506875687848,0.03892444787696092,0.27987810029419163,0.25605103304212223,0.0,0.03892444787696092,0.0862607313775427,21201.575,237.10913,0.00017223,19486515.57,0,2,0
1,2023-01-20 16:24:59.999,21222.34499533216,21202.73,0.0001721715455685,0.000172225,9.961885225954402,9.962809914796177,-8.666708796485015,-8.667019220225422,0.08769346753501317,0.08635399799156573,0.07630372946773673,0.038921506224940595,0.07630559023200192,0.03891859899077886,0.2926075860466977,0.258218900002099,0.25605103304212223,0.03892298565541541,0.0863539979915692,21202.73,309.66027,0.000172225,27867133.78,0,2,0
2,2023-01-20 16:25:59.999,21232.280944463608,21188.55,0.0001722589108382,0.0001721,9.961216220416997,9.963277988608768,-8.66743485474678,-8.666511917401593,0.08748369557152991,0.08665513396097957,0.07631403015486246,0.038915902102376145,0.076315854965419,0.03891298494502238,0.28699521822572144,0.26572951537684375,0.258218900002099,0.03892152343386989,0.0866551339609813,21188.55,126.94832,0.0001721,19290605.93,0,2,0
3,2023-01-20 16:26:59.999,21230.01908141668,21187.244,0.0001722501046699,0.000171975,9.961154581453942,9.963171453491842,-8.668161440552197,-8.666563040407992,0.0874454697805529,0.08756434139582403,0.07632454082778273,0.038910252135680216,0.07632635767616582,0.038907333197439595,0.28578448304235887,0.2888647580295309,0.26572951537684375,0.03892006121232437,0.0875643885940355,21187.245000000003,154.09988,0.000171975,91654051.61,0,2,0
4,2023-01-20 16:27:59.999,21226.690979052408,21201.48,0.0001721940729464,0.00017197,9.961826269544162,9.96301467721943,-8.668190514968167,-8.666888386154184,0.08772341263340877,0.08827487801818634,0.07633513649908735,0.03890467543870829,0.07633699702451364,0.0389017696273041,0.2926965975579504,0.30689734291471604,0.2888647580295309,0.03891859899077886,0.0882748780181863,21201.48,167.29422,0.00017197,96999257.91,0,2,0
5,2023-01-20 16:28:59.999,21226.476484628158,21212.596,0.0001721701753297,0.000172125,9.962350435165712,9.963004572229059,-8.667289600915455,-8.6670271788242,0.0878987590552942,0.08759526404980811,0.0763458444372785,0.038898754247234144,0.07634773186002283,0.03889585689184263,0.2969732027601607,0.28919742624738387,0.30689734291471604,0.038917195479339736,0.0875952169080065,21212.595,254.58262,0.000172125,157899958.49,0,2,0
6,2023-01-20 16:29:59.999,21224.620398608276,21218.785,0.0001722604442006,0.00017217999,9.962642153224282,9.962917126383964,-8.666970174813223,-8.666503015942924,0.08711093943272274,0.08746017266834194,0.07635647070376181,0.03889290577606756,0.07635822768280591,0.03888997153529319,0.2764906047863419,0.2854942757044578,0.28919742624738387,0.03891579196790062,0.0874600950649124,21218.785,253.18559,0.00017218,145561482.28,0,2,0
7,2023-01-20 16:30:59.999,21223.57780096093,21226.574,0.0001722727186289,0.000172365,9.963009166262736,9.962868003090549,-8.665896236586567,-8.66643176342137,0.08696661024156427,0.08639221539614361,0.0763669955406698,0.038886904392907734,0.07636872722090193,0.038883963734271526,0.27255150974543213,0.25780452345037363,0.2854942757044578,0.0389143884564615,0.0863922625069051,21226.575,301.40674,0.000172365,48588354.78,0,2,0
8,2023-01-20 16:31:59.999,21222.9119655638,21257.795,0.00017242046475,0.00017257,9.964478930618672,9.962836630159554,-8.664707606704786,-8.665574501733165,0.08578978495539502,0.08627376122295338,0.07637780213989727,0.038880465840080855,0.07637933979433535,0.038877475818741236,0.24205391329761383,0.25452264702175015,0.25780452345037363,0.03891298494502238,0.0862737612229551,21257.795,1113.11149,0.0001725699999999,59186695.57,0,2,0
9,2023-01-20 16:32:59.999,21231.01826436092,21254.68,0.0001726062023723,0.000172465,9.964332385398448,9.963218517012043,-8.665316240630279,-8.664497845010997,0.08473306910921075,0.08694045794855221,0.07638886392162675,0.03887383854873056,0.0763902271311003,0.03887080926379075,0.2146300047805291,0.27143175001096015,0.25452264702175015,0.038911572008126685,0.0869404579485575,21254.68,684.01077,0.000172465,87970314.85,0,2,0
10,2023-01-20 16:33:59.999,21229.242774943337,21250.56,0.0001725224973466,0.000172525,9.964138526946506,9.963134886371291,-8.664968404457609,-8.66498291059615,0.08529757138349758,0.08628182920688232,0.07639977697902037,0.03886723902086682,0.07640123062947037,0.03886423035854006,0.22890819326549017,0.25425145898726004,0.27143175001096015,0.038910159071230986,0.0862818292068858,21250.56,357.97845,0.0001725249999999,20378859.6,0,2,0
