index,close_time,transaction_id,positions,BTCUSDT_units,LUNCUSDT_units,entry_BTCUSDT_price,entry_LUNCUSDT_price,historical_BTCUSDT_mid,historical_LUNCUSDT_mid,historical_BTCUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,BTCUSDT_raw_pnl,LUNCUSDT_raw_pnl,BTCUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
41.0,2023-01-20 17:04:59.999,,,0.0,0.0,,,21365.03,0.0001738749999999,150.30114,116256192.34,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 17:05:59.999,,,0.0,0.0,,,21373.76,0.00017375,197.83964,34223981.89,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 17:06:59.999,,,0.0,0.0,,,21395.0,0.000173835,345.54195,64227995.52,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 17:07:59.999,,,0.0,0.0,,,21383.79,0.0001739,564.00651,226927765.86,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 17:08:59.999,,,0.0,0.0,,,21379.27,0.000173825,291.0922,97730819.05,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 17:09:59.999,,,0.0,0.0,,,21387.58,0.000173935,377.80369,85950144.63,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 17:10:59.999,,,0.0,0.0,,,21371.685,0.00017396,303.22874,15676114.44,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 17:11:59.999,,,0.0,0.0,,,21385.115,0.00017421,192.14129,95449589.32,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 17:12:59.999,,,0.0,0.0,,,21389.705,0.000174495,202.03418,44863496.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 17:13:59.999,,,0.0,0.0,,,21381.27,0.0001744499999999,223.81526,56933253.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 17:14:59.999,,,0.0,0.0,,,21363.645,0.000174165,336.6182,55930445.81,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 17:15:59.999,,,0.0,0.0,,,21366.32,0.000174175,293.90451,46585350.54,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
53.0,2023-01-20 17:16:59.999,,,0.0,0.0,,,21386.505,0.00017419,263.74689,169136877.86,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
54.0,2023-01-20 17:17:59.999,,,0.0,0.0,,,21387.97,0.00017418,171.19346,61751065.21,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
55.0,2023-01-20 17:18:59.999,,,0.0,0.0,,,21382.78,0.000174325,244.21292,57120468.62,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
56.0,2023-01-20 17:19:59.999,,,0.0,0.0,,,21377.46,0.000174255,200.52462,57158459.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
57.0,2023-01-20 17:20:59.999,,,0.0,0.0,,,21383.34,0.00017432,358.39866,63123477.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
58.0,2023-01-20 17:21:59.999,,,0.0,0.0,,,21378.905,0.000174315,220.35258,28058197.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
59.0,2023-01-20 17:22:59.999,,,0.0,0.0,,,21375.99,0.000174255,175.6278,39136166.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
60.0,2023-01-20 17:23:59.999,,,0.0,0.0,,,21369.445,0.000174285,200.41444,63837374.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
61.0,2023-01-20 17:24:59.999,,,0.0,0.0,,,21357.07,0.00017421,284.9793,50728820.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
