index,close_time,transaction_id,positions,BTCUSDT_units,LUNCUSDT_units,entry_BTCUSDT_price,entry_LUNCUSDT_price,historical_BTCUSDT_mid,historical_LUNCUSDT_mid,historical_BTCUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,BTCUSDT_raw_pnl,LUNCUSDT_raw_pnl,BTCUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
803.0,2023-01-21 05:46:59.999,,,0.0,0.0,,,22586.91,0.000180775,108.46934,106192086.59,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
804.0,2023-01-21 05:47:59.999,,,0.0,0.0,,,22587.0,0.0001806849999999,43.05153,10974635.99,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
805.0,2023-01-21 05:48:59.999,,,0.0,0.0,,,22584.48,0.000180555,58.70123,16687309.66,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
806.0,2023-01-21 05:49:59.999,,,0.0,0.0,,,22583.715,0.0001804749999999,38.8858,16005916.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
807.0,2023-01-21 05:50:59.999,,,0.0,0.0,,,22581.505,0.00018047,106.46441,63724359.05,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
808.0,2023-01-21 05:51:59.999,,,0.0,0.0,,,22579.625,0.00018051,66.08346,63028537.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
809.0,2023-01-21 05:52:59.999,,,0.0,0.0,,,22577.620000000003,0.00018044,157.62786,41857045.76,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
810.0,2023-01-21 05:53:59.999,,,0.0,0.0,,,22575.88,0.000180305,99.47337,67506187.73,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
811.0,2023-01-21 05:54:59.999,,,0.0,0.0,,,22573.54,0.00018008,76.73518,137545334.96,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
812.0,2023-01-21 05:55:59.999,,,0.0,0.0,,,22568.025,0.000179765,260.20562,101012460.32,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
813.0,2023-01-21 05:56:59.999,,,0.0,0.0,,,22576.14,0.000179975,121.89607,53522384.38,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
814.0,2023-01-21 05:57:59.999,,,0.0,0.0,,,22578.34,0.00018004,123.35002,19496317.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
815.0,2023-01-21 05:58:59.999,,,0.0,0.0,,,22569.71,0.000179875,132.34381,29709496.22,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
816.0,2023-01-21 05:59:59.999,,,0.0,0.0,,,22570.855000000003,0.000179805,167.02404,79609223.25,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
817.0,2023-01-21 06:00:59.999,,,0.0,0.0,,,22571.38,0.00017975,129.03116,215087599.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
818.0,2023-01-21 06:01:59.999,,,0.0,0.0,,,22570.86,0.000180205,81.47033,101814572.45,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
819.0,2023-01-21 06:02:59.999,,,0.0,0.0,,,22563.53,0.000180485,169.59389,125184530.21,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
820.0,2023-01-21 06:03:59.999,,,0.0,0.0,,,22560.730000000003,0.00018061,108.50842,43441061.79,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
821.0,2023-01-21 06:04:59.999,,,0.0,0.0,,,22560.73,0.00018081,70.57231,14840700.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
822.0,2023-01-21 06:05:59.999,,,0.0,0.0,,,22563.085,0.000180805,77.59632,33926967.58,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
823.0,2023-01-21 06:06:59.999,,,0.0,0.0,,,22566.75,0.00018076,129.4139,11442053.17,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
824.0,2023-01-21 06:07:59.999,,,0.0,0.0,,,22571.5,0.000180875,93.31059,57105584.56,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
825.0,2023-01-21 06:08:59.999,,,0.0,0.0,,,22579.035,0.0001809399999999,101.66493,18074004.33,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
826.0,2023-01-21 06:09:59.999,,,0.0,0.0,,,22579.375,0.00018083,85.33549,38591856.24,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
827.0,2023-01-21 06:10:59.999,,,0.0,0.0,,,22584.705,0.000180845,113.84405,29337695.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
828.0,2023-01-21 06:11:59.999,,,0.0,0.0,,,22575.76,0.0001807299999999,129.80012,196528221.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
829.0,2023-01-21 06:12:59.999,,,0.0,0.0,,,22575.17,0.000180795,101.65648,9132901.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
830.0,2023-01-21 06:13:59.999,,,0.0,0.0,,,22582.17,0.0001809499999999,59.93724,23503174.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
831.0,2023-01-21 06:14:59.999,,,0.0,0.0,,,22591.67,0.000180935,207.69179,7338154.21,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
832.0,2023-01-21 06:15:59.999,,,0.0,0.0,,,22592.6,0.00018089,140.95419,6618490.84,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
833.0,2023-01-21 06:16:59.999,,,0.0,0.0,,,22594.085,0.000180975,72.11275,6022454.77,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
834.0,2023-01-21 06:17:59.999,,,0.0,0.0,,,22591.51,0.0001809949999999,72.48026,18120387.03,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
835.0,2023-01-21 06:18:59.999,,,0.0,0.0,,,22594.925,0.00018111,84.66579,16649237.19,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
836.0,2023-01-21 06:19:59.999,,,0.0,0.0,,,22592.325,0.00018117,105.641,34911558.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
837.0,2023-01-21 06:20:59.999,,,0.0,0.0,,,22594.805,0.0001812599999999,84.57315,9046076.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
838.0,2023-01-21 06:21:59.999,,,0.0,0.0,,,22593.055,0.00018103,80.35775,109223534.46,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
839.0,2023-01-21 06:22:59.999,,,0.0,0.0,,,22587.155,0.000180885,99.29529,60200015.34,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
840.0,2023-01-21 06:23:59.999,,,0.0,0.0,,,22586.695,0.000180775,96.38307,26360223.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
841.0,2023-01-21 06:24:59.999,,,0.0,0.0,,,22593.49,0.0001807849999999,141.00437,39076594.86,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
842.0,2023-01-21 06:25:59.999,,,0.0,0.0,,,22597.59,0.000180885,277.78786,41016969.54,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
843.0,2023-01-21 06:26:59.999,,,0.0,0.0,,,22600.555,0.00018114,131.56581,145170906.62,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
844.0,2023-01-21 06:27:59.999,,,0.0,0.0,,,22604.115,0.000181265,142.11331,80052829.91,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
845.0,2023-01-21 06:28:59.999,,,0.0,0.0,,,22608.58,0.00018116,164.93281,85616367.41,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
846.0,2023-01-21 06:29:59.999,,,0.0,0.0,,,22606.07,0.00018116,78.93476,25362456.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
847.0,2023-01-21 06:30:59.999,,,0.0,0.0,,,22601.92,0.00018112,139.61792,22327248.64,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
848.0,2023-01-21 06:31:59.999,,,0.0,0.0,,,22598.715,0.00018113,118.25116,23248883.54,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
849.0,2023-01-21 06:32:59.999,,,0.0,0.0,,,22608.63,0.000181185,190.16752,251082091.38,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
850.0,2023-01-21 06:33:59.999,,,0.0,0.0,,,22608.765,0.00018138,212.60814,10260839.58,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
851.0,2023-01-21 06:34:59.999,,,0.0,0.0,,,22594.63,0.0001812599999999,228.48973,48299713.81,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
852.0,2023-01-21 06:35:59.999,,,0.0,0.0,,,22593.025,0.000181385,136.55582,25494478.47,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
853.0,2023-01-21 06:36:59.999,,,0.0,0.0,,,22594.085,0.00018133,103.89852,51737389.71,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
854.0,2023-01-21 06:37:59.999,,,0.0,0.0,,,22599.215,0.00018131,107.07819,16012486.68,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
855.0,2023-01-21 06:38:59.999,,,0.0,0.0,,,22605.59,0.00018135,98.06532,4246096.95,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
856.0,2023-01-21 06:39:59.999,,,0.0,0.0,,,22608.595,0.00018134,84.45389,11326100.72,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
857.0,2023-01-21 06:40:59.999,,,0.0,0.0,,,22601.015,0.00018082,120.10974,706192869.93,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
858.0,2023-01-21 06:41:59.999,,,0.0,0.0,,,22598.695,0.00018101,118.13966,52810691.69,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
859.0,2023-01-21 06:42:59.999,,,0.0,0.0,,,22606.885,0.000181225,96.85993,677662048.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
860.0,2023-01-21 06:43:59.999,,,0.0,0.0,,,22608.54,0.000180965,116.29073,92806319.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
861.0,2023-01-21 06:44:59.999,,,0.0,0.0,,,22607.255,0.00018096,75.80834,92003348.52,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
862.0,2023-01-21 06:45:59.999,,,0.0,0.0,,,22606.5,0.0001809049999999,83.16295,73860552.31,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
863.0,2023-01-21 06:46:59.999,,,0.0,0.0,,,22611.725,0.000180945,215.57799,69080815.44,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
864.0,2023-01-21 06:47:59.999,,,0.0,0.0,,,22616.095,0.000180855,88.76683,121662019.44,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
865.0,2023-01-21 06:48:59.999,,,0.0,0.0,,,22606.925,0.000180805,131.94235,99109442.26,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
866.0,2023-01-21 06:49:59.999,,,0.0,0.0,,,22600.145,0.000180605,133.00865,264095861.85,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
867.0,2023-01-21 06:50:59.999,,,0.0,0.0,,,22609.235,0.00018086,290.79962,180691474.05,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
868.0,2023-01-21 06:51:59.999,,,0.0,0.0,,,22614.09,0.00018092,164.8473,207389409.49,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
869.0,2023-01-21 06:52:59.999,,,0.0,0.0,,,22612.620000000003,0.000180985,89.00195,95781038.81,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
870.0,2023-01-21 06:53:59.999,,,0.0,0.0,,,22616.195,0.0001809599999999,128.76674,38835060.18,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
871.0,2023-01-21 06:54:59.999,,,0.0,0.0,,,22615.155,0.00018089,91.97968,93900561.84,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
872.0,2023-01-21 06:55:59.999,,,0.0,0.0,,,22616.27,0.000180665,112.42583,244758423.14,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
873.0,2023-01-21 06:56:59.999,,,0.0,0.0,,,22612.845,0.000180615,98.8567,47961565.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
874.0,2023-01-21 06:57:59.999,,,0.0,0.0,,,22611.6,0.00018056,94.08623,94584858.53,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
875.0,2023-01-21 06:58:59.999,,,0.0,0.0,,,22617.81,0.00018071,94.62888,40859839.91,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
876.0,2023-01-21 06:59:59.999,,,0.0,0.0,,,22617.025,0.0001807299999999,108.33726,73381385.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
877.0,2023-01-21 07:00:59.999,,,0.0,0.0,,,22616.745000000003,0.000180695,106.73122,55576435.35,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
878.0,2023-01-21 07:01:59.999,,,0.0,0.0,,,22612.105000000003,0.00018082,121.15359,40842541.03,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
879.0,2023-01-21 07:02:59.999,,,0.0,0.0,,,22613.18,0.00018069,68.849,162749740.03,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
880.0,2023-01-21 07:03:59.999,,,0.0,0.0,,,22613.595,0.00018072,76.1588,38826553.12,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
881.0,2023-01-21 07:04:59.999,,,0.0,0.0,,,22616.705,0.00018071,89.96013,82968553.64,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
882.0,2023-01-21 07:05:59.999,,,0.0,0.0,,,22611.065,0.00018069,118.71827,115121168.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
883.0,2023-01-21 07:06:59.999,,,0.0,0.0,,,22613.61,0.00018072,235.61552,80001766.77,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
884.0,2023-01-21 07:07:59.999,,,0.0,0.0,,,22620.355,0.000180565,140.06615,75938403.29,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
885.0,2023-01-21 07:08:59.999,,,0.0,0.0,,,22616.66,0.00018044,110.53059,121147499.53,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
886.0,2023-01-21 07:09:59.999,,,0.0,0.0,,,22621.79,0.00018053,76.05615,133059885.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
887.0,2023-01-21 07:10:59.999,,,0.0,0.0,,,22620.72,0.00018064,101.11382,26562020.04,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
888.0,2023-01-21 07:11:59.999,,,0.0,0.0,,,22620.56,0.00018051,77.35009,33515355.19,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
889.0,2023-01-21 07:12:59.999,,,0.0,0.0,,,22620.97,0.00018059,81.27488,80665208.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
890.0,2023-01-21 07:13:59.999,,,0.0,0.0,,,22618.655,0.00018048,81.65245,44558935.82,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
891.0,2023-01-21 07:14:59.999,,,0.0,0.0,,,22624.665,0.00018056,132.89701,178277779.73,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
892.0,2023-01-21 07:15:59.999,,,0.0,0.0,,,22625.225,0.000180445,98.88532,44170543.31,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
893.0,2023-01-21 07:16:59.999,,,0.0,0.0,,,22625.625,0.000180445,74.96975,50281439.89,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
894.0,2023-01-21 07:17:59.999,,,0.0,0.0,,,22623.255,0.0001803,106.11986,58248793.41,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
895.0,2023-01-21 07:18:59.999,,,0.0,0.0,,,22618.405,0.00018024,111.78625,60557143.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
896.0,2023-01-21 07:19:59.999,,,0.0,0.0,,,22621.71,0.000180215,102.93934,54276357.86,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
897.0,2023-01-21 07:20:59.999,,,0.0,0.0,,,22628.245000000003,0.000180235,122.38031,92159189.08,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
898.0,2023-01-21 07:21:59.999,,,0.0,0.0,,,22632.37,0.0001803099999999,165.75185,154898740.66,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
899.0,2023-01-21 07:22:59.999,,,0.0,0.0,,,22636.415,0.000180295,103.707,82752422.71,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
900.0,2023-01-21 07:23:59.999,,,0.0,0.0,,,22646.28,0.00018054,227.6099,315060017.13,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
901.0,2023-01-21 07:24:59.999,,,0.0,0.0,,,22644.145,0.000180525,157.5548,91635825.72,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
902.0,2023-01-21 07:25:59.999,,,0.0,0.0,,,22643.055,0.000180595,97.67827,25702082.08,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
903.0,2023-01-21 07:26:59.999,,,0.0,0.0,,,22646.795,0.000180825,139.72306,32263510.27,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
904.0,2023-01-21 07:27:59.999,,,0.0,0.0,,,22638.045,0.0001807849999999,162.69793,64340127.07,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
905.0,2023-01-21 07:28:59.999,,,0.0,0.0,,,22634.635,0.000180765,80.80904,63106003.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
906.0,2023-01-21 07:29:59.999,,,0.0,0.0,,,22639.14,0.00018082,174.97656,52473868.21,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
907.0,2023-01-21 07:30:59.999,,,0.0,0.0,,,22629.44,0.000180665,118.58138,21534985.64,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
908.0,2023-01-21 07:31:59.999,,,0.0,0.0,,,22623.055,0.000180535,193.86827,30913567.34,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
909.0,2023-01-21 07:32:59.999,,,0.0,0.0,,,22617.85,0.0001805,164.28785,34775272.01,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
910.0,2023-01-21 07:33:59.999,,,0.0,0.0,,,22611.15,0.0001804849999999,170.87203,66298914.93,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
911.0,2023-01-21 07:34:59.999,,,0.0,0.0,,,22609.74,0.000180565,206.99909,59481030.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
912.0,2023-01-21 07:35:59.999,,,0.0,0.0,,,22617.7,0.000180435,167.4896,16235973.91,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
913.0,2023-01-21 07:36:59.999,,,0.0,0.0,,,22616.605,0.00018047,123.07696,29609298.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
914.0,2023-01-21 07:37:59.999,,,0.0,0.0,,,22620.36,0.0001804849999999,118.18004,51273086.96,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
915.0,2023-01-21 07:38:59.999,,,0.0,0.0,,,22626.85,0.00018054,124.43923,74121834.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
916.0,2023-01-21 07:39:59.999,,,0.0,0.0,,,22636.505,0.00018057,159.62081,50150147.94,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
917.0,2023-01-21 07:40:59.999,,,0.0,0.0,,,22640.93,0.0001804849999999,249.35156,22713382.41,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
918.0,2023-01-21 07:41:59.999,,,0.0,0.0,,,22638.905,0.00018048,170.2557,12795863.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
919.0,2023-01-21 07:42:59.999,,,0.0,0.0,,,22645.345,0.00018051,205.05584,53024769.33,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
920.0,2023-01-21 07:43:59.999,,,0.0,0.0,,,22647.335,0.000180555,156.59908,44436464.53,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
921.0,2023-01-21 07:44:59.999,,,0.0,0.0,,,22647.370000000003,0.00018051,146.80361,61907702.92,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
922.0,2023-01-21 07:45:59.999,,,0.0,0.0,,,22647.85,0.000180625,133.95037,71272831.92,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
923.0,2023-01-21 07:46:59.999,,,0.0,0.0,,,22639.755,0.0001806849999999,156.79293,56493424.86,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
924.0,2023-01-21 07:47:59.999,,,0.0,0.0,,,22638.195,0.00018083,140.84846,81841286.92,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
925.0,2023-01-21 07:48:59.999,,,0.0,0.0,,,22643.050000000003,0.000180825,131.69589,113949361.75,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
926.0,2023-01-21 07:49:59.999,,,0.0,0.0,,,22644.9,0.00018086,123.46081,19838880.33,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
927.0,2023-01-21 07:50:59.999,,,0.0,0.0,,,22646.69,0.00018089,122.53996,35890584.01,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
928.0,2023-01-21 07:51:59.999,,,0.0,0.0,,,22649.425,0.00018091,165.51687,34389409.76,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
929.0,2023-01-21 07:52:59.999,,,0.0,0.0,,,22645.205,0.000180835,568.33388,67034380.03,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
930.0,2023-01-21 07:53:59.999,,,0.0,0.0,,,22626.89,0.00018064,208.6399,66667668.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
931.0,2023-01-21 07:54:59.999,,,0.0,0.0,,,22625.075,0.00018069,150.50672,30598110.49,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
932.0,2023-01-21 07:55:59.999,,,0.0,0.0,,,22637.04,0.0001806399999999,184.47296,49144663.98,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
933.0,2023-01-21 07:56:59.999,,,0.0,0.0,,,22643.31,0.000180635,134.69571,19760097.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
934.0,2023-01-21 07:57:59.999,,,0.0,0.0,,,22645.055,0.000180605,133.51361,23067515.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
935.0,2023-01-21 07:58:59.999,,,0.0,0.0,,,22646.01,0.000180635,107.50008,41531247.04,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
936.0,2023-01-21 07:59:59.999,,,0.0,0.0,,,22641.465,0.00018081,142.94207,62128055.64,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
937.0,2023-01-21 08:00:59.999,,,0.0,0.0,,,22634.97,0.0001808399999999,184.34268,52288676.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
938.0,2023-01-21 08:01:59.999,,,0.0,0.0,,,22643.43,0.00018103,133.72646,74283527.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
939.0,2023-01-21 08:02:59.999,,,0.0,0.0,,,22652.67,0.000181445,237.68891,242141738.05,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
940.0,2023-01-21 08:03:59.999,,,0.0,0.0,,,22656.59,0.00018166,188.79079,158096621.81,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
941.0,2023-01-21 08:04:59.999,,,0.0,0.0,,,22660.105,0.0001815,172.88261,51793115.53,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
942.0,2023-01-21 08:05:59.999,,,0.0,0.0,,,22671.395,0.000181445,265.69434,67461671.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
943.0,2023-01-21 08:06:59.999,,,0.0,0.0,,,22679.295,0.000181335,265.14967,50793157.56,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
944.0,2023-01-21 08:07:59.999,,,0.0,0.0,,,22686.455,0.0001813599999999,258.87173,100098356.94,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
945.0,2023-01-21 08:08:59.999,,,0.0,0.0,,,22691.75,0.000181405,512.75246,176029473.57,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
946.0,2023-01-21 08:09:59.999,,,0.0,0.0,,,22693.0,0.00018134,200.49485,48975077.95,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
947.0,2023-01-21 08:10:59.999,,,0.0,0.0,,,22705.115,0.00018122,618.45224,86315199.37,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
948.0,2023-01-21 08:11:59.999,,,0.0,0.0,,,22701.465,0.0001811599999999,469.49694,64893119.18,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
949.0,2023-01-21 08:12:59.999,,,0.0,0.0,,,22725.82,0.000181375,401.73309,93247535.37,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
950.0,2023-01-21 08:13:59.999,,,0.0,0.0,,,22726.655,0.000181345,385.19834,102465144.46,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
