index,close_time,historical_spread,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,historical_rolling_mean_5400_minutes,historical_rolling_sd_5400_minutes,historical_rolling_z_score_5400_minutes,historical_rolling_z_score_5400_minutes_lag_1,rolling_sd_5400_minutes,algo_trading_rolling_sd_5400_minutes_percentile_75th,signal_5400_minutes,threshold_5400_minutes,delayed_signal_5400_minutes
0,2023-01-20 11:52:59.999,-0.0242061494270409,0.000169975,2667987.62,12.255,1212.61,-0.004312593552690213,0.02301108899349672,-0.8645204005761267,0.0,,0.0010299089840730493,0,2.0,0.0
1,2023-01-20 11:53:59.999,-0.0256626606803269,0.00016987,7749467.12,12.272,9630.15,-0.004321575968644998,0.023009954233973562,-0.9274718452143802,-0.8645204005761267,0.0010299089840730493,0.0010299089840730493,0,2.0,0.0
2,2023-01-20 11:54:59.999,-0.0252844328468242,0.000170085,350562112.38,12.29,930.19,-0.004330675599795557,0.023008526285422236,-0.9106953216862284,-0.9274718452143802,0.0007557751493626133,0.0009613755253954404,0,2.0,0.0
3,2023-01-20 11:55:59.999,-0.0258688999347924,0.00017004,8497463.12,12.2965,579.74,-0.004339787626911113,0.023007310919797117,-0.9357509177378968,-0.9106953216862284,0.0007402731543374649,0.0008928420667178314,0,2.0,0.0
4,2023-01-20 11:56:59.999,-0.025598261455487,0.00017004,14359154.01,12.291,1110.29,-0.004348753942017831,0.02300615925703108,-0.9236442848223331,-0.9357509177378968,0.0006591626831971434,0.0008243086080402223,0,2.0,0.0
5,2023-01-20 11:57:59.999,-0.025598261455487,0.00017004,8768930.4,12.291,724.02,-0.004357900447027278,0.023004787357508202,-0.9233017753379661,-0.9236442848223331,0.0006001045908948826,0.0007557751493626133,0,2.0,0.0
6,2023-01-20 11:58:59.999,-0.025742748372906,0.000169915,10538806.02,12.279,729.53,-0.0043670026682189915,0.02300352289151207,-0.9292379174050038,-0.9233017753379661,0.0005656651423209742,0.0007518996506063262,0,2.0,0.0
7,2023-01-20 11:59:59.999,-0.0261282714190009,0.00016977,10792710.21,12.2695,133.54,-0.004376200397883676,0.023002292470730663,-0.9456479630800153,-0.9292379174050038,0.0005800272283099429,0.0007480241518500391,0,2.0,0.0
8,2023-01-20 12:00:59.999,-0.0274703160913993,0.000169605,5007970.23,12.277,758.62,-0.004385754028720205,0.023001168772329078,-1.0036256109928787,-0.9456479630800153,0.0008490185624880638,0.000779086002643976,0,2.5,0.0
9,2023-01-20 12:01:59.999,-0.0279239465934253,0.000169645,65187856.63,12.291,6206.68,-0.004395233066986242,0.02300031982817291,-1.0229733195978832,-1.0036256109928787,0.0010595129861425336,0.0008490185624880638,0,2.5,0.0
10,2023-01-20 12:02:59.999,-0.0289713610055653,0.00016963,15337288.36,12.3105,4487.47,-0.004404819287109882,0.022999773223213348,-1.068121041022298,-1.0229733195978832,0.0013568595229081289,0.000984686378676803,0,2.5,0.0
11,2023-01-20 12:03:59.999,-0.0288830158973389,0.000169695,24641765.22,12.3165,2023.75,-0.0044144742053437705,0.022999103697022814,-1.0638910982936491,-1.068121041022298,0.001504408615142577,0.0010447109851077915,0,2.5,0.0
12,2023-01-20 12:04:59.999,-0.028298217893937,0.00016969,48513617.39,12.303999999999998,4835.91,-0.00442424799089374,0.022998036858478493,-1.038087296318157,-1.0638910982936491,0.0015293355391103691,0.0011338496203339324,0,2.5,0.0
13,2023-01-20 12:05:59.999,-0.0282386867829878,0.000169625,21552652.66,12.295,797.84,-0.00443403005846857,0.022996930073066774,-1.0351232381403133,-1.038087296318157,0.0015341824604913653,0.0013568595229081289,0,2.5,0.0
14,2023-01-20 12:06:59.999,-0.028597521365576,0.0001695849999999,3787664.01,12.2975,2313.35,-0.004443797431771413,0.022995990009674613,-1.050345035097115,-1.0351232381403133,0.0015570082907951325,0.001467521342083965,0,2.5,0.0
15,2023-01-20 12:07:59.999,-0.029359481509438,0.00016961,23704960.48,12.316,1194.59,-0.00445384801697838,0.022995017132026733,-1.0830882773195172,-1.050345035097115,0.0016315849230361908,0.001516872077126473,0,2.5,0.0
16,2023-01-20 12:08:59.999,-0.0298257602679594,0.000169635,23967539.84,12.3285,992.26,-0.004464054769720426,0.022994044408628456,-1.10296844902683,-1.0830882773195172,0.0017230448466239246,0.0015305472694556181,0,2.5,0.0
17,2023-01-20 12:09:59.999,-0.0306746314480754,0.0001695949999999,14284788.17,12.341,9158.73,-0.004474473908144104,0.022993171537546292,-1.1394755828767777,-1.10296844902683,0.0018659919402647894,0.0015341824604913653,0,2.5,0.0
18,2023-01-20 12:10:59.999,-0.0296683635672501,0.0001696949999999,29987139.28,12.3325,1072.03,-0.0044847971400819005,0.022991966472735194,-1.095320248358569,-1.1394755828767777,0.0018896899667853562,0.0015513018332191906,0,2.5,0.0
19,2023-01-20 12:11:59.999,-0.0292755421845214,0.00016977,5384329.28,12.3335,462.04,-0.0044951715397852565,0.022990511102138924,-1.0778520988352756,-1.095320248358569,0.0018828993124700645,0.0015942966069156616,0,2.5,0.0
20,2023-01-20 12:12:59.999,-0.0287112223975896,0.00016977,12116891.32,12.322,489.28,-0.004505319161621465,0.022989104105642335,-1.0529293844916363,-1.0778520988352756,0.001852224508785934,0.0016544499039331242,0,2.5,0.0
21,2023-01-20 12:13:59.999,-0.0282645592374084,0.000169825,12240882.31,12.3195,2335.12,-0.004515373675197113,0.022987620106855008,-1.0331293736287723,-1.0529293844916363,0.0018128270038975406,0.0017230448466239246,0,2.5,0.0
22,2023-01-20 12:14:59.999,-0.0279945868910242,0.0001698499999999,13370807.36,12.317,1123.85,-0.004525486711291314,0.022985934639909375,-1.021020051931437,-1.0331293736287723,0.001772622448711337,0.0017602280481894838,0,2.5,0.0
