index,close_time,transaction_id,positions,LUNCUSDT_units,ATOMUSDT_units,entry_LUNCUSDT_price,entry_ATOMUSDT_price,historical_LUNCUSDT_mid,historical_ATOMUSDT_mid,historical_LUNCUSDT_vol,historical_ATOMUSDT_vol,signal,portfolio_value,LUNCUSDT_raw_pnl,ATOMUSDT_raw_pnl,LUNCUSDT_cost,ATOMUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
43.0,2023-01-20 12:35:59.999,,,0.0,0.0,,,0.000170585,12.3615,65180902.39,3322.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
44.0,2023-01-20 12:36:59.999,,,0.0,0.0,,,0.00017054,12.3765,20620481.93,1152.42,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
45.0,2023-01-20 12:37:59.999,,,0.0,0.0,,,0.000170505,12.355,144783222.03,1557.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
46.0,2023-01-20 12:38:59.999,,,0.0,0.0,,,0.00017035,12.338,75165423.43,5451.35,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
47.0,2023-01-20 12:39:59.999,,,0.0,0.0,,,0.00017036,12.353000000000002,105667259.73,1575.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
48.0,2023-01-20 12:40:59.999,,,0.0,0.0,,,0.00017045,12.3675,5612626.95,407.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
49.0,2023-01-20 12:41:59.999,,,0.0,0.0,,,0.00017085,12.374,224865806.4,1727.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
50.0,2023-01-20 12:42:59.999,,,0.0,0.0,,,0.000171075,12.3885,58413436.72,576.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
51.0,2023-01-20 12:43:59.999,,,0.0,0.0,,,0.00017123,12.3835,187987907.37,1667.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
52.0,2023-01-20 12:44:59.999,,,0.0,0.0,,,0.00017095,12.3785,225011651.55,1277.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
53.0,2023-01-20 12:45:59.999,,,0.0,0.0,,,0.000170995,12.382,105350414.66,1226.76,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
54.0,2023-01-20 12:46:59.999,,,0.0,0.0,,,0.000171125,12.3835,8627754.24,298.16,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
55.0,2023-01-20 12:47:59.999,,,0.0,0.0,,,0.000171065,12.3795,136951920.95,677.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
56.0,2023-01-20 12:48:59.999,,,0.0,0.0,,,0.00017095,12.3595,48190435.45,2989.09,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
57.0,2023-01-20 12:49:59.999,,,0.0,0.0,,,0.000171035,12.37,51351269.72,326.33,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
58.0,2023-01-20 12:50:59.999,,,0.0,0.0,,,0.00017144,12.3715,553890832.44,379.16,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
59.0,2023-01-20 12:51:59.999,,,0.0,0.0,,,0.0001716749999999,12.361,152677956.51,401.42,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
