index,close_time,transaction_id,positions,LUNCUSDT_units,ATOMUSDT_units,entry_LUNCUSDT_price,entry_ATOMUSDT_price,historical_LUNCUSDT_mid,historical_ATOMUSDT_mid,historical_LUNCUSDT_vol,historical_ATOMUSDT_vol,signal,portfolio_value,LUNCUSDT_raw_pnl,ATOMUSDT_raw_pnl,LUNCUSDT_cost,ATOMUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
926.0,2023-01-21 03:18:59.999,,,0.0,0.0,,,0.000179315,13.307,23331711.98,1137.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
927.0,2023-01-21 03:19:59.999,,,0.0,0.0,,,0.000179385,13.313,32535367.65,815.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
928.0,2023-01-21 03:20:59.999,,,0.0,0.0,,,0.0001795,13.3255,25859319.53,1134.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
929.0,2023-01-21 03:21:59.999,,,0.0,0.0,,,0.00017978,13.341,572752202.25,515.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
930.0,2023-01-21 03:22:59.999,,,0.0,0.0,,,0.000180295,13.341,59434722.71,157.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
931.0,2023-01-21 03:23:59.999,,,0.0,0.0,,,0.000180215,13.3455,68949849.31,1172.69,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
932.0,2023-01-21 03:24:59.999,,,0.0,0.0,,,0.00018023,13.3495,18134284.82,449.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
933.0,2023-01-21 03:25:59.999,,,0.0,0.0,,,0.000180305,13.356,31202672.98,799.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
934.0,2023-01-21 03:26:59.999,,,0.0,0.0,,,0.0001802749999999,13.354500000000002,15288522.68,404.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
935.0,2023-01-21 03:27:59.999,,,0.0,0.0,,,0.0001802749999999,13.3495,21318864.03,126.29,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
936.0,2023-01-21 03:28:59.999,,,0.0,0.0,,,0.000180255,13.349,7374597.53,304.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
937.0,2023-01-21 03:29:59.999,,,0.0,0.0,,,0.00018029,13.349,16180313.72,618.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
938.0,2023-01-21 03:30:59.999,,,0.0,0.0,,,0.00018039,13.3585,17802048.17,529.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
939.0,2023-01-21 03:31:59.999,,,0.0,0.0,,,0.00018025,13.364,41138866.81,614.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
940.0,2023-01-21 03:32:59.999,,,0.0,0.0,,,0.000180125,13.357500000000002,17790205.29,593.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
941.0,2023-01-21 03:33:59.999,,,0.0,0.0,,,0.00018007,13.349,28928475.18,251.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
942.0,2023-01-21 03:34:59.999,,,0.0,0.0,,,0.00018005,13.35,20369205.23,563.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
943.0,2023-01-21 03:35:59.999,,,0.0,0.0,,,0.00018019,13.3515,11677518.15,3033.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
944.0,2023-01-21 03:36:59.999,,,0.0,0.0,,,0.00018022,13.3585,20507136.92,51.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
945.0,2023-01-21 03:37:59.999,,,0.0,0.0,,,0.000180135,13.3545,55413756.67,143.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
946.0,2023-01-21 03:38:59.999,,,0.0,0.0,,,0.000180025,13.34,110229468.39,167.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
947.0,2023-01-21 03:39:59.999,,,0.0,0.0,,,0.00018008,13.345,56285435.04,1409.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
948.0,2023-01-21 03:40:59.999,,,0.0,0.0,,,0.00018014,13.351,11747238.39,1166.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
949.0,2023-01-21 03:41:59.999,,,0.0,0.0,,,0.0001801549999999,13.3475,21543850.44,213.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
950.0,2023-01-21 03:42:59.999,,,0.0,0.0,,,0.000180105,13.336,19386231.24,765.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
951.0,2023-01-21 03:43:59.999,,,0.0,0.0,,,0.00018018,13.33,24272860.43,213.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
952.0,2023-01-21 03:44:59.999,,,0.0,0.0,,,0.000180115,13.33,36689938.17,1123.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
953.0,2023-01-21 03:45:59.999,,,0.0,0.0,,,0.00018003,13.33,84274099.01,708.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
954.0,2023-01-21 03:46:59.999,,,0.0,0.0,,,0.000180025,13.3245,79278093.03,491.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
955.0,2023-01-21 03:47:59.999,,,0.0,0.0,,,0.00018004,13.3185,19131854.46,291.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
956.0,2023-01-21 03:48:59.999,,,0.0,0.0,,,0.00018006,13.32,14044620.66,853.68,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
957.0,2023-01-21 03:49:59.999,,,0.0,0.0,,,0.00018004,13.3215,33828371.49,604.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
958.0,2023-01-21 03:50:59.999,,,0.0,0.0,,,0.0001800099999999,13.322,34339631.5,1406.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
959.0,2023-01-21 03:51:59.999,,,0.0,0.0,,,0.000179795,13.3155,72187573.1,77.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
960.0,2023-01-21 03:52:59.999,,,0.0,0.0,,,0.000179815,13.3075,66949220.71,1480.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
961.0,2023-01-21 03:53:59.999,,,0.0,0.0,,,0.0001797999999999,13.299,52256313.85,741.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
962.0,2023-01-21 03:54:59.999,,,0.0,0.0,,,0.0001796349999999,13.292,19919813.91,617.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
963.0,2023-01-21 03:55:59.999,,,0.0,0.0,,,0.00017972,13.292000000000002,9354415.1,2471.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
964.0,2023-01-21 03:56:59.999,,,0.0,0.0,,,0.00017987,13.306,283579659.23,175.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
965.0,2023-01-21 03:57:59.999,,,0.0,0.0,,,0.00018004,13.2935,14339489.53,185.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
966.0,2023-01-21 03:58:59.999,,,0.0,0.0,,,0.000179895,13.2945,42533366.35,696.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
967.0,2023-01-21 03:59:59.999,,,0.0,0.0,,,0.00017993,13.2865,1080090.98,1881.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
968.0,2023-01-21 04:00:59.999,,,0.0,0.0,,,0.000180225,13.289,69300032.74,693.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
969.0,2023-01-21 04:01:59.999,,,0.0,0.0,,,0.000180645,13.2965,273365756.74,1339.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
970.0,2023-01-21 04:02:59.999,,,0.0,0.0,,,0.00018083,13.292,92223333.28,1213.83,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
971.0,2023-01-21 04:03:59.999,,,0.0,0.0,,,0.0001806399999999,13.294,134368111.48,605.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
972.0,2023-01-21 04:04:59.999,,,0.0,0.0,,,0.000180395,13.2965,49403083.08,193.29,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
973.0,2023-01-21 04:05:59.999,,,0.0,0.0,,,0.000180525,13.3005,55829958.22,554.51,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
974.0,2023-01-21 04:06:59.999,,,0.0,0.0,,,0.00018061,13.3005,46354313.8,260.36,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
975.0,2023-01-21 04:07:59.999,,,0.0,0.0,,,0.00018046,13.2975,12759797.75,160.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
976.0,2023-01-21 04:08:59.999,,,0.0,0.0,,,0.00018058,13.3,35650240.21,214.07,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
977.0,2023-01-21 04:09:59.999,,,0.0,0.0,,,0.00018051,13.3035,72248849.47,449.11,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
978.0,2023-01-21 04:10:59.999,,,0.0,0.0,,,0.000180605,13.304,7622623.71,462.49,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
979.0,2023-01-21 04:11:59.999,,,0.0,0.0,,,0.00018056,13.302499999999998,6225911.88,69.82,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
980.0,2023-01-21 04:12:59.999,,,0.0,0.0,,,0.00018067,13.308,9317426.35,73.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
981.0,2023-01-21 04:13:59.999,,,0.0,0.0,,,0.00018072,13.304,12973959.85,870.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
982.0,2023-01-21 04:14:59.999,,,0.0,0.0,,,0.000180825,13.311,34409565.27,506.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
983.0,2023-01-21 04:15:59.999,,,0.0,0.0,,,0.000180865,13.3195,24090570.45,787.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
984.0,2023-01-21 04:16:59.999,,,0.0,0.0,,,0.000180825,13.3275,41481143.59,36.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
985.0,2023-01-21 04:17:59.999,,,0.0,0.0,,,0.00018092,13.323,4053117.57,512.64,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
986.0,2023-01-21 04:18:59.999,,,0.0,0.0,,,0.0001807299999999,13.3205,11344206.64,218.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
987.0,2023-01-21 04:19:59.999,,,0.0,0.0,,,0.000180825,13.3235,5175042.08,223.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
988.0,2023-01-21 04:20:59.999,,,0.0,0.0,,,0.00018091,13.3275,22809459.81,372.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
989.0,2023-01-21 04:21:59.999,,,0.0,0.0,,,0.000180935,13.326,11734046.63,411.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
990.0,2023-01-21 04:22:59.999,,,0.0,0.0,,,0.00018112,13.3295,187934550.39,1011.48,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
991.0,2023-01-21 04:23:59.999,,,0.0,0.0,,,0.00018103,13.3375,43818866.27,611.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
992.0,2023-01-21 04:24:59.999,,,0.0,0.0,,,0.000181065,13.34,75953940.08,1622.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
993.0,2023-01-21 04:25:59.999,,,0.0,0.0,,,0.0001809,13.3325,17409952.52,2488.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
994.0,2023-01-21 04:26:59.999,,,0.0,0.0,,,0.00018103,13.3305,28561232.06,1099.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
995.0,2023-01-21 04:27:59.999,,,0.0,0.0,,,0.0001811,13.33,81858180.64,1160.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
996.0,2023-01-21 04:28:59.999,,,0.0,0.0,,,0.000180925,13.333,26048408.56,119.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
997.0,2023-01-21 04:29:59.999,,,0.0,0.0,,,0.00018097,13.3345,12261983.06,219.97,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
998.0,2023-01-21 04:30:59.999,,,0.0,0.0,,,0.000181095,13.339,34370622.04,421.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
999.0,2023-01-21 04:31:59.999,,,0.0,0.0,,,0.00018089,13.336,50552157.44,390.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1000.0,2023-01-21 04:32:59.999,,,0.0,0.0,,,0.000180865,13.339,32119170.26,138.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1001.0,2023-01-21 04:33:59.999,,,0.0,0.0,,,0.00018092,13.3435,18936746.8,363.81,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
1002.0,2023-01-21 04:34:59.999,,,0.0,0.0,,,0.00018112,13.349,82413152.1,656.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1003.0,2023-01-21 04:35:59.999,,,0.0,0.0,,,0.000181025,13.334,4863970.22,582.11,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
1004.0,2023-01-21 04:36:59.999,,,0.0,0.0,,,0.000181055,13.328,8388570.72,87.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1005.0,2023-01-21 04:37:59.999,,,0.0,0.0,,,0.0001810499999999,13.3245,3916951.18,36.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1006.0,2023-01-21 04:38:59.999,,,0.0,0.0,,,0.000181075,13.333,72794190.03,60.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1007.0,2023-01-21 04:39:59.999,,,0.0,0.0,,,0.0001813049999999,13.343,50751886.05,123.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1008.0,2023-01-21 04:40:59.999,,,0.0,0.0,,,0.0001813699999999,13.34,43383586.12,442.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1009.0,2023-01-21 04:41:59.999,,,0.0,0.0,,,0.00018151,13.3455,86249010.76,1297.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1010.0,2023-01-21 04:42:59.999,,,0.0,0.0,,,0.00018174,13.3545,124591786.12,1016.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1011.0,2023-01-21 04:43:59.999,,,0.0,0.0,,,0.000181815,13.353000000000002,92091329.14,2005.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1012.0,2023-01-21 04:44:59.999,,,0.0,0.0,,,0.0001817999999999,13.3515,12735086.87,195.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1013.0,2023-01-21 04:45:59.999,,,0.0,0.0,,,0.000181805,13.355,31144136.52,222.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1014.0,2023-01-21 04:46:59.999,,,0.0,0.0,,,0.00018174,13.353,34865258.42,6.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1015.0,2023-01-21 04:47:59.999,,,0.0,0.0,,,0.00018201,13.353,358673423.52,52.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1016.0,2023-01-21 04:48:59.999,,,0.0,0.0,,,0.00018225,13.346,30944568.59,142.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1017.0,2023-01-21 04:49:59.999,,,0.0,0.0,,,0.00018259,13.3435,429350519.94,182.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1018.0,2023-01-21 04:50:59.999,,,0.0,0.0,,,0.000182965,13.3465,66574207.02,48.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1019.0,2023-01-21 04:51:59.999,,,0.0,0.0,,,0.00018271,13.344,81868951.09,230.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1020.0,2023-01-21 04:52:59.999,,,0.0,0.0,,,0.00018215,13.331,139703113.85,1111.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1021.0,2023-01-21 04:53:59.999,,,0.0,0.0,,,0.0001818349999999,13.3305,181637295.85,279.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1022.0,2023-01-21 04:54:59.999,,,0.0,0.0,,,0.000181855,13.327,251593582.96,132.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1023.0,2023-01-21 04:55:59.999,,,0.0,0.0,,,0.00018175,13.323,119664305.41,296.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1024.0,2023-01-21 04:56:59.999,,,0.0,0.0,,,0.00018171,13.3175,73233149.15,293.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1025.0,2023-01-21 04:57:59.999,,,0.0,0.0,,,0.000181685,13.3065,26520688.07,1322.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1026.0,2023-01-21 04:58:59.999,,,0.0,0.0,,,0.000181715,13.303,23652675.04,462.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1027.0,2023-01-21 04:59:59.999,,,0.0,0.0,,,0.0001817,13.3085,25334061.41,1628.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1028.0,2023-01-21 05:00:59.999,,,0.0,0.0,,,0.00018167,13.3115,56571120.65,279.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1029.0,2023-01-21 05:01:59.999,,,0.0,0.0,,,0.00018172,13.3,10914131.8,1654.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1030.0,2023-01-21 05:02:59.999,,,0.0,0.0,,,0.00018163,13.291,25995037.63,570.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1031.0,2023-01-21 05:03:59.999,,,0.0,0.0,,,0.0001815799999999,13.298,50000624.65,1552.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1032.0,2023-01-21 05:04:59.999,,,0.0,0.0,,,0.000181705,13.297,33319744.13,53.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1033.0,2023-01-21 05:05:59.999,,,0.0,0.0,,,0.000181645,13.2945,64132644.9,844.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1034.0,2023-01-21 05:06:59.999,,,0.0,0.0,,,0.000181495,13.2895,129010922.77,449.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1035.0,2023-01-21 05:07:59.999,,,0.0,0.0,,,0.0001815249999999,13.295000000000002,2783412.54,915.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1036.0,2023-01-21 05:08:59.999,,,0.0,0.0,,,0.0001813799999999,13.290500000000002,24221606.83,535.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1037.0,2023-01-21 05:09:59.999,,,0.0,0.0,,,0.00018114,13.2775,58076900.01,1006.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1038.0,2023-01-21 05:10:59.999,,,0.0,0.0,,,0.00018114,13.273,44647188.0,721.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1039.0,2023-01-21 05:11:59.999,,,0.0,0.0,,,0.000181125,13.263,30416856.2,2563.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1040.0,2023-01-21 05:12:59.999,,,0.0,0.0,,,0.00018131,13.2685,38858280.96,309.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1041.0,2023-01-21 05:13:59.999,,,0.0,0.0,,,0.000181505,13.2635,31204537.33,856.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1042.0,2023-01-21 05:14:59.999,,,0.0,0.0,,,0.00018129,13.2565,24419128.77,101.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1043.0,2023-01-21 05:15:59.999,,,0.0,0.0,,,0.0001813,13.27,27707530.86,303.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1044.0,2023-01-21 05:16:59.999,,,0.0,0.0,,,0.00018138,13.2775,23534663.08,907.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1045.0,2023-01-21 05:17:59.999,,,0.0,0.0,,,0.00018139,13.2855,18782138.15,537.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1046.0,2023-01-21 05:18:59.999,,,0.0,0.0,,,0.0001815,13.2995,49633331.74,139.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1047.0,2023-01-21 05:19:59.999,,,0.0,0.0,,,0.00018151,13.303,14636237.24,433.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1048.0,2023-01-21 05:20:59.999,,,0.0,0.0,,,0.000181465,13.3055,26502909.72,487.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1049.0,2023-01-21 05:21:59.999,,,0.0,0.0,,,0.000181295,13.31,38140278.9,313.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1050.0,2023-01-21 05:22:59.999,,,0.0,0.0,,,0.00018128,13.3135,86790976.92,280.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1051.0,2023-01-21 05:23:59.999,,,0.0,0.0,,,0.000181365,13.327,10687460.01,964.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1052.0,2023-01-21 05:24:59.999,,,0.0,0.0,,,0.00018147,13.3305,10404307.17,591.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1053.0,2023-01-21 05:25:59.999,,,0.0,0.0,,,0.00018144,13.334499999999998,28549828.8,1180.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1054.0,2023-01-21 05:26:59.999,,,0.0,0.0,,,0.0001814,13.3365,4544108.91,165.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1055.0,2023-01-21 05:27:59.999,,,0.0,0.0,,,0.000181375,13.3375,47943721.35,326.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1056.0,2023-01-21 05:28:59.999,,,0.0,0.0,,,0.00018133,13.337,18938575.36,139.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1057.0,2023-01-21 05:29:59.999,,,0.0,0.0,,,0.00018142,13.339,32334027.25,560.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1058.0,2023-01-21 05:30:59.999,,,0.0,0.0,,,0.000181405,13.328,63899987.01,1757.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1059.0,2023-01-21 05:31:59.999,,,0.0,0.0,,,0.0001813,13.337,39954448.09,445.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1060.0,2023-01-21 05:32:59.999,,,0.0,0.0,,,0.000181265,13.3425,14289604.36,545.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1061.0,2023-01-21 05:33:59.999,,,0.0,0.0,,,0.00018129,13.347,3422894.82,973.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1062.0,2023-01-21 05:34:59.999,,,0.0,0.0,,,0.00018128,13.3465,10415512.66,463.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1063.0,2023-01-21 05:35:59.999,,,0.0,0.0,,,0.000181225,13.346,6114827.79,299.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1064.0,2023-01-21 05:36:59.999,,,0.0,0.0,,,0.000181245,13.35,42729825.44,551.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1065.0,2023-01-21 05:37:59.999,,,0.0,0.0,,,0.000181195,13.3455,40767503.88,790.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1066.0,2023-01-21 05:38:59.999,,,0.0,0.0,,,0.000181245,13.341,10380919.47,653.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1067.0,2023-01-21 05:39:59.999,,,0.0,0.0,,,0.000181245,13.3355,8549982.85,245.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1068.0,2023-01-21 05:40:59.999,,,0.0,0.0,,,0.00018103,13.3395,85645080.34,327.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1069.0,2023-01-21 05:41:59.999,,,0.0,0.0,,,0.000180935,13.345,167234767.77,55.87,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
1070.0,2023-01-21 05:42:59.999,,,0.0,0.0,,,0.000180635,13.3435,245844501.05,167.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1071.0,2023-01-21 05:43:59.999,,,0.0,0.0,,,0.00018078,13.3495,60908802.51,281.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1072.0,2023-01-21 05:44:59.999,,,0.0,0.0,,,0.000180865,13.352,71121098.24,270.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1073.0,2023-01-21 05:45:59.999,,,0.0,0.0,,,0.00018076,13.3485,58961432.2,255.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1074.0,2023-01-21 05:46:59.999,,,0.0,0.0,,,0.000180775,13.3425,106192086.59,1170.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1075.0,2023-01-21 05:47:59.999,,,0.0,0.0,,,0.0001806849999999,13.3435,10974635.99,284.16,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1076.0,2023-01-21 05:48:59.999,,,0.0,0.0,,,0.000180555,13.336,16687309.66,245.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1077.0,2023-01-21 05:49:59.999,,,0.0,0.0,,,0.0001804749999999,13.334,16005916.2,226.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1078.0,2023-01-21 05:50:59.999,,,0.0,0.0,,,0.00018047,13.3355,63724359.05,2310.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1079.0,2023-01-21 05:51:59.999,,,0.0,0.0,,,0.00018051,13.334,63028537.51,41.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1080.0,2023-01-21 05:52:59.999,,,0.0,0.0,,,0.00018044,13.3345,41857045.76,59.64,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1081.0,2023-01-21 05:53:59.999,,,0.0,0.0,,,0.000180305,13.3295,67506187.73,2098.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1082.0,2023-01-21 05:54:59.999,,,0.0,0.0,,,0.00018008,13.3195,137545334.96,759.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1083.0,2023-01-21 05:55:59.999,,,0.0,0.0,,,0.000179765,13.3015,101012460.32,2363.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1084.0,2023-01-21 05:56:59.999,,,0.0,0.0,,,0.000179975,13.3075,53522384.38,1343.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1085.0,2023-01-21 05:57:59.999,,,0.0,0.0,,,0.00018004,13.3045,19496317.7,1389.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1086.0,2023-01-21 05:58:59.999,,,0.0,0.0,,,0.000179875,13.297,29709496.22,141.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1087.0,2023-01-21 05:59:59.999,,,0.0,0.0,,,0.000179805,13.2905,79609223.25,515.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1088.0,2023-01-21 06:00:59.999,,,0.0,0.0,,,0.00017975,13.29,215087599.97,1248.78,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1089.0,2023-01-21 06:01:59.999,,,0.0,0.0,,,0.000180205,13.2965,101814572.45,532.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1090.0,2023-01-21 06:02:59.999,,,0.0,0.0,,,0.000180485,13.2885,125184530.21,1113.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1091.0,2023-01-21 06:03:59.999,,,0.0,0.0,,,0.00018061,13.2845,43441061.79,368.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1092.0,2023-01-21 06:04:59.999,,,0.0,0.0,,,0.00018081,13.2835,14840700.9,977.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1093.0,2023-01-21 06:05:59.999,,,0.0,0.0,,,0.000180805,13.2875,33926967.58,363.21,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
