index,close_time,predictions_LUNCUSDT,actual_LUNCUSDT,predictions_ATOMUSDT,actual_ATOMUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,log_actual_price_ATOMUSDT,log_prediction_ATOMUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_1080_minutes,actual_spread_rolling_sd_1080_minutes,predicted_spread_rolling_mean_1080_minutes,predicted_spread_rolling_sd_1080_minutes,predicted_rolling_z_score_1080_minutes,actual_rolling_z_score_1080_minutes,actual_rolling_z_score_1080_minutes_lag_1,predicted_spread_rolling_sd_1080_minutes_percentile_75th,historical_spread,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,signal_1080_minutes,threshold_1080_minutes,delayed_signal_1080_minutes
0,2023-01-20 11:52:59.999,0.0001699947725853,0.000169975,,,-8.67985919055175,-8.679742870885024,,,,,-0.002874726783679797,0.012231597796128924,,,,,0.0,0.011632969693315093,-0.0242061494270409,0.000169975,2667987.62,12.255,1212.61,0,2.0,0
1,2023-01-20 11:53:59.999,0.000170080995362,0.00016987,,,-8.680477119333055,-8.679235791071203,,,,,-0.002909328927621944,0.012243149800641496,,,,,0.0,0.011632969693315093,-0.0256626606803269,0.00016987,7749467.12,12.272,9630.15,0,2.0,0
2,2023-01-20 11:54:59.999,0.0001700280015029,0.000170085,,,-8.679212245872362,-8.679547419755052,,,,,-0.0029429522945756117,0.012254683427156375,,,,,0.0,0.011632969693315093,-0.0252844328468242,0.000170085,350562112.38,12.29,930.19,0,2.0,0
3,2023-01-20 11:55:59.999,0.0001702843403015,0.00017004,,,-8.679476854473684,-8.678040928126089,,,,,-0.002977653078101198,0.012266486152127479,,,,,0.0,0.011632969693315093,-0.0258688999347924,0.00017004,8497463.12,12.2965,579.74,0,2.0,0
4,2023-01-20 11:56:59.999,0.0001703175987069,0.00017004,,,-8.679476854473684,-8.67784563619321,,,,,-0.0030110990070864358,0.012278867123395992,,,,,0.0,0.011632969693315093,-0.025598261455487,0.00017004,14359154.01,12.291,1110.29,0,2.0,0
5,2023-01-20 11:57:59.999,0.0001703307540029,0.00017004,,,-8.679476854473684,-8.677768399383451,,,,,-0.0030449784017800236,0.012290657848473248,,,,,0.0,0.011632969693315093,-0.025598261455487,0.00017004,8768930.4,12.291,724.02,0,2.0,0
6,2023-01-20 11:58:59.999,0.000170322596565,0.000169915,,,-8.680212245955694,-8.677816292280367,,,,,-0.003078067393900912,0.012303609072900838,,,,,0.0,0.011632969693315093,-0.025742748372906,0.000169915,10538806.02,12.279,729.53,0,2.0,0
7,2023-01-20 11:59:59.999,0.0001701910950511,0.00016977,,,-8.681065978141731,-8.67858866369259,,,,,-0.003111963041286236,0.012316631941194046,,,,,0.0,0.011632969693315093,-0.0261282714190009,0.00016977,10792710.21,12.2695,133.54,0,2.0,0
8,2023-01-20 12:00:59.999,0.0001700339166179,0.000169605,,,-8.682038353908956,-8.67951263129633,,,,,-0.0031457134672699047,0.01233338049005972,,,,,0.0,0.011632969693315093,-0.0274703160913993,0.000169605,5007970.23,12.277,758.62,0,2.0,0
9,2023-01-20 12:01:59.999,0.0001698716744497,0.000169645,,,-8.681802539611622,-8.680467262139627,,,,,-0.003179843127654666,0.012350888001536995,,,,,0.0,0.011632969693315093,-0.0279239465934253,0.000169645,65187856.63,12.291,6206.68,0,2.0,0
10,2023-01-20 12:02:59.999,0.000169939943585,0.00016963,,,-8.681890963456643,-8.68006545635904,,,,,-0.003214329961134995,0.012370840376917325,,,,,0.0,0.011632969693315093,-0.0289713610055653,0.00016963,15337288.36,12.3105,4487.47,0,2.0,0
11,2023-01-20 12:03:59.999,0.0001699617306325,0.000169695,,,-8.681507849917734,-8.679937260182426,,,,,-0.0032500667249336095,0.012389179168039553,,,,,0.0,0.011632969693315093,-0.0288830158973389,0.000169695,24641765.22,12.3165,2023.75,0,2.0,0
12,2023-01-20 12:04:59.999,0.0001700330658653,0.00016969,,,-8.68153731497954,-8.679517634737675,,,,,-0.0032855924284793192,0.012405932577051916,,,,,0.0,0.011632969693315093,-0.028298217893937,0.00016969,48513617.39,12.303999999999998,4835.91,0,2.0,0
13,2023-01-20 12:05:59.999,0.0001699723964105,0.000169625,,,-8.681920439809241,-8.679874508153988,,,,,-0.0033214421641646306,0.01242203613521091,,,,,0.0,0.011632969693315093,-0.0282386867829878,0.000169625,21552652.66,12.295,797.84,0,2.0,0
14,2023-01-20 12:06:59.999,0.0001698040578091,0.000169585,,,-8.682156281914045,-8.680865386792476,,,,,-0.0033579749849585866,0.012438289323150192,,,,,0.0,0.011632969693315093,-0.028597521365576,0.0001695849999999,3787664.01,12.2975,2313.35,0,2.0,0
15,2023-01-20 12:07:59.999,0.0001696840376916,0.00016961,,,-8.682008874080527,-8.681572452071588,,,,,-0.0033951182435482943,0.012455971725822919,,,,,0.0,0.011632969693315093,-0.029359481509438,0.00016961,23704960.48,12.316,1194.59,0,2.0,0
16,2023-01-20 12:08:59.999,0.0001697160337707,0.000169635,,,-8.681861487972874,-8.681383907154334,,,,,-0.0034334718130821637,0.012473512078478605,,,,,0.0,0.011632969693315093,-0.0298257602679594,0.000169635,23967539.84,12.3285,992.26,0,2.0,0
17,2023-01-20 12:09:59.999,0.0001698167413013,0.000169595,,,-8.682097316173124,-8.680790694710959,,,,,-0.0034731109355041296,0.012491981540444516,,,,,0.0,0.011632969693315093,-0.0306746314480754,0.0001695949999999,14284788.17,12.341,9158.73,0,2.0,0
18,2023-01-20 12:10:59.999,0.0001698589200615,0.000169695,,,-8.681507849917734,-8.680542347447881,,,,,-0.003511943262779071,0.01250815551912996,,,,,0.0,0.011632969693315093,-0.0296683635672501,0.0001696949999999,29987139.28,12.3325,1072.03,0,2.0,0
19,2023-01-20 12:11:59.999,0.0001699937530624,0.00016977,,,-8.681065978141731,-8.679748868280953,,,,,-0.0035497306525405226,0.01252427591284865,,,,,0.0,0.011632969693315093,-0.0292755421845214,0.00016977,5384329.28,12.3335,462.04,0,2.0,0
20,2023-01-20 12:12:59.999,0.0001700804244291,0.00016977,,,-8.681065978141731,-8.679239147906323,,,,,-0.003586226186620382,0.0125401053204397,,,,,0.0,0.011632969693315093,-0.0287112223975896,0.00016977,12116891.32,12.322,489.28,0,2.0,0
21,2023-01-20 12:13:59.999,0.0001700736585615,0.000169825,,,-8.680742062886909,-8.679278929099254,,,,,-0.0036218330895379865,0.01255552197067831,,,,,0.0,0.011632969693315093,-0.0282645592374084,0.000169825,12240882.31,12.3195,2335.12,0,2.0,0
22,2023-01-20 12:14:59.999,0.0001700648203959,0.00016985,,,-8.680594863357681,-8.679330897142558,,,,,-0.0036573296036180843,0.012570177597705557,,,,,0.0,0.011632969693315093,-0.0279945868910242,0.0001698499999999,13370807.36,12.317,1123.85,0,2.0,0
23,2023-01-20 12:15:59.999,0.0001700353150896,0.000169825,,,-8.680742062886909,-8.679504406666934,,,,,-0.0036927805401606078,0.012585043070289507,,,,,0.0,0.011632969693315093,-0.0280926703158197,0.000169825,6399765.63,12.316,1725.69,0,2.0,0
24,2023-01-20 12:16:59.999,0.0001699753564776,0.00016977,,,-8.681065978141731,-8.679857093318475,,,,,-0.003728957780796456,0.012599755083266499,,,,,0.0,0.011632969693315093,-0.0283674654780572,0.00016977,6668492.06,12.315,582.04,0,2.0,0
25,2023-01-20 12:17:59.999,0.00016990169736,0.0001698,,,-8.680889284087026,-8.680290538989027,,,,,-0.0037666878155649007,0.012614502645013445,,,,,0.0,0.011632969693315093,-0.029049797736544,0.0001698,10173068.29,12.3325,4047.26,0,2.0,0
26,2023-01-20 12:18:59.999,0.000169952975911,0.000169965,,,-8.679918024463635,-8.679988771466483,,,,,-0.003804668221451321,0.012631118528964477,,,,,0.0,0.011632969693315093,-0.0298173961551295,0.000169965,13968323.0,12.368,6546.24,0,2.0,0
27,2023-01-20 12:19:59.999,0.0001701127781256,0.000170215,,,-8.678448214098491,-8.679048940128187,,,,,-0.0038433852117418,0.012647806120031293,,,,,0.0,0.011632969693315093,-0.0301789952454711,0.0001702149999999,63385435.65,12.4055,11546.03,0,2.0,0
28,2023-01-20 12:20:59.999,0.0001703540079085,0.00017027,,,-8.678125145531721,-8.67763188664067,,,,,-0.003881400026419979,0.012665466633572426,,,,,0.0,0.011632969693315093,-0.0302702764802837,0.0001702699999999,55752187.59,12.414,6988.09,0,2.0,0
29,2023-01-20 12:21:59.999,0.0001704244886243,0.00017022,,,-8.678418839915459,-8.677218241310802,,,,,-0.003917272508458619,0.012682865566714765,,,,,0.0,0.011632969693315093,-0.0294177224815861,0.00017022,7140482.94,12.3905,3219.93,0,2.0,0
30,2023-01-20 12:22:59.999,0.0001703596281461,0.000170185,,,-8.67862447731869,-8.677598895665223,,,,,-0.003952639319360564,0.01270088981989535,,,,,0.0,0.011632969693315093,-0.0295012906510159,0.000170185,14133686.42,12.388,1682.48,0,2.0,0
31,2023-01-20 12:23:59.999,0.0001702799497654,0.00017025,,,-8.678242612934653,-8.678066712016111,,,,,-0.003987797119693576,0.012719695040335504,,,,,0.0,0.011632969693315093,-0.0297539174703072,0.00017025,27301043.24,12.401,1772.12,0,2.0,0
32,2023-01-20 12:24:59.999,0.0001702766082399,0.000170135,,,-8.678918318411542,-8.678086335925395,,,,,-0.004023796136058038,0.012738964149353816,,,,,0.0,0.011632969693315093,-0.0302588638477576,0.000170135,22101369.71,12.3975,1758.04,0,2.0,0
33,2023-01-20 12:25:59.999,0.0001702347199653,0.0001702,,,-8.678536341825,-8.6783323675334,,,,,-0.0040597556561866735,0.012757271400871828,,,,,0.0,0.011632969693315093,-0.0299500756346517,0.0001702,16203223.57,12.399,1225.1,0,2.0,0
34,2023-01-20 12:26:59.999,0.0001703389202245,0.00017018,,,-8.678653857542862,-8.677720457214134,,,,,-0.004095850407892375,0.012777642433974652,,,,,0.0,0.011632969693315093,-0.0307746228283498,0.00017018,66009521.09,12.4135,4691.45,0,2.0,0
35,2023-01-20 12:27:59.999,0.000170374717085,0.00017019,,,-8.678595097957688,-8.677510328491877,,,,,-0.004130888860922669,0.012798289405381696,,,,,0.0,0.011632969693315093,-0.0305696486517685,0.00017019,25039371.04,12.4105,420.97,0,2.0,0
36,2023-01-20 12:28:59.999,0.000170461820102,0.000170215,,,-8.678448214098491,-8.676999215337077,,,,,-0.004165896366666637,0.012817235200127071,,,,,0.0,0.011632969693315093,-0.0299839088569058,0.0001702149999999,42027475.45,12.4015,2041.36,0,2.0,0
37,2023-01-20 12:29:59.999,0.0001704961212441,0.00017032,,,-8.67783153737905,-8.676798010800939,,,,,-0.004199404018224776,0.012834356711830908,,,,,0.0,0.011632969693315093,-0.0288304199451783,0.00017032,3617491.65,12.3905,5657.38,0,2.0,0
38,2023-01-20 12:30:59.999,0.0001705819004498,0.000170515,,,-8.676687288570822,-8.676295022029732,,,,,-0.004232869523601522,0.012849951135495509,,,,,0.0,0.011632969693315093,-0.0282717608248184,0.000170515,77760823.84,12.4025,1901.53,0,2.0,0
39,2023-01-20 12:31:59.999,0.0001707569246118,0.00017062,,,-8.676071696483726,-8.675269506240209,,,,,-0.0042653992644912835,0.012866824172506158,,,,,0.0,0.011632969693315093,-0.0284847849738234,0.00017062,23205458.38,12.4195,1950.07,0,2.0,0
40,2023-01-20 12:32:59.999,0.0001708562763338,0.00017052,,,-8.676657966067264,-8.674687844146787,,,,,-0.00429552288065391,0.012884029040798887,,,,,0.0,0.011632969693315093,-0.0279009132295779,0.00017052,40491142.93,12.3955,7591.7,0,2.0,0
41,2023-01-20 12:33:59.999,0.0001707715266893,0.000170465,,,-8.676980560905612,-8.675183996072882,,,,,-0.004324160789079617,0.012901603685687789,,,,,0.0,0.011632969693315093,-0.0276864359181292,0.000170465,9708470.59,12.3845,3161.66,0,2.0,0
42,2023-01-20 12:34:59.999,0.0001707426387433,0.00017067,,,-8.675778690533608,-8.675353171755726,,,,,-0.004352584773552863,0.012915494864743833,,,,,0.0,0.011632969693315093,-0.0259959040228032,0.00017067,15962871.28,12.3745,2980.02,0,2.0,0
