index,close_time,historical_spread,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,historical_rolling_mean_6480_minutes,historical_rolling_sd_6480_minutes,historical_rolling_z_score_6480_minutes,historical_rolling_z_score_6480_minutes_lag_1,rolling_sd_6480_minutes,algo_trading_rolling_sd_6480_minutes_percentile_75th,signal_6480_minutes,threshold_6480_minutes,delayed_signal_6480_minutes
0,2023-01-20 11:52:59.999,-0.0242061494270409,0.000169975,2667987.62,12.255,1212.61,-0.0010315197522351221,0.022436881236637354,-1.0328810600006095,0.0,,0.0010299089840730493,0,2.0,0.0
1,2023-01-20 11:53:59.999,-0.0256626606803269,0.00016987,7749467.12,12.272,9630.15,-0.0010369449312417553,0.022438586048500048,-1.0974718146614812,-1.0328810600006095,0.0010299089840730493,0.0010299089840730493,0,2.0,0.0
2,2023-01-20 11:54:59.999,-0.0252844328468242,0.000170085,350562112.38,12.29,930.19,-0.0010424312383367333,0.02244016771108556,-1.080295028121015,-1.0974718146614812,0.0007557751493626133,0.0009613755253954404,0,2.0,0.0
3,2023-01-20 11:55:59.999,-0.0258688999347924,0.00017004,8497463.12,12.2965,579.74,-0.0010480827867897903,0.02244180785372907,-1.106007916553756,-1.080295028121015,0.0007402731543374649,0.0008928420667178314,0,2.0,0.0
4,2023-01-20 11:56:59.999,-0.025598261455487,0.00017004,14359154.01,12.291,1110.29,-0.0010538508932080694,0.022443313617739984,-1.093617946989707,-1.106007916553756,0.0006591626831971434,0.0008243086080402223,0,2.0,0.0
5,2023-01-20 11:57:59.999,-0.025598261455487,0.00017004,8768930.4,12.291,724.02,-0.0010596928712005395,0.022444774755112386,-1.0932864709946424,-1.093617946989707,0.0006001045908948826,0.0007557751493626133,0,2.0,0.0
6,2023-01-20 11:58:59.999,-0.025742748372906,0.000169915,10538806.02,12.279,729.53,-0.001065473609561265,0.02244630729579239,-1.099391291322584,-1.0932864709946424,0.0005656651423209742,0.0007518996506063262,0,2.0,0.0
7,2023-01-20 11:59:59.999,-0.0261282714190009,0.00016977,10792710.21,12.2695,133.54,-0.0010713265932194866,0.022447896854383104,-1.1162268335569652,-1.099391291322584,0.0005800272283099429,0.0007480241518500391,0,2.0,0.0
8,2023-01-20 12:00:59.999,-0.0274703160913993,0.000169605,5007970.23,12.277,758.62,-0.001077419025117646,0.022449703367559262,-1.1756456926918895,-1.1162268335569652,0.0008490185624880638,0.000779086002643976,0,2.5,0.0
9,2023-01-20 12:01:59.999,-0.0279239465934253,0.000169645,65187856.63,12.291,6206.68,-0.001083856784425948,0.02245141957349527,-1.1954740643965813,-1.1756456926918895,0.0010595129861425336,0.0008490185624880638,0,2.5,0.0
10,2023-01-20 12:02:59.999,-0.0289713610055653,0.00016963,15337288.36,12.3105,4487.47,-0.001089994150598324,0.02245360619099394,-1.241732246384106,-1.1954740643965813,0.0013568595229081289,0.000984686378676803,0,2.5,0.0
11,2023-01-20 12:03:59.999,-0.0288830158973389,0.000169695,24641765.22,12.3165,2023.75,-0.0010960196692999535,0.022455824653393245,-1.2374070717478693,-1.241732246384106,0.001504408615142577,0.0010447109851077915,0,2.5,0.0
12,2023-01-20 12:04:59.999,-0.028298217893937,0.00016969,48513617.39,12.303999999999998,4835.91,-0.0011020322258271042,0.022457891192292637,-1.210985725919066,-1.2374070717478693,0.0015293355391103691,0.0011338496203339324,0,2.5,0.0
13,2023-01-20 12:05:59.999,-0.0282386867829878,0.000169625,21552652.66,12.295,797.84,-0.0011080877075436003,0.02245991711832183,-1.2079563309390944,-1.210985725919066,0.0015341824604913653,0.0013568595229081289,0,2.5,0.0
14,2023-01-20 12:06:59.999,-0.028597521365576,0.0001695849999999,3787664.01,12.2975,2313.35,-0.0011143906699693387,0.022461899604362238,-1.22354436533361,-1.2079563309390944,0.0015570082907951325,0.001467521342083965,0,2.5,0.0
15,2023-01-20 12:07:59.999,-0.029359481509438,0.00016961,23704960.48,12.316,1194.59,-0.0011209012109944742,0.022463971251732655,-1.2570609168788656,-1.22354436533361,0.0016315849230361908,0.001516872077126473,0,2.5,0.0
16,2023-01-20 12:08:59.999,-0.0298257602679594,0.000169635,23967539.84,12.3285,992.26,-0.0011271116202399359,0.02246634316856723,-1.2774063154110404,-1.2570609168788656,0.0017230448466239246,0.0015305472694556181,0,2.5,0.0
17,2023-01-20 12:09:59.999,-0.0306746314480754,0.0001695949999999,14284788.17,12.341,9158.73,-0.0011333861452736775,0.02246891661559468,-1.3147605560251379,-1.2774063154110404,0.0018659919402647894,0.0015341824604913653,0,2.5,0.0
18,2023-01-20 12:10:59.999,-0.0296683635672501,0.0001696949999999,29987139.28,12.3325,1072.03,-0.0011399374744420058,0.022471046570566044,-1.2695637474302768,-1.3147605560251379,0.0018896899667853562,0.0015513018332191906,0,2.5,0.0
19,2023-01-20 12:11:59.999,-0.0292755421845214,0.00016977,5384329.28,12.3335,462.04,-0.0011465742700833591,0.02247300437239155,-1.2516781222627684,-1.2695637474302768,0.0018828993124700645,0.0015942966069156616,0,2.5,0.0
