index,close_time,transaction_id,positions,ETHUSDT_units,MATICUSDT_units,entry_ETHUSDT_price,entry_MATICUSDT_price,historical_ETHUSDT_mid,historical_MATICUSDT_mid,historical_ETHUSDT_vol,historical_MATICUSDT_vol,signal,portfolio_value,ETHUSDT_raw_pnl,MATICUSDT_raw_pnl,ETHUSDT_cost,MATICUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
30.0,2023-01-20 17:13:59.999,,,0.0,0.0,,,1590.07,0.9796,328.9877,96759.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 17:14:59.999,,,0.0,0.0,,,1588.2199999999998,0.979,256.25,22697.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 17:15:59.999,,,0.0,0.0,,,1588.32,0.97905,287.8588,38761.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 17:16:59.999,,,0.0,0.0,,,1590.47,0.9802,470.3565,166798.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 17:17:59.999,,,0.0,0.0,,,1590.375,0.9798,500.5536,52721.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 17:18:59.999,,,0.0,0.0,,,1590.305,0.9794,338.7052,28399.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 17:19:59.999,,,0.0,0.0,,,1590.01,0.97935,268.6864,54497.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 17:20:59.999,,,0.0,0.0,,,1590.525,0.9797,412.2902,49254.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 17:21:59.999,,,0.0,0.0,,,1590.6799999999998,0.97965,294.6719,47265.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 17:22:59.999,,,0.0,0.0,,,1590.35,0.9796,1897.5982,28082.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 17:23:59.999,,,0.0,0.0,,,1590.255,0.97925,1677.3559,33578.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 17:24:59.999,,,0.0,0.0,,,1590.01,0.97915,178.0316,154206.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 17:25:59.999,,,0.0,0.0,,,1588.945,0.97835,241.8182,364390.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 17:26:59.999,,,0.0,0.0,,,1588.165,0.9771,209.2955,107146.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 17:27:59.999,,,0.0,0.0,,,1588.48,0.97725,339.5982,68278.6,4.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 17:28:59.999,,,0.0,0.0,,,1589.12,0.97905,284.9545,70250.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 17:29:59.999,,,0.0,0.0,,,1587.83,0.97835,297.8255,45608.5,3.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 17:30:59.999,,,0.0,0.0,,,1588.2,0.9787,229.6448,96812.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 17:31:59.999,,,0.0,0.0,,,1589.42,0.9799,397.472,49206.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 17:32:59.999,,,0.0,0.0,,,1589.675,0.97995,101.2886,35881.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 17:33:59.999,,,0.0,0.0,,,1589.295,0.97955,107.9866,33905.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 17:34:59.999,,,0.0,0.0,,,1589.285,0.97935,306.9286,30708.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 17:35:59.999,,,0.0,0.0,,,1588.86,0.9796,212.4814,69144.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
