index,close_time,transaction_id,positions,ETHUSDT_units,MATICUSDT_units,entry_ETHUSDT_price,entry_MATICUSDT_price,historical_ETHUSDT_mid,historical_MATICUSDT_mid,historical_ETHUSDT_vol,historical_MATICUSDT_vol,signal,portfolio_value,ETHUSDT_raw_pnl,MATICUSDT_raw_pnl,ETHUSDT_cost,MATICUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
905.0,2023-01-21 07:48:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1653.28,1.0251,62.361,29627.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
906.0,2023-01-21 07:49:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1653.36,1.0254,100.719,26406.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
907.0,2023-01-21 07:50:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1653.33,1.0253,64.498,24062.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
908.0,2023-01-21 07:51:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1653.085,1.02525,209.7855,101350.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
909.0,2023-01-21 07:52:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1652.565,1.0247,517.427,104112.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
910.0,2023-01-21 07:53:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.825,1.023,89.0985,48446.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
911.0,2023-01-21 07:54:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.545,1.02215,66.6132,36032.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
912.0,2023-01-21 07:55:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.725,1.0228000000000002,79.5635,34503.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
913.0,2023-01-21 07:56:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.855,1.02225,155.4802,20677.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
914.0,2023-01-21 07:57:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.88,1.022,25.6197,17569.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
915.0,2023-01-21 07:58:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.665,1.02225,36.2565,7697.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
916.0,2023-01-21 07:59:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.345,1.0222,65.2882,22258.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
917.0,2023-01-21 08:00:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.005,1.0222,198.3021,42691.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
918.0,2023-01-21 08:01:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.02,1.02295,109.6063,22608.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
919.0,2023-01-21 08:02:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.27,1.02355,156.3444,62935.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
920.0,2023-01-21 08:03:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.335,1.0238,82.4493,38827.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
921.0,2023-01-21 08:04:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.355,1.0241,115.0972,51972.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
922.0,2023-01-21 08:05:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.66,1.0247,122.7955,39987.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
923.0,2023-01-21 08:06:59.999,1.0,long,0.3009736497569638,-467.6078525391737,1661.275,1.03745,1651.705,1.0246499999999998,182.3282,24177.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
