index,close_time,predictions_ETHUSDT,actual_ETHUSDT,predictions_MATICUSDT,actual_MATICUSDT,log_actual_price_ETHUSDT,log_prediction_ETHUSDT,log_actual_price_MATICUSDT,log_prediction_MATICUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_7200_minutes,actual_spread_rolling_sd_7200_minutes,predicted_spread_rolling_mean_7200_minutes,predicted_spread_rolling_sd_7200_minutes,predicted_rolling_z_score_7200_minutes,actual_rolling_z_score_7200_minutes,actual_rolling_z_score_7200_minutes_lag_1,predicted_spread_rolling_sd_7200_minutes_percentile_75th,historical_spread,historical_ETHUSDT_mid,historical_ETHUSDT_vol,historical_MATICUSDT_mid,historical_MATICUSDT_vol,signal_7200_minutes,threshold_7200_minutes,delayed_signal_7200_minutes
0,2023-01-20 16:43:59.999,1584.4533264203806,1585.085,0.9697746228454428,0.9735,7.368393312633716,7.3679947223515185,-0.026857454169882642,-0.030691582063607566,0.045880014539593894,0.04255858236382615,0.01673107968025818,0.021385757167791182,0.01673512758122462,0.021387030489503134,1.3627364945626153,1.2076964346376495,0.0,0.021387030489503134,0.0425585823638261,1585.085,1021.493,0.9735,40946.4,0,2.0,0
1,2023-01-20 16:44:59.999,1587.127007712275,1585.005,0.9705260280604512,0.9739,7.368342840880538,7.36968074738862,-0.026446650014983503,-0.02991705750503379,0.04681456523050631,0.04210953217914781,0.01673629269837157,0.021387368120289685,0.016740469656090235,0.021388819782135443,1.406066154222068,1.1863656780052922,1.2076964346376495,0.021388372458977366,0.0421095321791478,1585.005,1512.4681,0.9739,172179.2,0,2.5,0
2,2023-01-20 16:45:59.999,1587.3534973423425,1584.84,0.9703412422459904,0.9738,7.368238734843713,7.369823441369629,-0.026549335233536524,-0.030107473220571054,0.04714200806647906,0.04210505540084153,0.016741488857825653,0.021388986134431423,0.01674571056581186,0.02139050071582024,1.421018512118622,1.1858236937274123,1.1863656780052922,0.021389660248977843,0.0421050554008424,1584.84,845.033,0.9738,65723.8,0,2.5,0
3,2023-01-20 16:46:59.999,1587.060404405806,1583.305,0.970455976146728,0.97355,7.367269713463623,7.369638781809509,-0.026806094420506934,-0.02998923943521325,0.04684263341364048,0.04138515193447123,0.01674648043902135,0.021390543010335907,0.016750659879789943,0.021391997507752072,1.406693017935597,1.1518488092398813,1.1858236937274123,0.021390874913803197,0.0413851519344712,1583.3049999999998,768.089,0.97355,712382.0,0,2.5,0
4,2023-01-20 16:47:59.999,1585.5425080135626,1585.985,0.9707831009324452,0.9762,7.368960944394709,7.368681904097445,-0.024087795529089982,-0.029652212643741585,0.045558758984732606,0.04043898181795935,0.01675126002330587,0.021391991683347104,0.016755260509205252,0.021393199551182025,1.3463857244268957,1.1073172683165131,1.1518488092398813,0.021391997507752072,0.0404389818179602,1585.985,631.1147,0.9762,186231.4,0,2.5,0
5,2023-01-20 16:48:59.999,1587.2160520463558,1586.9,0.9737133535787584,0.97765,7.369537706568797,7.369736849915932,-0.022603546209853186,-0.0266383168275672,0.04368950393331961,0.03957566662534884,0.016755924402301742,0.021393306511225715,0.016759664657756683,0.02139417516559475,1.2587463207682064,1.066676729521586,1.1073172683165131,0.021392899040324535,0.0395756666253488,1586.9,916.3916,0.97765,316009.3,0,2.5,0
6,2023-01-20 16:49:59.999,1587.505722046393,1588.245,0.9749480511974932,0.97835,7.370384912022688,7.3699193351990235,-0.021887799758029267,-0.02537109022684728,0.04264247587082792,0.039728426575909026,0.016760529936620895,0.021394682160592936,0.016764124152137377,0.021395370340489283,1.2095304407850107,1.0735329680004742,1.066676729521586,0.02139368735838839,0.039728426575909,1588.245,577.2642,0.97835,123368.8,0,2.5,0
7,2023-01-20 16:50:59.999,1588.2172289824312,1586.17,0.975582038250272,0.97655,7.369077584344654,7.370367426521167,-0.023729326699236712,-0.024721023787436926,0.04245984703422678,0.040207821137749455,0.016765196894432934,0.02139613138967892,0.016768765100257096,0.02139678797813773,1.2006980655329982,1.095647798023188,1.0735329680004742,0.021394473959318386,0.0402078211377494,1586.17,344.1892,0.97655,95373.0,0,2.5,0
8,2023-01-20 16:51:59.999,1586.5137902378726,1587.375,0.9736471452768216,0.9773,7.369836987509197,7.369294303224914,-0.02296161163734704,-0.026706314819722472,0.04331293158247096,0.04022235679898856,0.016769858551888107,0.021397585182454455,0.01677354457786097,0.021398385316174332,1.240251851365147,1.0960348117380543,1.095647798023188,0.021395370340489283,0.0402223567989885,1587.375,572.308,0.9773,63350.2,0,2.5,0
9,2023-01-20 16:52:59.999,1587.3703880944154,1590.25,0.9741941601683404,0.9783,7.371646515558914,7.369834082138832,-0.021938907518753964,-0.026144652117150217,0.0433077631380101,0.04103961688204549,0.01677460287769174,0.021399178822944846,0.016778287527082145,0.02139997696892455,1.2396964561902137,1.1339226708239885,1.0960348117380543,0.021396433568725618,0.0410396168820454,1590.25,1540.5741,0.9783,117187.8,0,2.5,0
