index,close_time,historical_spread,historical_ETHUSDT_mid,historical_ETHUSDT_vol,historical_MATICUSDT_mid,historical_MATICUSDT_vol,historical_rolling_mean_6840_minutes,historical_rolling_sd_6840_minutes,historical_rolling_z_score_6840_minutes,historical_rolling_z_score_6840_minutes_lag_1,rolling_sd_6840_minutes,algo_trading_rolling_sd_6840_minutes_percentile_75th,signal_6840_minutes,threshold_6840_minutes,delayed_signal_6840_minutes
0,2023-01-20 16:43:59.999,0.0425585823638261,1585.085,1021.493,0.9735,40946.4,0.0172598349836472,0.021809028820970678,1.1600125612128427,0.0,,0.0003175264306790998,0,2.0,0.0
1,2023-01-20 16:44:59.999,0.0421095321791478,1585.005,1512.4681,0.9739,172179.2,0.017264464496086002,0.021810942279731942,1.1391102394576207,1.1600125612128427,0.0003175264306790998,0.0003175264306790998,0,2.0,0.0
2,2023-01-20 16:45:59.999,0.0421050554008424,1584.84,845.033,0.9738,65723.8,0.017269125314632875,0.021812843681881865,1.1385920354272145,1.1391102394576207,0.00026056119436606857,0.000303285121600842,0,2.0,0.0
3,2023-01-20 16:46:59.999,0.0413851519344712,1583.3049999999998,768.089,0.97355,712382.0,0.01727370097320266,0.02181461930142471,1.105288642818251,1.1385920354272145,0.0004853932708265093,0.00040145985075280453,0,2.5,0.0
4,2023-01-20 16:47:59.999,0.0404389818179602,1585.985,631.1147,0.9762,186231.4,0.017278108625456055,0.021816253606849155,1.0616338446502496,1.105288642818251,0.000830113353242173,0.0005715732914304253,0,2.5,0.0
5,2023-01-20 16:48:59.999,0.0395756666253488,1586.9,916.3916,0.97765,316009.3,0.017282328626117678,0.02181777453258655,1.0217970657792932,1.0616338446502496,0.0011477134124789205,0.000830113353242173,0,2.5,0.0
6,2023-01-20 16:49:59.999,0.039728426575909,1588.245,577.2642,0.97835,123368.8,0.01728667976361984,0.021819282782442433,1.02852816181234,1.0217970657792932,0.0012161429645838457,0.0010683133976697335,0,2.5,0.0
7,2023-01-20 16:50:59.999,0.0402078211377494,1586.17,344.1892,0.97655,95373.0,0.017291203906558264,0.021820826691165883,1.050217645533516,1.02852816181234,0.0011720648632663271,0.0011598891378726238,0,2.5,0.0
8,2023-01-20 16:51:59.999,0.0402223567989885,1587.375,572.308,0.9773,63350.2,0.01729573925070115,0.021822368430728364,1.0506017081080934,1.050217645533516,0.001127648479601635,0.0011538012751757722,0,2.0,0.0
9,2023-01-20 16:52:59.999,0.0410396168820454,1590.25,1540.5741,0.9783,117187.8,0.01730042547614242,0.02182402504222855,1.087754956290999,1.0506017081080934,0.0010637669877470418,0.0011477134124789205,0,2.0,0.0
10,2023-01-20 16:53:59.999,0.0408321291901927,1590.9450000000002,809.9337,0.97895,185886.4,0.017304923464808476,0.021825703958295615,1.0779586202735922,1.087754956290999,0.0010096743362447516,0.0011426971792595992,0,2.0,0.0
11,2023-01-20 16:54:59.999,0.0410148543089912,1591.63,786.4548,0.9792,140589.2,0.017309395954478474,0.02182742761923239,1.0860399479059812,1.0779586202735922,0.0009630163589451628,0.0011376809460402777,0,2.0,0.0
12,2023-01-20 16:55:59.999,0.0411019220050832,1589.245,760.9385,0.9776,78407.5,0.017313872105422397,0.021829166923413166,1.08973695529107,1.0860399479059812,0.0009231816414543789,0.0011326647128209564,0,2.0,0.0
13,2023-01-20 16:56:59.999,0.0412328042680831,1587.56,373.3549,0.9764,140182.4,0.017318395004038593,0.02183091731234944,1.0954376731808915,1.08973695529107,0.0008902311991237566,0.001127648479601635,0,2.0,0.0
14,2023-01-20 16:57:59.999,0.0404941213326983,1587.5700000000002,457.4738,0.97715,128090.3,0.017322839286514576,0.02183254059041606,1.0613186289622811,1.0954376731808915,0.0008665324107593514,0.0011116781066379867,0,2.0,0.0
15,2023-01-20 16:58:59.999,0.0405111057638727,1585.39,809.2374,0.97575,161667.7,0.017327256389054368,0.021834175166149907,1.061814755922672,1.0613186289622811,0.0008438768761689161,0.0010957077336743383,0,2.0,0.0
16,2023-01-20 16:59:59.999,0.0410632086578175,1584.215,335.4183,0.97445,67740.3,0.017331676873422755,0.021835919403408482,1.0868116586238346,1.061814755922672,0.0008179260591084534,0.0010797373607106902,0,2.0,0.0
17,2023-01-20 17:00:59.999,0.0407272939598772,1586.6,666.0841,0.9763,99028.6,0.017335940974235457,0.021837639796186574,1.071148402664215,1.0868116586238346,0.0007947890091478448,0.0010637669877470418,0,2.0,0.0
18,2023-01-20 17:01:59.999,0.0404839273282009,1587.475,291.4886,0.9771,20251.6,0.01734015514817843,0.02183932508202467,1.0597292770311593,1.071148402664215,0.000778506474767597,0.0010502438248714693,0,2.0,0.0
19,2023-01-20 17:02:59.999,0.0407133056641226,1587.4450000000002,288.1506,0.97685,33532.0,0.017344481287801902,0.021841023749750537,1.0699509621927688,1.0597292770311593,0.0007587250123057846,0.0010367206619958966,0,2.0,0.0
20,2023-01-20 17:03:59.999,0.0404758057942453,1587.935,187.5174,0.9774,40894.9,0.017348758908558977,0.021842688378899876,1.0588003859464086,1.0699509621927688,0.000744685355370567,0.001023197499120324,0,2.0,0.0
21,2023-01-20 17:04:59.999,0.0402250570346289,1588.64,370.108,0.9781,22545.8,0.017353055802450355,0.021844297247875084,1.0470467862912565,1.0588003859464086,0.0007391676050154438,0.0010096743362447516,0,2.0,0.0
22,2023-01-20 17:05:59.999,0.0403052483926513,1588.925,442.3178,0.9782,92579.3,0.017357383731393294,0.021845911622366956,1.0504420716305938,1.0470467862912565,0.000730396228077734,0.0009980098419198544,0,2.0,0.0
23,2023-01-20 17:06:59.999,0.0405666148069556,1590.365,535.1032,0.97885,80293.8,0.017361676282307857,0.021847586960666653,1.06212821427029,1.0504420716305938,0.0007160194009081795,0.0009863453475949572,0,2.0,0.0
24,2023-01-20 17:07:59.999,0.040077729291692,1589.115,401.8698,0.97855,35265.5,0.01736587040670213,0.021849193716703044,1.0394827003445601,1.06212821427029,0.0007155371533616694,0.00097468085327006,0,2.0,0.0
25,2023-01-20 17:08:59.999,0.0405737896222522,1588.8000000000002,342.3714,0.97785,63255.1,0.017370120897560657,0.02185088012094988,1.0619100281660807,1.0394827003445601,0.0007021126421446683,0.0009630163589451628,0,2.0,0.0
26,2023-01-20 17:09:59.999,0.0399085411497157,1589.24,235.7068,0.9788,82775.6,0.017374280722084773,0.021852462016543894,1.0312000730430677,1.0619100281660807,0.0007077272067316231,0.0009530576795724669,0,2.0,0.0
27,2023-01-20 17:10:59.999,0.0392886365251072,1588.5700000000002,430.4516,0.979,100052.9,0.017378220265727485,0.021853983365934308,1.0025822703577865,1.0312000730430677,0.0007459254182054958,0.0009430990001997708,0,2.0,0.0
28,2023-01-20 17:11:59.999,0.0390356991124072,1589.27,265.0098,0.9797,43980.8,0.017382222083809087,0.021855442617729166,0.9907590254444347,1.0025822703577865,0.0007933919502203556,0.0009331403208270748,0,2.0,0.0
29,2023-01-20 17:12:59.999,0.0395727733482971,1590.36,213.6598,0.97985,76649.6,0.01738632511916233,0.021856973754496144,1.0150741121959233,0.9907590254444347,0.0008027305756861113,0.0009231816414543789,0,2.0,0.0
30,2023-01-20 17:13:59.999,0.039637987630348,1590.07,328.9877,0.9796,96759.7,0.01739053877366519,0.021858484901230428,1.0177946439201964,1.0150741121959233,0.0008073906908384919,0.0009149440308717234,0,2.0,0.0
31,2023-01-20 17:14:59.999,0.039068288311082,1588.2199999999998,256.25,0.979,22697.2,0.01739473621965296,0.021859890576650075,0.9914757814286557,1.0177946439201964,0.0008366300309915853,0.0009067064202890677,0,2.0,0.0
32,2023-01-20 17:15:59.999,0.0390816985827227,1588.32,287.8588,0.97905,38761.5,0.017398931511577113,0.021861298622322358,0.9918334425478973,0.9914757814286557,0.0008601123556370026,0.0008984688097064121,0,2.0,0.0
