index,close_time,transaction_id,positions,XRPUSDT_units,ATOMUSDT_units,entry_XRPUSDT_price,entry_ATOMUSDT_price,historical_XRPUSDT_mid,historical_ATOMUSDT_mid,historical_XRPUSDT_vol,historical_ATOMUSDT_vol,signal,portfolio_value,XRPUSDT_raw_pnl,ATOMUSDT_raw_pnl,XRPUSDT_cost,ATOMUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
570.0,2023-01-21 02:28:59.999,,,0.0,0.0,,,0.41105,13.491,146621.0,554.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
571.0,2023-01-21 02:29:59.999,,,0.0,0.0,,,0.4111,13.4835,86268.0,765.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
572.0,2023-01-21 02:30:59.999,,,0.0,0.0,,,0.4114,13.4795,1048956.0,169.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
573.0,2023-01-21 02:31:59.999,,,0.0,0.0,,,0.41175,13.4845,272011.0,10297.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
574.0,2023-01-21 02:32:59.999,,,0.0,0.0,,,0.4116499999999999,13.483,132711.0,873.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
575.0,2023-01-21 02:33:59.999,,,0.0,0.0,,,0.4115499999999999,13.473,47613.0,1309.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
576.0,2023-01-21 02:34:59.999,,,0.0,0.0,,,0.4114,13.4725,134469.0,723.26,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
577.0,2023-01-21 02:35:59.999,,,0.0,0.0,,,0.41115,13.4765,116141.0,1328.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
578.0,2023-01-21 02:36:59.999,,,0.0,0.0,,,0.4112,13.4755,86144.0,753.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
579.0,2023-01-21 02:37:59.999,,,0.0,0.0,,,0.4111,13.48,49200.0,254.33,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
580.0,2023-01-21 02:38:59.999,,,0.0,0.0,,,0.41095,13.465,124367.0,1538.09,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
581.0,2023-01-21 02:39:59.999,,,0.0,0.0,,,0.4106499999999999,13.448,252783.0,1059.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
582.0,2023-01-21 02:40:59.999,,,0.0,0.0,,,0.41,13.4175,425634.0,3077.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
583.0,2023-01-21 02:41:59.999,,,0.0,0.0,,,0.40945,13.387,186861.0,1214.78,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
584.0,2023-01-21 02:42:59.999,,,0.0,0.0,,,0.4096499999999999,13.4,51647.0,779.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
585.0,2023-01-21 02:43:59.999,,,0.0,0.0,,,0.40985,13.4285,99580.0,1103.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
586.0,2023-01-21 02:44:59.999,,,0.0,0.0,,,0.4098,13.4505,144397.0,1430.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
587.0,2023-01-21 02:45:59.999,,,0.0,0.0,,,0.4096499999999999,13.4565,213313.0,1721.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
588.0,2023-01-21 02:46:59.999,,,0.0,0.0,,,0.4093,13.4435,292914.0,777.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
589.0,2023-01-21 02:47:59.999,,,0.0,0.0,,,0.40945,13.4395,164923.0,735.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
590.0,2023-01-21 02:48:59.999,,,0.0,0.0,,,0.4094,13.436,382711.0,2635.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
591.0,2023-01-21 02:49:59.999,,,0.0,0.0,,,0.40905,13.402,368496.0,2268.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
592.0,2023-01-21 02:50:59.999,,,0.0,0.0,,,0.4092,13.4025,375553.0,1191.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
593.0,2023-01-21 02:51:59.999,,,0.0,0.0,,,0.40935,13.4155,221150.0,1672.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
594.0,2023-01-21 02:52:59.999,,,0.0,0.0,,,0.40925,13.4205,181566.0,1038.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
595.0,2023-01-21 02:53:59.999,,,0.0,0.0,,,0.4092,13.4205,162388.0,567.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
596.0,2023-01-21 02:54:59.999,,,0.0,0.0,,,0.40905,13.423,631569.0,323.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
597.0,2023-01-21 02:55:59.999,,,0.0,0.0,,,0.40925,13.4365,81538.0,768.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
598.0,2023-01-21 02:56:59.999,,,0.0,0.0,,,0.4095499999999999,13.442,145381.0,499.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
599.0,2023-01-21 02:57:59.999,,,0.0,0.0,,,0.4093,13.438,572606.0,2339.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
600.0,2023-01-21 02:58:59.999,,,0.0,0.0,,,0.409,13.4225,188180.0,515.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
601.0,2023-01-21 02:59:59.999,,,0.0,0.0,,,0.409,13.4195,240407.0,3346.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
602.0,2023-01-21 03:00:59.999,,,0.0,0.0,,,0.4093,13.427,215810.0,2325.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
603.0,2023-01-21 03:01:59.999,,,0.0,0.0,,,0.40905,13.428,523002.0,2154.35,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
604.0,2023-01-21 03:02:59.999,,,0.0,0.0,,,0.409,13.423,101218.0,1829.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
605.0,2023-01-21 03:03:59.999,,,0.0,0.0,,,0.40905,13.4115,58050.0,197.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
606.0,2023-01-21 03:04:59.999,,,0.0,0.0,,,0.4088,13.398,150592.0,1113.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
607.0,2023-01-21 03:05:59.999,,,0.0,0.0,,,0.40895,13.4085,96452.0,680.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
608.0,2023-01-21 03:06:59.999,,,0.0,0.0,,,0.40915,13.4225,52402.0,315.42,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
609.0,2023-01-21 03:07:59.999,,,0.0,0.0,,,0.40935,13.421,67617.0,272.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
610.0,2023-01-21 03:08:59.999,,,0.0,0.0,,,0.4093,13.4115,201944.0,1326.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
611.0,2023-01-21 03:09:59.999,,,0.0,0.0,,,0.40905,13.38,279959.0,1031.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
612.0,2023-01-21 03:10:59.999,,,0.0,0.0,,,0.4086999999999999,13.3495,260602.0,7717.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
613.0,2023-01-21 03:11:59.999,,,0.0,0.0,,,0.4078,13.331,929456.0,528.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
614.0,2023-01-21 03:12:59.999,,,0.0,0.0,,,0.4076999999999999,13.3215,424142.0,1516.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
615.0,2023-01-21 03:13:59.999,,,0.0,0.0,,,0.4065499999999999,13.317,1595792.0,994.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
616.0,2023-01-21 03:14:59.999,,,0.0,0.0,,,0.4065999999999999,13.295,658932.0,5523.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
617.0,2023-01-21 03:15:59.999,,,0.0,0.0,,,0.40705,13.3205,214135.0,3559.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
618.0,2023-01-21 03:16:59.999,,,0.0,0.0,,,0.40745,13.3405,224286.0,942.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
619.0,2023-01-21 03:17:59.999,,,0.0,0.0,,,0.40745,13.3335,245330.0,1050.76,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
620.0,2023-01-21 03:18:59.999,,,0.0,0.0,,,0.407,13.307,243104.0,1137.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
621.0,2023-01-21 03:19:59.999,,,0.0,0.0,,,0.40685,13.313,81323.0,815.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
622.0,2023-01-21 03:20:59.999,,,0.0,0.0,,,0.4072,13.3255,64206.0,1134.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
623.0,2023-01-21 03:21:59.999,,,0.0,0.0,,,0.4076499999999999,13.341,136114.0,515.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
624.0,2023-01-21 03:22:59.999,,,0.0,0.0,,,0.40775,13.341,86382.0,157.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
625.0,2023-01-21 03:23:59.999,,,0.0,0.0,,,0.4078,13.3455,127866.0,1172.69,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
626.0,2023-01-21 03:24:59.999,,,0.0,0.0,,,0.40795,13.3495,140037.0,449.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
627.0,2023-01-21 03:25:59.999,,,0.0,0.0,,,0.40815,13.356,305671.0,799.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
628.0,2023-01-21 03:26:59.999,,,0.0,0.0,,,0.4083,13.354500000000002,168359.0,404.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
629.0,2023-01-21 03:27:59.999,,,0.0,0.0,,,0.40845,13.3495,106899.0,126.29,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
630.0,2023-01-21 03:28:59.999,,,0.0,0.0,,,0.4085499999999999,13.349,77599.0,304.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
631.0,2023-01-21 03:29:59.999,,,0.0,0.0,,,0.4086999999999999,13.349,310244.0,618.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
632.0,2023-01-21 03:30:59.999,,,0.0,0.0,,,0.409,13.3585,208472.0,529.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
633.0,2023-01-21 03:31:59.999,,,0.0,0.0,,,0.4088,13.364,169682.0,614.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
634.0,2023-01-21 03:32:59.999,,,0.0,0.0,,,0.4088,13.357500000000002,199109.0,593.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
635.0,2023-01-21 03:33:59.999,,,0.0,0.0,,,0.4092,13.349,531432.0,251.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
636.0,2023-01-21 03:34:59.999,,,0.0,0.0,,,0.4095,13.35,179475.0,563.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
637.0,2023-01-21 03:35:59.999,,,0.0,0.0,,,0.40945,13.3515,73191.0,3033.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
638.0,2023-01-21 03:36:59.999,,,0.0,0.0,,,0.4096499999999999,13.3585,73706.0,51.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
639.0,2023-01-21 03:37:59.999,,,0.0,0.0,,,0.4095499999999999,13.3545,157593.0,143.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
640.0,2023-01-21 03:38:59.999,,,0.0,0.0,,,0.40925,13.34,31949.0,167.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
641.0,2023-01-21 03:39:59.999,,,0.0,0.0,,,0.4095499999999999,13.345,82903.0,1409.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
642.0,2023-01-21 03:40:59.999,,,0.0,0.0,,,0.40985,13.351,181645.0,1166.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
643.0,2023-01-21 03:41:59.999,,,0.0,0.0,,,0.4099,13.3475,111037.0,213.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
644.0,2023-01-21 03:42:59.999,,,0.0,0.0,,,0.40985,13.336,73322.0,765.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
645.0,2023-01-21 03:43:59.999,,,0.0,0.0,,,0.40985,13.33,79861.0,213.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
646.0,2023-01-21 03:44:59.999,,,0.0,0.0,,,0.41,13.33,167636.0,1123.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
647.0,2023-01-21 03:45:59.999,,,0.0,0.0,,,0.41,13.33,75091.0,708.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
648.0,2023-01-21 03:46:59.999,,,0.0,0.0,,,0.41005,13.3245,117083.0,491.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
649.0,2023-01-21 03:47:59.999,,,0.0,0.0,,,0.4101,13.3185,108285.0,291.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
650.0,2023-01-21 03:48:59.999,,,0.0,0.0,,,0.4101,13.32,118159.0,853.68,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
651.0,2023-01-21 03:49:59.999,,,0.0,0.0,,,0.4103,13.3215,52884.0,604.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
652.0,2023-01-21 03:50:59.999,,,0.0,0.0,,,0.41045,13.322,100992.0,1406.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
653.0,2023-01-21 03:51:59.999,,,0.0,0.0,,,0.4105,13.3155,239294.0,77.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
654.0,2023-01-21 03:52:59.999,,,0.0,0.0,,,0.41005,13.3075,829832.0,1480.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
655.0,2023-01-21 03:53:59.999,,,0.0,0.0,,,0.4095,13.299,168019.0,741.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
656.0,2023-01-21 03:54:59.999,,,0.0,0.0,,,0.4092,13.292,104655.0,617.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
657.0,2023-01-21 03:55:59.999,,,0.0,0.0,,,0.4095499999999999,13.292000000000002,97842.0,2471.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
658.0,2023-01-21 03:56:59.999,,,0.0,0.0,,,0.4101,13.306,554115.0,175.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
659.0,2023-01-21 03:57:59.999,,,0.0,0.0,,,0.41045,13.2935,142591.0,185.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
660.0,2023-01-21 03:58:59.999,,,0.0,0.0,,,0.41045,13.2945,147994.0,696.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
661.0,2023-01-21 03:59:59.999,,,0.0,0.0,,,0.4104,13.2865,82962.0,1881.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
662.0,2023-01-21 04:00:59.999,,,0.0,0.0,,,0.4105,13.289,163256.0,693.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
663.0,2023-01-21 04:01:59.999,,,0.0,0.0,,,0.4105999999999999,13.2965,75537.0,1339.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
664.0,2023-01-21 04:02:59.999,,,0.0,0.0,,,0.4105,13.292,152426.0,1213.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
665.0,2023-01-21 04:03:59.999,,,0.0,0.0,,,0.4104,13.294,126090.0,605.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
666.0,2023-01-21 04:04:59.999,,,0.0,0.0,,,0.4101,13.2965,622930.0,193.29,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
667.0,2023-01-21 04:05:59.999,,,0.0,0.0,,,0.4102,13.3005,403177.0,554.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
668.0,2023-01-21 04:06:59.999,,,0.0,0.0,,,0.41045,13.3005,77853.0,260.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
669.0,2023-01-21 04:07:59.999,,,0.0,0.0,,,0.4105499999999999,13.2975,68416.0,160.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
670.0,2023-01-21 04:08:59.999,,,0.0,0.0,,,0.4105499999999999,13.3,47011.0,214.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
671.0,2023-01-21 04:09:59.999,,,0.0,0.0,,,0.4105999999999999,13.3035,160286.0,449.11,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
672.0,2023-01-21 04:10:59.999,,,0.0,0.0,,,0.41075,13.304,117475.0,462.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
673.0,2023-01-21 04:11:59.999,,,0.0,0.0,,,0.41075,13.302499999999998,181584.0,69.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
674.0,2023-01-21 04:12:59.999,,,0.0,0.0,,,0.4106999999999999,13.308,64790.0,73.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
675.0,2023-01-21 04:13:59.999,,,0.0,0.0,,,0.4106499999999999,13.304,160289.0,870.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
676.0,2023-01-21 04:14:59.999,,,0.0,0.0,,,0.4106999999999999,13.311,222730.0,506.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
677.0,2023-01-21 04:15:59.999,,,0.0,0.0,,,0.4109,13.3195,83666.0,787.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
678.0,2023-01-21 04:16:59.999,,,0.0,0.0,,,0.4109,13.3275,129279.0,36.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
679.0,2023-01-21 04:17:59.999,,,0.0,0.0,,,0.4108,13.323,134998.0,512.64,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
680.0,2023-01-21 04:18:59.999,,,0.0,0.0,,,0.4105999999999999,13.3205,31162.0,218.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
681.0,2023-01-21 04:19:59.999,,,0.0,0.0,,,0.41085,13.3235,69746.0,223.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
682.0,2023-01-21 04:20:59.999,,,0.0,0.0,,,0.41085,13.3275,292491.0,372.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
683.0,2023-01-21 04:21:59.999,,,0.0,0.0,,,0.4106999999999999,13.326,274299.0,411.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
684.0,2023-01-21 04:22:59.999,,,0.0,0.0,,,0.41075,13.3295,118736.0,1011.48,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
685.0,2023-01-21 04:23:59.999,,,0.0,0.0,,,0.41085,13.3375,60042.0,611.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
686.0,2023-01-21 04:24:59.999,,,0.0,0.0,,,0.4108,13.34,66274.0,1622.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
687.0,2023-01-21 04:25:59.999,,,0.0,0.0,,,0.41085,13.3325,42319.0,2488.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
688.0,2023-01-21 04:26:59.999,,,0.0,0.0,,,0.4109,13.3305,64484.0,1099.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
689.0,2023-01-21 04:27:59.999,,,0.0,0.0,,,0.41125,13.33,755209.0,1160.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
690.0,2023-01-21 04:28:59.999,,,0.0,0.0,,,0.41115,13.333,84483.0,119.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
691.0,2023-01-21 04:29:59.999,,,0.0,0.0,,,0.4112,13.3345,41259.0,219.97,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
692.0,2023-01-21 04:30:59.999,,,0.0,0.0,,,0.41135,13.339,150849.0,421.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
693.0,2023-01-21 04:31:59.999,,,0.0,0.0,,,0.41105,13.336,157979.0,390.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
694.0,2023-01-21 04:32:59.999,,,0.0,0.0,,,0.41095,13.339,63852.0,138.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
695.0,2023-01-21 04:33:59.999,,,0.0,0.0,,,0.4108,13.3435,93594.0,363.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
696.0,2023-01-21 04:34:59.999,,,0.0,0.0,,,0.41065,13.349,42591.0,656.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
697.0,2023-01-21 04:35:59.999,,,0.0,0.0,,,0.4105,13.334,104483.0,582.11,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
698.0,2023-01-21 04:36:59.999,,,0.0,0.0,,,0.4105,13.328,36276.0,87.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
699.0,2023-01-21 04:37:59.999,,,0.0,0.0,,,0.4104,13.3245,28873.0,36.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
700.0,2023-01-21 04:38:59.999,,,0.0,0.0,,,0.4105,13.333,356492.0,60.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
701.0,2023-01-21 04:39:59.999,,,0.0,0.0,,,0.41075,13.343,30916.0,123.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
702.0,2023-01-21 04:40:59.999,,,0.0,0.0,,,0.4106499999999999,13.34,141292.0,442.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
703.0,2023-01-21 04:41:59.999,,,0.0,0.0,,,0.4107,13.3455,30843.0,1297.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
704.0,2023-01-21 04:42:59.999,,,0.0,0.0,,,0.41065,13.3545,31061.0,1016.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
705.0,2023-01-21 04:43:59.999,,,0.0,0.0,,,0.4105,13.353000000000002,86661.0,2005.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
706.0,2023-01-21 04:44:59.999,,,0.0,0.0,,,0.4103,13.3515,125386.0,195.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
707.0,2023-01-21 04:45:59.999,,,0.0,0.0,,,0.41045,13.355,146534.0,222.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
708.0,2023-01-21 04:46:59.999,,,0.0,0.0,,,0.4104,13.353,43609.0,6.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
709.0,2023-01-21 04:47:59.999,,,0.0,0.0,,,0.4104,13.353,106953.0,52.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
710.0,2023-01-21 04:48:59.999,,,0.0,0.0,,,0.4103,13.346,134891.0,142.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
711.0,2023-01-21 04:49:59.999,,,0.0,0.0,,,0.41025,13.3435,51982.0,182.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
712.0,2023-01-21 04:50:59.999,,,0.0,0.0,,,0.4104,13.3465,39016.0,48.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
713.0,2023-01-21 04:51:59.999,,,0.0,0.0,,,0.41035,13.344,56376.0,230.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
714.0,2023-01-21 04:52:59.999,,,0.0,0.0,,,0.41,13.331,130919.0,1111.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
715.0,2023-01-21 04:53:59.999,,,0.0,0.0,,,0.41005,13.3305,59040.0,279.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
716.0,2023-01-21 04:54:59.999,,,0.0,0.0,,,0.41025,13.327,32843.0,132.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
717.0,2023-01-21 04:55:59.999,,,0.0,0.0,,,0.41035,13.323,100723.0,296.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
718.0,2023-01-21 04:56:59.999,,,0.0,0.0,,,0.41025,13.3175,157855.0,293.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
719.0,2023-01-21 04:57:59.999,,,0.0,0.0,,,0.41,13.3065,64533.0,1322.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
720.0,2023-01-21 04:58:59.999,,,0.0,0.0,,,0.41,13.303,33824.0,462.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
721.0,2023-01-21 04:59:59.999,,,0.0,0.0,,,0.40995,13.3085,148866.0,1628.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
722.0,2023-01-21 05:00:59.999,,,0.0,0.0,,,0.41005,13.3115,29315.0,279.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
723.0,2023-01-21 05:01:59.999,,,0.0,0.0,,,0.4106,13.3,927753.0,1654.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
724.0,2023-01-21 05:02:59.999,,,0.0,0.0,,,0.41095,13.291,73028.0,570.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
725.0,2023-01-21 05:03:59.999,,,0.0,0.0,,,0.4105,13.298,165387.0,1552.71,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
726.0,2023-01-21 05:04:59.999,,,0.0,0.0,,,0.41065,13.297,45175.0,53.57,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
727.0,2023-01-21 05:05:59.999,,,0.0,0.0,,,0.4105499999999999,13.2945,50673.0,844.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
728.0,2023-01-21 05:06:59.999,,,0.0,0.0,,,0.41025,13.2895,55201.0,449.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
729.0,2023-01-21 05:07:59.999,,,0.0,0.0,,,0.41015,13.295000000000002,87664.0,915.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
730.0,2023-01-21 05:08:59.999,,,0.0,0.0,,,0.41005,13.290500000000002,72228.0,535.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
731.0,2023-01-21 05:09:59.999,,,0.0,0.0,,,0.4096499999999999,13.2775,216684.0,1006.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
732.0,2023-01-21 05:10:59.999,,,0.0,0.0,,,0.4094,13.273,230370.0,721.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
733.0,2023-01-21 05:11:59.999,,,0.0,0.0,,,0.40915,13.263,178110.0,2563.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
734.0,2023-01-21 05:12:59.999,,,0.0,0.0,,,0.40905,13.2685,52116.0,309.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
735.0,2023-01-21 05:13:59.999,,,0.0,0.0,,,0.4092,13.2635,59246.0,856.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
736.0,2023-01-21 05:14:59.999,,,0.0,0.0,,,0.409,13.2565,137689.0,101.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
737.0,2023-01-21 05:15:59.999,,,0.0,0.0,,,0.40935,13.27,98981.0,303.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
738.0,2023-01-21 05:16:59.999,,,0.0,0.0,,,0.4093,13.2775,60592.0,907.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
739.0,2023-01-21 05:17:59.999,,,0.0,0.0,,,0.40935,13.2855,85148.0,537.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
740.0,2023-01-21 05:18:59.999,,,0.0,0.0,,,0.40935,13.2995,31029.0,139.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
741.0,2023-01-21 05:19:59.999,,,0.0,0.0,,,0.40935,13.303,30426.0,433.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
742.0,2023-01-21 05:20:59.999,,,0.0,0.0,,,0.4092,13.3055,120671.0,487.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
