index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_ATOMUSDT,actual_ATOMUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_ATOMUSDT,log_prediction_ATOMUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_1440_minutes,actual_spread_rolling_sd_1440_minutes,predicted_spread_rolling_mean_1440_minutes,predicted_spread_rolling_sd_1440_minutes,predicted_rolling_z_score_1440_minutes,actual_rolling_z_score_1440_minutes,actual_rolling_z_score_1440_minutes_lag_1,predicted_spread_rolling_sd_1440_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,signal_1440_minutes,threshold_1440_minutes,delayed_signal_1440_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,12.45505348422863,12.4705,-0.9250792379072343,-0.9263773966050354,2.5233658551190667,2.5221264429023247,0.030096192964749746,0.030721497046547697,0.034061213319314346,0.007484781709245539,0.03405846174377336,0.007482912706824806,-0.5295088870153222,-0.44620089168950394,0.0,0.007482912706824806,0.0307214970465476,0.3964999999999999,330335.0,12.4705,3482.93,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,12.43575757584975,12.4635,-0.9248270628964415,-0.9260146798136826,2.5228043727910086,2.5205759982665334,0.03130061828209363,0.03127849072149025,0.03405502245066217,0.007483393827514129,0.03405311099738766,0.007481148422291325,-0.36792382130697004,-0.3710257395466042,-0.44620089168950394,0.007482471635691435,0.0312784907214904,0.3966,367451.0,12.4635,6420.61,0,2.0,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,12.426700583116226,12.482,-0.9233153468111195,-0.9264384326738009,2.524287606511851,2.5198474304735785,0.03127239178192176,0.031984985878537264,0.03404923929528618,0.007481773304709479,0.03404731226717142,0.007479534292980778,-0.37100177317908734,-0.27590429871078154,-0.3710257395466042,0.007482030564558066,0.0319849858785374,0.3972,800336.0,12.482,1275.41,0,2.0,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,12.449432427914282,12.484,-0.9228119488644206,-0.9252233356986732,2.524447824408533,2.521675033752212,0.0314953157853457,0.03240140440878969,0.034043502836660196,0.007479867534288697,0.03404173449033728,0.007477572813082329,-0.3405408103196954,-0.21953576321277204,-0.27590429871078154,0.0074815894934246955,0.0324014044087896,0.3974,325232.0,12.484,1508.66,0,2.0,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,12.455357940999328,12.486,-0.9240709191931175,-0.9253336911307692,2.5246080166395526,2.522150887040602,0.03112662815568945,0.03105546859707331,0.03403566685069008,0.0074770826839731415,0.034033648086849,0.007474880390314673,-0.38890521043336335,-0.39857767789631615,-0.21953576321277204,0.007481148422291325,0.0310554685970734,0.3969,390580.0,12.486,1779.42,0,2.0,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,12.458114745387782,12.4905,-0.9238190486727818,-0.927438572971053,2.5249683553618465,2.522372197368103,0.028901600916307224,0.031111717701591823,0.034027384990400096,0.007473711196842563,0.03402382788833618,0.007472336790985832,-0.6854919840080145,-0.39012308771578724,-0.39857767789631615,0.007480744889963689,0.0311117680794268,0.397,207685.0,12.4905,1167.66,0,2.0,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,12.461109232738218,12.503,-0.9231894735653117,-0.927155985030084,2.5259686155128627,2.52261253289119,0.029053715021441717,0.031198269551162783,0.034018871777307724,0.007469945956718981,0.03401542614458332,0.007468498219676209,-0.664351918846238,-0.3775933912357021,-0.39012308771578724,0.007480341357636052,0.0311982695511625,0.39725,202179.0,12.503,5433.24,0,2.0,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,12.472371483499703,12.5105,-0.9229377745959487,-0.9263339115453708,2.5265682917056993,2.52351591671117,0.029385357667177203,0.031124415093661928,0.034010224950384624,0.0074660838592825515,0.03400701546580224,0.00746448646531644,-0.6191528138070126,-0.3865225613739632,-0.3775933912357021,0.007479937825308414,0.0311244150936618,0.39735,440693.0,12.5105,2637.6,0,2.0,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,12.48215941096079,12.5385,-0.9220573267684922,-0.9261083729870486,2.5288039108251836,2.5243003776977875,0.029185026455304963,0.03079118548285331,0.03400160944438559,0.007462634553277497,0.03399826691628769,0.007461122935561903,-0.645109389371057,-0.4301998092781192,-0.3865225613739632,0.007479534292980778,0.0307911854828537,0.3977,360435.0,12.5385,10208.36,0,2.0,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,12.513207774649276,12.569,-0.9220573267684922,-0.9246847352177155,2.5312334649427006,2.5267847084481123,0.029259965712186253,0.02947222421982998,0.03399220785988276,0.00745980640382665,0.03398892386116819,0.007458258734758121,-0.6340565964738284,-0.6059116544544866,-0.4301998092781192,0.007479043923006166,0.0294722242198304,0.3977,368463.0,12.569,6863.26,0,2.0,0
10,2023-01-20 17:08:59.999,0.3969564167122243,0.3981,12.546311022808394,12.5895,-0.9210520489758656,-0.9239287859026845,2.532863133208855,2.5294266799625507,0.02858163617727072,0.029592784401460293,0.033983016925445045,0.0074570674676598045,0.033979268569617034,0.00745583648535778,-0.7239472597000363,-0.5887344513140775,-0.6059116544544866,0.0074785535530315535,0.0295927844014602,0.3981,702715.0,12.5895,10292.52,0,2.0,0
11,2023-01-20 17:09:59.999,0.3979753345906591,0.39825,12.56481279981932,12.6275,-0.9206753301919791,-0.9213652490084331,2.5358769753600705,2.530900272342535,0.03034518625391114,0.028333342450477805,0.033974198352707874,0.00745623475867202,0.03397167995430482,0.007454259760877118,-0.4864995072249756,-0.7565287420261864,-0.5887344513140775,0.007478063183056941,0.0283333424504776,0.39825,223741.0,12.6275,13836.52,0,2.0,0
12,2023-01-20 17:10:59.999,0.3984589250933589,0.39805,12.594992309068193,12.63,-0.9211776534475499,-0.9201508598576635,2.5360749363624,2.533299299170659,0.030257186858389407,0.027723549724777086,0.0339662261296657,0.007456776463069792,0.033963652195403884,0.007454828546816809,-0.4971898835416045,-0.8371816475665999,-0.7565287420261864,0.007477572813082329,0.0277235497247771,0.39805,296691.0,12.63,12873.25,0,2.0,0
