index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_ATOMUSDT,actual_ATOMUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_ATOMUSDT,log_prediction_ATOMUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_3240_minutes,actual_spread_rolling_sd_3240_minutes,predicted_spread_rolling_mean_3240_minutes,predicted_spread_rolling_sd_3240_minutes,predicted_rolling_z_score_3240_minutes,actual_rolling_z_score_3240_minutes,actual_rolling_z_score_3240_minutes_lag_1,predicted_spread_rolling_sd_3240_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,signal_3240_minutes,threshold_3240_minutes,delayed_signal_3240_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,12.45505348422863,12.4705,-0.9250792379072343,-0.9263773966050354,2.5233658551190667,2.5221264429023247,0.030096192964749746,0.030721497046547697,0.03149941774405017,0.008207287727227409,0.031498984783612245,0.008206058470071616,-0.17094587175787657,-0.09478413860424892,0.0,0.008206058470071616,0.0307214970465476,0.3964999999999999,330335.0,12.4705,3482.93,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,12.43575757584975,12.4635,-0.9248270628964415,-0.9260146798136826,2.5228043727910086,2.5205759982665334,0.03130061828209363,0.03127849072149025,0.0315004559051334,0.008207046974516264,0.03150039424588531,0.008205781498592453,-0.02434575717449367,-0.0270456821232264,-0.09478413860424892,0.008205989227201825,0.0312784907214904,0.3966,367451.0,12.4635,6420.61,0,2.0,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,12.426700583116226,12.482,-0.9233153468111195,-0.9264384326738009,2.524287606511851,2.5198474304735785,0.03127239178192176,0.031984985878537264,0.03150178656401021,0.008206775910405589,0.031501715784996914,0.008205510714782822,-0.02794756000525481,0.05887809290788513,-0.0270456821232264,0.008205919984332035,0.0319849858785374,0.3972,800336.0,12.482,1275.41,4,2.0,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,12.449432427914282,12.484,-0.9228119488644206,-0.9252233356986732,2.524447824408533,2.521675033752212,0.0314953157853457,0.03240140440878969,0.03150293904495095,0.008206639975795722,0.03150293669281902,0.008205373813187542,-0.0009287702969815176,0.10948029479648547,0.05887809290788513,0.008205850741462243,0.0324014044087896,0.3974,325232.0,12.484,1508.66,0,2.0,4
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,12.455357940999328,12.486,-0.9240709191931175,-0.9253336911307692,2.5246080166395526,2.522150887040602,0.03112662815568945,0.03105546859707331,0.03150358373309662,0.008206522753336538,0.03150346742468027,0.008205259278544477,-0.04592655225121255,-0.05460475154853117,0.10948029479648547,0.008205781498592453,0.0310554685970734,0.3969,390580.0,12.486,1779.42,3,2.0,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,12.458114745387782,12.4905,-0.9238190486727818,-0.927438572971053,2.5249683553618465,2.522372197368103,0.028901600916307224,0.031111717701591823,0.03150446972535002,0.008206325443352548,0.03150366661865177,0.008205186671572143,-0.3171244977716003,-0.04785966952801571,-0.05460475154853117,0.008205713802640045,0.0311117680794268,0.397,207685.0,12.4905,1167.66,0,2.0,3
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,12.461109232738218,12.503,-0.9231894735653117,-0.927155985030084,2.5259686155128627,2.52261253289119,0.029053715021441717,0.031198269551162783,0.03150545230473212,0.008206098128046777,0.03150469582917417,0.008204945035895512,-0.2987199544920472,-0.03743347310452537,-0.04785966952801571,0.008205646106687638,0.0311982695511625,0.39725,202179.0,12.503,5433.24,0,2.0,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,12.472371483499703,12.5105,-0.9229377745959487,-0.9263339115453708,2.5265682917056993,2.52351591671117,0.029385357667177203,0.031124415093661928,0.031506545396132665,0.008205811414183388,0.031505890910563716,0.008204629956511243,-0.25845568351362946,-0.04656825305663761,-0.03743347310452537,0.00820557841073523,0.0311244150936618,0.39735,440693.0,12.5105,2637.6,0,2.0,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,12.48215941096079,12.5385,-0.9220573267684922,-0.9261083729870486,2.5288039108251836,2.5243003776977875,0.029185026455304963,0.03079118548285331,0.03150743373173622,0.008205578127260336,0.031506717160530905,0.008204413515925673,-0.28298070309587436,-0.08728796896143255,-0.04656825305663761,0.008205510714782822,0.0307911854828537,0.3977,360435.0,12.5385,10208.36,0,2.0,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,12.513207774649276,12.569,-0.9220573267684922,-0.9246847352177155,2.5312334649427006,2.5267847084481123,0.029259965712186253,0.02947222421982998,0.0315078444533584,0.008205442941236237,0.031507150877690036,0.00820427194944096,-0.27390427564470315,-0.24808169992852733,-0.08728796896143255,0.008205476489384002,0.0294722242198304,0.3977,368463.0,12.569,6863.26,0,2.0,0
