index,close_time,historical_spread,historical_NEARUSDT_mid,historical_NEARUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_rolling_mean_3600_minutes,historical_rolling_sd_3600_minutes,historical_rolling_z_score_3600_minutes,historical_rolling_z_score_3600_minutes_lag_1,rolling_sd_3600_minutes,algo_trading_rolling_sd_3600_minutes_percentile_75th,signal_3600_minutes,threshold_3600_minutes,delayed_signal_3600_minutes
0,2023-01-20 14:11:59.999,0.0993010764227086,2.085,2769.7,0.0001706349999999,9148941.21,0.11312013180127974,0.06713352130768312,-0.2058443398974456,0.0,,0.0009038521242790766,0,2.0,0.0
1,2023-01-20 14:12:59.999,0.0980228364901734,2.085,2497.4,0.00017072,45550036.97,0.11312951201508833,0.0671290518716367,-0.22503931016040146,-0.2058443398974456,0.0009038521242790766,0.0009038521242790766,0,2.0,0.0
2,2023-01-20 14:13:59.999,0.0980693621278305,2.084,4350.6,0.000170685,6779563.05,0.11314169119460561,0.0671223406894086,-0.22455011121436366,-0.22503931016040146,0.0007249347170945869,0.0008591227724829543,0,2.0,0.0
3,2023-01-20 14:14:59.999,0.0972741471180107,2.0825,10864.3,0.0001706899999999,25961681.32,0.11315431409859691,0.06711508217664487,-0.23661100404809296,-0.22455011121436366,0.0008393711514366576,0.0008716116378578671,0,2.0,0.0
4,2023-01-20 14:15:59.999,0.0962969271799991,2.0825,1741.2,0.000170755,9474440.65,0.11316636044585936,0.06710816312829067,-0.2513767696727291,-0.23661100404809296,0.0011080317511093498,0.0009548970309866449,0,2.5,0.0
5,2023-01-20 14:16:59.999,0.094913437445431,2.084,1299.1,0.000170895,8511626.35,0.1131787671838312,0.06710065833008486,-0.27220790664300926,-0.2513767696727291,0.0015375443630298367,0.0011080317511093498,0,2.5,0.0
6,2023-01-20 14:17:59.999,0.0941625984112342,2.084,3040.3,0.0001709449999999,18895221.72,0.11319136254389886,0.06709283153630685,-0.283618438765211,-0.27220790664300926,0.0018406153926223514,0.0014301662100497151,0,2.5,0.0
7,2023-01-20 14:18:59.999,0.0967624736723919,2.083,7777.2,0.00017074,159644302.08,0.11320336945772147,0.06708602225025084,-0.2450718530307273,-0.283618438765211,0.0017044486769632254,0.001620996519996531,0,2.5,0.0
8,2023-01-20 14:19:59.999,0.0976962192371679,2.0815,1379.6,0.00017063,19267136.09,0.11321581674387,0.06707898640257666,-0.23136302945248385,-0.2450718530307273,0.0016191047421849978,0.0016404407258795548,0,2.0,0.0
9,2023-01-20 14:20:59.999,0.0961481319499384,2.08,6707.4,0.000170685,17470432.47,0.1132281095677389,0.0670718020999159,-0.25465213522005425,-0.23136302945248385,0.001547131997007394,0.0016191047421849978,0,2.0,0.0
10,2023-01-20 14:21:59.999,0.0972741471180107,2.0825,4919.2,0.00017069,9828629.52,0.11324135299370669,0.06706394331761181,-0.23808927846780525,-0.25465213522005425,0.0014729204805308475,0.001601111555890597,0,2.0,0.0
11,2023-01-20 14:22:59.999,0.0980085250789954,2.0845,3723.0,0.000170705,37186305.27,0.11325452214687999,0.06705629558251802,-0.22736115879117108,-0.23808927846780525,0.0014402471561284396,0.0015831183695961958,0,2.0,0.0
12,2023-01-20 14:23:59.999,0.0975603717521771,2.082,1881.4,0.000170655,14238690.57,0.1132676423731797,0.06704860235890682,-0.2342669357509138,-0.22736115879117108,0.001387845104326011,0.0015651251833017949,0,2.0,0.0
13,2023-01-20 14:24:59.999,0.0966581243973614,2.082,8090.4,0.000170715,27084192.23,0.11328156617902307,0.06703994636389972,-0.24796323212175497,-0.2342669357509138,0.0013372521519457836,0.001547131997007394,0,2.0,0.0
14,2023-01-20 14:25:59.999,0.0941625984112342,2.084,2115.6,0.0001709449999999,48140819.05,0.11329597068583527,0.06703026509750963,-0.28544378045898455,-0.24796323212175497,0.0014836616650904686,0.0015447350885130046,0,2.0,0.0
15,2023-01-20 14:26:59.999,0.0933525949490494,2.082,4386.9,0.000170935,9335657.42,0.1133105275893574,0.0670202413242553,-0.29778962662560604,-0.28544378045898455,0.0016751865949813291,0.0015831183695961958,0,2.5,0.0
16,2023-01-20 14:27:59.999,0.0938633864489055,2.079,7002.5,0.000170805,4460273.31,0.113325580139381,0.06700978568170864,-0.2904380829229843,-0.29778962662560604,0.0017529039326011338,0.0016331252053840806,0,2.5,0.0
17,2023-01-20 14:28:59.999,0.0939385220041906,2.079,10832.9,0.0001708,20560049.55,0.11334111452727177,0.0669988064198411,-0.28959609222732763,-0.2904380829229843,0.001800091064387291,0.0016751865949813291,0,2.5,0.0
18,2023-01-20 14:29:59.999,0.0952449524036787,2.0825,11985.0,0.000170825,57395396.57,0.11335665287279745,0.06698812034047232,-0.27037182678159394,-0.28959609222732763,0.0017661539787260472,0.0016971331564677513,0,2.5,0.0
19,2023-01-20 14:30:59.999,0.0939373895253297,2.084,14648.5,0.00017096,18884501.93,0.11337132037914933,0.06697808521153441,-0.2901535747467573,-0.27037182678159394,0.0017950078485575618,0.0017286763047821797,0,2.5,0.0
20,2023-01-20 14:31:59.999,0.095892818860868,2.079,35389.1,0.00017067,60016767.43,0.11338674246626668,0.06696766625798455,-0.2612294049191668,-0.2901535747467573,0.0017503381405297228,0.0017509795885475754,0,2.0,0.0
21,2023-01-20 14:32:59.999,0.1020400002884294,2.0755,30480.1,0.00017015,203997445.72,0.11340457807415853,0.06695609055023514,-0.16973180023410467,-0.2612294049191668,0.0021237427598467967,0.0017529039326011338,0,2.5,0.0
22,2023-01-20 14:33:59.999,0.1081897706306946,2.074,13599.0,0.0001696949999999,67970053.93,0.1134232022216892,0.06694531186191902,-0.07817472867687943,-0.16973180023410467,0.0032185273364835876,0.0017628414671948189,0,2.5,0.0
23,2023-01-20 14:34:59.999,0.1079156666876279,2.075,11675.6,0.000169745,53366552.28,0.11344087640839332,0.06693545569231418,-0.08254533660252406,-0.07817472867687943,0.0038680432536899114,0.0017805809136418045,0,2.5,0.0
24,2023-01-20 14:35:59.999,0.1053751127014166,2.076,5910.6,0.000169945,356334435.35,0.11345786853082682,0.06692564078966606,-0.12077218438315304,-0.08254533660252406,0.004111788215783516,0.0017962786525149942,0,2.5,0.0
25,2023-01-20 14:36:59.999,0.106248428929927,2.0775,7557.7,0.000169935,50985868.67,0.11347450534512411,0.06691640167540619,-0.10798662561458253,-0.12077218438315304,0.004364938194285023,0.001800091064387291,0,2.5,0.0
26,2023-01-20 14:37:59.999,0.1063380400748101,2.0780000000000003,7279.5,0.000169945,40989281.1,0.11349177450086154,0.0669065350174155,-0.10692131081350051,-0.10798662561458253,0.004570280376075151,0.0018304843105635864,0,2.5,0.0
27,2023-01-20 14:38:59.999,0.1044223144263547,2.077,4090.2,0.00017004,156258183.42,0.1135077440402596,0.0668975067437613,-0.1358111842449521,-0.10692131081350051,0.004630730667418327,0.001982179076234574,0,2.5,0.0
28,2023-01-20 14:39:59.999,0.103315055153967,2.0805,5052.0,0.0001702249999999,27022409.78,0.1135227854267677,0.06688912528978816,-0.1526067238669528,-0.1358111842449521,0.004632996477525402,0.002397438904005994,0,2.5,0.0
29,2023-01-20 14:40:59.999,0.1050160390248819,2.082,2981.8,0.00017016,36257646.97,0.11353854347916408,0.0668804365702747,-0.12742895966785667,-0.1526067238669528,0.004696062866484517,0.0032185273364835876,0,2.5,0.0
30,2023-01-20 14:41:59.999,0.1008893142209323,2.088,16107.9,0.000170625,25773571.28,0.1135521579107303,0.06687287130411596,-0.1893569610943058,-0.12742895966785667,0.004630750837267289,0.0037056642743883306,0,2.5,0.0
31,2023-01-20 14:42:59.999,0.0941963245714347,2.093,25051.5,0.00017123,114361871.51,0.11356459161632664,0.06686510960932997,-0.28966178561665584,-0.1893569610943058,0.0046331806591460726,0.0039899157347367134,0,2.5,0.0
32,2023-01-20 14:43:59.999,0.0891338274146278,2.0940000000000003,14904.9,0.0001716,39785861.64,0.1135753495383169,0.06685806219474177,-0.36557329544635475,-0.28966178561665584,0.004862422843325656,0.004175075710408893,0,2.5,0.0
33,2023-01-20 14:44:59.999,0.0828444629442408,2.0935,3478.3,0.000172005,435175234.97,0.1135846048064,0.06685150090786303,-0.4598272506181466,-0.36557329544635475,0.005492422228369937,0.004364938194285023,0,2.5,0.0
34,2023-01-20 14:45:59.999,0.0869659385455747,2.0940000000000003,5398.7,0.000171745,143548158.48,0.11359448356086363,0.06684493873334638,-0.39836292051240924,-0.4598272506181466,0.005727468440825734,0.004518944830627619,0,2.5,0.0
35,2023-01-20 14:46:59.999,0.0893620560075909,2.089,10730.9,0.000171425,479707585.13,0.11360476841075448,0.06683836079253247,-0.3627065672423269,-0.39836292051240924,0.005815791285275039,0.004600505521746739,0,2.5,0.0
36,2023-01-20 14:47:59.999,0.089841834174102,2.0875,4680.6,0.000171345,79658066.12,0.113614632887711,0.06683223211767053,-0.3557085849198119,-0.3627065672423269,0.00587180447615593,0.004630735709880567,0,2.5,0.0
37,2023-01-20 14:48:59.999,0.089975717203977,2.0895,3685.5,0.0001714,20334248.65,0.1136244600334369,0.06682615419926331,-0.35388453986060153,-0.3557085849198119,0.005912997453881277,0.004630750837267289,0,2.5,0.0
