index,close_time,transaction_id,positions,NEARUSDT_units,LUNCUSDT_units,entry_NEARUSDT_price,entry_LUNCUSDT_price,historical_NEARUSDT_mid,historical_LUNCUSDT_mid,historical_NEARUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,NEARUSDT_raw_pnl,LUNCUSDT_raw_pnl,NEARUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
1072.0,2023-01-21 08:03:59.999,4.0,,0.0,0.0,,,2.426,0.00018166,23545.8,158096621.81,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1073.0,2023-01-21 08:04:59.999,4.0,,0.0,0.0,,,2.4195,0.0001815,23199.6,51793115.53,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1074.0,2023-01-21 08:05:59.999,4.0,,0.0,0.0,,,2.417,0.000181445,19239.7,67461671.48,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1075.0,2023-01-21 08:06:59.999,4.0,,0.0,0.0,,,2.4155,0.000181335,10770.3,50793157.56,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1076.0,2023-01-21 08:07:59.999,4.0,,0.0,0.0,,,2.417,0.0001813599999999,11292.5,100098356.94,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1077.0,2023-01-21 08:08:59.999,4.0,,0.0,0.0,,,2.423,0.000181405,34769.0,176029473.57,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1078.0,2023-01-21 08:09:59.999,4.0,,0.0,0.0,,,2.4290000000000003,0.00018134,26360.4,48975077.95,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1079.0,2023-01-21 08:10:59.999,4.0,,0.0,0.0,,,2.4305,0.00018122,23874.2,86315199.37,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1080.0,2023-01-21 08:11:59.999,4.0,,0.0,0.0,,,2.4275,0.0001811599999999,8631.2,64893119.18,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1081.0,2023-01-21 08:12:59.999,4.0,,0.0,0.0,,,2.426,0.000181375,44281.0,93247535.37,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1082.0,2023-01-21 08:13:59.999,4.0,,0.0,0.0,,,2.4255,0.000181345,10975.9,102465144.46,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1083.0,2023-01-21 08:14:59.999,4.0,,0.0,0.0,,,2.4315,0.0001816,10449.3,78836763.47,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1084.0,2023-01-21 08:15:59.999,4.0,,0.0,0.0,,,2.4265,0.00018129,11424.0,25193457.7,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1085.0,2023-01-21 08:16:59.999,4.0,,0.0,0.0,,,2.4215,0.00018123,22026.8,94615230.58,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1086.0,2023-01-21 08:17:59.999,4.0,,0.0,0.0,,,2.4215,0.000181295,18336.2,60797379.94,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1087.0,2023-01-21 08:18:59.999,4.0,,0.0,0.0,,,2.4215,0.000181335,6534.4,28490393.83,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1088.0,2023-01-21 08:19:59.999,4.0,,0.0,0.0,,,2.419,0.0001813149999999,9682.1,22984563.3,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1089.0,2023-01-21 08:20:59.999,4.0,,0.0,0.0,,,2.4175,0.000181235,15403.3,12779947.98,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1090.0,2023-01-21 08:21:59.999,4.0,,0.0,0.0,,,2.4160000000000004,0.000181075,20928.0,20357722.65,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1091.0,2023-01-21 08:22:59.999,4.0,,0.0,0.0,,,2.4125,0.000181125,21643.3,33854408.16,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1092.0,2023-01-21 08:23:59.999,4.0,,0.0,0.0,,,2.4115,0.000181055,13747.3,25058627.63,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1093.0,2023-01-21 08:24:59.999,4.0,,0.0,0.0,,,2.4105,0.000181085,13502.1,33461193.53,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1094.0,2023-01-21 08:25:59.999,4.0,,0.0,0.0,,,2.4025,0.000181045,64033.7,97495952.6,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1095.0,2023-01-21 08:26:59.999,4.0,,0.0,0.0,,,2.397,0.0001809399999999,43398.4,301535211.5,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1096.0,2023-01-21 08:27:59.999,4.0,,0.0,0.0,,,2.395,0.000180815,15059.2,32498767.88,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1097.0,2023-01-21 08:28:59.999,4.0,,0.0,0.0,,,2.3945,0.000180735,9507.6,40291674.99,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1098.0,2023-01-21 08:29:59.999,4.0,,0.0,0.0,,,2.3905000000000003,0.000180675,40377.3,38694997.1,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1099.0,2023-01-21 08:30:59.999,4.0,,0.0,0.0,,,2.3945,0.000180665,15484.7,51774157.91,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1100.0,2023-01-21 08:31:59.999,4.0,,0.0,0.0,,,2.3975,0.000180995,19196.8,269373680.81,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1101.0,2023-01-21 08:32:59.999,4.0,,0.0,0.0,,,2.401,0.00018106,7609.6,35152148.28,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1102.0,2023-01-21 08:33:59.999,4.0,,0.0,0.0,,,2.3995,0.0001811,7330.9,45978459.77,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1103.0,2023-01-21 08:34:59.999,4.0,,0.0,0.0,,,2.3935,0.000180975,48452.7,27841706.97,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1104.0,2023-01-21 08:35:59.999,4.0,,0.0,0.0,,,2.3965,0.000181125,22717.7,56049251.45,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1105.0,2023-01-21 08:36:59.999,4.0,,0.0,0.0,,,2.4055,0.0001812049999999,47194.6,42731340.45,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1106.0,2023-01-21 08:37:59.999,4.0,,0.0,0.0,,,2.4105,0.00018114,6980.3,51496634.93,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1107.0,2023-01-21 08:38:59.999,4.0,,0.0,0.0,,,2.412,0.00018125,17591.4,187783011.03,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1108.0,2023-01-21 08:39:59.999,4.0,,0.0,0.0,,,2.4105,0.00018125,5390.0,39856589.63,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1109.0,2023-01-21 08:40:59.999,4.0,,0.0,0.0,,,2.4080000000000004,0.00018129,9382.6,66070590.29,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1110.0,2023-01-21 08:41:59.999,4.0,,0.0,0.0,,,2.4035,0.0001813,16328.8,65981850.47,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1111.0,2023-01-21 08:42:59.999,4.0,,0.0,0.0,,,2.4035,0.000181275,8483.1,28300620.35,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1112.0,2023-01-21 08:43:59.999,4.0,,0.0,0.0,,,2.403,0.000181375,16369.6,91129925.39,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1113.0,2023-01-21 08:44:59.999,4.0,,0.0,0.0,,,2.403,0.000181355,17297.0,39327570.4,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1114.0,2023-01-21 08:45:59.999,4.0,,0.0,0.0,,,2.4,0.00018129,15826.7,84859634.83,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1115.0,2023-01-21 08:46:59.999,4.0,,0.0,0.0,,,2.398,0.000181145,13092.8,28736746.27,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1116.0,2023-01-21 08:47:59.999,4.0,,0.0,0.0,,,2.4005,0.000181115,6437.9,19279303.93,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1117.0,2023-01-21 08:48:59.999,4.0,,0.0,0.0,,,2.3995,0.000180855,2248.1,139001988.68,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1118.0,2023-01-21 08:49:59.999,4.0,,0.0,0.0,,,2.397,0.000180915,10672.7,183912205.57,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1119.0,2023-01-21 08:50:59.999,4.0,,0.0,0.0,,,2.3965,0.000180805,2972.9,275588866.24,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1120.0,2023-01-21 08:51:59.999,4.0,,0.0,0.0,,,2.397,0.0001808399999999,3340.3,125579422.66,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1121.0,2023-01-21 08:52:59.999,4.0,,0.0,0.0,,,2.3955,0.000180635,4348.7,93586957.3,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1122.0,2023-01-21 08:53:59.999,4.0,,0.0,0.0,,,2.3975,0.00018056,6031.8,81644333.41,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1123.0,2023-01-21 08:54:59.999,4.0,,0.0,0.0,,,2.4005,0.00018061,11646.3,127854551.59,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1124.0,2023-01-21 08:55:59.999,4.0,,0.0,0.0,,,2.4025,0.0001806849999999,10251.1,75056029.24,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1125.0,2023-01-21 08:56:59.999,4.0,,0.0,0.0,,,2.3965,0.000180675,25955.1,131974669.94,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1126.0,2023-01-21 08:57:59.999,4.0,,0.0,0.0,,,2.389,0.000180505,51937.6,34551948.84,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1127.0,2023-01-21 08:58:59.999,4.0,,0.0,0.0,,,2.3775,0.000180225,91244.9,165761118.47,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1128.0,2023-01-21 08:59:59.999,4.0,,0.0,0.0,,,2.38,0.00018024,21759.8,244158178.55,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1129.0,2023-01-21 09:00:59.999,4.0,,0.0,0.0,,,2.384,0.00018022,23693.5,50763427.87,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1130.0,2023-01-21 09:01:59.999,4.0,,0.0,0.0,,,2.377,0.000180005,25334.8,157166073.47,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1131.0,2023-01-21 09:02:59.999,4.0,,0.0,0.0,,,2.379,0.0001801549999999,23380.8,54801734.84,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1132.0,2023-01-21 09:03:59.999,4.0,,0.0,0.0,,,2.385,0.000180135,7991.5,34908707.35,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1133.0,2023-01-21 09:04:59.999,4.0,,0.0,0.0,,,2.388,0.000179925,6523.9,410574315.29,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1134.0,2023-01-21 09:05:59.999,4.0,,0.0,0.0,,,2.3865,0.000179815,18650.3,155530562.51,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1135.0,2023-01-21 09:06:59.999,4.0,,0.0,0.0,,,2.384,0.000179925,11826.8,106171709.5,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1136.0,2023-01-21 09:07:59.999,4.0,,0.0,0.0,,,2.3855,0.000180045,9018.5,152310340.38,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1137.0,2023-01-21 09:08:59.999,4.0,,0.0,0.0,,,2.3865,0.000180295,14848.6,95179331.96,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1138.0,2023-01-21 09:09:59.999,4.0,,0.0,0.0,,,2.389,0.0001802,13486.8,37320209.96,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1139.0,2023-01-21 09:10:59.999,4.0,,0.0,0.0,,,2.3885,0.0001803649999999,13718.0,34069557.21,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1140.0,2023-01-21 09:11:59.999,4.0,,0.0,0.0,,,2.3865,0.000180425,26803.3,123943310.25,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1141.0,2023-01-21 09:12:59.999,4.0,,0.0,0.0,,,2.39,0.0001805299999999,10590.9,119483201.64,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1142.0,2023-01-21 09:13:59.999,4.0,,0.0,0.0,,,2.389,0.00018057,3481.9,11531969.51,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1143.0,2023-01-21 09:14:59.999,4.0,,0.0,0.0,,,2.386,0.00018068,4006.3,68920979.82,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1144.0,2023-01-21 09:15:59.999,4.0,,0.0,0.0,,,2.386,0.000180725,7574.0,23477721.48,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1145.0,2023-01-21 09:16:59.999,4.0,,0.0,0.0,,,2.386,0.000180645,7784.6,7400237.87,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1146.0,2023-01-21 09:17:59.999,4.0,,0.0,0.0,,,2.3845,0.00018109,21924.2,548479715.94,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1147.0,2023-01-21 09:18:59.999,4.0,,0.0,0.0,,,2.3885,0.00018146,4498.2,202247077.09,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1148.0,2023-01-21 09:19:59.999,4.0,,0.0,0.0,,,2.3895,0.000181395,12121.4,128076833.84,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1149.0,2023-01-21 09:20:59.999,4.0,,0.0,0.0,,,2.386,0.000181085,8136.4,68143909.01,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1150.0,2023-01-21 09:21:59.999,4.0,,0.0,0.0,,,2.385,0.0001809499999999,17471.2,116400383.79,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1151.0,2023-01-21 09:22:59.999,4.0,,0.0,0.0,,,2.385,0.00018078,11027.5,14986684.71,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1152.0,2023-01-21 09:23:59.999,4.0,,0.0,0.0,,,2.3825000000000003,0.000180865,2448.4,24732243.21,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1153.0,2023-01-21 09:24:59.999,4.0,,0.0,0.0,,,2.3840000000000003,0.00018078,11530.3,50881091.96,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1154.0,2023-01-21 09:25:59.999,4.0,,0.0,0.0,,,2.383,0.00018074,20243.6,82379277.07,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1155.0,2023-01-21 09:26:59.999,4.0,,0.0,0.0,,,2.3755,0.000180815,30848.7,14760361.2,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1156.0,2023-01-21 09:27:59.999,4.0,,0.0,0.0,,,2.3760000000000003,0.00018074,12863.6,20623174.82,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1157.0,2023-01-21 09:28:59.999,4.0,,0.0,0.0,,,2.379,0.000180765,880.3,10541743.31,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1158.0,2023-01-21 09:29:59.999,4.0,,0.0,0.0,,,2.379,0.0001807849999999,3821.7,10656539.75,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1159.0,2023-01-21 09:30:59.999,4.0,,0.0,0.0,,,2.377,0.00018072,14339.8,16082911.76,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1160.0,2023-01-21 09:31:59.999,4.0,,0.0,0.0,,,2.3775,0.0001807949999999,5744.5,29935465.07,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1161.0,2023-01-21 09:32:59.999,4.0,,0.0,0.0,,,2.381,0.0001807299999999,6463.0,62861263.7,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1162.0,2023-01-21 09:33:59.999,4.0,,0.0,0.0,,,2.3855,0.00018083,20260.8,39394469.69,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1163.0,2023-01-21 09:34:59.999,4.0,,0.0,0.0,,,2.3875,0.0001808,5190.0,23843994.69,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1164.0,2023-01-21 09:35:59.999,4.0,,0.0,0.0,,,2.389,0.00018084,24175.0,34696039.98,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1165.0,2023-01-21 09:36:59.999,4.0,,0.0,0.0,,,2.3905,0.0001808,4867.8,22526771.22,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1166.0,2023-01-21 09:37:59.999,4.0,,0.0,0.0,,,2.3915,0.000180725,12423.5,107564282.33,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1167.0,2023-01-21 09:38:59.999,4.0,,0.0,0.0,,,2.397,0.0001808949999999,17889.2,55258062.9,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1168.0,2023-01-21 09:39:59.999,4.0,,0.0,0.0,,,2.394,0.0001808,9720.7,60313754.88,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1169.0,2023-01-21 09:40:59.999,4.0,,0.0,0.0,,,2.3965,0.000180835,6577.6,137808298.99,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1170.0,2023-01-21 09:41:59.999,4.0,,0.0,0.0,,,2.3965,0.0001810499999999,19733.6,234569519.49,4.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1171.0,2023-01-21 09:42:59.999,4.0,,0.0,0.0,,,2.4055,0.00018139,137584.0,275130919.57,3.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1172.0,2023-01-21 09:43:59.999,4.0,,0.0,0.0,,,2.399,0.000181335,47895.9,139817162.58,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1173.0,2023-01-21 09:44:59.999,4.0,,0.0,0.0,,,2.398,0.000181395,30452.2,94753703.88,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1174.0,2023-01-21 09:45:59.999,4.0,,0.0,0.0,,,2.3955,0.0001813049999999,25851.4,60544625.57,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1175.0,2023-01-21 09:46:59.999,4.0,,0.0,0.0,,,2.393,0.0001812049999999,10734.9,52457749.32,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1176.0,2023-01-21 09:47:59.999,4.0,,0.0,0.0,,,2.396,0.000181225,13305.2,97186807.92,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1177.0,2023-01-21 09:48:59.999,4.0,,0.0,0.0,,,2.4005,0.000181325,14145.3,131922713.58,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1178.0,2023-01-21 09:49:59.999,4.0,,0.0,0.0,,,2.403,0.0001815699999999,12183.9,218909223.43,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1179.0,2023-01-21 09:50:59.999,4.0,,0.0,0.0,,,2.403,0.000181645,17779.9,177605074.14,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1180.0,2023-01-21 09:51:59.999,4.0,,0.0,0.0,,,2.4005,0.00018155,8024.1,41176181.33,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1181.0,2023-01-21 09:52:59.999,4.0,,0.0,0.0,,,2.403,0.000181505,23050.8,112559383.02,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1182.0,2023-01-21 09:53:59.999,4.0,,0.0,0.0,,,2.406,0.000181555,17252.5,65690704.84,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1183.0,2023-01-21 09:54:59.999,4.0,,0.0,0.0,,,2.4065,0.000181655,9794.3,49463251.59,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1184.0,2023-01-21 09:55:59.999,4.0,,0.0,0.0,,,2.409,0.000181705,15537.5,73401492.4,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1185.0,2023-01-21 09:56:59.999,4.0,,0.0,0.0,,,2.4105,0.0001817799999999,32133.6,318653837.37,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1186.0,2023-01-21 09:57:59.999,4.0,,0.0,0.0,,,2.412,0.0001818349999999,27106.4,234445436.69,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1187.0,2023-01-21 09:58:59.999,4.0,,0.0,0.0,,,2.417,0.00018215,74182.4,511264968.36,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1188.0,2023-01-21 09:59:59.999,4.0,,0.0,0.0,,,2.407,0.00018232,44766.0,190909046.16,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1189.0,2023-01-21 10:00:59.999,4.0,,0.0,0.0,,,2.4055,0.000182205,14245.9,168623049.92,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1190.0,2023-01-21 10:01:59.999,4.0,,0.0,0.0,,,2.408,0.000182205,16344.0,91498015.8,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1191.0,2023-01-21 10:02:59.999,4.0,,0.0,0.0,,,2.4145000000000003,0.00018249,71664.6,123903100.87,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1192.0,2023-01-21 10:03:59.999,4.0,,0.0,0.0,,,2.415,0.00018267,69268.3,350003026.8,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1193.0,2023-01-21 10:04:59.999,4.0,,0.0,0.0,,,2.4165,0.00018262,45477.6,191083938.13,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1194.0,2023-01-21 10:05:59.999,4.0,,0.0,0.0,,,2.4225000000000003,0.000182725,43572.0,133770045.67,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1195.0,2023-01-21 10:06:59.999,4.0,,0.0,0.0,,,2.4235,0.000182655,34896.9,117187622.2,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1196.0,2023-01-21 10:07:59.999,4.0,,0.0,0.0,,,2.424,0.000182455,34621.3,96053637.51,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1197.0,2023-01-21 10:08:59.999,4.0,,0.0,0.0,,,2.426,0.00018206,12620.8,477871888.34,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1198.0,2023-01-21 10:09:59.999,4.0,,0.0,0.0,,,2.426,0.0001820099999999,30015.1,116954864.96,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1199.0,2023-01-21 10:10:59.999,4.0,,0.0,0.0,,,2.422,0.0001821099999999,18105.9,218056552.15,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1200.0,2023-01-21 10:11:59.999,4.0,,0.0,0.0,,,2.4245,0.00018231,50237.9,88404539.34,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1201.0,2023-01-21 10:12:59.999,4.0,,0.0,0.0,,,2.431,0.00018253,54937.6,120518486.58,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1202.0,2023-01-21 10:13:59.999,4.0,,0.0,0.0,,,2.435,0.00018274,41840.5,174200318.94,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
1203.0,2023-01-21 10:14:59.999,4.0,,0.0,0.0,,,2.447,0.00018266,116897.5,176286410.55,0.0,10041.453301297726,0.0,0.0,0.0,0.0,0,0,0,0.0,0.004145330129772473
