index,close_time,transaction_id,positions,NEARUSDT_units,LUNCUSDT_units,entry_NEARUSDT_price,entry_LUNCUSDT_price,historical_NEARUSDT_mid,historical_LUNCUSDT_mid,historical_NEARUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,NEARUSDT_raw_pnl,LUNCUSDT_raw_pnl,NEARUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
14.0,2023-01-20 14:25:59.999,,,0.0,0.0,,,2.084,0.0001709449999999,2115.6,48140819.05,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
15.0,2023-01-20 14:26:59.999,,,0.0,0.0,,,2.082,0.000170935,4386.9,9335657.42,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
16.0,2023-01-20 14:27:59.999,,,0.0,0.0,,,2.079,0.000170805,7002.5,4460273.31,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
17.0,2023-01-20 14:28:59.999,,,0.0,0.0,,,2.079,0.0001708,10832.9,20560049.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
18.0,2023-01-20 14:29:59.999,,,0.0,0.0,,,2.0825,0.000170825,11985.0,57395396.57,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
19.0,2023-01-20 14:30:59.999,,,0.0,0.0,,,2.084,0.00017096,14648.5,18884501.93,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
20.0,2023-01-20 14:31:59.999,,,0.0,0.0,,,2.079,0.00017067,35389.1,60016767.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 14:32:59.999,,,0.0,0.0,,,2.0755,0.00017015,30480.1,203997445.72,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
22.0,2023-01-20 14:33:59.999,,,0.0,0.0,,,2.074,0.0001696949999999,13599.0,67970053.93,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 14:34:59.999,,,0.0,0.0,,,2.075,0.000169745,11675.6,53366552.28,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 14:35:59.999,,,0.0,0.0,,,2.076,0.000169945,5910.6,356334435.35,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 14:36:59.999,,,0.0,0.0,,,2.0775,0.000169935,7557.7,50985868.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 14:37:59.999,,,0.0,0.0,,,2.0780000000000003,0.000169945,7279.5,40989281.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 14:38:59.999,,,0.0,0.0,,,2.077,0.00017004,4090.2,156258183.42,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 14:39:59.999,,,0.0,0.0,,,2.0805,0.0001702249999999,5052.0,27022409.78,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 14:40:59.999,,,0.0,0.0,,,2.082,0.00017016,2981.8,36257646.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 14:41:59.999,,,0.0,0.0,,,2.088,0.000170625,16107.9,25773571.28,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 14:42:59.999,,,0.0,0.0,,,2.093,0.00017123,25051.5,114361871.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 14:43:59.999,,,0.0,0.0,,,2.0940000000000003,0.0001716,14904.9,39785861.64,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 14:44:59.999,,,0.0,0.0,,,2.0935,0.000172005,3478.3,435175234.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 14:45:59.999,,,0.0,0.0,,,2.0940000000000003,0.000171745,5398.7,143548158.48,3.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 14:46:59.999,,,0.0,0.0,,,2.089,0.000171425,10730.9,479707585.13,4.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 14:47:59.999,,,0.0,0.0,,,2.0875,0.000171345,4680.6,79658066.12,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 14:48:59.999,,,0.0,0.0,,,2.0895,0.0001714,3685.5,20334248.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 14:49:59.999,,,0.0,0.0,,,2.0915,0.00017139,5022.0,30642513.44,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 14:50:59.999,,,0.0,0.0,,,2.09,0.000171325,7563.6,7945904.52,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 14:51:59.999,,,0.0,0.0,,,2.0935,0.000171425,11744.6,16231477.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 14:52:59.999,,,0.0,0.0,,,2.095,0.000171555,4129.8,32490494.49,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 14:53:59.999,,,0.0,0.0,,,2.096,0.00017155,5136.2,34075505.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
