index,close_time,transaction_id,positions,DOGEUSDT_units,LINKUSDT_units,entry_DOGEUSDT_price,entry_LINKUSDT_price,historical_DOGEUSDT_mid,historical_LINKUSDT_mid,historical_DOGEUSDT_vol,historical_LINKUSDT_vol,signal,portfolio_value,DOGEUSDT_raw_pnl,LINKUSDT_raw_pnl,DOGEUSDT_cost,LINKUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
30.0,2023-01-20 17:31:59.999,,,0.0,0.0,,,0.0822,6.6085,201620.0,1515.24,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 17:32:59.999,,,0.0,0.0,,,0.0822199999999999,6.6085,817497.0,2639.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 17:33:59.999,,,0.0,0.0,,,0.08222,6.6085,159808.0,5155.91,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 17:34:59.999,,,0.0,0.0,,,0.08225,6.605,55483.0,6243.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 17:35:59.999,,,0.0,0.0,,,0.082255,6.593,123485.0,19816.24,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 17:36:59.999,,,0.0,0.0,,,0.082155,6.577,306849.0,14132.06,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 17:37:59.999,,,0.0,0.0,,,0.08209,6.577,630899.0,3423.93,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 17:38:59.999,,,0.0,0.0,,,0.082105,6.579000000000001,164071.0,2754.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 17:39:59.999,,,0.0,0.0,,,0.0822,6.5875,562216.0,2258.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 17:40:59.999,,,0.0,0.0,,,0.08226,6.595000000000001,125889.0,2244.24,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 17:41:59.999,,,0.0,0.0,,,0.08231,6.5995,294001.0,3751.77,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 17:42:59.999,,,0.0,0.0,,,0.08233,6.5975,166723.0,920.44,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 17:43:59.999,,,0.0,0.0,,,0.08234,6.6005,360866.0,3040.46,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 17:44:59.999,,,0.0,0.0,,,0.08232,6.6025,114570.0,681.99,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 17:45:59.999,,,0.0,0.0,,,0.08234,6.6045,357680.0,1635.35,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 17:46:59.999,,,0.0,0.0,,,0.0823349999999999,6.6055,193155.0,771.22,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 17:47:59.999,,,0.0,0.0,,,0.08232,6.5985,934991.0,5752.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 17:48:59.999,,,0.0,0.0,,,0.0822799999999999,6.598,136034.0,2105.39,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 17:49:59.999,,,0.0,0.0,,,0.082315,6.6025,286108.0,521.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 17:50:59.999,,,0.0,0.0,,,0.08235,6.6085,492933.0,1002.84,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 17:51:59.999,,,0.0,0.0,,,0.08244,6.6145,520591.0,1729.11,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 17:52:59.999,,,0.0,0.0,,,0.082525,6.6165,1717000.0,587.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 17:53:59.999,,,0.0,0.0,,,0.08267,6.622,1778349.0,294.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
53.0,2023-01-20 17:54:59.999,,,0.0,0.0,,,0.082735,6.6240000000000006,3300668.0,7104.17,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
54.0,2023-01-20 17:55:59.999,,,0.0,0.0,,,0.08265,6.619999999999999,509542.0,985.85,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
55.0,2023-01-20 17:56:59.999,,,0.0,0.0,,,0.08259,6.616,354317.0,2267.05,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
56.0,2023-01-20 17:57:59.999,,,0.0,0.0,,,0.0826,6.6195,678240.0,2810.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
57.0,2023-01-20 17:58:59.999,,,0.0,0.0,,,0.082625,6.618,266851.0,3255.87,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
58.0,2023-01-20 17:59:59.999,,,0.0,0.0,,,0.08257,6.615,351666.0,1551.32,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
59.0,2023-01-20 18:00:59.999,,,0.0,0.0,,,0.082665,6.619,1081475.0,15667.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
60.0,2023-01-20 18:01:59.999,,,0.0,0.0,,,0.0828,6.625,821573.0,2960.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
61.0,2023-01-20 18:02:59.999,,,0.0,0.0,,,0.082915,6.6335,1469488.0,4677.49,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
62.0,2023-01-20 18:03:59.999,,,0.0,0.0,,,0.082895,6.6325,439225.0,832.62,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
63.0,2023-01-20 18:04:59.999,,,0.0,0.0,,,0.08283,6.628,689296.0,5823.43,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
64.0,2023-01-20 18:05:59.999,,,0.0,0.0,,,0.08281,6.623,267998.0,911.61,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
65.0,2023-01-20 18:06:59.999,,,0.0,0.0,,,0.08269,6.617000000000001,1133688.0,7197.21,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
66.0,2023-01-20 18:07:59.999,,,0.0,0.0,,,0.082605,6.611,694465.0,932.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
67.0,2023-01-20 18:08:59.999,,,0.0,0.0,,,0.08255,6.6095,511526.0,3414.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
68.0,2023-01-20 18:09:59.999,,,0.0,0.0,,,0.082575,6.614,504809.0,1129.46,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
69.0,2023-01-20 18:10:59.999,,,0.0,0.0,,,0.082515,6.6105,720470.0,1393.84,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
70.0,2023-01-20 18:11:59.999,,,0.0,0.0,,,0.082455,6.6065000000000005,785680.0,782.12,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
