index,close_time,transaction_id,positions,DOGEUSDT_units,LINKUSDT_units,entry_DOGEUSDT_price,entry_LINKUSDT_price,historical_DOGEUSDT_mid,historical_LINKUSDT_mid,historical_DOGEUSDT_vol,historical_LINKUSDT_vol,signal,portfolio_value,DOGEUSDT_raw_pnl,LINKUSDT_raw_pnl,DOGEUSDT_cost,LINKUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
937.0,2023-01-21 08:38:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087615,7.015,2003242.0,1467.72,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
938.0,2023-01-21 08:39:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08757,7.0115,3005941.0,853.66,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
939.0,2023-01-21 08:40:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087575,7.0105,906197.0,2525.82,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
940.0,2023-01-21 08:41:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087505,7.0085,705866.0,2585.45,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
941.0,2023-01-21 08:42:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087555,7.0105,527710.0,1170.41,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
942.0,2023-01-21 08:43:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0876,7.0135000000000005,1137888.0,1222.84,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
943.0,2023-01-21 08:44:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08759,7.011,867880.0,1910.31,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
944.0,2023-01-21 08:45:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08757,7.0115,1595715.0,1162.88,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
945.0,2023-01-21 08:46:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08753,7.0085,704086.0,2131.15,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
946.0,2023-01-21 08:47:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087485,7.007,958971.0,1112.12,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
947.0,2023-01-21 08:48:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087445,7.0045,518241.0,926.62,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
948.0,2023-01-21 08:49:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087405,7.0065,356764.0,827.72,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
949.0,2023-01-21 08:50:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08736,7.003,455246.0,701.88,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
950.0,2023-01-21 08:51:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08737,7.003,543883.0,5942.21,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
951.0,2023-01-21 08:52:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087305,7.004,1005995.0,5791.12,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
952.0,2023-01-21 08:53:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08733,7.005,856086.0,2846.55,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
953.0,2023-01-21 08:54:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08737,7.0045,743598.0,3854.8,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
954.0,2023-01-21 08:55:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087355,7.006,637656.0,759.81,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
955.0,2023-01-21 08:56:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087305,7.0025,541415.0,3140.23,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
956.0,2023-01-21 08:57:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0871899999999999,6.984500000000001,651154.0,38145.97,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
957.0,2023-01-21 08:58:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.086975,6.951499999999999,2470253.0,25500.79,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
958.0,2023-01-21 08:59:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.086985,6.9565,967066.0,5911.13,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
959.0,2023-01-21 09:00:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08699,6.954000000000001,798399.0,4103.68,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
960.0,2023-01-21 09:01:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08674,6.942,3640799.0,11323.56,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
961.0,2023-01-21 09:02:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0868,6.947,2085795.0,2022.69,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
962.0,2023-01-21 09:03:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08687,6.955,1865821.0,1788.96,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
963.0,2023-01-21 09:04:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.086955,6.964,720683.0,773.07,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
964.0,2023-01-21 09:05:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08695,6.96,1193914.0,4111.33,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
965.0,2023-01-21 09:06:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08701,6.956,813390.0,2768.81,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
966.0,2023-01-21 09:07:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087055,6.9625,1094730.0,1105.3,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
967.0,2023-01-21 09:08:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087075,6.9645,1863984.0,3253.66,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
968.0,2023-01-21 09:09:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0871,6.965999999999999,1280497.0,968.49,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
969.0,2023-01-21 09:10:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08715,6.968,1268263.0,2633.86,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
970.0,2023-01-21 09:11:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0871,6.958,3313950.0,5789.38,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
971.0,2023-01-21 09:12:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0871349999999999,6.9625,1722338.0,549.14,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
972.0,2023-01-21 09:13:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087225,6.9635,2318959.0,595.59,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
973.0,2023-01-21 09:14:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0872,6.963,257393.0,44.23,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
974.0,2023-01-21 09:15:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08723,6.971500000000001,553877.0,19460.08,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
975.0,2023-01-21 09:16:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087195,6.9675,699146.0,735.02,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
976.0,2023-01-21 09:17:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08712,6.9615,456301.0,1805.7,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
977.0,2023-01-21 09:18:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08713,6.964,260882.0,251.91,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
978.0,2023-01-21 09:19:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0871649999999999,6.965999999999999,1106962.0,2412.87,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
979.0,2023-01-21 09:20:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087135,6.9665,126945.0,456.77,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
980.0,2023-01-21 09:21:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08706,6.9665,559610.0,1005.46,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
981.0,2023-01-21 09:22:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087045,6.965,265084.0,1161.0,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
982.0,2023-01-21 09:23:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087035,6.964,149617.0,145.52,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
983.0,2023-01-21 09:24:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087025,6.9635,214466.0,860.15,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
984.0,2023-01-21 09:25:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087015,6.961,627478.0,332.24,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
985.0,2023-01-21 09:26:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08693,6.9585,614576.0,292.3,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
986.0,2023-01-21 09:27:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.086975,6.9605,1146876.0,409.17,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
987.0,2023-01-21 09:28:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0870249999999999,6.964,231426.0,1341.67,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
988.0,2023-01-21 09:29:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08702,6.965,556975.0,1091.96,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
989.0,2023-01-21 09:30:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087015,6.9665,854596.0,1279.08,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
990.0,2023-01-21 09:31:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087065,6.973,781347.0,816.02,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
991.0,2023-01-21 09:32:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087145,6.976000000000001,1211201.0,2979.96,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
992.0,2023-01-21 09:33:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087185,6.978,219388.0,2063.18,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
993.0,2023-01-21 09:34:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087185,6.9765,1449674.0,257.41,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
994.0,2023-01-21 09:35:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087185,6.9765,1799225.0,862.72,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
995.0,2023-01-21 09:36:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087195,6.982,308286.0,1151.35,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
996.0,2023-01-21 09:37:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087235,6.984500000000001,1056685.0,940.76,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
997.0,2023-01-21 09:38:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0872749999999999,6.988,939509.0,775.67,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
998.0,2023-01-21 09:39:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087235,6.9855,912421.0,530.78,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
999.0,2023-01-21 09:40:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087305,6.9865,1351405.0,331.66,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1000.0,2023-01-21 09:41:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087395,6.9835,3097644.0,2256.35,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1001.0,2023-01-21 09:42:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08757,6.997,11195968.0,27009.12,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1002.0,2023-01-21 09:43:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08735,6.993,2729536.0,9539.52,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1003.0,2023-01-21 09:44:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087325,6.9945,933869.0,1866.46,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1004.0,2023-01-21 09:45:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08733,6.9925,772948.0,2924.57,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1005.0,2023-01-21 09:46:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0873299999999999,6.9865,459036.0,1900.98,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1006.0,2023-01-21 09:47:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08742,6.9925,1143095.0,2353.57,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1007.0,2023-01-21 09:48:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.087595,7.000500000000001,982659.0,2304.81,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1008.0,2023-01-21 09:49:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08764,7.007999999999999,1741906.0,2159.49,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1009.0,2023-01-21 09:50:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08764,7.009,1774856.0,4120.07,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1010.0,2023-01-21 09:51:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0876649999999999,7.0085,8008305.0,3365.42,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1011.0,2023-01-21 09:52:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08778,7.0115,7268057.0,1795.22,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1012.0,2023-01-21 09:53:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0879399999999999,7.0165,4391298.0,280.53,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1013.0,2023-01-21 09:54:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0879699999999999,7.02,1256134.0,1715.53,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1014.0,2023-01-21 09:55:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08796,7.026,1205714.0,3301.84,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1015.0,2023-01-21 09:56:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088175,7.032500000000001,5053252.0,4780.76,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1016.0,2023-01-21 09:57:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088235,7.038,2677484.0,3246.23,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1017.0,2023-01-21 09:58:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088225,7.0525,6913577.0,19284.18,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1018.0,2023-01-21 09:59:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08807,7.045,3190885.0,6765.54,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1019.0,2023-01-21 10:00:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08802,7.042999999999999,1069078.0,3707.66,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1020.0,2023-01-21 10:01:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088055,7.0465,2503218.0,4189.53,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1021.0,2023-01-21 10:02:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08826,7.059,3991366.0,13611.61,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1022.0,2023-01-21 10:03:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088325,7.057499999999999,3106462.0,16383.26,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1023.0,2023-01-21 10:04:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088365,7.0585,3073424.0,6792.73,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1024.0,2023-01-21 10:05:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0883849999999999,7.0595,2898972.0,7069.66,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1025.0,2023-01-21 10:06:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08825,7.0635,2285575.0,4781.78,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1026.0,2023-01-21 10:07:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0882449999999999,7.0655,2215971.0,4073.94,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1027.0,2023-01-21 10:08:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0882449999999999,7.065,823428.0,886.73,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1028.0,2023-01-21 10:09:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088335,7.071,1877013.0,2814.54,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1029.0,2023-01-21 10:10:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08837,7.079000000000001,2862163.0,4192.82,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1030.0,2023-01-21 10:11:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08839,7.090999999999999,4668663.0,23426.62,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1031.0,2023-01-21 10:12:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088505,7.0945,3256775.0,11417.32,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1032.0,2023-01-21 10:13:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08846,7.090999999999999,3932320.0,13034.37,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1033.0,2023-01-21 10:14:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088465,7.0945,2730639.0,10478.79,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1034.0,2023-01-21 10:15:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08845,7.0945,2849869.0,14510.55,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1035.0,2023-01-21 10:16:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0883299999999999,7.093999999999999,2164421.0,10999.54,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1036.0,2023-01-21 10:17:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088265,7.09,2735162.0,3193.84,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1037.0,2023-01-21 10:18:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08829,7.089499999999999,4240031.0,10571.8,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1038.0,2023-01-21 10:19:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0883299999999999,7.0920000000000005,2125113.0,2588.57,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1039.0,2023-01-21 10:20:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.0884399999999999,7.0945,3118980.0,28324.33,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1040.0,2023-01-21 10:21:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088515,7.098,2890272.0,3260.25,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1041.0,2023-01-21 10:22:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088595,7.098,1959137.0,6023.32,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1042.0,2023-01-21 10:23:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08879,7.099,7439684.0,52873.39,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1043.0,2023-01-21 10:24:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.088935,7.101,9824414.0,18766.15,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1044.0,2023-01-21 10:25:59.999,2.0,long,5741.187277528993,-73.22039575754718,0.08709,7.0335,0.08864,7.0565,5110600.0,29106.22,0.0,10004.79348615144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.00047934861514398186
1045.0,2023-01-21 10:26:59.999,2.0,,0.0,0.0,,,0.086465,6.926,49294640.0,144615.47,4.0,10008.067170710658,-3.5882420484556237,7.871192543936317,-0.49820587897577223,-0.5110600572887399,183,1,0,0.00032721160749082934,0.0008067170710657212
1046.0,2023-01-21 10:27:59.999,2.0,,0.0,0.0,,,0.08613,6.909,30583647.0,80386.28,3.0,10008.067170710658,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0008067170710657212
1047.0,2023-01-21 10:28:59.999,2.0,,0.0,0.0,,,0.0861349999999999,6.908,14764742.0,72840.55,0.0,10008.067170710658,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0008067170710657212
1048.0,2023-01-21 10:29:59.999,2.0,,0.0,0.0,,,0.086225,6.9135,10019606.0,26568.42,0.0,10008.067170710658,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0008067170710657212
1049.0,2023-01-21 10:30:59.999,2.0,,0.0,0.0,,,0.085465,6.859999999999999,18882250.0,78395.25,0.0,10008.067170710658,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0008067170710657212
