index,close_time,historical_spread,historical_DOGEUSDT_mid,historical_DOGEUSDT_vol,historical_LINKUSDT_mid,historical_LINKUSDT_vol,historical_rolling_mean_3600_minutes,historical_rolling_sd_3600_minutes,historical_rolling_z_score_3600_minutes,historical_rolling_z_score_3600_minutes_lag_1,rolling_sd_3600_minutes,algo_trading_rolling_sd_3600_minutes_percentile_75th,signal_3600_minutes,threshold_3600_minutes,delayed_signal_3600_minutes
0,2023-01-20 17:01:59.999,-0.010553358002161,0.082245,387290.0,6.599,12099.6,0.0018454717832617636,0.0067359241436800695,-1.840702110200554,0.0,,0.00020855629527924814,0,2.0,0.0
1,2023-01-20 17:02:59.999,-0.0102584148608588,0.0822499999999999,577984.0,6.5975,4348.67,0.001844545356790436,0.006737359287993168,-1.7963952492808644,-1.840702110200554,0.00020855629527924814,0.00020855629527924814,0,2.0,0.0
2,2023-01-20 17:03:59.999,-0.0108816751702223,0.082295,382859.0,6.605,11803.34,0.0018432783987061448,0.006739323192149855,-1.8881649100537,-1.7963952492808644,0.00031177904373473836,0.0002859733566208658,0,2.5,0.0
3,2023-01-20 17:04:59.999,-0.0107501455010421,0.08237,783738.0,6.61,2814.92,0.0018418365011717978,0.006741461801146846,-1.8678414821058202,-1.8881649100537,0.0002709645469980799,0.00029137179536640914,0,2.0,0.0
4,2023-01-20 17:05:59.999,-0.0105163841866247,0.08237,662002.0,6.608499999999999,4280.14,0.0018401338839025513,0.006743808337823737,-1.8322759858437443,-1.8678414821058202,0.0002384385161468019,0.00028116817118224453,0,2.0,0.0
5,2023-01-20 17:06:59.999,-0.0114946605526471,0.08236,2315602.0,6.614,721.31,0.001837796375711815,0.006746970847383331,-1.976065590016537,-1.8322759858437443,0.00042577344566930593,0.00031177904373473836,0,2.5,0.0
6,2023-01-20 17:07:59.999,-0.012344949094615,0.08229,923663.0,6.614,2622.76,0.0018345555742693006,0.006750979334751466,-2.100362623818684,-1.976065590016537,0.000719674593620627,0.00039727484518566406,0,2.5,0.0
7,2023-01-20 17:08:59.999,-0.0126146239121789,0.082255,431517.0,6.613,1625.5,0.001831310125436183,0.006755115173958816,-2.138517799563895,-2.100362623818684,0.0008840118129312436,0.0005727240196449665,0,2.5,0.0
8,2023-01-20 17:09:59.999,-0.0122311252782187,0.082325,264267.0,6.616,3436.42,0.0018282682784626085,0.006758980183054593,-2.080105752037792,-2.138517799563895,0.0008985038186008294,0.0007607588984482811,0,2.5,0.0
9,2023-01-20 17:10:59.999,-0.0123278442441669,0.082285,314901.0,6.6135,2339.12,0.0018254159611747957,0.0067627858060185925,-2.0928150929674416,-2.080105752037792,0.0009080235318359901,0.0008840118129312436,0,2.5,0.0
10,2023-01-20 17:11:59.999,-0.0124817089342448,0.08233,411941.0,6.618,5875.74,0.0018227349037491767,0.0067665429924583945,-2.113995854890289,-2.0928150929674416,0.0009213882901962648,0.0008948808171834329,0,2.5,0.0
11,2023-01-20 17:12:59.999,-0.0121935068203447,0.082405,667790.0,6.622,3881.47,0.0018202184667520354,0.0067700696359952834,-2.069952901605058,-2.113995854890289,0.0009012953141221001,0.0008998995663614647,0,2.5,0.0
12,2023-01-20 17:13:59.999,-0.0119617414950274,0.08236,475868.0,6.617,4454.59,0.0018176575423401742,0.006773537881452686,-2.0342986602464204,-2.069952901605058,0.0008703019220234277,0.000899201692481147,0,2.0,0.0
13,2023-01-20 17:14:59.999,-0.0120428259233822,0.08227,272631.0,6.6105,2128.76,0.0018150516136788207,0.006777064290072833,-2.0448201380294257,-2.0342986602464204,0.0008450490265165995,0.0008985038186008294,0,2.0,0.0
14,2023-01-20 17:15:59.999,-0.0120428259233822,0.08227,1136299.0,6.6105,1785.72,0.0018124409660508324,0.006780590970911492,-2.0433715805704344,-2.0448201380294257,0.000821661765924759,0.0008948808171834329,0,2.0,0.0
15,2023-01-20 17:16:59.999,-0.012455154991473,0.082345,325373.0,6.619,3404.42,0.0018095757358487215,0.006784438903856415,-2.1025660234353873,-2.0433715805704344,0.0008191466451059681,0.0008912578157660364,0,2.0,0.0
16,2023-01-20 17:17:59.999,-0.0131966284732358,0.08238,329135.0,6.6265,10046.87,0.0018064247677284234,0.0067887720902499666,-2.209980397266776,-2.1025660234353873,0.0008725609834908713,0.0008876348143486401,0,2.0,0.0
17,2023-01-20 17:18:59.999,-0.0136725617265431,0.0823599999999999,489878.0,6.628,1106.61,0.0018030096893157776,0.006793463976339059,-2.2780089023447703,-2.209980397266776,0.0009562861376371691,0.0008985038186008294,0,2.5,0.0
18,2023-01-20 17:19:59.999,-0.0135268542168232,0.08234,273908.0,6.625500000000001,7301.26,0.0017993784486358222,0.006798161750857593,-2.2544671967426497,-2.2780089023447703,0.0010023435623750425,0.0009005974402417824,0,2.5,0.0
19,2023-01-20 17:20:59.999,-0.0142770291519109,0.082355,392579.0,6.6315,1317.45,0.0017953251437220138,0.006803393749797399,-2.362402484217754,-2.2544671967426497,0.0011029572135111056,0.0009046594229790451,0,2.5,0.0
20,2023-01-20 17:21:59.999,-0.0136458393578067,0.082375,58781.0,6.629,7809.61,0.0017914631065266747,0.006808210125287414,-2.2674538799845982,-2.362402484217754,0.0011272885131419922,0.0009113647214260588,0,2.5,0.0
21,2023-01-20 17:22:59.999,-0.0131189079444595,0.08238,582552.0,6.626,4028.57,0.0017873730619440585,0.006812742037785455,-2.1880002095674507,-2.2674538799845982,0.001118752410255681,0.0009213882901962648,0,2.5,0.0
22,2023-01-20 17:23:59.999,-0.0132062561392585,0.08236,155926.0,6.625,1839.64,0.0017830788598668516,0.006817317827652704,-2.1987144179086022,-2.1880002095674507,0.0011126509463012784,0.0009475616757769431,0,2.5,0.0
23,2023-01-20 17:24:59.999,-0.0128099931786378,0.0823349999999999,450925.0,6.6205,3473.34,0.0017789250568605124,0.006821651113643001,-2.138619813951071,-2.1987144179086022,0.0010941396363891409,0.0009793148500061059,0,2.5,0.0
24,2023-01-20 17:25:59.999,-0.0120163156800918,0.082285,984656.0,6.6115,2501.13,0.0017749791150216937,0.006825520136650951,-2.020548547070936,-2.138619813951071,0.0010723533351949214,0.0010198460055800122,0,2.5,0.0
25,2023-01-20 17:26:59.999,-0.0122097853742602,0.082205,467833.0,6.6065000000000005,11018.91,0.0017712403850968417,0.006829491965547569,-2.0471545804411946,-2.020548547070936,0.001050742899998865,0.001050742899998865,0,2.0,0.0
