index,close_time,predictions_DOGEUSDT,actual_DOGEUSDT,predictions_LINKUSDT,actual_LINKUSDT,log_actual_price_DOGEUSDT,log_prediction_DOGEUSDT,log_actual_price_LINKUSDT,log_prediction_LINKUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_2520_minutes,actual_spread_rolling_sd_2520_minutes,predicted_spread_rolling_mean_2520_minutes,predicted_spread_rolling_sd_2520_minutes,predicted_rolling_z_score_2520_minutes,actual_rolling_z_score_2520_minutes,actual_rolling_z_score_2520_minutes_lag_1,predicted_spread_rolling_sd_2520_minutes_percentile_75th,historical_spread,historical_DOGEUSDT_mid,historical_DOGEUSDT_vol,historical_LINKUSDT_mid,historical_LINKUSDT_vol,signal_2520_minutes,threshold_2520_minutes,delayed_signal_2520_minutes
0,2023-01-20 17:01:59.999,0.0816154679614178,0.082245,6.598917671489634,6.599,-2.4980526814580157,-2.505736476625281,1.8869181224012845,1.8869056464164486,-0.01822430301349831,-0.010553358002161506,-0.0009218387973514249,0.004580303033093696,-0.000928702131034942,0.004592337050737634,-3.766187170361396,-2.102812660040228,0.0,0.004592337050737634,-0.010553358002161,0.082245,387290.0,6.599,12099.6,0,2.0,0
1,2023-01-20 17:02:59.999,0.0817586276858192,0.08225,6.60507415860871,6.5975,-2.4979918893366557,-2.503983937332245,1.8866907893953422,1.8878381655583008,-0.017432250330294163,-0.010258414860858878,-0.0009281229261965461,0.004582244579323612,-0.000934669585222368,0.004593107945236814,-3.591812111052226,-2.036183746446721,-2.102812660040228,0.004592915221612019,-0.0102584148608588,0.0822499999999999,577984.0,6.5975,4348.67,2,2.5,0
2,2023-01-20 17:03:59.999,0.0818359581144689,0.082295,6.604444054823384,6.605,-2.497444926486106,-2.5030385462114935,1.8878269379742887,1.887742764079515,-0.016388596515706677,-0.01088167517022276,-0.0009349635653622126,0.004584231032753627,-0.0009410935268657207,0.0045936402464099605,-3.362802082926182,-2.169766648712253,-2.036183746446721,0.004593374095823387,-0.0108816751702223,0.082295,382859.0,6.605,11803.34,2,2.5,2
3,2023-01-20 17:04:59.999,0.0819343870845593,0.08237,6.611039056546289,6.61,-2.4965339860289797,-2.501836509520145,1.888583653863595,1.888740836146165,-0.01621456537688859,-0.010750145501042141,-0.0009418733236187922,0.004585896934368216,-0.0009479315116605495,0.004595062211198695,-3.3223998204031924,-2.1387903648503173,-2.169766648712253,0.004593995737607144,-0.0107501455010421,0.08237,783738.0,6.61,2814.92,2,2.5,2
4,2023-01-20 17:05:59.999,0.0819855592646316,0.08237,6.615124266417681,6.6085,-2.4965339860289797,-2.5012121537553424,1.8883566992157244,1.8893585829411426,-0.01622648344091493,-0.010516384186624705,-0.0009484659061686554,0.004587714478081166,-0.0009545262066584398,0.004596882428548798,-3.3222422960853786,-2.085552256176561,-2.1387903648503173,0.004595062211198695,-0.0105163841866247,0.08237,662002.0,6.608499999999999,4280.14,2,2.5,2
5,2023-01-20 17:06:59.999,0.0819611006583815,0.08236,6.613632196298278,6.614,-2.4966553968225482,-2.501510526487584,1.889188614559601,1.8891330031400577,-0.016292510938976434,-0.011494660552647584,-0.000955338373026895,0.004590535048353667,-0.0009614221384239397,0.004599774319290599,-3.333008912253968,-2.2958809961380156,-2.085552256176561,0.004596427374211272,-0.0114946605526471,0.08236,2315602.0,6.614,721.31,2,2.5,2
6,2023-01-20 17:07:59.999,0.081933555137927,0.08229,6.617596480363527,6.614,-2.4975056853645157,-2.501846663386985,1.889188614559601,1.889732234591762,-0.017245851024586756,-0.012344949094615032,-0.0009629129153910663,0.004593573242085997,-0.0009693718357041151,0.004604093130563049,-3.5352193640123306,-2.4778175027106446,-2.2958809961380156,0.004598328373919699,-0.012344949094615,0.08229,923663.0,6.614,2622.76,2,2.5,2
7,2023-01-20 17:08:59.999,0.0818658859802235,0.082255,6.617965970009829,6.613,-2.4979311009107534,-2.5026729074949166,1.8890374086925255,1.889788067450816,-0.01812960249199591,-0.012614623912178935,-0.0009706799221622734,0.004596719496237186,-0.000977486317469625,0.004608491367346404,-3.7218505596122164,-2.533098658629973,-2.4778175027106446,0.004600854022108712,-0.0126146239121789,0.082255,431517.0,6.613,1625.5,0,2.5,2
8,2023-01-20 17:09:59.999,0.0818328826538476,0.082325,6.618065966349524,6.616,-2.497080450719709,-2.503076127715795,1.88949095772139,1.889803177166504,-0.01854838558868588,-0.01223112527821879,-0.0009783852420833339,0.004599313437477336,-0.000985354698785675,0.0046116914348404234,-3.8083707763305568,-2.4466129975928403,-2.533098658629973,0.004604093130563049,-0.0122311252782187,0.082325,264267.0,6.616,3436.42,2,2.5,0
9,2023-01-20 17:10:59.999,0.0819122400196407,0.082285,6.611652564744583,6.6135,-2.497566447934791,-2.5021068485005062,1.889113014483965,1.8888336324112986,-0.016580483703670712,-0.01232784424416744,-0.0009858828363708417,0.004602407639654267,-0.000992068715334467,0.004611960737760815,-3.3799973318733594,-2.4643539416357756,-2.4466129975928403,0.004607391808150565,-0.0123278442441669,0.082285,314901.0,6.6135,2339.12,2,2.5,2
10,2023-01-20 17:11:59.999,0.0818339089643156,0.08233,6.608451783387169,6.618,-2.4970197176718023,-2.5030635862532553,1.8897932094994205,1.8883494030382666,-0.017038469411543744,-0.012481708934245273,-0.0009936099803976451,0.004605354505203725,-0.0009999744625202734,0.0046155122994657885,-3.474911105941546,-2.4945091503524623,-2.4643539416357756,0.004610091401093414,-0.0124817089342448,0.08233,411941.0,6.618,5875.74,2,2.5,2
11,2023-01-20 17:12:59.999,0.0818249008946886,0.082405,6.61209958855068,6.622,-2.496109164295994,-2.5031736697818334,1.8903974391250544,1.8889012416346243,-0.01771694189730466,-0.012193506820344702,-0.001001663270598042,0.004607188023595286,-0.0010082936865546885,0.004618283991457103,-3.6179343326780278,-2.429213544667305,-2.4945091503524623,0.004611758760570521,-0.0121935068203447,0.082405,667790.0,6.622,3881.47,2,2.5,2
12,2023-01-20 17:13:59.999,0.0818323439883602,0.08236,6.6159916765271225,6.617,-2.4966553968225482,-2.503082710244026,1.8896420950299224,1.8894896996382413,-0.018232088987828465,-0.011961741495027933,-0.0010099524220309073,0.004608108396255787,-0.0010167838923069079,0.004619940013207065,-3.7263048970999635,-2.3766344302785174,-2.429213544667305,0.004611960737760815,-0.0119617414950274,0.08236,475868.0,6.617,4454.59,2,2.5,2
13,2023-01-20 17:14:59.999,0.08173132095522,0.08227,6.613066149364808,6.6105,-2.4977487578012982,-2.5043179851569595,1.8886592939680142,1.8890474115707905,-0.01901181103604399,-0.012042825923382683,-0.00101823043585289,0.004609183304280912,-0.0010253679132825567,0.004622177141038978,-3.8913357437266938,-2.391876122021526,-2.3766344302785174,0.004614624409039545,-0.0120428259233822,0.08227,272631.0,6.6105,2128.76,2,2.5,2
14,2023-01-20 17:15:59.999,0.081608852302361,0.08227,6.608089534490623,6.6105,-2.4977487578012982,-2.5058175387984885,1.8886592939680142,1.8882945855352717,-0.019735960405214303,-0.012042825923382683,-0.00102651028457017,0.0046102391789722575,-0.001033931724522825,0.004624356211154558,-4.044244826032155,-2.3895323455362107,-2.391876122021526,0.004616898145461446,-0.0120428259233822,0.08227,1136299.0,6.6105,1785.72,2,2.5,2
15,2023-01-20 17:16:59.999,0.0816034850838701,0.082345,6.607830241656299,6.619,-2.496837540655965,-2.5058833085629413,1.8899443011367858,1.8882553460666993,-0.019761313858141172,-0.01245515499147265,-0.0010345073506572702,0.004612577464060123,-0.001041935675332988,0.004626714279477175,-4.045933475045599,-2.4759795862078806,-2.3895323455362107,0.0046186979968945935,-0.012455154991473,0.082345,325373.0,6.619,3404.42,2,2.5,2
16,2023-01-20 17:17:59.999,0.0816613562217859,0.08238,6.6138744707280654,6.6265,-2.4964125899742022,-2.5051743850754753,1.8910767613385964,1.889169635052014,-0.019994100077746157,-0.013196628473235883,-0.0010426441079504393,0.00461593803317596,-0.0010501615438765785,0.00463042568361062,-4.091187253241446,-2.6330475578163233,-2.4759795862078806,0.004619940013207065,-0.0131966284732358,0.08238,329135.0,6.6265,10046.87,0,2.5,2
17,2023-01-20 17:18:59.999,0.0817141714704262,0.08236,6.618882532654109,6.628,-2.4966553968225482,-2.5045278347478197,1.8913030995643165,1.8899265539864234,-0.020127169672727874,-0.013672561726542742,-0.0010512063783692913,0.004619344619897251,-0.0010587732023654669,0.0046340228397224,-4.114868901143503,-2.7322826908840137,-2.6330475578163233,0.004621617859081,-0.0136725617265431,0.0823599999999999,489878.0,6.628,1106.61,0,2.5,0
18,2023-01-20 17:19:59.999,0.0817391586768936,0.08234,6.620051253087334,6.6255,-2.4968982626403786,-2.5042220935721637,1.8909258407225538,1.890103112077154,-0.020003281795726302,-0.013526854216823203,-0.0010597037697352121,0.0046225896608830174,-0.0010672180807332252,0.004637041137427637,-4.083652301928405,-2.697005653040484,-2.7322826908840137,0.004623266676096768,-0.0135268542168232,0.08234,273908.0,6.625500000000001,7301.26,0,2.5,0
19,2023-01-20 17:20:59.999,0.0817703179763786,0.082355,6.619216769891016,6.6315,-2.4967161077474977,-2.503840962147858,1.8918310229522706,1.889977050244132,-0.019492307779248375,-0.014277029151911425,-0.0010681358646500976,0.004627309260341004,-0.0010754441438704859,0.004640915116789384,-3.9683689901483903,-2.854551650668776,-2.697005653040484,0.004624945728235212,-0.0142770291519109,0.082355,392579.0,6.6315,1317.45,0,2.5,0
20,2023-01-20 17:21:59.999,0.0818428052747371,0.082375,6.625935974255719,6.629,-2.496473286159466,-2.5029548803756767,1.8914539632592544,1.8909916410262677,-0.01965124569295229,-0.013645839357806722,-0.0010762344018536397,0.00463145440609017,-0.0010836025142261499,0.00464528467610222,-3.9970947903898835,-2.7139649565425006,-2.854551650668776,0.004626714279477175,-0.0136458393578067,0.082375,58781.0,6.629,7809.61,0,2.5,0
21,2023-01-20 17:22:59.999,0.0819195835018464,0.08238,6.625067612806894,6.626,-2.4964125899742022,-2.5020172019098403,1.8910013038777043,1.890860577526909,-0.018578572962095308,-0.013118907944459579,-0.0010839361801287502,0.004635335023702542,-0.0010908757425174716,0.004647490162252502,-3.762826086564982,-2.5963542446857963,-2.7139649565425006,0.004629497832577259,-0.0131189079444595,0.08238,582552.0,6.626,4028.57,0,2.5,0
22,2023-01-20 17:23:59.999,0.081946838170704,0.08236,6.623551759202891,6.625,-2.4966553968225482,-2.5016845569563384,1.890850371872286,1.8906317455908326,-0.018010233103642914,-0.013206256139258077,-0.0010916160596562761,0.004639378916438054,-0.0010983271334539702,0.004650676935918733,-3.6364396416299396,-2.6112633388658364,-2.5963542446857963,0.00463222426166651,-0.0132062561392585,0.08236,155926.0,6.625,1839.64,0,2.5,0
23,2023-01-20 17:24:59.999,0.081944306234666,0.082335,6.622766164280472,6.6205,-2.4969589883121746,-2.5017154547336085,1.8901708957976744,1.8905131322632835,-0.017918960184629018,-0.012809993178637846,-0.0010990575815263883,0.004643128075872469,-0.001105729498465342,0.004654273647505001,-3.6124284817624943,-2.5222081764158335,-2.6112633388658364,0.004634777414148709,-0.0128099931786378,0.0823349999999999,450925.0,6.6205,3473.34,0,2.5,0
24,2023-01-20 17:25:59.999,0.0819331140014357,0.082285,6.618764302309556,6.6115,-2.497566447934791,-2.5018520474775214,1.8888105570147407,1.889908691242987,-0.017432983931968682,-0.012016315680092315,-0.0011061981321228123,0.004646074623038224,-0.0011126744454111291,0.004656516118419322,-3.5048325983455553,-2.3482441486992327,-2.5222081764158335,0.004637041137427637,-0.0120163156800918,0.082285,984656.0,6.6115,2501.13,2,2.5,0
25,2023-01-20 17:26:59.999,0.0818944782887645,0.082205,6.611849491997068,6.6065,-2.4985391515192967,-2.50232371055756,1.8880540128721344,1.8888634168438423,-0.01682802346733192,-0.012209785374260207,-0.0011133821973741418,0.0046492404092367415,-0.0011196156925228752,0.004658838966401326,-3.371743021833366,-2.3867131402455795,-2.3482441486992327,0.004639946621948948,-0.0122097853742602,0.082205,467833.0,6.6065000000000005,11018.91,2,2.5,2
26,2023-01-20 17:27:59.999,0.081797726053835,0.08221,6.6089011855417255,6.606,-2.498478329818095,-2.503505834612704,1.887978326968598,1.8884174048773317,-0.017550759074097755,-0.012071007850344095,-0.001120708688995308,0.004651954144463595,-0.001127225964038982,0.004662523981781928,-3.5224554713779743,-2.3539138222978844,-2.3867131402455795,0.0046430998964458025,-0.012071007850344,0.08221,292070.0,6.606,3545.24,2,2.5,2
27,2023-01-20 17:28:59.999,0.0817629182674918,0.082235,6.609509144260279,6.611,-2.498174276788905,-2.5039314600681806,1.888734928351441,1.8885093915389368,-0.018071129991398927,-0.012546247668438149,-0.0011283187763650392,0.004654951804851372,-0.0011350394472159058,0.00466624077442985,-3.629493496561453,-2.4528565215591254,-2.3539138222978844,0.00464583604763979,-0.0125462476684381,0.082235,194665.0,6.611000000000001,732.74,2,2.5,2
28,2023-01-20 17:29:59.999,0.0817628137969301,0.082155,6.614244013226555,6.603,-2.4991475720783427,-2.503932737794449,1.8875240912124343,1.8892255073212312,-0.018810000748322953,-0.012272391230359503,-0.0011356867791652544,0.00465788972815504,-0.0011426976137424685,0.004670245515577156,-3.7829495420857193,-2.3909334701243403,-2.4528565215591254,0.004647490162252502,-0.0122723912303595,0.082155,1003036.0,6.603,6459.83,2,2.5,2
