index,close_time,transaction_id,positions,SANDUSDT_units,DOTUSDT_units,entry_SANDUSDT_price,entry_DOTUSDT_price,historical_SANDUSDT_mid,historical_DOTUSDT_mid,historical_SANDUSDT_vol,historical_DOTUSDT_vol,signal,portfolio_value,SANDUSDT_raw_pnl,DOTUSDT_raw_pnl,SANDUSDT_cost,DOTUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
19.0,2023-01-20 15:27:59.999,,,0.0,0.0,,,0.694,5.8655,21825.0,4703.52,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
20.0,2023-01-20 15:28:59.999,,,0.0,0.0,,,0.6949000000000001,5.8755,10733.0,5347.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 15:29:59.999,,,0.0,0.0,,,0.6951499999999999,5.874,8333.0,5035.76,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
22.0,2023-01-20 15:30:59.999,,,0.0,0.0,,,0.69505,5.872999999999999,42444.0,5906.47,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 15:31:59.999,,,0.0,0.0,,,0.6945,5.8635,4213.0,5960.57,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 15:32:59.999,,,0.0,0.0,,,0.69615,5.874499999999999,54051.0,6617.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 15:33:59.999,,,0.0,0.0,,,0.6973,5.888,41433.0,6396.68,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 15:34:59.999,,,0.0,0.0,,,0.6973,5.888,26400.0,5960.73,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 15:35:59.999,,,0.0,0.0,,,0.6975,5.888,30587.0,5159.07,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 15:36:59.999,,,0.0,0.0,,,0.6971499999999999,5.895,42918.0,17189.34,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 15:37:59.999,,,0.0,0.0,,,0.69655,5.888999999999999,22805.0,4276.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 15:38:59.999,,,0.0,0.0,,,0.6963999999999999,5.893,17768.0,5003.26,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 15:39:59.999,,,0.0,0.0,,,0.696,5.891,13677.0,3930.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 15:40:59.999,,,0.0,0.0,,,0.6955,5.8835,10256.0,2827.51,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 15:41:59.999,,,0.0,0.0,,,0.6954499999999999,5.881,11739.0,2894.68,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 15:42:59.999,,,0.0,0.0,,,0.6956500000000001,5.8775,12283.0,2684.61,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 15:43:59.999,,,0.0,0.0,,,0.69565,5.877000000000001,8930.0,1607.42,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 15:44:59.999,,,0.0,0.0,,,0.6952,5.8735,8499.0,1251.15,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
