index,close_time,transaction_id,positions,SANDUSDT_units,DOTUSDT_units,entry_SANDUSDT_price,entry_DOTUSDT_price,historical_SANDUSDT_mid,historical_DOTUSDT_mid,historical_SANDUSDT_vol,historical_DOTUSDT_vol,signal,portfolio_value,SANDUSDT_raw_pnl,DOTUSDT_raw_pnl,SANDUSDT_cost,DOTUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
488.0,2023-01-20 23:16:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76515,6.25,56939.0,3696.54,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
489.0,2023-01-20 23:17:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76745,6.2565,110265.0,3186.61,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
490.0,2023-01-20 23:18:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76885,6.277,68974.0,9628.38,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
491.0,2023-01-20 23:19:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77005,6.286,99043.0,10162.03,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
492.0,2023-01-20 23:20:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76955,6.2735,40571.0,8487.68,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
493.0,2023-01-20 23:21:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.769,6.2685,50346.0,4941.22,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
494.0,2023-01-20 23:22:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76735,6.26,24618.0,9102.64,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
495.0,2023-01-20 23:23:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76425,6.2385,66030.0,8448.4,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
496.0,2023-01-20 23:24:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7636000000000001,6.236,26601.0,16606.54,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
497.0,2023-01-20 23:25:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76605,6.2415,137392.0,16301.07,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
498.0,2023-01-20 23:26:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76755,6.2425,18696.0,2841.42,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
499.0,2023-01-20 23:27:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7677,6.2485,31560.0,7426.61,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
500.0,2023-01-20 23:28:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7677499999999999,6.254,34844.0,9546.18,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
501.0,2023-01-20 23:29:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7676499999999999,6.249,28718.0,2576.79,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
502.0,2023-01-20 23:30:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7668999999999999,6.2435,29149.0,4701.64,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
503.0,2023-01-20 23:31:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76645,6.234500000000001,20800.0,3373.43,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
504.0,2023-01-20 23:32:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7659,6.234500000000001,27288.0,3058.18,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
505.0,2023-01-20 23:33:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7658499999999999,6.234,12102.0,1443.82,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
506.0,2023-01-20 23:34:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7642,6.2275,39182.0,1840.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
507.0,2023-01-20 23:35:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7616499999999999,6.214,79470.0,4755.69,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
508.0,2023-01-20 23:36:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76085,6.2125,42649.0,5382.85,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
509.0,2023-01-20 23:37:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7631,6.2235,13670.0,4288.57,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
510.0,2023-01-20 23:38:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76515,6.236000000000001,21859.0,3624.45,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
511.0,2023-01-20 23:39:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7645500000000001,6.237,17721.0,5104.08,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
512.0,2023-01-20 23:40:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7648,6.245,31428.0,7125.97,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
513.0,2023-01-20 23:41:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76355,6.2395,19247.0,3964.06,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
514.0,2023-01-20 23:42:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7637,6.235,19202.0,6288.24,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
515.0,2023-01-20 23:43:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76475,6.239000000000001,31899.0,3931.58,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
516.0,2023-01-20 23:44:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7660499999999999,6.2435,22716.0,2246.33,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
517.0,2023-01-20 23:45:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76695,6.2455,23968.0,7425.63,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
518.0,2023-01-20 23:46:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7666999999999999,6.2455,17545.0,3875.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
519.0,2023-01-20 23:47:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.767,6.250500000000001,25327.0,2146.32,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
520.0,2023-01-20 23:48:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7658499999999999,6.244999999999999,17549.0,1328.24,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
521.0,2023-01-20 23:49:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.76725,6.2525,22287.0,3871.56,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
522.0,2023-01-20 23:50:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7687999999999999,6.259499999999999,107405.0,1160.95,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
523.0,2023-01-20 23:51:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7694000000000001,6.2625,28002.0,3738.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
524.0,2023-01-20 23:52:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77,6.255,36371.0,11483.28,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
525.0,2023-01-20 23:53:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77005,6.2445,34101.0,2973.06,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
526.0,2023-01-20 23:54:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7695000000000001,6.2435,25639.0,1893.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
527.0,2023-01-20 23:55:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77,6.243,32338.0,1828.38,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
528.0,2023-01-20 23:56:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77125,6.253500000000001,87866.0,3371.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
529.0,2023-01-20 23:57:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7723,6.257,58967.0,2246.84,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
530.0,2023-01-20 23:58:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.772,6.255,28123.0,3897.59,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
531.0,2023-01-20 23:59:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7705,6.255,71089.0,3336.61,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
532.0,2023-01-21 00:00:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77185,6.256,122350.0,5729.52,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
533.0,2023-01-21 00:01:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.77555,6.267,143017.0,4616.22,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
534.0,2023-01-21 00:02:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7711,6.2545,124620.0,4679.05,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
535.0,2023-01-21 00:03:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7679,6.246,198876.0,4827.54,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
536.0,2023-01-21 00:04:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7678,6.2485,48551.0,3772.28,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
537.0,2023-01-21 00:05:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7769,6.259499999999999,264772.0,4556.59,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
538.0,2023-01-21 00:06:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7878000000000001,6.281499999999999,576639.0,10805.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
539.0,2023-01-21 00:07:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79435,6.288,596038.0,14784.1,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
540.0,2023-01-21 00:08:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.798,6.281000000000001,273987.0,12849.19,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
541.0,2023-01-21 00:09:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7985500000000001,6.2575,179054.0,8888.67,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
542.0,2023-01-21 00:10:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7980499999999999,6.246,376157.0,5657.34,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
543.0,2023-01-21 00:11:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.795,6.2,678496.0,62805.69,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
544.0,2023-01-21 00:12:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.78335,6.192,855702.0,63354.33,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
545.0,2023-01-21 00:13:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7941,6.2075,857736.0,16764.53,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
546.0,2023-01-21 00:14:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80515,6.2125,1612275.0,6730.68,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
547.0,2023-01-21 00:15:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8093,6.201,491566.0,11773.57,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
548.0,2023-01-21 00:16:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80435,6.1935,653297.0,8720.87,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
549.0,2023-01-21 00:17:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7975,6.19,466050.0,7867.99,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
550.0,2023-01-21 00:18:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79985,6.218999999999999,278899.0,21874.19,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
551.0,2023-01-21 00:19:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79955,6.236000000000001,236155.0,9810.02,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
552.0,2023-01-21 00:20:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80375,6.2515,187567.0,14352.21,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
553.0,2023-01-21 00:21:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80565,6.234,179147.0,6337.02,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
554.0,2023-01-21 00:22:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80135,6.237500000000001,158247.0,4901.75,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
555.0,2023-01-21 00:23:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7986500000000001,6.231999999999999,209270.0,2728.13,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
556.0,2023-01-21 00:24:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7981,6.244,230230.0,4977.88,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
557.0,2023-01-21 00:25:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80155,6.2695,132095.0,14207.29,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
558.0,2023-01-21 00:26:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80365,6.281499999999999,127750.0,28190.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
559.0,2023-01-21 00:27:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8059,6.2885,151361.0,11148.48,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
560.0,2023-01-21 00:28:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8039499999999999,6.266500000000001,252586.0,7221.7,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
561.0,2023-01-21 00:29:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8021,6.253500000000001,68499.0,6371.11,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
562.0,2023-01-21 00:30:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79905,6.255,122774.0,20298.07,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
563.0,2023-01-21 00:31:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80095,6.247999999999999,82877.0,6698.23,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
564.0,2023-01-21 00:32:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8036,6.276,56762.0,15028.65,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
565.0,2023-01-21 00:33:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.80495,6.295,175508.0,10189.18,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
566.0,2023-01-21 00:34:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8042,6.281,116926.0,7121.1,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
567.0,2023-01-21 00:35:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.8032999999999999,6.276999999999999,77684.0,1236.58,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
568.0,2023-01-21 00:36:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79795,6.2645,132603.0,3362.33,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
569.0,2023-01-21 00:37:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7928,6.267,298111.0,14511.13,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
570.0,2023-01-21 00:38:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7970999999999999,6.292999999999999,126836.0,17517.01,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
571.0,2023-01-21 00:39:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79735,6.2805,92930.0,5661.63,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
572.0,2023-01-21 00:40:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7974,6.272,81305.0,3814.4,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
573.0,2023-01-21 00:41:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7971,6.263,77433.0,3537.79,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
574.0,2023-01-21 00:42:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7981,6.2545,64630.0,2650.69,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
575.0,2023-01-21 00:43:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7991999999999999,6.2665,185636.0,11835.24,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
576.0,2023-01-21 00:44:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7968,6.2655,176932.0,2489.68,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
577.0,2023-01-21 00:45:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79765,6.2755,66758.0,2610.08,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
578.0,2023-01-21 00:46:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7988,6.2785,35028.0,1918.53,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
579.0,2023-01-21 00:47:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79535,6.26,66621.0,5880.62,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
580.0,2023-01-21 00:48:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7902,6.244,160634.0,5012.22,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
581.0,2023-01-21 00:49:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.78915,6.2465,44062.0,6023.18,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
582.0,2023-01-21 00:50:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7914,6.25,89075.0,5755.63,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
583.0,2023-01-21 00:51:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7923,6.2555,24156.0,1899.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
584.0,2023-01-21 00:52:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7928,6.253,60594.0,11173.31,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
585.0,2023-01-21 00:53:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7948,6.2620000000000005,38829.0,1515.38,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
586.0,2023-01-21 00:54:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7955000000000001,6.266,33942.0,2102.98,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
587.0,2023-01-21 00:55:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79365,6.2585,69285.0,1172.47,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
588.0,2023-01-21 00:56:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7927,6.261,46840.0,621.99,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
589.0,2023-01-21 00:57:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79155,6.2525,47848.0,5351.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
590.0,2023-01-21 00:58:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7899499999999999,6.243,41632.0,1133.24,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
591.0,2023-01-21 00:59:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7914,6.2455,48398.0,1586.75,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
592.0,2023-01-21 01:00:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79235,6.251,42515.0,12308.16,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
593.0,2023-01-21 01:01:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79315,6.2565,29617.0,1104.72,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
594.0,2023-01-21 01:02:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7933,6.2545,42028.0,3612.15,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
595.0,2023-01-21 01:03:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79605,6.258,91527.0,5310.52,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
596.0,2023-01-21 01:04:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79795,6.2535,71069.0,7401.21,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
597.0,2023-01-21 01:05:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79875,6.266,38788.0,40122.65,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
598.0,2023-01-21 01:06:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7988999999999999,6.279,89510.0,1165.69,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
599.0,2023-01-21 01:07:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79665,6.275,23509.0,12827.68,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
600.0,2023-01-21 01:08:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79605,6.263,19388.0,3022.86,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
601.0,2023-01-21 01:09:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79535,6.256,22616.0,1305.37,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
602.0,2023-01-21 01:10:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79545,6.2525,29465.0,5789.76,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
603.0,2023-01-21 01:11:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79695,6.2615,40235.0,6332.41,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
604.0,2023-01-21 01:12:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.79845,6.2620000000000005,23621.0,711.98,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
605.0,2023-01-21 01:13:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7970999999999999,6.2565,4084.0,1842.31,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
606.0,2023-01-21 01:14:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.796,6.2515,7042.0,2209.6,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
607.0,2023-01-21 01:15:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7966500000000001,6.259,28034.0,2865.44,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
608.0,2023-01-21 01:16:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7981499999999999,6.2705,37630.0,952.74,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
609.0,2023-01-21 01:17:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7986,6.269500000000001,20050.0,3374.65,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
610.0,2023-01-21 01:18:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7987,6.2675,15740.0,4179.23,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
611.0,2023-01-21 01:19:59.999,1.0,long,653.4666405280011,-149.60986681387368,0.76515,6.25,0.7985500000000001,6.273,35583.0,1695.77,2.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
