index,close_time,historical_spread,historical_SANDUSDT_mid,historical_SANDUSDT_vol,historical_DOTUSDT_mid,historical_DOTUSDT_vol,historical_rolling_mean_3960_minutes,historical_rolling_sd_3960_minutes,historical_rolling_z_score_3960_minutes,historical_rolling_z_score_3960_minutes_lag_1,rolling_sd_3960_minutes,algo_trading_rolling_sd_3960_minutes_percentile_75th,signal_3960_minutes,threshold_3960_minutes,delayed_signal_3960_minutes
0,2023-01-20 15:08:59.999,0.0063901548000679,0.6978500000000001,30538.0,5.901,11085.54,0.037352405561912244,0.027338749739352637,-1.1325408461264004,0.0,,0.0016346175360906572,0,2.0,0.0
1,2023-01-20 15:09:59.999,0.0087018530889002,0.69725,40340.0,5.891,11656.34,0.03736092915815445,0.02732455036176415,-1.0488398048575953,-1.1325408461264004,0.0016346175360906572,0.0016346175360906572,0,2.0,0.0
2,2023-01-20 15:10:59.999,0.0071646071071507,0.6963999999999999,40001.0,5.892,4805.14,0.037368994421714014,0.027310919297348392,-1.1059454639996629,-1.0488398048575953,0.0011766371971952555,0.0015201224513668068,0,2.0,0.0
3,2023-01-20 15:11:59.999,0.0086694949304098,0.6959,34369.0,5.885,8058.39,0.03737763834190722,0.02729641377638409,-1.0517185021694944,-1.1059454639996629,0.0011462975327746305,0.0014056273666429565,0,2.0,0.0
4,2023-01-20 15:12:59.999,0.0091918825338268,0.6956,24941.0,5.882,6534.72,0.037386509215910045,0.02728154027646161,-1.0334690195776608,-1.0517185021694944,0.0011882869606824743,0.00129986960453452,0,2.0,0.0
5,2023-01-20 15:13:59.999,0.0064313660657342,0.696,12507.0,5.8925,15481.26,0.03739459540854852,0.027267614955900844,-1.1355312664085322,-1.0334690195776608,0.0012458550225937868,0.0012458550225937868,0,2.0,0.0
6,2023-01-20 15:14:59.999,0.0057398259335097,0.6958500000000001,16135.0,5.894,10850.52,0.037403485578702246,0.02725154921611041,-1.1619031048140858,-1.1355312664085322,0.0013694720826275665,0.0013385678176191216,0,2.5,0.0
7,2023-01-20 15:15:59.999,0.0078788390042254,0.6953499999999999,9718.0,5.885,4559.17,0.03741253876507774,0.02723577988850016,-1.0843713630290586,-1.1619031048140858,0.0012761024221987125,0.0013227872524131396,0,2.0,0.0
8,2023-01-20 15:16:59.999,0.0097224550960142,0.6942,18407.0,5.874,17548.67,0.037421567161449086,0.027220669411947555,-1.017576447009688,-1.0843713630290586,0.001401203295888338,0.0013774048859427593,0,2.5,0.0
9,2023-01-20 15:17:59.999,0.0087585300806738,0.6932,18773.0,5.8725000000000005,3544.24,0.03743045351184048,0.027205562565063193,-1.0538993032250896,-1.017576447009688,0.0013578687934098159,0.0013694720826275665,0,2.0,0.0
10,2023-01-20 15:18:59.999,0.0134952952177211,0.6935,18114.0,5.859,26783.55,0.03744076114860062,0.02718875427068911,-0.8807121390145475,-1.0538993032250896,0.0021310483210465344,0.0013932704925731453,0,2.5,0.0
11,2023-01-20 15:19:59.999,0.0130631407333758,0.69475,17556.0,5.866,12396.08,0.03745058099005219,0.027172920962874964,-0.8974905675394913,-0.8807121390145475,0.002441044808533799,0.0015179104159894975,0,2.5,0.0
12,2023-01-20 15:20:59.999,0.0120091437654354,0.6959,13426.0,5.8745,6624.54,0.03746011606117429,0.027157362487700044,-0.9371665715794748,-0.8974905675394913,0.0025041115995971183,0.0017587252323296265,0,2.5,0.0
13,2023-01-20 15:21:59.999,0.0103206672787026,0.69705,15361.0,5.885,4834.47,0.03746926372218345,0.027142114085569748,-1.0002388302506822,-0.9371665715794748,0.002430983856278211,0.0021310483210465344,0,2.5,0.0
14,2023-01-20 15:22:59.999,0.0079083856684629,0.69725,31537.0,5.8935,7318.19,0.03747763813561208,0.02712787236231272,-1.0899952665741726,-1.0002388302506822,0.0023630043151093524,0.0023050153165936477,0,2.5,0.0
15,2023-01-20 15:23:59.999,0.0103720425040076,0.6961999999999999,25514.0,5.881,5849.04,0.03748703090998754,0.027112041777042625,-1.0001086834020674,-1.0899952665741726,0.002307412598288314,0.0023352084566988333,0,2.0,0.0
16,2023-01-20 15:24:59.999,0.0135482113341782,0.69675,15555.0,5.8735,5543.29,0.03749734928249055,0.027095148404169395,-0.8838902666658605,-1.0001086834020674,0.0024795566260665943,0.002379999200401567,0,2.5,0.0
17,2023-01-20 15:25:59.999,0.0137669912029676,0.69535,18667.0,5.8665,3742.01,0.03750761032894005,0.027078460451212292,-0.8767344498313084,-0.8838902666658605,0.0026188637347740015,0.002430983856278211,0,2.5,0.0
18,2023-01-20 15:26:59.999,0.0146072748700958,0.6940500000000001,8835.0,5.8580000000000005,2142.53,0.037517640856648146,0.02706261431223388,-0.8465688392933837,-0.8767344498313084,0.002790575903211024,0.002438529570469902,0,2.5,0.0
19,2023-01-20 15:27:59.999,0.012142443037062,0.694,21825.0,5.8655,4703.52,0.037527119407678465,0.027047147453170908,-0.9385343284191863,-0.8465688392933837,0.0027628151686768386,0.0024603007173001966,0,2.5,0.0
20,2023-01-20 15:28:59.999,0.0102528033685835,0.6949000000000001,10733.0,5.8755,5347.3,0.03753602912297271,0.027032346113565555,-1.0092807202071798,-0.9385343284191863,0.002693450677054356,0.002485695369449225,0,2.5,0.0
21,2023-01-20 15:29:59.999,0.0110900012838803,0.6951499999999999,8333.0,5.874,5035.76,0.037545047154193094,0.02701756144281745,-0.979179631970294,-1.0092807202071798,0.0026386707613893392,0.0025041115995971183,0,2.5,0.0
22,2023-01-20 15:30:59.999,0.0112645372514181,0.69505,42444.0,5.872999999999999,5906.47,0.03755397507487298,0.027003030260195085,-0.9735736163732667,-0.979179631970294,0.0025902966086078713,0.002568750356355183,0,2.5,0.0
23,2023-01-20 15:31:59.999,0.0135004223197792,0.6945,4213.0,5.8635,5960.57,0.03756336545410539,0.026988194110937586,-0.8916099771408612,-0.9735736163732667,0.002626282954994117,0.002604580171690936,0,2.5,0.0
24,2023-01-20 15:32:59.999,0.0123683262699261,0.69615,54051.0,5.874499999999999,6617.74,0.03757255609688562,0.02697341147777779,-0.934410163420529,-0.8916099771408612,0.0026056731054786924,0.0026089707628025195,0,2.0,0.0
25,2023-01-20 15:33:59.999,0.0097261663141381,0.6973,41433.0,5.888,6396.68,0.03758032650141136,0.026960953420927556,-1.033129643169532,-0.934410163420529,0.0025558124685136963,0.0026056731054786924,0,2.0,0.0
26,2023-01-20 15:34:59.999,0.0097261663141381,0.6973,26400.0,5.888,5960.73,0.037588323641923244,0.026947990264400815,-1.0339233855443377,-1.033129643169532,0.0025087059770627943,0.002601828981260987,0,2.0,0.0
27,2023-01-20 15:35:59.999,0.0100129457826936,0.6975,30587.0,5.888,5159.07,0.03759633261626227,0.026935077598295297,-1.0240693286628735,-1.0339233855443377,0.0024623640426758133,0.002597984857043282,0,2.0,0.0
28,2023-01-20 15:36:59.999,0.0072890358948409,0.6971499999999999,42918.0,5.895,17189.34,0.0376033093846723,0.026923645897097254,-1.1259349348781809,-1.0240693286628735,0.002480937847294562,0.0025941407328255767,0,2.0,0.0
29,2023-01-20 15:37:59.999,0.0083324211522599,0.69655,22805.0,5.888999999999999,4276.48,0.0376103472136876,0.026912348632936685,-1.087899330554744,-1.1259349348781809,0.0024609226641945686,0.0025902966086078713,0,2.0,0.0
30,2023-01-20 15:38:59.999,0.0068472336086928,0.6963999999999999,17768.0,5.893,5003.26,0.03761692116989426,0.026901651549222205,-1.1437843325307324,-1.087899330554744,0.002489718478096547,0.0025816755735843275,0,2.0,0.0
31,2023-01-20 15:39:59.999,0.0069074869157215,0.696,13677.0,5.891,3930.1,0.037623318703156994,0.026891333349296345,-1.1422204837693264,-1.1437843325307324,0.0025098667843436308,0.0025730545385607836,0,2.0,0.0
32,2023-01-20 15:40:59.999,0.0085712621514693,0.6955,10256.0,5.8835,2827.51,0.037630523391732874,0.026879724356978635,-1.0810847929219587,-1.1422204837693264,0.00248134784474836,0.00256443350353724,0,2.0,0.0
33,2023-01-20 15:41:59.999,0.0092941851798085,0.6954499999999999,11739.0,5.881,2894.68,0.03763819868569182,0.026867289759149333,-1.0549636290065734,-1.0810847929219587,0.002445470038604932,0.0025558124685136963,0,2.0,0.0
34,2023-01-20 15:42:59.999,0.0106950381032349,0.6956500000000001,12283.0,5.8775,2684.61,0.03764570181414139,0.02685561302311151,-1.0035393229606482,-1.0549636290065734,0.0024134207839000147,0.00254432604747118,0,2.0,0.0
35,2023-01-20 15:43:59.999,0.0108541366047694,0.69565,8930.0,5.877000000000001,1607.42,0.03765222633180508,0.02684596300465205,-0.9982167420253065,-1.0035393229606482,0.0023842405804796432,0.0025328396264286636,0,2.0,0.0
36,2023-01-20 15:44:59.999,0.0113211189233028,0.6952,8499.0,5.8735,1251.15,0.037658989923604246,0.02683595243935958,-0.9814397703907236,-0.9982167420253065,0.0023623766414201538,0.002521353205386147,0,2.0,0.0
37,2023-01-20 15:45:59.999,0.0117729844087226,0.69485,19860.0,5.8705,1765.02,0.03766587469933249,0.02682581131486338,-0.9652230080461133,-0.9814397703907236,0.002349042561920184,0.0025098667843436308,0,2.0,0.0
38,2023-01-20 15:46:59.999,0.0118083343762354,0.6940999999999999,9872.0,5.867,1583.74,0.03767285761907195,0.026815478505079562,-0.9645370765223199,-0.9652230080461133,0.0023360972583151233,0.0025095765825234218,0,2.0,0.0
39,2023-01-20 15:47:59.999,0.013016574279443,0.6935,5299.0,5.8605,2551.74,0.037680441568530294,0.026804254912621,-0.9201474679855441,-0.9645370765223199,0.0023535253386944045,0.0025092863807032123,0,2.0,0.0
40,2023-01-20 15:48:59.999,0.0125794035756814,0.69375,9852.0,5.863,3111.39,0.03768805399592346,0.026792842058506173,-0.9371402393748887,-0.9201474679855441,0.002355617212554691,0.0025089961788830033,0,2.0,0.0
41,2023-01-20 15:49:59.999,0.0131453784980068,0.6937,4753.0,5.861,25721.17,0.03769609762532322,0.02678068865064881,-0.9167321814452907,-0.9371402393748887,0.002371472305938654,0.0025087059770627943,0,2.0,0.0
42,2023-01-20 15:50:59.999,0.0143500512587193,0.6936500000000001,17880.0,5.856999999999999,5398.62,0.037704392176868926,0.026768367142496526,-0.8724604229248294,-0.9167321814452907,0.0024252867808988287,0.002507557382696375,0,2.0,0.0
43,2023-01-20 15:51:59.999,0.0149321937403312,0.6935,3667.0,5.8545,1586.77,0.03771247793035108,0.026756648722688486,-0.8513877962116825,-0.8724604229248294,0.0024949064935559945,0.0025064087883299563,0,2.0,0.0
44,2023-01-20 15:52:59.999,0.0140307813757121,0.6936500000000001,2805.0,5.8580000000000005,2741.26,0.03772078418772989,0.02674418728344217,-0.8858000641763646,-0.8513877962116825,0.0025236803769426194,0.0025089961788830033,0,2.5,0.0
45,2023-01-20 15:53:59.999,0.0131145940051382,0.6939,4418.0,5.862,2570.67,0.037728378804781824,0.02673292615644981,-0.9207291658083265,-0.8858000641763646,0.002524548740529163,0.0025098667843436308,0,2.5,0.0
46,2023-01-20 15:54:59.999,0.011022607577801,0.69455,2143.0,5.871499999999999,4475.4,0.0377355661656914,0.026721916751883353,-0.9996647634196257,-0.9207291658083265,0.002497791208099715,0.0025095765825234218,0,2.0,0.0
