index,close_time,predictions_SANDUSDT,actual_SANDUSDT,predictions_DOTUSDT,actual_DOTUSDT,log_actual_price_SANDUSDT,log_prediction_SANDUSDT,log_actual_price_DOTUSDT,log_prediction_DOTUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_4680_minutes,actual_spread_rolling_sd_4680_minutes,predicted_spread_rolling_mean_4680_minutes,predicted_spread_rolling_sd_4680_minutes,predicted_rolling_z_score_4680_minutes,actual_rolling_z_score_4680_minutes,actual_rolling_z_score_4680_minutes_lag_1,predicted_spread_rolling_sd_4680_minutes_percentile_75th,historical_spread,historical_SANDUSDT_mid,historical_SANDUSDT_vol,historical_DOTUSDT_mid,historical_DOTUSDT_vol,signal_4680_minutes,threshold_4680_minutes,delayed_signal_4680_minutes
0,2023-01-20 15:08:59.999,0.6997599574652175,0.69785,5.846358226992206,5.901,-0.3597510990274838,-0.357017920655355,1.7751218280750316,1.7658189420939576,0.026520877329861747,0.00639015480006877,0.03280223559007384,0.028433777853116696,0.03280089370623274,0.028430888745874162,-0.22088709334780587,-0.9288980495818983,0.0,0.028430888745874162,0.0063901548000679,0.6978500000000001,30538.0,5.901,11085.54,0,2.0,0
1,2023-01-20 15:09:59.999,0.7005060730261536,0.69725,5.843367746601024,5.891,-0.3606112524745387,-0.35595224368354994,1.7734257625395502,1.7653072995690304,0.02854338892679975,0.00870185308890109,0.03279698993380454,0.028435958942705338,0.03279608123886606,0.028432989356035145,-0.14956894819656505,-0.847347434051791,-0.9288980495818983,0.0284324642034949,0.0087018530889002,0.69725,40340.0,5.891,11656.34,0,2.5,0
2,2023-01-20 15:10:59.999,0.6995540727756764,0.6964,5.827343000319308,5.892,-0.36183107108810303,-0.3573121858261134,1.773595498600384,1.7625611503927074,0.03231908444074533,0.007164607107151111,0.0327912781963568,0.028438422234504258,0.032791177321809556,0.028435385265724637,-0.01660230296345866,-0.901128440877881,-0.847347434051791,0.02843418731087989,0.0071646071071507,0.6963999999999999,40001.0,5.892,4805.14,0,2.5,0
3,2023-01-20 15:11:59.999,0.6981800515122629,0.6959,5.821667019459616,5.885,-0.3625493071313327,-0.35927825602807295,1.77240674071224,1.761586650190675,0.03217544980673792,0.008669494930410804,0.032785634817292894,0.02844058784044348,0.03278550446373371,0.028437551201158384,-0.02145243283011442,-0.8479480108560951,-0.901128440877881,0.028435926749583073,0.0086694949304098,0.6959,34369.0,5.885,8058.39,0,2.5,0
4,2023-01-20 15:12:59.999,0.6973138021937532,0.69560003,5.810980693433526,5.882,-0.3629804533737753,-0.3605197511840315,1.7718968401318032,1.759749350670228,0.03436993135767036,0.009191925662061562,0.03277953625336075,0.028442586287378613,0.03277987600877718,0.028439557534280305,0.05590998899953231,-0.8293061099639233,-0.8479480108560951,0.028437551201158384,0.0091918825338268,0.6956,24941.0,5.882,6534.72,0,2.5,0
5,2023-01-20 15:13:59.999,0.6966612705826084,0.696,5.809099193450814,5.8925,-0.3624056186477175,-0.36145596829659044,1.773680355828149,1.7594255146867457,0.034039327474590375,0.006431366065734578,0.032772659362329065,0.02844506511829868,0.03277292996008857,0.028442032626807483,0.04452556296233858,-0.9260408857228863,-0.8293061099639233,0.028439055950999825,0.0064313660657342,0.696,12507.0,5.8925,15481.26,0,2.5,0
6,2023-01-20 15:14:59.999,0.6967743133977309,0.69585,5.823694513888069,5.894,-0.36262115911627474,-0.36129371778903907,1.773934884315503,1.7619348565461639,0.029508799214916448,0.005739825933510578,0.032766082068310005,0.028447756178344982,0.03276538621638661,0.028444757208553908,-0.11448812790326232,-0.9500312068679909,-0.9260408857228863,0.028440795080543896,0.0057398259335097,0.6958500000000001,16135.0,5.894,10850.52,0,2.5,0
7,2023-01-20 15:15:59.999,0.696633401529719,0.69535,5.828019221297276,5.885,-0.36333996305751715,-0.36149597283181323,1.77240674071224,1.7626771864224537,0.027918295748096122,0.007878839004226368,0.03276058234236841,0.02845007893620585,0.03275954788678322,0.02844712790901891,-0.17018421522800636,-0.8745755466596364,-0.9500312068679909,0.02844271377224409,0.0078788390042254,0.6953499999999999,9718.0,5.885,4559.17,0,2.5,0
8,2023-01-20 15:16:59.999,0.6962313890675753,0.6942,5.819216869736029,5.874,-0.3649951755544511,-0.3620732183419596,1.7705358327764282,1.7611656942249443,0.03016772706744464,0.009722455096014937,0.032755595624630894,0.02845207121931183,0.03275504277939329,0.028449057094589798,-0.09094556994792936,-0.8095417852385461,-0.8745755466596364,0.028444757208553908,0.0097224550960142,0.6942,18407.0,5.874,17548.67,0,2.5,0
9,2023-01-20 15:17:59.999,0.6948775962291389,0.6932,5.804374994648646,5.8725,-0.366436721140686,-0.3640195694620004,1.7702804375509307,1.758611942626184,0.032997206404482005,0.00875853008067523,0.03275074757599326,0.02845422665111947,0.0327508002268859,0.02845118738472529,0.008660664114440133,-0.8431864197009938,-0.8095417852385461,0.02844653523390266,0.0087585300806738,0.6932,18773.0,5.8725000000000005,3544.24,0,2.5,0
