index,close_time,transaction_id,positions,XRPUSDT_units,SANDUSDT_units,entry_XRPUSDT_price,entry_SANDUSDT_price,historical_XRPUSDT_mid,historical_SANDUSDT_mid,historical_XRPUSDT_vol,historical_SANDUSDT_vol,signal,portfolio_value,XRPUSDT_raw_pnl,SANDUSDT_raw_pnl,XRPUSDT_cost,SANDUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
10.0,2023-01-20 17:08:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.3981,0.7081500000000001,702715.0,87301.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
11.0,2023-01-20 17:09:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.39825,0.7102999999999999,223741.0,189568.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
12.0,2023-01-20 17:10:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.39805,0.70955,296691.0,47769.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
13.0,2023-01-20 17:11:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.398,0.71125,176159.0,47080.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
14.0,2023-01-20 17:12:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.39805,0.7134,113913.0,95506.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
15.0,2023-01-20 17:13:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.3978,0.714,358643.0,74824.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
16.0,2023-01-20 17:14:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.39735,0.71145,269248.0,27448.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
17.0,2023-01-20 17:15:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.39735,0.71095,282948.0,45183.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
18.0,2023-01-20 17:16:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.3977,0.713,400452.0,30511.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
19.0,2023-01-20 17:17:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.39715,0.7132499999999999,559916.0,19424.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
20.0,2023-01-20 17:18:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.3967,0.71365,405359.0,18523.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 17:19:59.999,1.0,short,-1260.7160867372668,177.8046064782818,0.3966,0.7035,0.3962,0.71275,327483.0,23549.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
