index,close_time,predictions_SANDUSDT,actual_SANDUSDT,predictions_JASMYUSDT,actual_JASMYUSDT,log_actual_price_SANDUSDT,log_prediction_SANDUSDT,log_actual_price_JASMYUSDT,log_prediction_JASMYUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_2160_minutes,actual_spread_rolling_sd_2160_minutes,predicted_spread_rolling_mean_2160_minutes,predicted_spread_rolling_sd_2160_minutes,predicted_rolling_z_score_2160_minutes,actual_rolling_z_score_2160_minutes,actual_rolling_z_score_2160_minutes_lag_1,predicted_spread_rolling_sd_2160_minutes_percentile_75th,historical_spread,historical_SANDUSDT_mid,historical_SANDUSDT_vol,historical_JASMYUSDT_mid,historical_JASMYUSDT_vol,signal_2160_minutes,threshold_2160_minutes,delayed_signal_2160_minutes
0,2023-01-20 15:08:59.999,0.6997599574652175,0.69785,0.0046162750955774,0.004624,-0.3597510990274838,-0.357017920655355,-5.376495147612061,-5.378167155456492,0.12461316994666971,0.11967112089094678,0.11960648524263767,0.014306717581897967,0.11960880207961315,0.014303812284141059,0.349862523895466,0.004517853095170516,0.0,0.014303812284141059,0.1196711208909473,0.6978500000000001,30538.0,0.004624,981090.0,0,2.0,0
1,2023-01-20 15:09:59.999,0.7005060730261536,0.69725,0.0046154761591986,0.0046225,-0.3606112524745387,-0.35595224368354994,-5.376819594702995,-5.378340239925244,0.1259075068557386,0.11923959083219055,0.11962660028080081,0.014275609804174135,0.11962950676232555,0.01427294563867525,0.4398531496120616,-0.027109836561735354,0.004517853095170516,0.014296095622774606,0.1192395908321906,0.69725,40340.0,0.0046225,400287.1,3,2.0,0
2,2023-01-20 15:10:59.999,0.6995540727756764,0.6964,0.0046129763324674,0.004618,-0.36183107108810303,-0.3573121858261134,-5.377793568049833,-5.37888200503583,0.12526328448336393,0.11930647740939454,0.11964642767568205,0.014245378074332864,0.11964902686902203,0.014242593972091376,0.39418785828923786,-0.02386389918987334,-0.027109836561735354,0.014288378961408155,0.1193064774093946,0.6963999999999999,40001.0,0.004618,385717.7,0,2.0,3
3,2023-01-20 15:11:59.999,0.6981800515122629,0.6959,0.0046096020720118,0.004612,-0.3625493071313327,-0.35927825602807295,-5.379093676575325,-5.379613744134849,0.124263906542595,0.12030580005885538,0.119665980971177,0.014217255860665846,0.11966810865538406,0.014214309939121436,0.32332191340236116,0.045002994526428475,-0.02386389918987334,0.014280662300041703,0.1203058000588557,0.6959,34369.0,0.004612,2136981.4,4,2.0,0
4,2023-01-20 15:12:59.999,0.6973138021937532,0.69560003,0.004608267745203,0.004614,-0.3629804533737753,-0.3605197511840315,-5.378660119230575,-5.379903252848809,0.12340487807962569,0.11930188610382947,0.1196851476215816,0.014188817413101448,0.11968686892211747,0.014185759678088772,0.2620944695158649,-0.027011519465902682,0.045002994526428475,0.01427294563867525,0.1193018429755961,0.6956,24941.0,0.004614,327261.7,3,2.0,4
5,2023-01-20 15:13:59.999,0.6966612705826084,0.696,0.0046086741802998,0.004615,-0.3624056186477175,-0.36145596829659044,-5.378443411027321,-5.379815059801626,0.12235215012827572,0.11959043006955683,0.11970554847146005,0.014156951587502431,0.11970677318300875,0.014153790104018711,0.18690237214383024,-0.008131581237082242,-0.027011519465902682,0.014265357722029281,0.1195904300695565,0.696,12507.0,0.0046149999999999,1840369.7,0,2.0,3
6,2023-01-20 15:14:59.999,0.6967743133977309,0.69585,0.0046124325277116,0.004615,-0.36262115911627474,-0.36129371778903907,-5.378443411027321,-5.37899989786089,0.12143749940042314,0.11937488960099957,0.1197263786241358,0.014123308933937663,0.11972717044309755,0.014120088739741096,0.12112735187788566,-0.02488715815679904,-0.008131581237082242,0.014257769805383312,0.1193748896009996,0.6958500000000001,16135.0,0.0046149999999999,621733.8,0,2.0,0
7,2023-01-20 15:15:59.999,0.696633401529719,0.69535,0.0046142842197661,0.0046125,-0.36333996305751715,-0.36149597283181323,-5.378985269615492,-5.378598521698591,0.12070499084182429,0.119371928922126,0.11974709966475634,0.014089901201068643,0.11974754292767954,0.014086655845862057,0.0679684322965834,-0.026626925006534862,-0.02488715815679904,0.014250181888737345,0.119371928922126,0.6953499999999999,9718.0,0.0046125,547403.5,0,2.0,0
8,2023-01-20 15:16:59.999,0.6962313890675753,0.6942,0.004609891980275,0.004606,-0.3649951755544511,-0.3620732183419596,-5.380395477583644,-5.379550853858733,0.12138586059506518,0.11957972624837981,0.11976907297453344,0.01405256462834269,0.11976982114094739,0.014049355878224564,0.11502587507392587,-0.013474175793629573,-0.026626925006534862,0.014242593972091376,0.1195797262483795,0.6942,18407.0,0.004606,408146.2,0,2.0,0
9,2023-01-20 15:17:59.999,0.6948775962291389,0.6932,0.0046013148874064,0.004602,-0.366436721140686,-0.3640195694620004,-5.381264287368963,-5.381413171244664,0.12189979594499134,0.11928595545925808,0.1197907702401457,0.014015572450692333,0.11979174618910675,0.014012402643197586,0.15044170579182997,-0.03601813501828733,-0.013474175793629573,0.01423552296384889,0.119285955459258,0.6932,18773.0,0.004602,2151070.8,0,2.0,0
10,2023-01-20 15:18:59.999,0.6935203953408422,0.6935,0.0045971351289417,0.004605,-0.3660040392272508,-0.3659746303722517,-5.380612609274867,-5.38232196756251,0.12114533558846047,0.11885771280108615,0.11981189426883708,0.013979719593803628,0.11981251131711085,0.013976514092215153,0.09536170911829839,-0.06825469290341597,-0.03601813501828733,0.014228451955606406,0.1188577128010859,0.6935,18114.0,0.004605,516507.4,0,2.0,0
11,2023-01-20 15:19:59.999,0.6937862507142145,0.69475,0.0046003370115111,0.0046125,-0.36420321035952397,-0.3655913620048973,-5.378985269615492,-5.381625714798739,0.12060879229142085,0.11850868162011918,0.11983287135120012,0.013943706918850864,0.11983323040762782,0.013940490317049383,0.05563375936960492,-0.09496683620700092,-0.06825469290341597,0.014221380947363922,0.1185086816201188,0.69475,17556.0,0.0046125,724291.3,0,2.0,0
12,2023-01-20 15:20:59.999,0.6953604674226441,0.6959,0.0046066333975008,0.004618,-0.3625493071313327,-0.3633249097119222,-5.377793568049833,-5.380257971297554,0.12106833408902506,0.11858824136616486,0.11985474688932746,0.013904617419929155,0.11985530847525976,0.013901424377408886,0.0872590880497533,-0.0910852477931069,-0.09496683620700092,0.014214309939121436,0.1185882413661651,0.6959,13426.0,0.004618,413182.7,0,2.0,0
