index,close_time,transaction_id,positions,SANDUSDT_units,JASMYUSDT_units,entry_SANDUSDT_price,entry_JASMYUSDT_price,historical_SANDUSDT_mid,historical_JASMYUSDT_mid,historical_SANDUSDT_vol,historical_JASMYUSDT_vol,signal,portfolio_value,SANDUSDT_raw_pnl,JASMYUSDT_raw_pnl,SANDUSDT_cost,JASMYUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
15.0,2023-01-20 15:23:59.999,,,0.0,0.0,,,0.6961999999999999,0.0046225,25514.0,256690.5,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
16.0,2023-01-20 15:24:59.999,,,0.0,0.0,,,0.69675,0.0046255,15555.0,162532.9,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
17.0,2023-01-20 15:25:59.999,,,0.0,0.0,,,0.69535,0.004621,18667.0,1112973.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
18.0,2023-01-20 15:26:59.999,,,0.0,0.0,,,0.6940500000000001,0.004614,8835.0,176452.8,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
19.0,2023-01-20 15:27:59.999,,,0.0,0.0,,,0.694,0.0046155,21825.0,964362.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
20.0,2023-01-20 15:28:59.999,,,0.0,0.0,,,0.6949000000000001,0.0046195,10733.0,574066.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
21.0,2023-01-20 15:29:59.999,,,0.0,0.0,,,0.6951499999999999,0.0046155,8333.0,1118641.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
22.0,2023-01-20 15:30:59.999,,,0.0,0.0,,,0.69505,0.004619,42444.0,1910382.5,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
23.0,2023-01-20 15:31:59.999,,,0.0,0.0,,,0.6945,0.0046115,4213.0,931249.0,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
24.0,2023-01-20 15:32:59.999,,,0.0,0.0,,,0.69615,0.0046295,54051.0,4413802.4,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
25.0,2023-01-20 15:33:59.999,,,0.0,0.0,,,0.6973,0.0046435,41433.0,1256031.0,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
26.0,2023-01-20 15:34:59.999,,,0.0,0.0,,,0.6973,0.004642,26400.0,2495664.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
27.0,2023-01-20 15:35:59.999,,,0.0,0.0,,,0.6975,0.004644,30587.0,3887232.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
28.0,2023-01-20 15:36:59.999,,,0.0,0.0,,,0.6971499999999999,0.0046394999999999,42918.0,3249499.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
29.0,2023-01-20 15:37:59.999,,,0.0,0.0,,,0.69655,0.004644,22805.0,11812087.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
30.0,2023-01-20 15:38:59.999,,,0.0,0.0,,,0.6963999999999999,0.0046475,17768.0,358090.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
31.0,2023-01-20 15:39:59.999,,,0.0,0.0,,,0.696,0.004646,13677.0,973553.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
32.0,2023-01-20 15:40:59.999,,,0.0,0.0,,,0.6955,0.0046415,10256.0,511738.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
33.0,2023-01-20 15:41:59.999,,,0.0,0.0,,,0.6954499999999999,0.004642,11739.0,964879.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
34.0,2023-01-20 15:42:59.999,,,0.0,0.0,,,0.6956500000000001,0.004646,12283.0,1720883.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
35.0,2023-01-20 15:43:59.999,,,0.0,0.0,,,0.69565,0.0046479999999999,8930.0,1720260.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
36.0,2023-01-20 15:44:59.999,,,0.0,0.0,,,0.6952,0.0046425,8499.0,3607869.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
37.0,2023-01-20 15:45:59.999,,,0.0,0.0,,,0.69485,0.0046479999999999,19860.0,2337453.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
38.0,2023-01-20 15:46:59.999,,,0.0,0.0,,,0.6940999999999999,0.00465,9872.0,2892943.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
39.0,2023-01-20 15:47:59.999,,,0.0,0.0,,,0.6935,0.0046475,5299.0,4327009.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
40.0,2023-01-20 15:48:59.999,,,0.0,0.0,,,0.69375,0.0046475,9852.0,3306593.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
41.0,2023-01-20 15:49:59.999,,,0.0,0.0,,,0.6937,0.004648,4753.0,996402.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
42.0,2023-01-20 15:50:59.999,,,0.0,0.0,,,0.6936500000000001,0.0046435,17880.0,7091989.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
43.0,2023-01-20 15:51:59.999,,,0.0,0.0,,,0.6935,0.0046375,3667.0,1574398.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
44.0,2023-01-20 15:52:59.999,,,0.0,0.0,,,0.6936500000000001,0.0046375,2805.0,908033.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
45.0,2023-01-20 15:53:59.999,,,0.0,0.0,,,0.6939,0.004644,4418.0,552969.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
46.0,2023-01-20 15:54:59.999,,,0.0,0.0,,,0.69455,0.004648,2143.0,303173.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
47.0,2023-01-20 15:55:59.999,,,0.0,0.0,,,0.69485,0.0046545,8360.0,1779538.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
48.0,2023-01-20 15:56:59.999,,,0.0,0.0,,,0.69495,0.0046555,18464.0,1491404.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
49.0,2023-01-20 15:57:59.999,,,0.0,0.0,,,0.69505,0.004653,4257.0,846312.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
50.0,2023-01-20 15:58:59.999,,,0.0,0.0,,,0.6952,0.0046535,21490.0,578496.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
51.0,2023-01-20 15:59:59.999,,,0.0,0.0,,,0.69545,0.004653,12435.0,839777.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
52.0,2023-01-20 16:00:59.999,,,0.0,0.0,,,0.6952499999999999,0.0046485,7550.0,4751618.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
53.0,2023-01-20 16:01:59.999,,,0.0,0.0,,,0.69545,0.004641,13648.0,961416.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
54.0,2023-01-20 16:02:59.999,,,0.0,0.0,,,0.6958500000000001,0.004642,20642.0,775997.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
55.0,2023-01-20 16:03:59.999,,,0.0,0.0,,,0.6959500000000001,0.0046444999999999,15252.0,628044.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
56.0,2023-01-20 16:04:59.999,,,0.0,0.0,,,0.6959,0.004646,5144.0,121456.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
57.0,2023-01-20 16:05:59.999,,,0.0,0.0,,,0.6959,0.004646,9651.0,990053.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
58.0,2023-01-20 16:06:59.999,,,0.0,0.0,,,0.6954499999999999,0.0046415,6968.0,3813656.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
59.0,2023-01-20 16:07:59.999,,,0.0,0.0,,,0.6954,0.004639,10863.0,113203.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
60.0,2023-01-20 16:08:59.999,,,0.0,0.0,,,0.6956,0.0046425,4831.0,391383.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
61.0,2023-01-20 16:09:59.999,,,0.0,0.0,,,0.6951499999999999,0.004639,7502.0,477793.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
62.0,2023-01-20 16:10:59.999,,,0.0,0.0,,,0.69485,0.0046415,9050.0,202455.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
63.0,2023-01-20 16:11:59.999,,,0.0,0.0,,,0.6953,0.0046425,9225.0,1646167.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
64.0,2023-01-20 16:12:59.999,,,0.0,0.0,,,0.69565,0.0046465,5123.0,628784.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
65.0,2023-01-20 16:13:59.999,,,0.0,0.0,,,0.6951499999999999,0.0046479999999999,2040.0,616511.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
66.0,2023-01-20 16:14:59.999,,,0.0,0.0,,,0.6958500000000001,0.0046515,5832.0,715883.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
67.0,2023-01-20 16:15:59.999,,,0.0,0.0,,,0.6963,0.0046565,3704.0,1299009.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
68.0,2023-01-20 16:16:59.999,,,0.0,0.0,,,0.69675,0.0046555,32568.0,26151.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
69.0,2023-01-20 16:17:59.999,,,0.0,0.0,,,0.6970000000000001,0.0046565,30198.0,2359178.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
70.0,2023-01-20 16:18:59.999,,,0.0,0.0,,,0.6960500000000001,0.00465,17073.0,232807.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
71.0,2023-01-20 16:19:59.999,,,0.0,0.0,,,0.6953,0.004644,9424.0,1061533.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
72.0,2023-01-20 16:20:59.999,,,0.0,0.0,,,0.696,0.004646,5538.0,790059.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
73.0,2023-01-20 16:21:59.999,,,0.0,0.0,,,0.6956,0.0046445,9940.0,759942.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
74.0,2023-01-20 16:22:59.999,,,0.0,0.0,,,0.6957,0.0046429999999999,2533.0,192554.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
