index,close_time,transaction_id,positions,SANDUSDT_units,JASMYUSDT_units,entry_SANDUSDT_price,entry_JASMYUSDT_price,historical_SANDUSDT_mid,historical_JASMYUSDT_mid,historical_SANDUSDT_vol,historical_JASMYUSDT_vol,signal,portfolio_value,SANDUSDT_raw_pnl,JASMYUSDT_raw_pnl,SANDUSDT_cost,JASMYUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
511.0,2023-01-20 23:39:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7645500000000001,0.0050715,17721.0,826548.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
512.0,2023-01-20 23:40:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7648,0.0050729999999999,31428.0,2279892.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
513.0,2023-01-20 23:41:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.76355,0.0050615,19247.0,1278090.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
514.0,2023-01-20 23:42:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7637,0.0050565,19202.0,2704325.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
515.0,2023-01-20 23:43:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.76475,0.005055,31899.0,273283.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
516.0,2023-01-20 23:44:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7660499999999999,0.0050625,22716.0,746184.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
517.0,2023-01-20 23:45:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.76695,0.0050735,23968.0,2070017.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
518.0,2023-01-20 23:46:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7666999999999999,0.005074,17545.0,1408172.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
519.0,2023-01-20 23:47:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.767,0.0050814999999999,25327.0,1731063.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
520.0,2023-01-20 23:48:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7658499999999999,0.0050815,17549.0,430898.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
521.0,2023-01-20 23:49:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.76725,0.00509,22287.0,2275035.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
522.0,2023-01-20 23:50:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7687999999999999,0.005097,107405.0,400658.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
523.0,2023-01-20 23:51:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7694000000000001,0.005105,28002.0,320892.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
524.0,2023-01-20 23:52:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.77,0.0051015,36371.0,646142.1,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
525.0,2023-01-20 23:53:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.77005,0.0050904999999999,34101.0,2359656.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
526.0,2023-01-20 23:54:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7695000000000001,0.005089,25639.0,200808.4,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
527.0,2023-01-20 23:55:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.77,0.0050945,32338.0,437612.8,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
528.0,2023-01-20 23:56:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.77125,0.0050925,87866.0,305923.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
529.0,2023-01-20 23:57:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7723,0.005092,58967.0,1222545.7,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
530.0,2023-01-20 23:58:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.772,0.0050915,28123.0,953531.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
531.0,2023-01-20 23:59:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7705,0.0050869999999999,71089.0,795603.4,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
532.0,2023-01-21 00:00:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.77185,0.005091,122350.0,1488142.0,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
533.0,2023-01-21 00:01:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.77555,0.0051125,143017.0,3074119.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
534.0,2023-01-21 00:02:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7711,0.0051085,124620.0,1898217.5,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
535.0,2023-01-21 00:03:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7679,0.0050915,198876.0,3274575.0,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
536.0,2023-01-21 00:04:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7678,0.005096,48551.0,1622866.7,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
537.0,2023-01-21 00:05:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7769,0.0051245,264772.0,7188516.7,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
538.0,2023-01-21 00:06:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7878000000000001,0.0051505,576639.0,5431715.6,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
539.0,2023-01-21 00:07:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.79435,0.005148,596038.0,3252017.9,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
540.0,2023-01-21 00:08:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.798,0.0051305,273987.0,5355596.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
541.0,2023-01-21 00:09:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7985500000000001,0.0051185,179054.0,2439098.3,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
542.0,2023-01-21 00:10:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7980499999999999,0.00511,376157.0,2099652.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
543.0,2023-01-21 00:11:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.795,0.0050625,678496.0,16226831.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
544.0,2023-01-21 00:12:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.78335,0.005037,855702.0,10637658.4,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
545.0,2023-01-21 00:13:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7941,0.0050445,857736.0,9728537.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
546.0,2023-01-21 00:14:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80515,0.0050539999999999,1612275.0,5578383.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
547.0,2023-01-21 00:15:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8093,0.005049,491566.0,4665295.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
548.0,2023-01-21 00:16:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80435,0.0050345,653297.0,5787144.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
549.0,2023-01-21 00:17:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7975,0.0050305,466050.0,4814186.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
550.0,2023-01-21 00:18:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.79985,0.0050565,278899.0,12168098.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
551.0,2023-01-21 00:19:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.79955,0.00507,236155.0,2397978.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
552.0,2023-01-21 00:20:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80375,0.005089,187567.0,3789625.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
553.0,2023-01-21 00:21:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80565,0.0050875,179147.0,2183619.7,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
554.0,2023-01-21 00:22:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80135,0.0050925,158247.0,1759289.8,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
555.0,2023-01-21 00:23:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7986500000000001,0.005084,209270.0,1339875.0,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
556.0,2023-01-21 00:24:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7981,0.0050895,230230.0,2281573.1,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
557.0,2023-01-21 00:25:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80155,0.0050945,132095.0,506370.3,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
558.0,2023-01-21 00:26:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80365,0.0050915,127750.0,1725550.9,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
559.0,2023-01-21 00:27:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8059,0.0051005,151361.0,1928844.7,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
560.0,2023-01-21 00:28:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8039499999999999,0.0051,252586.0,1364775.5,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
561.0,2023-01-21 00:29:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8021,0.0050904999999999,68499.0,996056.9,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
562.0,2023-01-21 00:30:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.79905,0.0050875,122774.0,1831158.1,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
563.0,2023-01-21 00:31:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80095,0.005093,82877.0,71375.5,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
564.0,2023-01-21 00:32:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8036,0.0051015,56762.0,632038.5,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
565.0,2023-01-21 00:33:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.80495,0.0051105,175508.0,3922780.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
566.0,2023-01-21 00:34:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8042,0.0051065,116926.0,1492851.4,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
567.0,2023-01-21 00:35:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.8032999999999999,0.0051015,77684.0,840819.4,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
568.0,2023-01-21 00:36:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.79795,0.005098,132603.0,5864434.8,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
569.0,2023-01-21 00:37:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7928,0.0050845,298111.0,4455105.6,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
570.0,2023-01-21 00:38:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7970999999999999,0.0051005,126836.0,2068711.2,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
571.0,2023-01-21 00:39:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.79735,0.0051059999999999,92930.0,792429.7,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
572.0,2023-01-21 00:40:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7974,0.005108,81305.0,2008146.8,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
573.0,2023-01-21 00:41:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7971,0.005104,77433.0,2760932.8,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
574.0,2023-01-21 00:42:59.999,1.0,long,651.4233600416911,-130439.24845739445,0.76755,0.005064,0.7981,0.0050995,64630.0,3836141.3,2.0,10000,0,0,0,0,0,0,0,0.0,0.0
