coin1,coin2,in_sample_correlation,in_sample_correlation_pvalue,in_sample_residuals_adf_p_value,in_sample_alpha,in_sample_beta,in_sample_half_file,in_sample_hurst,in_sample_coin1_lookback,in_sample_coin2_lookback,out_of_sample_correlation,out_of_sample_correlation_p_value,out_of_sample_spread_adf_p_value,out_of_sample_mean,out_of_sample_std,out_of_sample_half_file,out_of_sample_hurst
FILUSDT,LINKUSDT,0.9718588793066112,0.0,0.015407720581946222,-2.2943160508160614,1.9905429390738452,968.0,0.4770142584900684,2334,2438,0.9190543097414332,0.0,0.2873433383727799,0.05529170553374486,0.03194183180894413,707.0,0.38426193623840316
FILUSDT,DOTUSDT,0.9786018139105872,0.0,0.0056186207191321995,-0.7843711110796332,1.2955344843436745,834.0,0.4600386246210918,2334,2337,0.9201291094661157,0.0,0.940869096470877,0.009994531474008691,0.03889261096969254,90500.0,0.4500737643440634
FILUSDT,LUNCUSDT,0.9213953419005386,0.0,0.0015861168368320753,19.788600028545115,2.119655790173869,807.0,0.4571452509805159,2334,2152,0.8290125245766531,0.0,0.1514215319587799,0.09716552211395708,0.04983967444687017,510.0,0.484627891486915
FILUSDT,JASMYUSDT,0.9658627386455033,0.0,0.000935094972296191,6.373877374388215,0.9181781086924143,807.0,0.4654371368155694,2334,2161,0.9356351148297559,0.0,0.7619091545242862,0.060942265940032325,0.03644756445526229,2439.0,0.4399663983477614
LINKUSDT,DOTUSDT,0.9782174568882398,0.0,0.04397813995000225,0.7885781045245821,0.6322808469098573,953.0,0.444915976582013,2438,2337,0.982436147938829,0.0,0.4635929155807292,-0.019385882429605244,0.014457249043949093,800.0,0.4180540789306377
LINKUSDT,LUNCUSDT,0.9479339130243098,0.0,3.655777094595546e-05,11.092532164680353,1.0647043947097434,499.0,0.44587223508602963,2438,2152,0.8962146643341711,0.0,0.042820385262298026,0.02104746559718169,0.019642180366797605,335.0,0.4898772694507462
LINKUSDT,ATOMUSDT,0.9744388629899066,0.0,0.00592552552928965,0.13238213490490813,0.6983352636897735,829.0,0.45809525263561096,2438,2449,0.9762253233958051,0.0,0.006245486182537965,0.0023022333928191807,0.008708762933810801,198.0,0.4303830923998335
LINKUSDT,EURUSDT,0.8202704552206064,0.0,0.04831701200748375,1.3602304976706603,6.4733143160173565,1733.0,0.5006951825367227,2438,2404,0.8459340162549935,0.0,0.46409644290787094,0.02634952086248546,0.029020105265812737,1021.0,0.44553605421021436
LINKUSDT,JASMYUSDT,0.9442114353754396,0.0,0.009885429503224546,4.227690004869951,0.4382404232878876,1203.0,0.469390507174251,2438,2161,0.9712546425512136,0.0,0.16672881324629862,0.007460274317985665,0.01518953480987369,536.0,0.40327737948634124
DOTUSDT,LUNCUSDT,0.9166142076578399,0.0,0.007051189400157913,15.502284185291945,1.5928062567634518,937.0,0.46751535091142815,2337,2152,0.9079260796405753,0.0,0.07562926190193986,0.07031105160212833,0.03422540348575972,419.0,0.48701884273241164
DOTUSDT,JASMYUSDT,0.9692597631214551,0.0,0.00024203611082536085,5.455146126288403,0.6959992076872239,789.0,0.45428024188679134,2337,2161,0.9761710110544877,0.0,0.002365505409644686,0.041879505062690565,0.008744170712529222,166.0,0.37504095939730187
TRXUSDT,LUNCUSDT,0.876671784208321,0.0,0.006854344240828029,4.902583970975986,0.891948139828894,1042.0,0.4628750079009634,2366,2152,0.8826398955232532,0.0,0.16410353094664676,0.016567941965126495,0.022004164239943516,515.0,0.4898615330287018
TRXUSDT,JASMYUSDT,0.8803006561664306,0.0,0.04099867192548059,-0.8319910771984684,0.37010571668359526,2005.0,0.5156487796642181,2366,2161,0.8805968405859317,0.0,0.262312859104162,0.004588741512770548,0.01012177656004881,703.0,0.4379864890606028
LUNCUSDT,ATOMUSDT,0.9480971351153421,0.0,2.7151317476267647e-06,-10.171589006206876,0.6049384999007414,423.0,0.44931307290186057,2152,2449,0.9053484576323194,0.0,0.029097134367348423,-0.01081230726033607,0.019045182293079475,334.0,0.489058256549585
LUNCUSDT,EURUSDT,0.7682876883345069,0.0,0.0018196784132399996,-9.09337095546491,5.398119737259947,960.0,0.4620850011811827,2152,2404,0.842502746421239,0.0,0.20148254382134423,0.012253117970992286,0.03349447080982376,659.0,0.502673607973402
LUNCUSDT,JASMYUSDT,0.9284442837517299,0.0,3.319837038229446e-05,-6.601760923546877,0.38366133997131113,561.0,0.4463012700149835,2152,2161,0.8586678044021103,0.0,0.07510627745922062,-0.007153262296454009,0.02521526355715251,476.0,0.492951277897662
ATOMUSDT,EURUSDT,0.7913222939056694,0.0,0.04036929493799707,1.7969483418456773,8.713921640902978,1964.0,0.5057964071435122,2449,2404,0.8836369298727922,0.0,0.42566711137796087,0.0403634233082833,0.03669651083609445,1041.0,0.44861814143895484
