index,close_time,transaction_id,positions,ETHUSDT_units,XRPUSDT_units,entry_ETHUSDT_price,entry_XRPUSDT_price,historical_ETHUSDT_mid,historical_XRPUSDT_mid,historical_ETHUSDT_vol,historical_XRPUSDT_vol,signal,portfolio_value,ETHUSDT_raw_pnl,XRPUSDT_raw_pnl,ETHUSDT_cost,XRPUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
10.0,2023-01-20 16:53:59.999,,,0.0,0.0,,,1590.9450000000002,0.3977,809.9337,533849.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
11.0,2023-01-20 16:54:59.999,,,0.0,0.0,,,1591.63,0.3974,786.4548,316847.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
12.0,2023-01-20 16:55:59.999,,,0.0,0.0,,,1589.245,0.3968,760.9385,1035597.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
13.0,2023-01-20 16:56:59.999,,,0.0,0.0,,,1587.56,0.3964499999999999,373.3549,161868.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
14.0,2023-01-20 16:57:59.999,,,0.0,0.0,,,1587.5700000000002,0.3964499999999999,457.4738,742356.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
15.0,2023-01-20 16:58:59.999,,,0.0,0.0,,,1585.39,0.3964999999999999,809.2374,330335.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
16.0,2023-01-20 16:59:59.999,,,0.0,0.0,,,1584.215,0.3966,335.4183,367451.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
17.0,2023-01-20 17:00:59.999,,,0.0,0.0,,,1586.6,0.3972,666.0841,800336.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
18.0,2023-01-20 17:01:59.999,,,0.0,0.0,,,1587.475,0.3974,291.4886,325232.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
19.0,2023-01-20 17:02:59.999,,,0.0,0.0,,,1587.4450000000002,0.3969,288.1506,390580.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
20.0,2023-01-20 17:03:59.999,,,0.0,0.0,,,1587.935,0.397,187.5174,207685.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 17:04:59.999,,,0.0,0.0,,,1588.64,0.39725,370.108,202179.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
22.0,2023-01-20 17:05:59.999,,,0.0,0.0,,,1588.925,0.39735,442.3178,440693.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 17:06:59.999,,,0.0,0.0,,,1590.365,0.3977,535.1032,360435.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 17:07:59.999,,,0.0,0.0,,,1589.115,0.3977,401.8698,368463.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 17:08:59.999,,,0.0,0.0,,,1588.8000000000002,0.3981,342.3714,702715.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 17:09:59.999,,,0.0,0.0,,,1589.24,0.39825,235.7068,223741.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 17:10:59.999,,,0.0,0.0,,,1588.5700000000002,0.39805,430.4516,296691.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 17:11:59.999,,,0.0,0.0,,,1589.27,0.398,265.0098,176159.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 17:12:59.999,,,0.0,0.0,,,1590.36,0.39805,213.6598,113913.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 17:13:59.999,,,0.0,0.0,,,1590.07,0.3978,328.9877,358643.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 17:14:59.999,,,0.0,0.0,,,1588.2199999999998,0.39735,256.25,269248.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 17:15:59.999,,,0.0,0.0,,,1588.32,0.39735,287.8588,282948.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 17:16:59.999,,,0.0,0.0,,,1590.47,0.3977,470.3565,400452.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 17:17:59.999,,,0.0,0.0,,,1590.375,0.39715,500.5536,559916.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 17:18:59.999,,,0.0,0.0,,,1590.305,0.3967,338.7052,405359.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 17:19:59.999,,,0.0,0.0,,,1590.01,0.3962,268.6864,327483.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 17:20:59.999,,,0.0,0.0,,,1590.525,0.39635,412.2902,274113.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 17:21:59.999,,,0.0,0.0,,,1590.6799999999998,0.3967,294.6719,253891.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 17:22:59.999,,,0.0,0.0,,,1590.35,0.39685,1897.5982,277957.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 17:23:59.999,,,0.0,0.0,,,1590.255,0.3964,1677.3559,179805.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 17:24:59.999,,,0.0,0.0,,,1590.01,0.3963,178.0316,133098.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 17:25:59.999,,,0.0,0.0,,,1588.945,0.39605,241.8182,181307.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 17:26:59.999,,,0.0,0.0,,,1588.165,0.39585,209.2955,418128.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 17:27:59.999,,,0.0,0.0,,,1588.48,0.396,339.5982,833412.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 17:28:59.999,,,0.0,0.0,,,1589.12,0.39605,284.9545,195582.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 17:29:59.999,,,0.0,0.0,,,1587.83,0.39585,297.8255,270775.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 17:30:59.999,,,0.0,0.0,,,1588.2,0.3955999999999999,229.6448,136862.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 17:31:59.999,,,0.0,0.0,,,1589.42,0.396,397.472,432627.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 17:32:59.999,,,0.0,0.0,,,1589.675,0.39605,101.2886,110072.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 17:33:59.999,,,0.0,0.0,,,1589.295,0.3959,107.9866,279793.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 17:34:59.999,,,0.0,0.0,,,1589.285,0.39585,306.9286,160445.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 17:35:59.999,,,0.0,0.0,,,1588.86,0.3958,212.4814,193652.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
53.0,2023-01-20 17:36:59.999,,,0.0,0.0,,,1587.165,0.39525,430.6387,564120.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
54.0,2023-01-20 17:37:59.999,,,0.0,0.0,,,1586.42,0.3951,324.9839,227482.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
55.0,2023-01-20 17:38:59.999,,,0.0,0.0,,,1586.995,0.3951,406.6144,284382.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
