index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_MATICUSDT,actual_MATICUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_MATICUSDT,log_prediction_MATICUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_3240_minutes,actual_spread_rolling_sd_3240_minutes,predicted_spread_rolling_mean_3240_minutes,predicted_spread_rolling_sd_3240_minutes,predicted_rolling_z_score_3240_minutes,actual_rolling_z_score_3240_minutes,actual_rolling_z_score_3240_minutes_lag_1,predicted_spread_rolling_sd_3240_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_MATICUSDT_mid,historical_MATICUSDT_vol,signal_3240_minutes,threshold_3240_minutes,delayed_signal_3240_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,0.973146922180961,0.97574997,-0.9250792379072343,-0.9263773966050354,-0.024548903666993534,-0.02722020903712409,0.02850254825096077,0.0283134063746886,0.01958808914243163,0.014920252443851891,0.0195908396697715,0.01491877200315053,0.5973486677929861,0.5847968903403082,0.0,0.01491877200315053,0.0283133892564957,0.3964999999999999,330335.0,0.97575,161667.7,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,0.9718624769455478,0.97445,-0.9248270628964415,-0.9260146798136826,-0.02588206971410382,-0.028540969155513532,0.02960062360680349,0.02930784718907442,0.019596431520523615,0.014918128116628687,0.019599518281426514,0.014916861274355509,0.6704564144851631,0.6509808464324589,0.5847968903403082,0.014918294320951774,0.0293078471890743,0.3966,367451.0,0.97445,67740.3,0,2.0,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,0.9707750063695804,0.9763,-0.9233153468111195,-0.9264384326738009,-0.023985362750511312,-0.029660550857091454,0.029800219363469216,0.02976353524130715,0.01960504146348656,0.014915943279509505,0.01960818715244058,0.01491471681748871,0.6833540546393516,0.6810493702919633,0.6509808464324589,0.01491781663875302,0.029763535241307,0.3972,800336.0,0.9763,99028.6,0,2.0,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,0.971968500052183,0.9771,-0.9228119488644206,-0.9252233356986732,-0.023166278031839585,-0.028431882400548752,0.03033123157569606,0.029810892038268255,0.019613494527038026,0.014913963993252751,0.01961680144991635,0.014912850997328954,0.7184696023381965,0.6837482989662338,0.6810493702919633,0.014917338956554265,0.029810892038268,0.3974,325232.0,0.9771,20251.6,0,2.0,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,0.9725139378095178,0.97685,-0.9240709191931175,-0.9253336911307692,-0.023422169944492574,-0.027870871654429447,0.029908522635051615,0.028694394446999727,0.019621495485904094,0.014911879830509425,0.01962466951464496,0.014910673746922539,0.689697413742231,0.608434286234835,0.6837482989662338,0.014916861274355509,0.0286943944469998,0.3969,390580.0,0.97685,33532.0,0,2.0,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,0.9723344682950548,0.9774,-0.9238190486727818,-0.927438572971053,-0.022859294146082558,-0.028055430527408044,0.0279063974922239,0.028632873055101093,0.019629629348011348,0.014909605356113744,0.019632183117879974,0.014908013734392093,0.5550178931788678,0.6038552659207662,0.608434286234835,0.01491632516013881,0.0286329234329361,0.397,207685.0,0.9774,40894.9,0,2.0,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,0.9729539895806492,0.9781,-0.9231894735653117,-0.927155985030084,-0.022143364685689858,-0.02741848508722805,0.02783435382520627,0.02886384068424086,0.019637745382680333,0.014907472539065228,0.019640274419533938,0.014905867685043718,0.5497217323278756,0.6188906454386163,0.6038552659207662,0.014915789045922109,0.0288638406842407,0.39725,202179.0,0.9781,22545.8,0,2.0,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,0.9739849131071316,0.9782,-0.9229377745959487,-0.9263339115453708,-0.02204113087688028,-0.02635946508263553,0.028066797581174363,0.02905861901688722,0.019645907965928893,0.01490538809445453,0.019648506204008265,0.01490382222645836,0.5648411024536598,0.6314972137129578,0.6188906454386163,0.01491525293170541,0.0290586190168871,0.39735,440693.0,0.9782,92579.3,0,2.0,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,0.9742180365176428,0.97885,-0.9220573267684922,-0.9261083729870486,-0.021376865759585393,-0.026120143597500978,0.028159089305866525,0.02956922448137911,0.01965415369029038,0.01490348557003419,0.01965677786048957,0.014901934811735738,0.5705508414035687,0.6652853619038316,0.6314972137129578,0.01491471681748871,0.0295692244813789,0.3977,360435.0,0.97885,80293.8,0,2.0,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,0.9748813937778747,0.97855,-0.9220573267684922,-0.9246847352177155,-0.021683394831158876,-0.025439462791243782,0.029203744962099765,0.029739890429652527,0.019662489665229516,0.014901571020393146,0.019665433588492976,0.014900214227451088,0.6401459219313832,0.6762643180797416,0.6652853619038316,0.014914250362448771,0.0297398904296524,0.3977,368463.0,0.97855,35265.5,0,2.0,0
10,2023-01-20 17:08:59.999,0.3969564167122243,0.3981,0.9745281157206558,0.97785,-0.9210520489758656,-0.9239287859026845,-0.02239899494347903,-0.025801909018539834,0.0301614931758849,0.031143592329744063,0.019671364245879716,0.014899843742535527,0.019674600941013937,0.01489868408279592,0.7038804351171242,0.7699562681395008,0.6762643180797416,0.014913783907408832,0.0311435923297439,0.3981,702715.0,0.97785,63255.1,0,2.0,0
11,2023-01-20 17:09:59.999,0.3979753345906591,0.39825,0.973762422296616,0.9788,-0.9206753301919791,-0.9213652490084331,-0.02142794741362045,-0.026587924706159765,0.03316265940166063,0.030979661749929943,0.019680266425740278,0.014897980909084643,0.01968442637420554,0.014897564298337182,0.9047272935052537,0.7584514568211995,0.7699562681395008,0.014913317452368893,0.0309796617499298,0.39825,223741.0,0.9788,82775.6,0,2.0,0
12,2023-01-20 17:10:59.999,0.3984589250933589,0.39805,0.9745316982175108,0.979,-0.9211776534475499,-0.9201508598576635,-0.021223636451626688,-0.025798232890357986,0.033937372465931204,0.030363584441954528,0.019688938810011256,0.014896018878508306,0.01969333511783474,0.014895822761404852,0.9562437453943686,0.71661064066886,0.7584514568211995,0.014912850997328954,0.0303635844419544,0.39805,296691.0,0.979,100052.9,0,2.0,0
13,2023-01-20 17:11:59.999,0.3979261511150145,0.398,0.9748599510197306,0.97969997,-0.9213032736976993,-0.9214888408764984,-0.02050890725315982,-0.025461458281263293,0.032411885714864974,0.02984002498235616,0.01969729376729982,0.01489411839998889,0.019701216813257105,0.01489349458848222,0.853437641924386,0.6809890281967886,0.71661064066886,0.01491230668472735,0.0298400079331813,0.398,176159.0,0.9797,43980.8,0,2.0,0
14,2023-01-20 17:12:59.999,0.3972886179559407,0.39805,0.9764083938951116,0.97985,-0.9211776534475499,-0.9230922650593979,-0.020355780257073897,-0.02387434372118584,0.02992480501604733,0.029880388836239002,0.01970557329733477,0.014892320599698064,0.01970872640801626,0.014891104572847688,0.6860524387599144,0.683225657867621,0.6809890281967886,0.014911762372125745,0.0298803888362388,0.39805,113913.0,0.97985,76649.6,0,2.0,0
15,2023-01-20 17:13:59.999,0.3969022786971657,0.3978,0.9773875853314388,0.9796,-0.9218059125622653,-0.9240651779720933,-0.02061095390412435,-0.022871995954355337,0.028393815731516114,0.029394202550781623,0.01971358294181691,0.014890550472368006,0.019716261199388553,0.01488903356472146,0.5828151635502005,0.6501183167760506,0.683225657867621,0.014911218059524143,0.0293942025507817,0.3978,358643.0,0.9796,96759.7,0,2.0,0
16,2023-01-20 17:14:59.999,0.3965274559345401,0.39735,0.9774512660408422,0.979,-0.9229377745959487,-0.9250099945680648,-0.021223636451626688,-0.022806844078146968,0.027412724577057235,0.028603463293555675,0.019721212475821252,0.0148887704909595,0.01972358566684292,0.014887086258836958,0.5164972363648428,0.5965738287877934,0.6501183167760506,0.014910673746922539,0.0286034632935554,0.39735,269248.0,0.979,22697.2,0,2.0,0
17,2023-01-20 17:15:59.999,0.3962328742465158,0.39735,0.9767341191047978,0.97905,-0.9229377745959487,-0.9257531742917916,-0.021172565232800956,-0.023540804094110062,0.027078191189797374,0.028575028411521042,0.019728662504977464,0.014887159705454678,0.01973093017812921,0.01488542249420968,0.49358767038867685,0.5942279173173817,0.5965738287877934,0.014910008743789928,0.0285750284115209,0.39735,282948.0,0.97905,38761.5,0,2.0,0
