index,close_time,historical_spread,historical_LTCUSDT_mid,historical_LTCUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_rolling_mean_3960_minutes,historical_rolling_sd_3960_minutes,historical_rolling_z_score_3960_minutes,historical_rolling_z_score_3960_minutes_lag_1,rolling_sd_3960_minutes,algo_trading_rolling_sd_3960_minutes_percentile_75th,signal_3960_minutes,threshold_3960_minutes,delayed_signal_3960_minutes
0,2023-01-20 14:33:59.999,0.0138026084408799,84.36500000000001,778.448,0.0001696949999999,67970053.93,0.014950639096335603,0.02368182821475257,-0.04847728161209018,0.0,,3.30633051857028e-05,0,2.0,0.0
1,2023-01-20 14:34:59.999,0.0138493670154904,84.39500000000001,234.368,0.000169745,53366552.28,0.014953741467372307,0.023680879017113677,-0.04663570347552549,-0.04847728161209018,3.30633051857028e-05,3.30633051857028e-05,0,2.0,0.0
2,2023-01-20 14:35:59.999,0.0133850635760275,84.46000000000001,86.941,0.000169945,356334435.35,0.014956703317573207,0.023679949124704155,-0.06637006411074127,-0.04663570347552549,0.00025563899101444155,0.00019999506955725686,0,2.5,0.0
3,2023-01-20 14:36:59.999,0.0135651310457163,84.47,81.771,0.000169935,50985868.67,0.014959634714884937,0.023679058148834056,-0.05889185542784361,-0.06637006411074127,0.00021635573633265186,0.0002359973636735467,0,2.0,0.0
4,2023-01-20 14:37:59.999,0.0137401982349842,84.49,179.114,0.000169945,40989281.1,0.014962417353876508,0.023678267208010636,-0.05161776020834905,-0.05889185542784361,0.00019161154178651878,0.0002261765500030993,0,2.0,0.0
5,2023-01-20 14:38:59.999,0.012917722004051,84.47,1230.573,0.00017004,156258183.42,0.014964957853978455,0.023677507977506427,-0.08646331581314737,-0.05161776020834905,0.0003511552294412128,0.00025563899101444155,0,2.5,0.0
6,2023-01-20 14:39:59.999,0.0122514498408765,84.51,347.552,0.0001702249999999,27022409.78,0.014967239137793182,0.0236768112169621,-0.11470249401537175,-0.08646331581314737,0.0005841122881909844,0.00032727616983451997,0,2.5,0.0
7,2023-01-20 14:40:59.999,0.0129475233480391,84.535,115.366,0.00017016,36257646.97,0.014969730149126361,0.023676079670932243,-0.0854113869016068,-0.11470249401537175,0.0005599900206188169,0.00045557262503001484,0,2.5,0.0
8,2023-01-20 14:41:59.999,0.0107967526046159,84.595,691.661,0.000170625,25773571.28,0.014971582922316288,0.023675465955847536,-0.17633571924143096,-0.0854113869016068,0.000987295782250499,0.0005660205875118588,0,2.5,0.0
9,2023-01-20 14:42:59.999,0.0076187589997953,84.64,1034.013,0.00017123,114361871.51,0.01497266109763332,0.023675033863712416,-0.3106184405129664,-0.17633571924143096,0.0019475355277301944,0.0005841122881909844,0,2.5,0.0
10,2023-01-20 14:43:59.999,0.0051791736324915,84.625,179.147,0.0001716,39785861.64,0.014973016708391197,0.02367487618140351,-0.4136808573297928,-0.3106184405129664,0.002875613295915393,0.0008864999087356204,0,2.5,0.0
11,2023-01-20 14:44:59.999,0.0023538364075967,84.595,106.257,0.000172005,435175234.97,0.014972685316383514,0.023675043632401874,-0.5330021394983427,-0.4136808573297928,0.0038716413106349226,0.0014674156549903468,0,2.5,0.0
12,2023-01-20 14:45:59.999,0.0032298262991581,84.535,234.224,0.000171745,143548158.48,0.01497269733621252,0.02367503765846101,-0.49600221154696833,-0.5330021394983427,0.004292486557032777,0.002179554969776494,0,2.5,0.0
13,2023-01-20 14:46:59.999,0.0038824297587662,84.425,603.862,0.000171425,479707585.13,0.01497287704081991,0.02367495077649915,-0.4684464769009193,-0.49600221154696833,0.004480368584501591,0.002875613295915393,0,2.5,0.0
