index,close_time,predictions_LTCUSDT,actual_LTCUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_LTCUSDT,log_prediction_LTCUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_3960_minutes,actual_spread_rolling_sd_3960_minutes,predicted_spread_rolling_mean_3960_minutes,predicted_spread_rolling_sd_3960_minutes,predicted_rolling_z_score_3960_minutes,actual_rolling_z_score_3960_minutes,actual_rolling_z_score_3960_minutes_lag_1,predicted_spread_rolling_sd_3960_minutes_percentile_75th,historical_spread,historical_LTCUSDT_mid,historical_LTCUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_3960_minutes,threshold_3960_minutes,delayed_signal_3960_minutes
0,2023-01-20 14:33:59.999,84.21270502694283,84.365,0.0001702485346574,0.000169695,4.435152623650301,4.433345800921699,-8.681507849917734,-8.678251219976685,0.008582482686358084,0.013802608440880881,0.014950639096335603,0.02368182821475257,0.014949031382018516,0.023679054783865432,-0.26886836293814004,-0.04847728161204872,0.0,0.023679054783865432,0.0138026084408799,84.36500000000001,778.448,0.0001696949999999,67970053.93,0,2.0,0
1,2023-01-20 14:34:59.999,84.24765826233235,84.395,0.0001698638238097,0.000169745,4.435508158140891,4.433760773740333,-8.68121324704028,-8.680513478328644,0.011368548757199726,0.013849367015490444,0.014953741467372307,0.023680879017113677,0.014952836344244264,0.023677958080614375,-0.15137654922951602,-0.046635703475523656,-0.04847728161204872,0.023678780608052667,0.0138493670154904,84.39500000000001,234.368,0.000169745,53366552.28,0,2.0,0
2,2023-01-20 14:35:59.999,84.3066322381841,84.46,0.0001699639384485,0.000169945,4.436278049505797,4.434460536150214,-8.680035702672708,-8.679924270189607,0.011450756836291376,0.013385063576028422,0.014956703317573207,0.023679949124704155,0.014955818201066952,0.023677025313103315,-0.1480363904850754,-0.06637006411070237,-0.046635703475523656,0.023678506432239906,0.0133850635760275,84.46000000000001,86.941,0.000169945,356334435.35,0,2.0,0
3,2023-01-20 14:36:59.999,84.38496827247344,84.47,0.0001702232724485,0.000169935,4.436396441739405,4.435389284702993,-8.680094546970713,-8.678399615282371,0.010781500917405928,0.013565131045717216,0.014959634714884937,0.023679058148834056,0.014958579896960806,0.023676161983470403,-0.1764255111310321,-0.05889185542780492,-0.06637006411070237,0.02367823225642714,0.0135651310457163,84.47,81.771,0.000169935,50985868.67,0,2.0,0
4,2023-01-20 14:37:59.999,84.39680471588431,84.49,0.0001702255994703,0.000169945,4.436633184164753,4.4355295420687115,-8.680035702672708,-8.67838594496655,0.010907430302602883,0.013740198234984291,0.014962417353876508,0.023678267208010636,0.0149613936257646,0.0236753657412186,-0.17123128603262938,-0.05161776020834524,-0.05889185542780492,0.023677958080614375,0.0137401982349842,84.49,179.114,0.000169945,40989281.1,0,2.0,0
5,2023-01-20 14:38:59.999,84.41367830877195,84.47,0.0001702306048572,0.00017004,4.436396441739405,4.4357294537405645,-8.679476854473684,-8.678356540967817,0.011076523379876413,0.01291772200405017,0.014964957853978455,0.023677507977506427,0.014963976173979945,0.023674599557053092,-0.16420352896509247,-0.08646331581318246,-0.05161776020834524,0.02367772488873661,0.012917722004051,84.47,1230.573,0.00017004,156258183.42,0,2.0,0
6,2023-01-20 14:39:59.999,84.37730439067084,84.51,0.000170307378382,0.000170225,4.436869870556391,4.435298460116587,-8.678389466595243,-8.677905645444383,0.01017294211702957,0.01225144984087656,0.014967239137793182,0.0236768112169621,0.01496602876237769,0.023673944814818222,-0.2024625250603771,-0.11470249401536918,-0.08646331581318246,0.023677491696858843,0.0122514498408765,84.51,347.552,0.0001702249999999,27022409.78,0,2.0,0
7,2023-01-20 14:40:59.999,84.40721778525949,84.534996,0.0001704711344632,0.00017016,4.43716560247125,4.435652916728084,-8.678771387072292,-8.676944574909523,0.009520092088183496,0.012947476030358729,0.014969730149126361,0.023676079670932243,0.014968354325329102,0.023673249152488553,-0.23014425278301434,-0.08541338544532809,-0.11470249401536918,0.02367725850498108,0.0129475233480391,84.535,115.366,0.00017016,36257646.97,0,2.0,0
8,2023-01-20 14:41:59.999,84.43932023559151,84.595,0.0001704220618461,0.000170625,4.43787516321076,4.436033172682339,-8.67604239202505,-8.677232481021878,0.01020210501890606,0.0107967526046151,0.014971582922316288,0.023675465955847536,0.014970378812772382,0.02367259846509736,-0.20142587223352842,-0.17633571924146474,-0.08541338544532809,0.023677025313103315,0.0107967526046159,84.595,691.661,0.000170625,25773571.28,0,2.0,0
9,2023-01-20 14:42:59.999,84.47724940260942,84.64,0.0001708974393355,0.00017123,4.438406968109989,4.436482260273173,-8.672502875963394,-8.674446951363407,0.007731654011814193,0.007618758999795361,0.01497266109763332,0.023675033863712416,0.014970833022125667,0.023672324679218378,-0.3058076935159078,-0.31061844051296383,-0.17633571924146474,0.023676809480695088,0.0076187589997953,84.64,1034.013,0.00017123,114361871.51,0,2.0,0
10,2023-01-20 14:43:59.999,84.5110534426064,84.625,0.0001714903562078,0.0001716,4.438229731232439,4.436882335779923,-8.670344370910412,-8.670983524963848,0.004501681271244173,0.005179173632492429,0.014973016708391197,0.02367487618140351,0.014970373099343697,0.02367247204502977,-0.4422306131858971,-0.4136808573297536,-0.31061844051296383,0.023676593648286857,0.0051791736324915,84.625,179.147,0.0001716,39785861.64,0,2.0,0
11,2023-01-20 14:44:59.999,84.50516347980405,84.595,0.0001718492470892,0.000172005,4.43787516321076,4.436812638766087,-8.667987011805897,-8.668892935887223,0.0022408191111153997,0.0023538364075958995,0.014972685316383514,0.023675043632401874,0.014969471010348354,0.02367291908841268,-0.5376883117664741,-0.5330021394983765,-0.4136808573297536,0.02367637781587863,0.0023538364075967,84.595,106.257,0.000172005,435175234.97,0,2.0,0
12,2023-01-20 14:45:59.999,84.4760211495713,84.534996,0.0001721506707588,0.00017174499,4.43716560247125,4.43646772071399,-8.669499797592954,-8.667140471824858,5.912777032257566e-05,0.0032298400085242207,0.01497269733621252,0.02367503765846101,0.014968932234075206,0.023673234644327655,-0.6298169509896346,-0.49600163248279455,-0.5330021394983765,0.023676161983470403,0.0032298262991581,84.535,234.224,0.000171745,143548158.48,0,2.0,0
13,2023-01-20 14:46:59.999,84.42299230866602,84.425,0.000171786276336,0.000171425,4.435863566271632,4.435839785220917,-8.671364704793845,-8.669259433234629,0.0016520947201748015,0.0038824297587662926,0.01497287704081991,0.02367495077649915,0.014969514056139114,0.023672908039458488,-0.5625595010873428,-0.4684464769009154,-0.49600163248279455,0.023675962922907454,0.0038824297587662,84.425,603.862,0.000171425,479707585.13,0,2.0,0
14,2023-01-20 14:47:59.999,84.32565552620008,84.415,0.0001714214778684,0.000171345,4.435745110929157,4.4346861547236065,-8.671831490110254,-8.671385251200634,0.0027265530838258556,0.004253216289575867,0.014973027242267662,0.023674880880175258,0.01496993547903655,0.023672691728304354,-0.5171943493258032,-0.45279260355934003,-0.4684464769009154,0.023675763862344504,0.0042532162895767,84.41499999999999,116.13,0.000171345,79658066.12,0,2.0,0
15,2023-01-20 14:48:59.999,84.3020795270461,84.445,0.0001713662968975,0.0001714,4.436100434869885,4.4344065328772935,-8.671510551800594,-8.671707205339251,0.002784374255430322,0.004272161911818451,0.014973177347298966,0.023674811148891663,0.014970100143791803,0.023672614495678736,-0.5147604583594219,-0.452000033629898,-0.45279260355934003,0.02367556480178155,0.0042721619118175,84.445,330.271,0.0001714,20334248.65,0,2.0,0
16,2023-01-20 14:49:59.999,84.31470318275748,84.52,0.0001715119751124,0.00017139,4.436988192747856,4.434556264778616,-8.671568896559794,-8.670857468067702,0.0020434889074110174,0.005221071454771575,0.014973731302167646,0.023674557292299992,0.0149704669137822,0.023672459966482682,-0.5460766656559651,-0.41194687304957817,-0.452000033629898,0.0236753657412186,0.0052210714547715,84.52,356.874,0.00017139,30642513.44,0,2.0,0
17,2023-01-20 14:50:59.999,84.38129999771924,84.525,0.0001716167419126,0.000171325,4.43704734859395,4.435345813044915,-8.671948220492387,-8.67024681207619,0.002193003156534701,0.005677800113977227,0.014974276359262333,0.023674318418855467,0.014971049579862504,0.02367220071288754,-0.5397912335362728,-0.3926818960870656,-0.41194687304957817,0.023675174195177222,0.0056778001139772,84.525,164.728,0.000171325,7945904.52,0,2.0,0
18,2023-01-20 14:51:59.999,84.40475656936609,84.56,0.000171606463867,0.000171425,4.437461341561982,4.435623757470834,-8.671364704793845,-8.67030670339723,0.0025337202127602154,0.0054802050491167265,0.014974555547297215,0.023674199935609062,0.014971414715352115,0.023672036472864463,-0.5254171738392418,-0.4010420848013434,-0.3926818960870656,0.023674982649135846,0.0054802050491176,84.56,175.786,0.000171425,16231477.5,0,2.0,0
19,2023-01-20 14:52:59.999,84.44137438871414,84.58,0.0001716780036318,0.000171555,4.437697832044343,4.4360574993601425,-8.670606643062984,-8.669889907575637,0.0025306146662877893,0.004922164237893156,0.01497470527978657,0.02367413448147877,0.014971563626008861,0.02367197146114092,-0.5255560982803523,-0.42462126967124914,-0.4010420848013434,0.02367479110309447,0.0049221642378931,84.58,472.434,0.000171555,32490494.49,0,2.0,0
20,2023-01-20 14:53:59.999,84.45395700173293,84.62,0.0001717278743001,0.00017155,4.438170645291922,4.4362064983045,-8.670635788659816,-8.669599460196281,0.0023751931094615486,0.005425525246704588,0.014975048528542933,0.02367398617206098,0.014971867550148822,0.02367184397237838,-0.532137439541498,-0.40337622960632974,-0.42462126967124914,0.023674599557053092,0.0054255252467037,84.62,174.526,0.00017155,34075505.5,0,2.0,0
21,2023-01-20 14:54:59.999,84.48567593838008,84.655,0.0001716830955997,0.000171305,4.438584173580195,4.436582004471619,-8.672064964502093,-8.669860248025318,0.003024033337277743,0.007336985543012098,0.014975843598746302,0.023673676769550758,0.014972826226804502,0.02367144979650508,-0.5047765553967426,-0.3226730739839852,-0.40337622960632974,0.023674435871494374,0.0073369855430129,84.655,243.19,0.000171305,34587056.39,0,2.0,0
22,2023-01-20 14:55:59.999,84.50718836477705,84.64,0.0001714222847031,0.00017117,4.438406968109989,4.436836600150577,-8.672853343256701,-8.6713805444812,0.004872065355978172,0.007986086910667822,0.014976588235985909,0.02367341052339822,0.014974037232986665,0.023670966369781197,-0.42676634824275117,-0.29528915229214,-0.3226730739839852,0.02367427218593566,0.0079860869106678,84.64,113.447,0.00017117,27530509.94,0,2.0,0
23,2023-01-20 14:56:59.999,84.47875721693886,84.74,0.0001712759552483,0.00017141,4.439587745198413,4.436500108876009,-8.671452210445308,-8.672234528812803,0.005430642712452638,0.007698324143037283,0.01497720533048418,0.0236731889420252,0.014974795190969404,0.02367068636482405,-0.4032055653738839,-0.30747362365385666,-0.29528915229214,0.02367410850037694,0.007698324143039,84.74000000000001,2055.868,0.00017141,9443360.15,0,2.0,0
24,2023-01-20 14:57:59.999,84.56896266335936,84.755,0.0001715045467118,0.00017142,4.43976474157045,4.437567327706834,-8.671393872493537,-8.670900780270635,0.005099947743673283,0.007814175985021876,0.014977897788385132,0.023672939302100522,0.014975403986303659,0.023670471080573217,-0.4172057332114248,-0.30261226592709645,-0.30747362365385666,0.023673944814818222,0.0078141759850218,84.755,134.91,0.0001714199999999,7712622.74,0,2.0,0
25,2023-01-20 14:58:59.999,84.59948900701278,84.73,0.0001714945146065,0.000171405,4.439469730210373,4.4379282264877045,-8.671481380697488,-8.670959276671553,0.005522157126568672,0.007610882757720816,0.014978412376014444,0.023672757008359628,0.014976025035633366,0.02367024534512457,-0.3993988136253913,-0.31122397850372524,-0.30261226592709645,0.023673770899235804,0.0076108827577208,84.72999999999999,214.603,0.000171405,14904422.4,0,2.0,0
26,2023-01-20 14:59:59.999,84.6019169177704,84.725,0.0001714488274328,0.000171355,4.439410717493115,4.4379569249579625,-8.671773130028534,-8.671225718199175,0.005830115349676035,0.007857655128881369,0.014978925346258292,0.02367258069185092,0.014976615623966804,0.02367003855755604,-0.3864167881285934,-0.30082356926249104,-0.31122397850372524,0.023673596983653386,0.0078576551288804,84.725,83.417,0.000171355,9714721.4,0,2.0,0
