index,close_time,predictions_LTCUSDT,actual_LTCUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_LTCUSDT,log_prediction_LTCUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_2880_minutes,actual_spread_rolling_sd_2880_minutes,predicted_spread_rolling_mean_2880_minutes,predicted_spread_rolling_sd_2880_minutes,predicted_rolling_z_score_2880_minutes,actual_rolling_z_score_2880_minutes,actual_rolling_z_score_2880_minutes_lag_1,predicted_spread_rolling_sd_2880_minutes_percentile_75th,historical_spread,historical_LTCUSDT_mid,historical_LTCUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_2880_minutes,threshold_2880_minutes,delayed_signal_2880_minutes
0,2023-01-20 14:33:59.999,84.21270502694283,84.365,0.0001702485346574,0.000169695,4.435152623650301,4.433345800921699,-8.681507849917734,-8.678251219976685,0.008582482686358084,0.013802608440880881,0.01872350345130703,0.026530744738226968,0.018719983485751684,0.026526812509777918,-0.3821605326933595,-0.18547896257641985,0.0,0.026526812509777918,0.0138026084408799,84.36500000000001,778.448,0.0001696949999999,67970053.93,0,2.0,0
1,2023-01-20 14:34:59.999,84.24765826233235,84.395,0.0001698638238097,0.000169745,4.435508158140891,4.433760773740333,-8.68121324704028,-8.680513478328644,0.011368548757199726,0.013849367015490444,0.01872702924591788,0.026529421998795547,0.018724475104824955,0.02652517155336632,-0.27731870961986993,-0.18385859407901478,-0.18547896257641985,0.026526402270675018,0.0138493670154904,84.39500000000001,234.368,0.000169745,53366552.28,0,2.0,0
2,2023-01-20 14:35:59.999,84.3066322381841,84.46,0.0001699639384485,0.000169945,4.436278049505797,4.434460536150214,-8.680035702672708,-8.679924270189607,0.011450756836291376,0.013385063576028422,0.01873004034850413,0.026528323352644233,0.01872751369681645,0.026524065529951693,-0.2743454562916821,-0.2014818916907896,-0.18385859407901478,0.026525992031572118,0.0133850635760275,84.46000000000001,86.941,0.000169945,356334435.35,0,2.0,0
3,2023-01-20 14:36:59.999,84.38496827247344,84.47,0.0001702232724485,0.000169935,4.436396441739405,4.435389284702993,-8.680094546970713,-8.678399615282371,0.010781500917405928,0.013565131045717216,0.01873319583366459,0.02652716829868278,0.01873043578683493,0.02652297768266069,-0.2996999418593031,-0.19482157800476566,-0.2014818916907896,0.02652558179246922,0.0135651310457163,84.47,81.771,0.000169935,50985868.67,0,2.0,0
4,2023-01-20 14:37:59.999,84.39680471588431,84.49,0.0001702255994703,0.000169945,4.436633184164753,4.4355295420687115,-8.680035702672708,-8.67838594496655,0.010907430302602883,0.013740198234984291,0.018736460997898382,0.026525974757476152,0.01873374352802844,0.026521771704757988,-0.2950901362302852,-0.18835359712863825,-0.19482157800476566,0.02652517155336632,0.0137401982349842,84.49,179.114,0.000169945,40989281.1,0,2.0,0
5,2023-01-20 14:38:59.999,84.41367830877195,84.47,0.0001702306048572,0.00017004,4.436396441739405,4.4357294537405645,-8.679476854473684,-8.678356540967817,0.011076523379876413,0.01291772200405017,0.018739584577006654,0.02652475969852765,0.01873692471543181,0.026520540054843326,-0.2888478635696716,-0.21948785358005138,-0.18835359712863825,0.026524895047512664,0.012917722004051,84.47,1230.573,0.00017004,156258183.42,0,2.0,0
6,2023-01-20 14:39:59.999,84.37730439067084,84.51,0.000170307378382,0.000170225,4.436869870556391,4.435298460116587,-8.678389466595243,-8.677905645444383,0.01017294211702957,0.01225144984087656,0.018742266103585356,0.02652371325396141,0.01873929167665493,0.026519590045028123,-0.32301968262255903,-0.2447174798098592,-0.21948785358005138,0.02652461854165901,0.0122514498408765,84.51,347.552,0.0001702249999999,27022409.78,0,2.0,0
7,2023-01-20 14:40:59.999,84.40721778525949,84.534996,0.0001704711344632,0.00017016,4.43716560247125,4.435652916728084,-8.678771387072292,-8.676944574909523,0.009520092088183496,0.012947476030358729,0.018745518949956495,0.026522427906850256,0.018742316788602182,0.026518381326715617,-0.34776725573094724,-0.21860905570037342,-0.2447174798098592,0.02652434203580535,0.0129475233480391,84.535,115.366,0.00017016,36257646.97,0,2.0,0
8,2023-01-20 14:41:59.999,84.43932023559151,84.595,0.0001704220618461,0.000170625,4.43787516321076,4.436033172682339,-8.67604239202505,-8.677232481021878,0.01020210501890606,0.0107967526046151,0.018748030646042982,0.026521332492489575,0.018745064340722907,0.026517207119805646,-0.32216663252730443,-0.29980688352214424,-0.21860905570037342,0.026524065529951693,0.0107967526046159,84.595,691.661,0.000170625,25773571.28,0,2.0,0
9,2023-01-20 14:42:59.999,84.47724940260942,84.64,0.0001708974393355,0.00017123,4.438406968109989,4.436482260273173,-8.672502875963394,-8.674446951363407,0.007731654011814193,0.007618758999795361,0.018749186178474576,0.026520775061040284,0.018745361974320928,0.026516966153779912,-0.4153457035256186,-0.41968710013419275,-0.29980688352214424,0.026523793568128944,0.0076187589997953,84.64,1034.013,0.00017123,114361871.51,0,2.0,0
