index,close_time,historical_spread,historical_SOLUSDT_mid,historical_SOLUSDT_vol,historical_DOTUSDT_mid,historical_DOTUSDT_vol,historical_rolling_mean_6480_minutes,historical_rolling_sd_6480_minutes,historical_rolling_z_score_6480_minutes,historical_rolling_z_score_6480_minutes_lag_1,rolling_sd_6480_minutes,algo_trading_rolling_sd_6480_minutes_percentile_75th,signal_6480_minutes,threshold_6480_minutes,delayed_signal_6480_minutes
0,2023-01-20 12:29:59.999,-0.0335105139936446,21.345,2453.71,5.795,2901.53,-0.012846790622908158,0.03933335052850339,-0.5253486695917813,0.0,,7.936065434457371e-05,0,2.0,0.0
1,2023-01-20 12:30:59.999,-0.0336227469073375,21.36,4736.69,5.797,3603.65,-0.012849549582274272,0.03933418070066623,-0.5281207579521638,-0.5253486695917813,7.936065434457371e-05,7.936065434457371e-05,0,2.0,0.0
2,2023-01-20 12:31:59.999,-0.0340300049041535,21.36,3157.96,5.798,191.36,-0.012852409111496812,0.03933504682999434,-0.5383899982167564,-0.5281207579521638,0.00027335145539151163,0.00022485375512977713,0,2.5,0.0
3,2023-01-20 12:32:59.999,-0.0337753919298724,21.335,3736.48,5.794499999999999,921.55,-0.012854954896729444,0.039335867048442046,-0.5318412584468898,-0.5383899982167564,0.0002248359957215471,0.0002490937255565294,0,2.0,0.0
4,2023-01-20 12:33:59.999,-0.0341828256203906,21.335,4773.35,5.7955000000000005,2089.79,-0.012857384919714616,0.03933669813932014,-0.5421258445522533,-0.5318412584468898,0.00027943354947274844,0.00027487197891182084,0,2.5,0.0
5,2023-01-20 12:34:59.999,-0.0342946591040029,21.35,1580.04,5.7975,624.97,-0.012860220639662613,0.03933758107715007,-0.5448845068104826,-0.5421258445522533,0.00031518241793336294,0.00027943354947274844,0,2.5,0.0
6,2023-01-20 12:35:59.999,-0.0350282285160723,21.33,1142.94,5.797000000000001,2856.16,-0.012862990849328836,0.03933851000568729,-0.56344883584912,-0.5448845068104826,0.0005135755763638524,0.0003062452008182093,0,2.5,0.0
7,2023-01-20 12:36:59.999,-0.0361389687789741,21.315,3136.16,5.798,734.42,-0.012865732367324748,0.039339512983879166,-0.5915995050875803,-0.56344883584912,0.00087437737061051,0.0004143789971486077,0,2.5,0.0
8,2023-01-20 12:37:59.999,-0.0356520051946587,21.295,2072.63,5.794499999999999,402.95,-0.012868250807105642,0.03934044925424575,-0.5791432182258102,-0.5915995050875803,0.0009301847784350149,0.0006037760249255168,0,2.5,0.0
9,2023-01-20 12:38:59.999,-0.0357317107821582,21.315,3705.56,5.797,929.69,-0.012870449407174968,0.03934132883627013,-0.5811003860628786,-0.5791432182258102,0.000963403920466639,0.00087437737061051,0,2.5,0.0
