index,close_time,transaction_id,positions,SHIBUSDT_units,SANDUSDT_units,entry_SHIBUSDT_price,entry_SANDUSDT_price,historical_SHIBUSDT_mid,historical_SANDUSDT_mid,historical_SHIBUSDT_vol,historical_SANDUSDT_vol,signal,portfolio_value,SHIBUSDT_raw_pnl,SANDUSDT_raw_pnl,SHIBUSDT_cost,SANDUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
499.0,2023-01-20 22:01:59.999,,,0.0,0.0,,,1.2075e-05,0.7617499999999999,4922973644.0,71375.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
500.0,2023-01-20 22:02:59.999,,,0.0,0.0,,,1.208e-05,0.76495,7052983121.0,116348.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
501.0,2023-01-20 22:03:59.999,,,0.0,0.0,,,1.2055e-05,0.7628999999999999,16590838787.0,51941.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
502.0,2023-01-20 22:04:59.999,,,0.0,0.0,,,1.206e-05,0.7626999999999999,26663122594.0,39758.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
503.0,2023-01-20 22:05:59.999,,,0.0,0.0,,,1.204e-05,0.762,16624479143.0,26367.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
504.0,2023-01-20 22:06:59.999,,,0.0,0.0,,,1.2035e-05,0.7605500000000001,12318702081.0,45498.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
505.0,2023-01-20 22:07:59.999,,,0.0,0.0,,,1.205e-05,0.7603500000000001,5503924972.0,52111.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
506.0,2023-01-20 22:08:59.999,,,0.0,0.0,,,1.2035e-05,0.7609,37445259027.0,84881.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
507.0,2023-01-20 22:09:59.999,,,0.0,0.0,,,1.202e-05,0.76085,10448809796.0,66604.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
508.0,2023-01-20 22:10:59.999,,,0.0,0.0,,,1.202e-05,0.76285,7482058992.0,90300.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
509.0,2023-01-20 22:11:59.999,,,0.0,0.0,,,1.202e-05,0.7669,19753583660.0,94407.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
510.0,2023-01-20 22:12:59.999,,,0.0,0.0,,,1.2045e-05,0.7685500000000001,11491093979.0,76737.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
511.0,2023-01-20 22:13:59.999,,,0.0,0.0,,,1.2045e-05,0.7665,20324822019.0,86306.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
512.0,2023-01-20 22:14:59.999,,,0.0,0.0,,,1.2025e-05,0.76495,22858537024.0,53377.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
513.0,2023-01-20 22:15:59.999,,,0.0,0.0,,,1.202e-05,0.7665,9370576205.0,54581.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
514.0,2023-01-20 22:16:59.999,,,0.0,0.0,,,1.203e-05,0.76615,9409810765.0,44440.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
515.0,2023-01-20 22:17:59.999,,,0.0,0.0,,,1.2045e-05,0.76665,11363451605.0,15877.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
516.0,2023-01-20 22:18:59.999,,,0.0,0.0,,,1.206e-05,0.7677,32831007605.0,46642.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
517.0,2023-01-20 22:19:59.999,,,0.0,0.0,,,1.208e-05,0.7703,10951110809.0,105403.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
518.0,2023-01-20 22:20:59.999,,,0.0,0.0,,,1.213e-05,0.77155,59392571356.0,117561.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
519.0,2023-01-20 22:21:59.999,,,0.0,0.0,,,1.21e-05,0.7681,21375597888.0,100325.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
520.0,2023-01-20 22:22:59.999,,,0.0,0.0,,,1.211e-05,0.76975,7517634968.0,42882.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
521.0,2023-01-20 22:23:59.999,,,0.0,0.0,,,1.212e-05,0.77085,8635220982.0,41952.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
522.0,2023-01-20 22:24:59.999,,,0.0,0.0,,,1.212e-05,0.7711,3908488251.0,15184.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
523.0,2023-01-20 22:25:59.999,,,0.0,0.0,,,1.2115e-05,0.76865,5469119597.0,39671.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
524.0,2023-01-20 22:26:59.999,,,0.0,0.0,,,1.21e-05,0.76645,10238890975.0,47804.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
525.0,2023-01-20 22:27:59.999,,,0.0,0.0,,,1.208e-05,0.76555,10913559130.0,50705.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
526.0,2023-01-20 22:28:59.999,,,0.0,0.0,,,1.2055e-05,0.7648999999999999,6595715253.0,43828.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
527.0,2023-01-20 22:29:59.999,,,0.0,0.0,,,1.206e-05,0.76555,9706299308.0,14897.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
528.0,2023-01-20 22:30:59.999,,,0.0,0.0,,,1.2055e-05,0.7663,5646057743.0,26039.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
529.0,2023-01-20 22:31:59.999,,,0.0,0.0,,,1.204e-05,0.76505,8332098496.0,20966.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
530.0,2023-01-20 22:32:59.999,,,0.0,0.0,,,1.204e-05,0.7636,3239153863.0,16622.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
531.0,2023-01-20 22:33:59.999,,,0.0,0.0,,,1.2055e-05,0.7638,5316472146.0,28723.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
532.0,2023-01-20 22:34:59.999,,,0.0,0.0,,,1.206e-05,0.7651,5139111303.0,14484.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
533.0,2023-01-20 22:35:59.999,,,0.0,0.0,,,1.2065e-05,0.76515,3438339843.0,32320.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
534.0,2023-01-20 22:36:59.999,,,0.0,0.0,,,1.2085e-05,0.7656000000000001,3238817652.0,30908.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
535.0,2023-01-20 22:37:59.999,,,0.0,0.0,,,1.2105e-05,0.76625,4722814102.0,25621.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
536.0,2023-01-20 22:38:59.999,,,0.0,0.0,,,1.212e-05,0.7676000000000001,8552690154.0,25309.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
537.0,2023-01-20 22:39:59.999,,,0.0,0.0,,,1.212e-05,0.7685,10190213712.0,68352.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
538.0,2023-01-20 22:40:59.999,,,0.0,0.0,,,1.211e-05,0.76655,2495888127.0,88997.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
539.0,2023-01-20 22:41:59.999,,,0.0,0.0,,,1.2105e-05,0.7641,8856640837.0,63527.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
540.0,2023-01-20 22:42:59.999,,,0.0,0.0,,,1.21e-05,0.76415,5637209145.0,28032.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
541.0,2023-01-20 22:43:59.999,,,0.0,0.0,,,1.2095e-05,0.7637499999999999,7310284332.0,10882.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
542.0,2023-01-20 22:44:59.999,,,0.0,0.0,,,1.211e-05,0.76315,7290712186.0,11607.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
543.0,2023-01-20 22:45:59.999,,,0.0,0.0,,,1.212e-05,0.7635000000000001,2253089278.0,11634.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
544.0,2023-01-20 22:46:59.999,,,0.0,0.0,,,1.214e-05,0.76295,4182682007.0,25107.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
545.0,2023-01-20 22:47:59.999,,,0.0,0.0,,,1.213e-05,0.76355,6903766340.0,11311.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
546.0,2023-01-20 22:48:59.999,,,0.0,0.0,,,1.2135e-05,0.7636499999999999,8407639592.0,13404.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
547.0,2023-01-20 22:49:59.999,,,0.0,0.0,,,1.211e-05,0.7639499999999999,7150068981.0,16858.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
548.0,2023-01-20 22:50:59.999,,,0.0,0.0,,,1.208e-05,0.7609,4242015268.0,110832.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
549.0,2023-01-20 22:51:59.999,,,0.0,0.0,,,1.2075e-05,0.75935,1723320432.0,53336.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
550.0,2023-01-20 22:52:59.999,,,0.0,0.0,,,1.207e-05,0.7614000000000001,1695487436.0,29977.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
551.0,2023-01-20 22:53:59.999,,,0.0,0.0,,,1.209e-05,0.7624,3406495584.0,37184.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
552.0,2023-01-20 22:54:59.999,,,0.0,0.0,,,1.209e-05,0.76155,3237271089.0,28242.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
553.0,2023-01-20 22:55:59.999,,,0.0,0.0,,,1.208e-05,0.75985,5891471188.0,45359.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
554.0,2023-01-20 22:56:59.999,,,0.0,0.0,,,1.208e-05,0.75915,3574193869.0,41970.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
555.0,2023-01-20 22:57:59.999,,,0.0,0.0,,,1.209e-05,0.75955,7795933010.0,31706.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
556.0,2023-01-20 22:58:59.999,,,0.0,0.0,,,1.209e-05,0.7604,2110528168.0,18243.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
557.0,2023-01-20 22:59:59.999,,,0.0,0.0,,,1.2105e-05,0.761,22899409854.0,37050.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
558.0,2023-01-20 23:00:59.999,,,0.0,0.0,,,1.2105e-05,0.7631,15100751622.0,65575.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
559.0,2023-01-20 23:01:59.999,,,0.0,0.0,,,1.21e-05,0.76355,9838056252.0,28834.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
560.0,2023-01-20 23:02:59.999,,,0.0,0.0,,,1.2115e-05,0.76425,5886153565.0,31957.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
561.0,2023-01-20 23:03:59.999,,,0.0,0.0,,,1.213e-05,0.76475,5460371140.0,30091.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
562.0,2023-01-20 23:04:59.999,,,0.0,0.0,,,1.213e-05,0.7646,4247046276.0,26450.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
563.0,2023-01-20 23:05:59.999,,,0.0,0.0,,,1.2145e-05,0.76525,9426972367.0,23358.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
564.0,2023-01-20 23:06:59.999,,,0.0,0.0,,,1.2165e-05,0.76465,7027482757.0,19462.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
565.0,2023-01-20 23:07:59.999,,,0.0,0.0,,,1.217e-05,0.7644,4892353538.0,40268.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
566.0,2023-01-20 23:08:59.999,,,0.0,0.0,,,1.2145e-05,0.7638,6998285832.0,26315.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
567.0,2023-01-20 23:09:59.999,,,0.0,0.0,,,1.213e-05,0.76335,1123992921.0,24625.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
568.0,2023-01-20 23:10:59.999,,,0.0,0.0,,,1.214e-05,0.76345,3568319094.0,19676.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
569.0,2023-01-20 23:11:59.999,,,0.0,0.0,,,1.2165e-05,0.76525,11676379804.0,42395.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
570.0,2023-01-20 23:12:59.999,,,0.0,0.0,,,1.2165e-05,0.76705,4504791484.0,26979.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
571.0,2023-01-20 23:13:59.999,,,0.0,0.0,,,1.2165e-05,0.7665500000000001,3382053967.0,38738.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
572.0,2023-01-20 23:14:59.999,,,0.0,0.0,,,1.219e-05,0.7659499999999999,13228551379.0,11239.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
573.0,2023-01-20 23:15:59.999,,,0.0,0.0,,,1.221e-05,0.7658,14599565055.0,26483.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
574.0,2023-01-20 23:16:59.999,,,0.0,0.0,,,1.226e-05,0.76515,50606064332.0,56939.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
575.0,2023-01-20 23:17:59.999,,,0.0,0.0,,,1.234e-05,0.76745,43062667957.0,110265.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
576.0,2023-01-20 23:18:59.999,,,0.0,0.0,,,1.237e-05,0.76885,22323650620.0,68974.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
577.0,2023-01-20 23:19:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2365e-05,0.77005,10332579093.0,99043.0,1.0,10000,0,0,0,0,0,0,1,0.0,0.0
578.0,2023-01-20 23:20:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2315e-05,0.76955,23991747894.0,40571.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
579.0,2023-01-20 23:21:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.231e-05,0.769,8807690497.0,50346.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
580.0,2023-01-20 23:22:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.234e-05,0.76735,31450603612.0,24618.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
581.0,2023-01-20 23:23:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2325e-05,0.76425,13202477092.0,66030.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
582.0,2023-01-20 23:24:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.234e-05,0.7636000000000001,17142285040.0,26601.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
583.0,2023-01-20 23:25:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2375e-05,0.76605,15978904772.0,137392.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
584.0,2023-01-20 23:26:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.236e-05,0.76755,10244998990.0,18696.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
585.0,2023-01-20 23:27:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.237e-05,0.7677,7997010305.0,31560.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
586.0,2023-01-20 23:28:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2375e-05,0.7677499999999999,7059231318.0,34844.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
587.0,2023-01-20 23:29:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2385e-05,0.7676499999999999,11561635540.0,28718.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
588.0,2023-01-20 23:30:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.239e-05,0.7668999999999999,3897805704.0,29149.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
589.0,2023-01-20 23:31:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.235e-05,0.76645,11130294158.0,20800.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
590.0,2023-01-20 23:32:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2325e-05,0.7659,4890754818.0,27288.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
591.0,2023-01-20 23:33:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2315e-05,0.7658499999999999,7432859014.0,12102.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
592.0,2023-01-20 23:34:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.23e-05,0.7642,15899682259.0,39182.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
593.0,2023-01-20 23:35:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2235e-05,0.7616499999999999,25430612348.0,79470.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
594.0,2023-01-20 23:36:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2225e-05,0.76085,15020753984.0,42649.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
595.0,2023-01-20 23:37:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.222e-05,0.7631,10147305317.0,13670.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
596.0,2023-01-20 23:38:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2255e-05,0.76515,11424660079.0,21859.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
597.0,2023-01-20 23:39:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.226e-05,0.7645500000000001,4342845374.0,17721.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
598.0,2023-01-20 23:40:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.227e-05,0.7648,6092701444.0,31428.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
599.0,2023-01-20 23:41:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.225e-05,0.76355,3188555420.0,19247.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
600.0,2023-01-20 23:42:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.222e-05,0.7637,5944885580.0,19202.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
601.0,2023-01-20 23:43:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2225e-05,0.76475,3521770565.0,31899.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
602.0,2023-01-20 23:44:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.223e-05,0.7660499999999999,2519729178.0,22716.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
603.0,2023-01-20 23:45:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.223e-05,0.76695,3769146032.0,23968.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
604.0,2023-01-20 23:46:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2195e-05,0.7666999999999999,12212521779.0,17545.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
605.0,2023-01-20 23:47:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.219e-05,0.767,9049752828.0,25327.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
606.0,2023-01-20 23:48:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.219e-05,0.7658499999999999,1159387434.0,17549.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
607.0,2023-01-20 23:49:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.22e-05,0.76725,2055667508.0,22287.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
608.0,2023-01-20 23:50:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2215e-05,0.7687999999999999,3601473318.0,107405.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
609.0,2023-01-20 23:51:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.222e-05,0.7694000000000001,2796142927.0,28002.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
610.0,2023-01-20 23:52:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2225e-05,0.77,3001164916.0,36371.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
611.0,2023-01-20 23:53:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.221e-05,0.77005,5769788853.0,34101.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
612.0,2023-01-20 23:54:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.22e-05,0.7695000000000001,3418036784.0,25639.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
613.0,2023-01-20 23:55:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.22e-05,0.77,3639355276.0,32338.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
614.0,2023-01-20 23:56:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.222e-05,0.77125,3912600016.0,87866.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
615.0,2023-01-20 23:57:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2235e-05,0.7723,8871484541.0,58967.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
616.0,2023-01-20 23:58:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.223e-05,0.772,497611138.0,28123.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
617.0,2023-01-20 23:59:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2235e-05,0.7705,1959964545.0,71089.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
618.0,2023-01-21 00:00:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.225e-05,0.77185,10710193350.0,122350.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
619.0,2023-01-21 00:01:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2285e-05,0.77555,9204699613.0,143017.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
620.0,2023-01-21 00:02:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.225e-05,0.7711,11354562237.0,124620.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
621.0,2023-01-21 00:03:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2195e-05,0.7679,13123854943.0,198876.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
622.0,2023-01-21 00:04:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.218e-05,0.7678,7143488435.0,48551.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
623.0,2023-01-21 00:05:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2215e-05,0.7769,8923849278.0,264772.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
624.0,2023-01-21 00:06:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.225e-05,0.7878000000000001,12622411378.0,576639.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
625.0,2023-01-21 00:07:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.227e-05,0.79435,17718578167.0,596038.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
626.0,2023-01-21 00:08:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.227e-05,0.798,18963222252.0,273987.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
627.0,2023-01-21 00:09:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2225e-05,0.7985500000000001,19391100130.0,179054.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
628.0,2023-01-21 00:10:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2195e-05,0.7980499999999999,15507041390.0,376157.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
629.0,2023-01-21 00:11:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2065e-05,0.795,120312324600.0,678496.0,1.0,10000,0,0,0,0,0,0,0,0.0,0.0
630.0,2023-01-21 00:12:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.1905e-05,0.78335,144241675658.0,855702.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
631.0,2023-01-21 00:13:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2e-05,0.7941,66647169700.0,857736.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
632.0,2023-01-21 00:14:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2055e-05,0.80515,43344488715.0,1612275.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
633.0,2023-01-21 00:15:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2045e-05,0.8093,31173901861.0,491566.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
634.0,2023-01-21 00:16:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2005e-05,0.80435,33136954391.0,653297.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
635.0,2023-01-21 00:17:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.199e-05,0.7975,26777314181.0,466050.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
636.0,2023-01-21 00:18:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2025e-05,0.79985,23215815100.0,278899.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
637.0,2023-01-21 00:19:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.205e-05,0.79955,10863687806.0,236155.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
638.0,2023-01-21 00:20:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.211e-05,0.80375,31668423007.0,187567.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
639.0,2023-01-21 00:21:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2105e-05,0.80565,17295267330.0,179147.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
640.0,2023-01-21 00:22:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2105e-05,0.80135,11541156332.0,158247.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
641.0,2023-01-21 00:23:59.999,1.0,short,-40436716.538617074,330.0829676195649,1.2365e-05,0.77005,1.2095e-05,0.7986500000000001,17072186820.0,209270.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
