index,close_time,historical_spread,historical_SHIBUSDT_mid,historical_SHIBUSDT_vol,historical_SANDUSDT_mid,historical_SANDUSDT_vol,historical_rolling_mean_4680_minutes,historical_rolling_sd_4680_minutes,historical_rolling_z_score_4680_minutes,historical_rolling_z_score_4680_minutes_lag_1,rolling_sd_4680_minutes,algo_trading_rolling_sd_4680_minutes_percentile_75th,signal_4680_minutes,threshold_4680_minutes,delayed_signal_4680_minutes
0,2023-01-20 13:42:59.999,0.0780580100876875,1.149e-05,4507984769.0,0.6928,11951.0,0.05321433149444672,0.050287365136302116,0.4940342077160508,0.0,,4.824922609650687e-05,0,2.0,0.0
1,2023-01-20 13:43:59.999,0.0779897753777678,1.1485e-05,434056997.0,0.6922999999999999,13223.0,0.05323875111233426,0.05027163954722887,0.4923456741883385,0.4940342077160508,4.824922609650687e-05,4.824922609650687e-05,0,2.0,0.0
2,2023-01-20 13:44:59.999,0.0767978843736187,1.1465e-05,2672123357.0,0.69155,14390.0,0.053263006128619096,0.05025561399056243,0.4683034665424494,0.4923456741883385,0.0007086579989278676,0.0005435558057200274,0,2.5,0.0
3,2023-01-20 13:45:59.999,0.0767611305306772,1.1465e-05,1074637641.0,0.6916,3858.0,0.05328730720670503,0.05023947121660443,0.4672386622615155,0.4683034665424494,0.000719142576690647,0.0007139002878092573,0,2.5,0.0
4,2023-01-20 13:46:59.999,0.0765774011642506,1.1465e-05,534996639.0,0.6918500000000001,12475.0,0.05331165164453906,0.05022314440796393,0.4632475683068197,0.4672386622615155,0.0007237183698159527,0.0007202865249719734,0,2.5,0.0
5,2023-01-20 13:47:59.999,0.0764401169774782,1.1455e-05,342000346.0,0.69085,19225.0,0.05333616927215815,0.0502064192060155,0.46017915777892876,0.4632475683068197,0.0007244372300585805,0.0007237183698159527,0,2.5,0.0
6,2023-01-20 13:48:59.999,0.076224333498688,1.145e-05,1232412500.0,0.69055,28595.0,0.053360583680277796,0.0501897595036714,0.45554611228487185,0.46017915777892876,0.0007402021090822648,0.0007242575149979235,0,2.5,0.0
7,2023-01-20 13:49:59.999,0.0756819730134772,1.144e-05,1206230228.0,0.6900999999999999,20964.0,0.053384927134912115,0.05017294829071609,0.44440374022610296,0.45554611228487185,0.0008244460975699822,0.0007323196695704227,0,2.5,0.0
8,2023-01-20 13:50:59.999,0.0756819730134772,1.144e-05,2485624799.0,0.6900999999999999,10587.0,0.05340938284705541,0.050155913901395476,0.44406707871396417,0.44440374022610296,0.0008589068341117994,0.0007612631062041942,0,2.5,0.0
9,2023-01-20 13:51:59.999,0.0754978443655751,1.144e-05,2881564240.0,0.69035,2377.0,0.053433659791897854,0.050139099900176655,0.44005944697063687,0.44406707871396417,0.0008932772791126491,0.0008244460975699822,0,2.5,0.0
10,2023-01-20 13:52:59.999,0.075971632213097,1.1445e-05,306987931.0,0.6903,2479.0,0.053458060418774093,0.050122272461952014,0.44917300610049216,0.44005944697063687,0.0008664946793295407,0.0008502916499763451,0,2.5,0.0
11,2023-01-20 13:53:59.999,0.0759348118184526,1.1445e-05,308983896.0,0.69035,3779.0,0.053482659878856066,0.05010504364864257,0.44810163417959226,0.44917300610049216,0.0008430653151810265,0.0008509860746464129,0,2.0,0.0
12,2023-01-20 13:54:59.999,0.0755395591619763,1.1435e-05,2545775880.0,0.6897,38410.0,0.053507115076442076,0.05008786986218827,0.4398758451128841,0.44810163417959226,0.0008472588898198085,0.0008501708758928062,0,2.0,0.0
13,2023-01-20 13:55:59.999,0.0758398195746501,1.143e-05,3755004804.0,0.6887,5929.0,0.053531641909887004,0.0500706928252227,0.44553363267075724,0.4398758451128841,0.0008275117539122345,0.0008472588898198085,0,2.0,0.0
14,2023-01-20 13:56:59.999,0.07576601038709,1.143e-05,4389895413.0,0.6888,20298.0,0.05355605095484617,0.050053678912634375,0.4437228174778111,0.44553363267075724,0.0008118731247852449,0.000846210496160113,0,2.0,0.0
15,2023-01-20 13:57:59.999,0.0756976225091161,1.1425e-05,399848859.0,0.6883,5385.0,0.05358031071047048,0.05003688774400776,0.44202013346232377,0.4437228174778111,0.0007995059640007647,0.0008451621025004174,0,2.0,0.0
16,2023-01-20 13:58:59.999,0.075618424153383,1.143e-05,797413173.0,0.6890000000000001,6792.0,0.05360449363348947,0.05002018106595318,0.4401009762613109,0.44202013346232377,0.0007905109212343553,0.000844113708840722,0,2.0,0.0
17,2023-01-20 13:59:59.999,0.0755077625895985,1.143e-05,492092631.0,0.6891499999999999,3207.0,0.05362872779306341,0.0500033099203643,0.4375517307030241,0.4401009762613109,0.0007860836687870195,0.0008430653151810265,0,2.0,0.0
18,2023-01-20 14:00:59.999,0.0744528125621286,1.1415e-05,2501725991.0,0.6888000000000001,16843.0,0.05365262419331547,0.04998653034268806,0.4161158661386416,0.4375517307030241,0.0008626254132602412,0.000846210496160113,0,2.5,0.0
19,2023-01-20 14:01:59.999,0.0743375092224223,1.142e-05,4541496675.0,0.68955,25667.0,0.05367630095318077,0.049970077055181174,0.41347161114892184,0.4161158661386416,0.0009282069081461081,0.0008530828619658039,0,2.5,0.0
20,2023-01-20 14:02:59.999,0.0741163866532854,1.142e-05,956843255.0,0.6898500000000001,16057.0,0.053700140453289594,0.04995320659944933,0.4087074202003455,0.41347161114892184,0.0009954069944514306,0.0008598364788989098,0,2.5,0.0
21,2023-01-20 14:03:59.999,0.0749916602321416,1.143e-05,2444730438.0,0.6898500000000001,13258.0,0.053724241875345316,0.04993626006126624,0.42589129283417554,0.4087074202003455,0.0009917274599375208,0.0008626254132602412,0,2.5,0.0
22,2023-01-20 14:04:59.999,0.0759767176388841,1.144e-05,1420048524.0,0.6897,18854.0,0.05374867350872392,0.04991916752731628,0.44528074547711083,0.42589129283417554,0.0009691121046718158,0.0008655273628122159,0,2.5,0.0
23,2023-01-20 14:05:59.999,0.0760135727357518,1.144e-05,1708839987.0,0.68965,6666.0,0.053773182396061645,0.049901932360723836,0.4456819463206765,0.44528074547711083,0.0009481480115538619,0.0008798859792210949,0,2.5,0.0
24,2023-01-20 14:06:59.999,0.0760821094010655,1.1445e-05,321528711.0,0.69015,15325.0,0.05379762632429657,0.04988483301679069,0.4467186062198146,0.4456819463206765,0.0009289405983552195,0.0009020096863710138,0,2.5,0.0
