index,close_time,predictions_LINKUSDT,actual_LINKUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_LINKUSDT,log_prediction_LINKUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_2880_minutes,actual_spread_rolling_sd_2880_minutes,predicted_spread_rolling_mean_2880_minutes,predicted_spread_rolling_sd_2880_minutes,predicted_rolling_z_score_2880_minutes,actual_rolling_z_score_2880_minutes,actual_rolling_z_score_2880_minutes_lag_1,predicted_spread_rolling_sd_2880_minutes_percentile_75th,historical_spread,historical_LINKUSDT_mid,historical_LINKUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_2880_minutes,threshold_2880_minutes,delayed_signal_2880_minutes
0,2023-01-20 16:38:59.999,6.582302529148353,6.579,0.0001731005662012,0.00017301,1.8838827581038609,1.8843846125685466,-8.662161161668843,-8.661637824838875,0.013936305378287939,0.013991649936383244,0.026758826666807966,0.026384168242351163,0.026754375947860193,0.026380670149372745,-0.48588873963374396,-0.4838953653248462,0.0,0.026380670149372745,0.013991649936381,6.579000000000001,791.08,0.00017301,14517627.44,0,2.0,0
1,2023-01-20 16:39:59.999,6.584224393260564,6.5805,0.0001729894626741,0.00017288,1.8841107302922413,1.8846765443949405,-8.662912845765643,-8.662279874719813,0.014911830534540371,0.015019943486060283,0.026737955065232136,0.026369666672060674,0.02673385019729368,0.026366010085378744,-0.4483810642744616,-0.44437465686994754,-0.4838953653248462,0.026377005133374244,0.0150199434860596,6.580500000000001,4653.86,0.0001728799999999,32455996.74,0,2.0,0
2,2023-01-20 16:40:59.999,6.585016541854295,6.5885,0.0001728239988136,0.00017286,1.8853257050031698,1.8847968472428553,-8.663028539639782,-8.663236829214386,0.01605100703836393,0.016358097973225627,0.02671777417035913,0.026355358646869716,0.02671407171734559,0.026351533358586653,-0.40464683909967236,-0.39307665419927584,-0.44437465686994754,0.026373340117375743,0.0163580979732245,6.5885,3628.73,0.00017286,27627157.9,0,2.0,0
3,2023-01-20 16:41:59.999,6.590748150234047,6.584,0.0001728159781486,0.0001727,1.8846424633747687,1.885666870178941,-8.663954572811642,-8.663283239731317,0.016970443455786466,0.016660807932550536,0.026697829351509425,0.026341223366577786,0.0266944529593207,0.026337274735908845,-0.3692109225817619,-0.3810385447660734,-0.39307665419927584,0.026369675101377246,0.0166608079325474,6.584,2350.8,0.0001727,69620710.98,0,2.0,0
4,2023-01-20 16:42:59.999,6.588503570661913,6.5805,0.0001726983785352,0.000172855,1.8841107302922413,1.885326246956717,-8.663057465199856,-8.663963961765965,0.01735458797542888,0.015173920433226185,0.026676944224463126,0.026326502728081028,0.02667370841875364,0.026322506147035074,-0.35403621491316284,-0.43693702540168017,-0.3810385447660734,0.026366010085378744,0.0151739204332237,6.580500000000001,21112.71,0.000172855,15042599.63,0,2.0,0
5,2023-01-20 16:43:59.999,6.5852786887067705,6.5905,0.0001729263375808,0.00017303,1.8856292181703833,1.884836656047126,-8.662045568095717,-8.662644848473278,0.015460531345992123,0.015615037017598699,0.026656392017156024,0.026312022427592452,0.02665250591487516,0.02630828217619627,-0.4254163952601031,-0.4196315592973447,-0.43693702540168017,0.02636239090368072,0.0156150370175964,6.5905000000000005,2906.66,0.00017303,63087458.7,0,2.0,0
6,2023-01-20 16:44:59.999,6.592397455612748,6.5905,0.0001731868611288,0.000172945,1.8856292181703833,1.8859170844201574,-8.662536933088623,-8.661139424246906,0.014938127929303713,0.0161381954849511,0.026634946914113146,0.02629541217996751,0.02663088692834959,0.02629175100918683,-0.44473108675645867,-0.39918565859784194,-0.4196315592973447,0.0263587717219827,0.0161381954849488,6.5905000000000005,4814.22,0.0001729449999999,45342526.92,0,2.0,0
7,2023-01-20 16:45:59.999,6.592888135326131,6.5885,0.0001731106234025,0.00017302,1.8853257050031698,1.8859915127987048,-8.662103363212045,-8.661579726189236,0.01548134772084997,0.015373058564731368,0.02661329124369872,0.026278991080614874,0.02660942732716875,0.026275248178248126,-0.42351948612729456,-0.42772694904786107,-0.39918565859784194,0.026355152540284678,0.0153730585647302,6.5885,10017.9,0.00017302,156653929.26,0,2.0,0
8,2023-01-20 16:46:59.999,6.591165735371428,6.581,0.0001731329311909,0.000172815,1.8841867094739821,1.885730227463952,-8.663288899806147,-8.66145087013901,0.015082868783135472,0.015496309057374758,0.02659081280399739,0.02626079672512254,0.026586818377055055,0.026257113793622743,-0.43812696568019716,-0.4224739966098977,-0.42772694904786107,0.026351533358586653,0.0154963090573723,6.581,2970.07,0.000172815,53185136.29,0,2.0,0
9,2023-01-20 16:47:59.999,6.585465415486972,6.5935,0.0001728786791204,0.00017322,1.8860843152656166,1.8848650108278031,-8.660948095061375,-8.662920486236757,0.01578235886479451,0.014901649750092005,0.02656823681445236,0.02624288206225363,0.026564493017871428,0.02623909640166891,-0.4109186531435256,-0.4445619591889624,-0.4224739966098977,0.026347968702917203,0.0149016497500902,6.5935,12586.1,0.00017322,645571074.18,0,2.0,0
10,2023-01-20 16:48:59.999,6.595159140992265,6.598,0.0001732500765675,0.000173655,1.8867665728063896,1.8863359164304174,-8.658439985638474,-8.660774477946307,0.014968400009481853,0.012913512165888541,0.026546269024158676,0.02622781849927331,0.026542250326132062,0.02622415307142801,-0.44134314977211836,-0.519782339451825,-0.4445619591889624,0.02634440404724775,0.0129135121658876,6.598,50374.77,0.000173655,116962082.94,0,2.0,0
11,2023-01-20 16:49:59.999,6.599884760825641,6.6055,0.0001736696670188,0.00017366,1.8879026353362718,1.8870521883989804,-8.658411193331775,-8.658355528528446,0.013109205902269272,0.014018919400295315,0.026523878719196266,0.02621097339062007,0.026519222463445857,0.026207615351873995,-0.511683965943803,-0.47708870374787415,-0.519782339451825,0.026340839391578295,0.0140189194002928,6.605499999999999,1488.93,0.00017366,44924088.45,0,2.0,0
12,2023-01-20 16:50:59.999,6.606872084340064,6.5965,0.0001737344534639,0.00017352,1.8865392053416943,1.888110332233731,-8.659217691445654,-8.657982553989394,0.013770242106175612,0.013514171491889382,0.026502550462361482,0.026196555568802432,0.02649813105647596,0.026193082512923835,-0.4859255852769649,-0.49580483725654395,-0.47708870374787415,0.026337274735908845,0.013514171491888,6.5965,3673.04,0.0001735199999999,61625039.91,0,2.0,0
13,2023-01-20 16:51:59.999,6.600567981059906,6.596,0.0001736747389099,0.0001737,1.8864634046973525,1.8871557030659747,-8.658180884717215,-8.658326324712212,0.013181627137775376,0.012334478167313367,0.02648153736068069,0.02618363701117079,0.02647692093922185,0.026180264644194897,-0.5078364937152963,-0.5403015321107503,-0.49580483725654395,0.026333582588690403,0.0123344781673111,6.596,2426.39,0.0001737,28068832.48,0,2.0,0
14,2023-01-20 16:52:59.999,6.599874560353357,6.6035,0.0001738513340783,0.0001738,1.887599811501722,1.8870506428446963,-8.657605345132982,-8.657310025807893,0.011994509006730825,0.012858105447020929,0.026461036341941326,0.02617117832676175,0.026456014985698627,0.026168023441157626,-0.5526403632084201,-0.5197676132530306,-0.5403015321107503,0.026329890441471958,0.0128581054470195,6.6035,4408.1,0.0001738,54875479.9,0,2.0,0
15,2023-01-20 16:53:59.999,6.605126799387957,6.611,0.0001738635959586,0.00017388,1.888734928351441,1.8878461352749485,-8.657145151843682,-8.657239497456962,0.012714909591794887,0.013503252479206918,0.02644129121479038,0.02615949283889061,0.02643652676438323,0.026156202194526242,-0.5246028100922041,-0.49458293458766256,-0.5197676132530306,0.026326198294253516,0.0135032524792055,6.611000000000001,8847.55,0.00017388,21475748.59,0,2.0,0
16,2023-01-20 16:54:59.999,6.611628041329352,6.613,0.0001737967629389,0.00017391,1.8890374086925255,1.8888299232840462,-8.656972633944523,-8.657623970514143,0.014108047754520792,0.013622052254890216,0.026421579056437636,0.026147753010481053,0.02641730500877991,0.026144220827656203,-0.4708213465378164,-0.4895077139675009,-0.49458293458766256,0.026322506147035074,0.0136220522548882,6.613,2296.63,0.00017391,197158354.89,0,2.0,0
17,2023-01-20 16:55:59.999,6.614514193611607,6.6035,0.0001737251817658,0.000173715,1.887599811501722,1.8892663547508788,-8.658094532659824,-8.658035922479785,0.014983086289581005,0.013378945556687949,0.026402185031922414,0.02613670332116017,0.02639822144332736,0.02613303255965275,-0.43680866840423194,-0.4982739909929996,-0.4895077139675009,0.026318950154325373,0.0133789455566866,6.6035,2614.75,0.000173715,40540682.03,0,2.0,0
18,2023-01-20 16:56:59.999,6.607664497194734,6.5995,0.0001735699357206,0.000173485,1.8869938885868722,1.888230262713431,-8.65941941764625,-8.658929952068592,0.014898871484337217,0.014183633509370575,0.026383183684981527,0.026125684869605127,0.026379197460684182,0.026122026305495562,-0.43948833991992914,-0.46695618646935555,-0.4982739909929996,0.02631539416161567,0.0141836335093685,6.5995,1385.31,0.000173485,21526850.86,0,2.0,0
19,2023-01-20 16:57:59.999,6.604439509535217,6.603,0.000173447060939,0.000173445,1.8875240912124343,1.8877420758626577,-8.65965001171524,-8.659638129408135,0.015164684159209685,0.014959350653580339,0.02636528629059502,0.026115847508919668,0.02636139854254525,0.026112148221478854,-0.428793306792184,-0.43674384425468366,-0.46695618646935555,0.026311838168905973,0.0149593506535783,6.603,1264.7,0.000173445,54788710.74,0,2.0,0
20,2023-01-20 16:58:59.999,6.607357584539024,6.59,0.0001734926527481,0.00017328,1.8855533485144158,1.8881838136566127,-8.660601774711594,-8.65937530674723,0.015326593511068465,0.014001954200502542,0.026346847401114416,0.026105821276606923,0.026343022252245954,0.02610209741324819,-0.42205147604675136,-0.4728789441178764,-0.43674384425468366,0.02630828217619627,0.0140019542005003,6.59,9946.78,0.00017328,32319343.11,0,2.0,0
