index,close_time,historical_spread,historical_LINKUSDT_mid,historical_LINKUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,historical_rolling_mean_2520_minutes,historical_rolling_sd_2520_minutes,historical_rolling_z_score_2520_minutes,historical_rolling_z_score_2520_minutes_lag_1,rolling_sd_2520_minutes,algo_trading_rolling_sd_2520_minutes_percentile_75th,signal_2520_minutes,threshold_2520_minutes,delayed_signal_2520_minutes
0,2023-01-20 16:38:59.999,0.013991649936381,6.579000000000001,791.08,0.00017301,14517627.44,0.02309191148983249,0.026095440803110256,-0.348729941835926,0.0,,0.000727113342028124,0,2.0,0.0
1,2023-01-20 16:39:59.999,0.0150199434860596,6.580500000000001,4653.86,0.0001728799999999,32455996.74,0.023078235604541163,0.026090636464117908,-0.30885762904113206,-0.348729941835926,0.000727113342028124,0.000727113342028124,0,2.0,0.0
2,2023-01-20 16:40:59.999,0.0163580979732245,6.5885,3628.73,0.00017286,27627157.9,0.02306502722177331,0.026085609409705106,-0.25711223162198804,-0.30885762904113206,0.001186600281399949,0.001071728546556993,0,2.5,0.0
3,2023-01-20 16:41:59.999,0.0166608079325474,6.584,2350.8,0.0001727,69620710.98,0.02305214799245277,0.026080755574909104,-0.24505962036062087,-0.25711223162198804,0.001236816990862386,0.0012117086361311674,0,2.5,0.0
4,2023-01-20 16:42:59.999,0.0151739204332237,6.580500000000001,21112.71,0.000172855,15042599.63,0.023038875099050983,0.02607625013868956,-0.30161371454854935,-0.24505962036062087,0.0010814614772723238,0.0011991544587655583,0,2.0,0.0
5,2023-01-20 16:43:59.999,0.0156150370175964,6.5905000000000005,2906.66,0.00017303,63087458.7,0.02302593030457169,0.026071835056816903,-0.28424900935531167,-0.30161371454854935,0.0009698979447096443,0.001186600281399949,0,2.0,0.0
6,2023-01-20 16:44:59.999,0.0161381954849488,6.5905000000000005,4814.22,0.0001729449999999,45342526.92,0.023013344064144875,0.026067500921648112,-0.2637440619973859,-0.28424900935531167,0.0009207166987336355,0.0011603155803680428,0,2.0,0.0
7,2023-01-20 16:45:59.999,0.0153730585647302,6.5885,10017.9,0.00017302,156653929.26,0.023000402560581976,0.02606319501605999,-0.2926480806037729,-0.2637440619973859,0.0008551256513074982,0.0011340308793361363,0,2.0,0.0
8,2023-01-20 16:46:59.999,0.0154963090573723,6.581,2970.07,0.000172815,53185136.29,0.022987600309324077,0.026058954067318157,-0.28747474793499034,-0.2926480806037729,0.0008000376195182176,0.00110774617830423,0,2.0,0.0
9,2023-01-20 16:47:59.999,0.0149016497500902,6.5935,12586.1,0.00017322,645571074.18,0.022974199810352786,0.02605442561551442,-0.3098341210583314,-0.28747474793499034,0.0007805286663671627,0.0010814614772723238,0,2.0,0.0
10,2023-01-20 16:48:59.999,0.0129135121658876,6.598,50374.77,0.000173655,116962082.94,0.022959334746454424,0.026049474735575617,-0.3856439595247309,-0.3098341210583314,0.0010694783975449956,0.0010784657073404918,0,2.0,0.0
11,2023-01-20 16:49:59.999,0.0140189194002928,6.605499999999999,1488.93,0.00017366,44924088.45,0.022945148229355148,0.026044604645465874,-0.3427285209574614,-0.3856439595247309,0.0010789333608474177,0.0010801974190598708,0,2.0,0.0
12,2023-01-20 16:50:59.999,0.013514171491888,6.5965,3673.04,0.0001735199999999,61625039.91,0.022930681429728136,0.02603971365928162,-0.36162110156244776,-0.3427285209574614,0.0011269549868197875,0.0010928348546591898,0,2.5,0.0
13,2023-01-20 16:51:59.999,0.0123344781673111,6.596,2426.39,0.0001737,28068832.48,0.0229158219125838,0.026035071468133344,-0.4064265296227112,-0.36162110156244776,0.0012980680127026559,0.0011269549868197875,0,2.5,0.0
14,2023-01-20 16:52:59.999,0.0128581054470195,6.6035,4408.1,0.0001738,54875479.9,0.022901212805785547,0.026030381632030634,-0.3858225169625599,-0.4064265296227112,0.0013497344235060746,0.0011716889577549085,0,2.5,0.0
15,2023-01-20 16:53:59.999,0.0135032524792055,6.611000000000001,8847.55,0.00017388,21475748.59,0.022887569960837385,0.026026293839557794,-0.36057064211610895,-0.3858225169625599,0.0013373595618223566,0.0012117086361311674,0,2.5,0.0
16,2023-01-20 16:54:59.999,0.0136220522548882,6.613,2296.63,0.00017391,197158354.89,0.02287413954490932,0.026022338912147183,-0.3555440316589783,-0.36057064211610895,0.0013171831928314476,0.0012521297463224535,0,2.5,0.0
17,2023-01-20 16:55:59.999,0.0133789455566866,6.6035,2614.75,0.000173715,40540682.03,0.02286066961513662,0.026018464864624027,-0.3644228861227641,-0.3555440316589783,0.001307746626637557,0.0012980680127026559,0,2.5,0.0
18,2023-01-20 16:56:59.999,0.0141836335093685,6.5995,1385.31,0.000173485,21526850.86,0.022847338418628595,0.026014300496474928,-0.333036243293725,-0.3644228861227641,0.0012728801507116071,0.0012917710472048938,0,2.0,0.0
19,2023-01-20 16:57:59.999,0.0149593506535783,6.603,1264.7,0.000173445,54788710.74,0.022833990418403557,0.026009714410571528,-0.3027576404923787,-0.333036243293725,0.001243623931367904,0.0012854740817071315,0,2.0,0.0
