index,close_time,transaction_id,positions,LINKUSDT_units,LUNCUSDT_units,entry_LINKUSDT_price,entry_LUNCUSDT_price,historical_LINKUSDT_mid,historical_LUNCUSDT_mid,historical_LINKUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,LINKUSDT_raw_pnl,LUNCUSDT_raw_pnl,LINKUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
643.0,2023-01-21 03:21:59.999,,,0.0,0.0,,,6.9965,0.00017978,819.53,572752202.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
644.0,2023-01-21 03:22:59.999,,,0.0,0.0,,,6.998,0.000180295,1137.79,59434722.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
645.0,2023-01-21 03:23:59.999,,,0.0,0.0,,,7.0025,0.000180215,2013.82,68949849.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
646.0,2023-01-21 03:24:59.999,,,0.0,0.0,,,7.0065,0.00018023,736.15,18134284.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
647.0,2023-01-21 03:25:59.999,,,0.0,0.0,,,7.023999999999999,0.000180305,120010.22,31202672.98,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
648.0,2023-01-21 03:26:59.999,,,0.0,0.0,,,7.036,0.0001802749999999,3996.9,15288522.68,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
649.0,2023-01-21 03:27:59.999,,,0.0,0.0,,,7.0440000000000005,0.0001802749999999,12623.46,21318864.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
650.0,2023-01-21 03:28:59.999,,,0.0,0.0,,,7.045,0.000180255,5115.93,7374597.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
651.0,2023-01-21 03:29:59.999,,,0.0,0.0,,,7.0455000000000005,0.00018029,4134.05,16180313.72,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
652.0,2023-01-21 03:30:59.999,,,0.0,0.0,,,7.047000000000001,0.00018039,2217.42,17802048.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
653.0,2023-01-21 03:31:59.999,,,0.0,0.0,,,7.0445,0.00018025,1939.12,41138866.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
654.0,2023-01-21 03:32:59.999,,,0.0,0.0,,,7.037000000000001,0.000180125,1154.99,17790205.29,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
655.0,2023-01-21 03:33:59.999,,,0.0,0.0,,,7.0305,0.00018007,5752.77,28928475.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
656.0,2023-01-21 03:34:59.999,,,0.0,0.0,,,7.0280000000000005,0.00018005,904.45,20369205.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
657.0,2023-01-21 03:35:59.999,,,0.0,0.0,,,7.029,0.00018019,2005.57,11677518.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
658.0,2023-01-21 03:36:59.999,,,0.0,0.0,,,7.034,0.00018022,454.0,20507136.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
659.0,2023-01-21 03:37:59.999,,,0.0,0.0,,,7.0345,0.000180135,545.13,55413756.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
660.0,2023-01-21 03:38:59.999,,,0.0,0.0,,,7.03,0.000180025,2697.44,110229468.39,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
661.0,2023-01-21 03:39:59.999,,,0.0,0.0,,,7.0295000000000005,0.00018008,2482.37,56285435.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
662.0,2023-01-21 03:40:59.999,,,0.0,0.0,,,7.04,0.00018014,1310.94,11747238.39,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
663.0,2023-01-21 03:41:59.999,,,0.0,0.0,,,7.0415,0.0001801549999999,4639.6,21543850.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
664.0,2023-01-21 03:42:59.999,,,0.0,0.0,,,7.0385,0.000180105,2758.35,19386231.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
665.0,2023-01-21 03:43:59.999,,,0.0,0.0,,,7.031499999999999,0.00018018,1245.08,24272860.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
666.0,2023-01-21 03:44:59.999,,,0.0,0.0,,,7.035,0.000180115,9748.88,36689938.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
667.0,2023-01-21 03:45:59.999,,,0.0,0.0,,,7.037,0.00018003,1293.07,84274099.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
668.0,2023-01-21 03:46:59.999,,,0.0,0.0,,,7.031,0.000180025,1396.96,79278093.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
669.0,2023-01-21 03:47:59.999,,,0.0,0.0,,,7.0365,0.00018004,4448.66,19131854.46,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
670.0,2023-01-21 03:48:59.999,,,0.0,0.0,,,7.0385,0.00018006,374.61,14044620.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
671.0,2023-01-21 03:49:59.999,,,0.0,0.0,,,7.0405,0.00018004,1721.79,33828371.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
672.0,2023-01-21 03:50:59.999,,,0.0,0.0,,,7.043,0.0001800099999999,2604.62,34339631.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
673.0,2023-01-21 03:51:59.999,,,0.0,0.0,,,7.0415,0.000179795,741.31,72187573.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
674.0,2023-01-21 03:52:59.999,,,0.0,0.0,,,7.0440000000000005,0.000179815,4527.6,66949220.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
675.0,2023-01-21 03:53:59.999,,,0.0,0.0,,,7.0385,0.0001797999999999,2696.86,52256313.85,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
676.0,2023-01-21 03:54:59.999,,,0.0,0.0,,,7.033,0.0001796349999999,875.99,19919813.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
677.0,2023-01-21 03:55:59.999,,,0.0,0.0,,,7.0365,0.00017972,2538.35,9354415.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
678.0,2023-01-21 03:56:59.999,,,0.0,0.0,,,7.039,0.00017987,2264.81,283579659.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
679.0,2023-01-21 03:57:59.999,,,0.0,0.0,,,7.038,0.00018004,1256.46,14339489.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
680.0,2023-01-21 03:58:59.999,,,0.0,0.0,,,7.0375,0.000179895,322.68,42533366.35,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
681.0,2023-01-21 03:59:59.999,,,0.0,0.0,,,7.039,0.00017993,64.06,1080090.98,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
682.0,2023-01-21 04:00:59.999,,,0.0,0.0,,,7.0435,0.000180225,2330.98,69300032.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
683.0,2023-01-21 04:01:59.999,,,0.0,0.0,,,7.0465,0.000180645,3612.81,273365756.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
684.0,2023-01-21 04:02:59.999,,,0.0,0.0,,,7.0440000000000005,0.00018083,8938.05,92223333.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
685.0,2023-01-21 04:03:59.999,,,0.0,0.0,,,7.0440000000000005,0.0001806399999999,2375.91,134368111.48,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
686.0,2023-01-21 04:04:59.999,,,0.0,0.0,,,7.0440000000000005,0.000180395,4208.86,49403083.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
687.0,2023-01-21 04:05:59.999,,,0.0,0.0,,,7.0505,0.000180525,4066.94,55829958.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
688.0,2023-01-21 04:06:59.999,,,0.0,0.0,,,7.0575,0.00018061,9749.24,46354313.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
689.0,2023-01-21 04:07:59.999,,,0.0,0.0,,,7.0565,0.00018046,2573.71,12759797.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
690.0,2023-01-21 04:08:59.999,,,0.0,0.0,,,7.0575,0.00018058,1719.62,35650240.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
691.0,2023-01-21 04:09:59.999,,,0.0,0.0,,,7.062,0.00018051,3360.38,72248849.47,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
692.0,2023-01-21 04:10:59.999,,,0.0,0.0,,,7.0685,0.000180605,2994.7,7622623.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
693.0,2023-01-21 04:11:59.999,,,0.0,0.0,,,7.0725,0.00018056,1168.67,6225911.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
694.0,2023-01-21 04:12:59.999,,,0.0,0.0,,,7.0745000000000005,0.00018067,2387.58,9317426.35,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
695.0,2023-01-21 04:13:59.999,,,0.0,0.0,,,7.077,0.00018072,1429.24,12973959.85,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
696.0,2023-01-21 04:14:59.999,,,0.0,0.0,,,7.0815,0.000180825,7832.62,34409565.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
697.0,2023-01-21 04:15:59.999,,,0.0,0.0,,,7.084,0.000180865,2688.57,24090570.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
698.0,2023-01-21 04:16:59.999,,,0.0,0.0,,,7.0785,0.000180825,8662.68,41481143.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
699.0,2023-01-21 04:17:59.999,,,0.0,0.0,,,7.071,0.00018092,4313.0,4053117.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
700.0,2023-01-21 04:18:59.999,,,0.0,0.0,,,7.0715,0.0001807299999999,1396.13,11344206.64,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
701.0,2023-01-21 04:19:59.999,,,0.0,0.0,,,7.073,0.000180825,707.15,5175042.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
702.0,2023-01-21 04:20:59.999,,,0.0,0.0,,,7.0745000000000005,0.00018091,2289.65,22809459.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
703.0,2023-01-21 04:21:59.999,,,0.0,0.0,,,7.074,0.000180935,146.68,11734046.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
704.0,2023-01-21 04:22:59.999,,,0.0,0.0,,,7.078,0.00018112,2635.38,187934550.39,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
705.0,2023-01-21 04:23:59.999,,,0.0,0.0,,,7.082,0.00018103,663.72,43818866.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
706.0,2023-01-21 04:24:59.999,,,0.0,0.0,,,7.0785,0.000181065,9143.34,75953940.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
707.0,2023-01-21 04:25:59.999,,,0.0,0.0,,,7.0745000000000005,0.0001809,475.78,17409952.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
708.0,2023-01-21 04:26:59.999,,,0.0,0.0,,,7.0745000000000005,0.00018103,3296.34,28561232.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
709.0,2023-01-21 04:27:59.999,,,0.0,0.0,,,7.074,0.0001811,3102.7,81858180.64,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
710.0,2023-01-21 04:28:59.999,,,0.0,0.0,,,7.0755,0.000180925,1242.73,26048408.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
711.0,2023-01-21 04:29:59.999,,,0.0,0.0,,,7.077999999999999,0.00018097,911.75,12261983.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
712.0,2023-01-21 04:30:59.999,,,0.0,0.0,,,7.0795,0.000181095,1723.97,34370622.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
713.0,2023-01-21 04:31:59.999,,,0.0,0.0,,,7.0815,0.00018089,26720.55,50552157.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
714.0,2023-01-21 04:32:59.999,,,0.0,0.0,,,7.0825,0.000180865,18424.32,32119170.26,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
715.0,2023-01-21 04:33:59.999,,,0.0,0.0,,,7.093,0.00018092,20137.05,18936746.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
716.0,2023-01-21 04:34:59.999,,,0.0,0.0,,,7.097,0.00018112,1923.02,82413152.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
717.0,2023-01-21 04:35:59.999,,,0.0,0.0,,,7.0905000000000005,0.000181025,1845.09,4863970.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
718.0,2023-01-21 04:36:59.999,,,0.0,0.0,,,7.084,0.000181055,251.05,8388570.72,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
719.0,2023-01-21 04:37:59.999,,,0.0,0.0,,,7.084,0.0001810499999999,177.89,3916951.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
720.0,2023-01-21 04:38:59.999,,,0.0,0.0,,,7.088,0.000181075,1044.7,72794190.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
721.0,2023-01-21 04:39:59.999,,,0.0,0.0,,,7.093500000000001,0.0001813049999999,383.03,50751886.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
722.0,2023-01-21 04:40:59.999,,,0.0,0.0,,,7.095000000000001,0.0001813699999999,2074.66,43383586.12,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
723.0,2023-01-21 04:41:59.999,,,0.0,0.0,,,7.0945,0.00018151,722.14,86249010.76,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
724.0,2023-01-21 04:42:59.999,,,0.0,0.0,,,7.091,0.00018174,2248.63,124591786.12,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
725.0,2023-01-21 04:43:59.999,,,0.0,0.0,,,7.086,0.000181815,2208.12,92091329.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
726.0,2023-01-21 04:44:59.999,,,0.0,0.0,,,7.0785,0.0001817999999999,3579.78,12735086.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
727.0,2023-01-21 04:45:59.999,,,0.0,0.0,,,7.082000000000001,0.000181805,3648.67,31144136.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
728.0,2023-01-21 04:46:59.999,,,0.0,0.0,,,7.0765,0.00018174,530.21,34865258.42,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
729.0,2023-01-21 04:47:59.999,,,0.0,0.0,,,7.0725,0.00018201,884.13,358673423.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
730.0,2023-01-21 04:48:59.999,,,0.0,0.0,,,7.0665,0.00018225,2737.29,30944568.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
731.0,2023-01-21 04:49:59.999,,,0.0,0.0,,,7.0635,0.00018259,6310.38,429350519.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
732.0,2023-01-21 04:50:59.999,,,0.0,0.0,,,7.066,0.000182965,4114.71,66574207.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
733.0,2023-01-21 04:51:59.999,,,0.0,0.0,,,7.058999999999999,0.00018271,7632.54,81868951.09,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
734.0,2023-01-21 04:52:59.999,,,0.0,0.0,,,7.0440000000000005,0.00018215,7780.25,139703113.85,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
735.0,2023-01-21 04:53:59.999,,,0.0,0.0,,,7.0455000000000005,0.0001818349999999,1461.07,181637295.85,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
736.0,2023-01-21 04:54:59.999,,,0.0,0.0,,,7.048500000000001,0.000181855,1619.53,251593582.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
737.0,2023-01-21 04:55:59.999,,,0.0,0.0,,,7.048,0.00018175,11430.13,119664305.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
738.0,2023-01-21 04:56:59.999,,,0.0,0.0,,,7.045999999999999,0.00018171,1729.64,73233149.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
739.0,2023-01-21 04:57:59.999,,,0.0,0.0,,,7.039,0.000181685,4081.58,26520688.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
740.0,2023-01-21 04:58:59.999,,,0.0,0.0,,,7.039,0.000181715,1423.67,23652675.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
741.0,2023-01-21 04:59:59.999,,,0.0,0.0,,,7.041,0.0001817,1387.58,25334061.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
742.0,2023-01-21 05:00:59.999,,,0.0,0.0,,,7.0455000000000005,0.00018167,4525.0,56571120.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
743.0,2023-01-21 05:01:59.999,,,0.0,0.0,,,7.042,0.00018172,3127.54,10914131.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
744.0,2023-01-21 05:02:59.999,,,0.0,0.0,,,7.0375,0.00018163,3163.12,25995037.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
745.0,2023-01-21 05:03:59.999,,,0.0,0.0,,,7.038,0.0001815799999999,5561.48,50000624.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
746.0,2023-01-21 05:04:59.999,,,0.0,0.0,,,7.0395,0.000181705,1113.0,33319744.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
747.0,2023-01-21 05:05:59.999,,,0.0,0.0,,,7.041,0.000181645,2531.72,64132644.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
748.0,2023-01-21 05:06:59.999,,,0.0,0.0,,,7.038,0.000181495,775.05,129010922.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
749.0,2023-01-21 05:07:59.999,,,0.0,0.0,,,7.0440000000000005,0.0001815249999999,9200.46,2783412.54,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
750.0,2023-01-21 05:08:59.999,,,0.0,0.0,,,7.0435,0.0001813799999999,1528.06,24221606.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
751.0,2023-01-21 05:09:59.999,,,0.0,0.0,,,7.0345,0.00018114,2067.43,58076900.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
752.0,2023-01-21 05:10:59.999,,,0.0,0.0,,,7.031,0.00018114,1542.3,44647188.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
753.0,2023-01-21 05:11:59.999,,,0.0,0.0,,,7.024,0.000181125,4190.86,30416856.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
754.0,2023-01-21 05:12:59.999,,,0.0,0.0,,,7.027,0.00018131,6696.03,38858280.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
755.0,2023-01-21 05:13:59.999,,,0.0,0.0,,,7.027,0.000181505,484.3,31204537.33,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
756.0,2023-01-21 05:14:59.999,,,0.0,0.0,,,7.024,0.00018129,430.05,24419128.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
757.0,2023-01-21 05:15:59.999,,,0.0,0.0,,,7.0305,0.0001813,848.95,27707530.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
758.0,2023-01-21 05:16:59.999,,,0.0,0.0,,,7.033,0.00018138,1357.86,23534663.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
759.0,2023-01-21 05:17:59.999,,,0.0,0.0,,,7.034,0.00018139,1553.79,18782138.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
760.0,2023-01-21 05:18:59.999,,,0.0,0.0,,,7.036,0.0001815,216.96,49633331.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
761.0,2023-01-21 05:19:59.999,,,0.0,0.0,,,7.039,0.00018151,2403.9,14636237.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
762.0,2023-01-21 05:20:59.999,,,0.0,0.0,,,7.0435,0.000181465,4407.59,26502909.72,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
763.0,2023-01-21 05:21:59.999,,,0.0,0.0,,,7.041,0.000181295,2530.08,38140278.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
764.0,2023-01-21 05:22:59.999,,,0.0,0.0,,,7.044499999999999,0.00018128,3755.35,86790976.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
765.0,2023-01-21 05:23:59.999,,,0.0,0.0,,,7.047499999999999,0.000181365,389.54,10687460.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
766.0,2023-01-21 05:24:59.999,,,0.0,0.0,,,7.048500000000001,0.00018147,2225.99,10404307.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
767.0,2023-01-21 05:25:59.999,,,0.0,0.0,,,7.05,0.00018144,6032.22,28549828.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
768.0,2023-01-21 05:26:59.999,,,0.0,0.0,,,7.047499999999999,0.0001814,332.08,4544108.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
769.0,2023-01-21 05:27:59.999,,,0.0,0.0,,,7.05,0.000181375,408.48,47943721.35,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
770.0,2023-01-21 05:28:59.999,,,0.0,0.0,,,7.047499999999999,0.00018133,426.08,18938575.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
771.0,2023-01-21 05:29:59.999,,,0.0,0.0,,,7.048,0.00018142,224.09,32334027.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
772.0,2023-01-21 05:30:59.999,,,0.0,0.0,,,7.047000000000001,0.000181405,1739.91,63899987.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
773.0,2023-01-21 05:31:59.999,,,0.0,0.0,,,7.0405,0.0001813,1588.78,39954448.09,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
774.0,2023-01-21 05:32:59.999,,,0.0,0.0,,,7.037,0.000181265,2734.85,14289604.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
775.0,2023-01-21 05:33:59.999,,,0.0,0.0,,,7.0375,0.00018129,1844.44,3422894.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
776.0,2023-01-21 05:34:59.999,,,0.0,0.0,,,7.036,0.00018128,15.07,10415512.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
777.0,2023-01-21 05:35:59.999,,,0.0,0.0,,,7.0355,0.000181225,362.84,6114827.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
778.0,2023-01-21 05:36:59.999,,,0.0,0.0,,,7.0375,0.000181245,380.19,42729825.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
779.0,2023-01-21 05:37:59.999,,,0.0,0.0,,,7.035,0.000181195,1211.0,40767503.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
780.0,2023-01-21 05:38:59.999,,,0.0,0.0,,,7.035,0.000181245,989.97,10380919.47,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
781.0,2023-01-21 05:39:59.999,,,0.0,0.0,,,7.032,0.000181245,618.85,8549982.85,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
782.0,2023-01-21 05:40:59.999,,,0.0,0.0,,,7.0345,0.00018103,1267.29,85645080.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
783.0,2023-01-21 05:41:59.999,,,0.0,0.0,,,7.0375,0.000180935,702.25,167234767.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
784.0,2023-01-21 05:42:59.999,,,0.0,0.0,,,7.039,0.000180635,197.49,245844501.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
785.0,2023-01-21 05:43:59.999,,,0.0,0.0,,,7.04,0.00018078,2300.42,60908802.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
786.0,2023-01-21 05:44:59.999,,,0.0,0.0,,,7.0405,0.000180865,179.46,71121098.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
787.0,2023-01-21 05:45:59.999,,,0.0,0.0,,,7.0375,0.00018076,1793.05,58961432.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
788.0,2023-01-21 05:46:59.999,,,0.0,0.0,,,7.0325,0.000180775,1019.34,106192086.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
789.0,2023-01-21 05:47:59.999,,,0.0,0.0,,,7.03,0.0001806849999999,2140.14,10974635.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
790.0,2023-01-21 05:48:59.999,,,0.0,0.0,,,7.0280000000000005,0.000180555,2260.4,16687309.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
791.0,2023-01-21 05:49:59.999,,,0.0,0.0,,,7.0265,0.0001804749999999,117.29,16005916.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
792.0,2023-01-21 05:50:59.999,,,0.0,0.0,,,7.0280000000000005,0.00018047,3192.79,63724359.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
793.0,2023-01-21 05:51:59.999,,,0.0,0.0,,,7.0280000000000005,0.00018051,141.39,63028537.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
794.0,2023-01-21 05:52:59.999,,,0.0,0.0,,,7.0255,0.00018044,1408.66,41857045.76,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
795.0,2023-01-21 05:53:59.999,,,0.0,0.0,,,7.0235,0.000180305,1480.91,67506187.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
796.0,2023-01-21 05:54:59.999,,,0.0,0.0,,,7.0145,0.00018008,5648.8,137545334.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
797.0,2023-01-21 05:55:59.999,,,0.0,0.0,,,7.0075,0.000179765,7034.59,101012460.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
798.0,2023-01-21 05:56:59.999,,,0.0,0.0,,,7.0115,0.000179975,468.63,53522384.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
799.0,2023-01-21 05:57:59.999,,,0.0,0.0,,,7.0135000000000005,0.00018004,3645.89,19496317.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
800.0,2023-01-21 05:58:59.999,,,0.0,0.0,,,7.008,0.000179875,3234.47,29709496.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
801.0,2023-01-21 05:59:59.999,,,0.0,0.0,,,7.0055,0.000179805,1436.84,79609223.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
802.0,2023-01-21 06:00:59.999,,,0.0,0.0,,,7.008,0.00017975,3313.77,215087599.97,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
803.0,2023-01-21 06:01:59.999,,,0.0,0.0,,,7.0105,0.000180205,1951.7,101814572.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
804.0,2023-01-21 06:02:59.999,,,0.0,0.0,,,7.007,0.000180485,2252.32,125184530.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
805.0,2023-01-21 06:03:59.999,,,0.0,0.0,,,7.000500000000001,0.00018061,6415.98,43441061.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
806.0,2023-01-21 06:04:59.999,,,0.0,0.0,,,6.9985,0.00018081,1537.55,14840700.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
807.0,2023-01-21 06:05:59.999,,,0.0,0.0,,,6.9990000000000006,0.000180805,4403.74,33926967.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
808.0,2023-01-21 06:06:59.999,,,0.0,0.0,,,6.9990000000000006,0.00018076,680.13,11442053.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
