index,close_time,predictions_LINKUSDT,actual_LINKUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_LINKUSDT,log_prediction_LINKUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_4320_minutes,actual_spread_rolling_sd_4320_minutes,predicted_spread_rolling_mean_4320_minutes,predicted_spread_rolling_sd_4320_minutes,predicted_rolling_z_score_4320_minutes,actual_rolling_z_score_4320_minutes,actual_rolling_z_score_4320_minutes_lag_1,predicted_spread_rolling_sd_4320_minutes_percentile_75th,historical_spread,historical_LINKUSDT_mid,historical_LINKUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_4320_minutes,threshold_4320_minutes,delayed_signal_4320_minutes
0,2023-01-20 16:38:59.999,6.582302529148353,6.579,0.0001731005662012,0.00017301,1.8838827581038609,1.8843846125685466,-8.662161161668843,-8.661637824838875,0.013936305378287939,0.013991649936383244,0.027951187850426627,0.022449304757226916,0.027947944415464315,0.022447719191528222,-0.6241898750437137,-0.6218249547148896,0.0,0.022447719191528222,0.013991649936381,6.579000000000001,791.08,0.00017301,14517627.44,0,2.0,0
1,2023-01-20 16:39:59.999,6.584224393260564,6.5805,0.0001729894626741,0.00017288,1.8841107302922413,1.8846765443949405,-8.662912845765643,-8.662279874719813,0.014911830534540371,0.015019943486060283,0.027952390862101106,0.02244847250250043,0.027949372912476587,0.02244675121188338,-0.5808209061021757,-0.5760947598817843,-0.6218249547148896,0.02244747719661701,0.0150199434860596,6.580500000000001,4653.86,0.0001728799999999,32455996.74,0,2.0,0
2,2023-01-20 16:40:59.999,6.585016541854295,6.5885,0.0001728239988136,0.00017286,1.8853257050031698,1.8847968472428553,-8.663028539639782,-8.663236829214386,0.01605100703836393,0.016358097973225627,0.027953873716588355,0.02244749498572364,0.02795111906102755,0.022445627583718087,-0.5301750631956438,-0.5165732635529049,-0.5760947598817843,0.0224472352017058,0.0163580979732245,6.5885,3628.73,0.00017286,27627157.9,0,2.0,0
3,2023-01-20 16:41:59.999,6.590748150234047,6.584,0.0001728159781486,0.0001727,1.8846424633747687,1.885666870178941,-8.663954572811642,-8.663283239731317,0.016970443455786466,0.016660807932550536,0.027955467823734637,0.0224464484048583,0.027952925582501603,0.022444472877919487,-0.4893178907097224,-0.5031824940617105,-0.5165732635529049,0.02244699320679459,0.0166608079325474,6.584,2350.8,0.0001727,69620710.98,0,2.0,0
4,2023-01-20 16:42:59.999,6.588503570661913,6.5805,0.0001726983785352,0.000172855,1.8841107302922413,1.885326246956717,-8.663057465199856,-8.663963961765965,0.01735458797542888,0.015173920433226185,0.027956840183731926,0.022445485652420903,0.027954386526659884,0.02244346767107919,-0.4722888061050377,-0.5695096086783497,-0.5031824940617105,0.02244675121188338,0.0151739204332237,6.580500000000001,21112.71,0.000172855,15042599.63,0,2.0,0
5,2023-01-20 16:43:59.999,6.5852786887067705,6.5905,0.0001729263375808,0.00017303,1.8856292181703833,1.884836656047126,-8.662045568095717,-8.662644848473278,0.015460531345992123,0.015615037017598699,0.027957897714337255,0.022444796502148926,0.02795500547495555,0.022443004274195585,-0.556720213404284,-0.5499208110689182,-0.5695096086783497,0.022446470304842057,0.0156150370175964,6.5905000000000005,2906.66,0.00017303,63087458.7,0,2.0,0
6,2023-01-20 16:44:59.999,6.592397455612748,6.5905,0.0001731868611288,0.000172945,1.8856292181703833,1.8859170844201574,-8.662536933088623,-8.661139424246906,0.014938127929303713,0.0161381954849511,0.027959284221502137,0.022443881284654577,0.027956270762512968,0.0224421580977743,-0.5800753553420662,-0.5266953868907425,-0.5499208110689182,0.022446189397800735,0.0161381954849488,6.5905000000000005,4814.22,0.0001729449999999,45342526.92,0,2.0,0
7,2023-01-20 16:45:59.999,6.592888135326131,6.5885,0.0001731106234025,0.00017302,1.8853257050031698,1.8859915127987048,-8.662103363212045,-8.661579726189236,0.01548134772084997,0.015373058564731368,0.027960207703631373,0.022443281305967306,0.027957319747143806,0.022441486924936214,-0.5559333955020138,-0.5608426400444968,-0.5266953868907425,0.02244590849075941,0.0153730585647302,6.5885,10017.9,0.00017302,156653929.26,0,2.0,0
8,2023-01-20 16:46:59.999,6.591165735371428,6.581,0.0001731329311909,0.000172815,1.8841867094739821,1.885730227463952,-8.663288899806147,-8.66145087013901,0.015082868783135472,0.015496309057374758,0.027961209196333714,0.02244262856401064,0.02795822878892497,0.0224408865025434,-0.5737456051181504,-0.5554117737771533,-0.5608426400444968,0.022445627583718087,0.0154963090573723,6.581,2970.07,0.000172815,53185136.29,0,2.0,0
9,2023-01-20 16:47:59.999,6.585465415486972,6.5935,0.0001728786791204,0.00017322,1.8860843152656166,1.8848650108278031,-8.660948095061375,-8.662920486236757,0.01578235886479451,0.014901649750092005,0.02796206607694411,0.022442059246549514,0.027959247352757084,0.022440227021336117,-0.5426365997271246,-0.5819615830869066,-0.5554117737771533,0.022445338907268436,0.0149016497500902,6.5935,12586.1,0.00017322,645571074.18,0,2.0,0
10,2023-01-20 16:48:59.999,6.595159140992265,6.598,0.0001732500765675,0.000173655,1.8867665728063896,1.8863359164304174,-8.658439985638474,-8.660774477946307,0.014968400009481853,0.012913512165888541,0.027962380370591837,0.022441838985816375,0.027959373200871607,0.022440112470034995,-0.5789174723940006,-0.6705719711390157,-0.5819615830869066,0.02244505023081879,0.0129135121658876,6.598,50374.77,0.000173655,116962082.94,0,2.0,0
11,2023-01-20 16:49:59.999,6.599884760825641,6.6055,0.0001736696670188,0.00017366,1.8879026353362718,1.8870521883989804,-8.658411193331775,-8.658355528528446,0.013109205902269272,0.014018919400295315,0.02796292153714584,0.02244147455365723,0.027959483972777664,0.02244001509036794,-0.6617766525871306,-0.6213496400831694,-0.6705719711390157,0.022444761554369138,0.0140189194002928,6.605499999999999,1488.93,0.00017366,44924088.45,0,2.0,0
