close_time,spread
2023-01-01 00:00:59.999,-0.09596006778637145
2023-01-01 00:01:59.999,-0.09382322515537567
2023-01-01 00:02:59.999,-0.09272785133350814
2023-01-01 00:03:59.999,-0.0892619003001065
2023-01-01 00:04:59.999,-0.08971295040292127
2023-01-01 00:05:59.999,-0.09035841871326111
2023-01-01 00:06:59.999,-0.09163196909954374
2023-01-01 00:07:59.999,-0.09108383718049717
2023-01-01 00:08:59.999,-0.0920367041075778
2023-01-01 00:09:59.999,-0.09239617544074585
2023-01-01 00:10:59.999,-0.09244318652627603
2023-01-01 00:11:59.999,-0.09239617544074585
2023-01-01 00:12:59.999,-0.09280491253601841
2023-01-01 00:13:59.999,-0.09253041643262394
2023-01-01 00:14:59.999,-0.0930793767305369
2023-01-01 00:15:59.999,-0.09298685897154302
2023-01-01 00:16:59.999,-0.09280491253601841
2023-01-01 00:17:59.999,-0.09303305529718964
2023-01-01 00:18:59.999,-0.09413084828718121
2023-01-01 00:19:59.999,-0.09372097180046035
2023-01-01 00:20:59.999,-0.0940883462007962
2023-01-01 00:21:59.999,-0.09285904517261168
2023-01-01 00:22:59.999,-0.09308583985117025
2023-01-01 00:23:59.999,-0.09103570302299291
2023-01-01 00:24:59.999,-0.09181022382819926
2023-01-01 00:25:59.999,-0.09208433751408096
2023-01-01 00:26:59.999,-0.08958496105676161
2023-01-01 00:27:59.999,-0.08958496105676161
2023-01-01 00:28:59.999,-0.08985904292260871
2023-01-01 00:29:59.999,-0.08985904292260871
2023-01-01 00:30:59.999,-0.08761616726598787
2023-01-01 00:31:59.999,-0.08637035252828795
2023-01-01 00:32:59.999,-0.086321256505006
2023-01-01 00:33:59.999,-0.08522193010605683
2023-01-01 00:34:59.999,-0.08402324290181173
2023-01-01 00:35:59.999,-0.08452437044925709
2023-01-01 00:36:59.999,-0.08309890010750287
2023-01-01 00:37:59.999,-0.08377827246017899
2023-01-01 00:38:59.999,-0.08520366167946891
2023-01-01 00:39:59.999,-0.08420014930222885
2023-01-01 00:40:59.999,-0.08552737956042655
2023-01-01 00:41:59.999,-0.08377827246017899
2023-01-01 00:42:59.999,-0.08202696040816138
2023-01-01 00:43:59.999,-0.08235156064018234
2023-01-01 00:44:59.999,-0.08244957501389294
2023-01-01 00:45:59.999,-0.08240050604967131
2023-01-01 00:46:59.999,-0.08167210750842369
2023-01-01 00:47:59.999,-0.08122023710906756
2023-01-01 00:48:59.999,-0.08259752130532227
2023-01-01 00:49:59.999,-0.08132012463945104
2023-01-01 00:50:59.999,-0.0815455764847175
2023-01-01 00:51:59.999,-0.08076924310855915
2023-01-01 00:52:59.999,-0.07976824202397426
2023-01-01 00:53:59.999,-0.08054407414762821
2023-01-01 00:54:59.999,-0.08031912355486615
2023-01-01 00:55:59.999,-0.08031912355486615
2023-01-01 00:56:59.999,-0.08031912355486615
2023-01-01 00:57:59.999,-0.08036975154359949
2023-01-01 00:58:59.999,-0.08081949884676742
2023-01-01 00:59:59.999,-0.08076924310855915
2023-01-01 01:00:59.999,-0.07861520112037423
2023-01-01 01:01:59.999,-0.0782886844170565
2023-01-01 01:02:59.999,-0.07756342969549257
2023-01-01 01:03:59.999,-0.07778805862437288
2023-01-01 01:04:59.999,-0.07668475101986205
2023-01-01 01:05:59.999,-0.07352844695207095
2023-01-01 01:06:59.999,-0.07358092694333385
2023-01-01 01:07:59.999,-0.07390946708566526
2023-01-01 01:08:59.999,-0.07396212326265195
2023-01-01 01:09:59.999,-0.07379204931099093
2023-01-01 01:10:59.999,-0.07345401210531532
2023-01-01 01:11:59.999,-0.0750006067408906
2023-01-01 01:12:59.999,-0.07566908798054905
2023-01-01 01:13:59.999,-0.07461919180699272
2023-01-01 01:14:59.999,-0.07534101615396516
2023-01-01 01:15:59.999,-0.0734632457267379
2023-01-01 01:16:59.999,-0.07219036143202251
2023-01-01 01:17:59.999,-0.0713625422577544
2023-01-01 01:18:59.999,-0.07301789046579543
2023-01-01 01:19:59.999,-0.07279553702125208
2023-01-01 01:20:59.999,-0.07489484159198678
2023-01-01 01:21:59.999,-0.07351627074025302
2023-01-01 01:22:59.999,-0.07246623667106888
2023-01-01 01:23:59.999,-0.07373908873548496
2023-01-01 01:24:59.999,-0.07511782058820415
2023-01-01 01:25:59.999,-0.07610236981766683
2023-01-01 01:26:59.999,-0.07615517461700927
2023-01-01 01:27:59.999,-0.07648333083166658
2023-01-01 01:28:59.999,-0.0769809670698538
2023-01-01 01:29:59.999,-0.07598594211213605
2023-01-01 01:30:59.999,-0.07598594211213605
2023-01-01 01:31:59.999,-0.07466300821231364
2023-01-01 01:32:59.999,-0.07565753837882205
2023-01-01 01:33:59.999,-0.07505366854119266
2023-01-01 01:34:59.999,-0.07400508649938864
2023-01-01 01:35:59.999,-0.07460946085663434
2023-01-01 01:36:59.999,-0.07493830445592886
2023-01-01 01:37:59.999,-0.07455603230300545
2023-01-01 01:38:59.999,-0.07433406828261413
2023-01-01 01:39:59.999,-0.07516014965929152
2023-01-01 01:40:59.999,-0.07521356860438244
2023-01-01 01:41:59.999,-0.07598594211213605
2023-01-01 01:42:59.999,-0.07581740997604047
2023-01-01 01:43:59.999,-0.07686447991557088
2023-01-01 01:44:59.999,-0.07813404977377525
2023-01-01 01:45:59.999,-0.07857945858904891
2023-01-01 01:46:59.999,-0.07907759060433017
2023-01-01 01:47:59.999,-0.07857945858904891
2023-01-01 01:48:59.999,-0.07808157458573417
2023-01-01 01:49:59.999,-0.07863168601196246
2023-01-01 01:50:59.999,-0.07973152449962129
2023-01-01 01:51:59.999,-0.08182686691716645
2023-01-01 01:52:59.999,-0.0814496379789218
2023-01-01 01:53:59.999,-0.08205046357412549
2023-01-01 01:54:59.999,-0.08237633823234969
2023-01-01 01:55:59.999,-0.08287471850680728
2023-01-01 01:56:59.999,-0.08265102594491491
2023-01-01 01:57:59.999,-0.0843492459305164
