close_time,spread
2023-01-01 00:00:59.999,-0.0493687496877174
2023-01-01 00:01:59.999,-0.05109958457454239
2023-01-01 00:02:59.999,-0.0515480903567305
2023-01-01 00:03:59.999,-0.05026407074339567
2023-01-01 00:04:59.999,-0.05148728022902985
2023-01-01 00:05:59.999,-0.05221012396469987
2023-01-01 00:06:59.999,-0.05279672238789049
2023-01-01 00:07:59.999,-0.05362246483589264
2023-01-01 00:08:59.999,-0.05324836024240334
2023-01-01 00:09:59.999,-0.0517254449394961
2023-01-01 00:10:59.999,-0.05169989030259403
2023-01-01 00:11:59.999,-0.05132552491816922
2023-01-01 00:12:59.999,-0.05057653307547261
2023-01-01 00:13:59.999,-0.05118923073757334
2023-01-01 00:14:59.999,-0.05196405387511724
2023-01-01 00:15:59.999,-0.05161520119231491
2023-01-01 00:16:59.999,-0.05177677326756855
2023-01-01 00:17:59.999,-0.05158947088700269
2023-01-01 00:18:59.999,-0.05193830964197757
2023-01-01 00:19:59.999,-0.052286960399594073
2023-01-01 00:20:59.999,-0.052822464793226054
2023-01-01 00:21:59.999,-0.05221012396469987
2023-01-01 00:22:59.999,-0.05242270464398871
2023-01-01 00:23:59.999,-0.05204860005049941
2023-01-01 00:24:59.999,-0.05183606280104497
2023-01-01 00:25:59.999,-0.052023104239070805
2023-01-01 00:26:59.999,-0.052023104239070805
2023-01-01 00:27:59.999,-0.05122438215187994
2023-01-01 00:28:59.999,-0.05181068317648499
2023-01-01 00:29:59.999,-0.05221012396469987
2023-01-01 00:30:59.999,-0.050338949045155734
2023-01-01 00:31:59.999,-0.04886519874524867
2023-01-01 00:32:59.999,-0.04849026706456597
2023-01-01 00:33:59.999,-0.048139901987996225
2023-01-01 00:34:59.999,-0.0470385229610239
2023-01-01 00:35:59.999,-0.047438602982363604
2023-01-01 00:36:59.999,-0.04652405786822386
2023-01-01 00:37:59.999,-0.046761211036059264
2023-01-01 00:38:59.999,-0.04767589551922993
2023-01-01 00:39:59.999,-0.04767589551922993
2023-01-01 00:40:59.999,-0.04823924353754286
2023-01-01 00:41:59.999,-0.04676121103605946
2023-01-01 00:42:59.999,-0.0448804246624982
2023-01-01 00:43:59.999,-0.04544489115281147
2023-01-01 00:44:59.999,-0.04659792693416556
2023-01-01 00:45:59.999,-0.04622181360816127
2023-01-01 00:46:59.999,-0.04560859915265217
2023-01-01 00:47:59.999,-0.0455842681754591
2023-01-01 00:48:59.999,-0.0457237376974548
2023-01-01 00:49:59.999,-0.046336143781042866
2023-01-01 00:50:59.999,-0.046548608179040635
2023-01-01 00:51:59.999,-0.04636065024560457
2023-01-01 00:52:59.999,-0.04636065024560457
2023-01-01 00:53:59.999,-0.046548608179040635
2023-01-01 00:54:59.999,-0.04673654418679277
