close_time,spread
2023-01-01 00:00:59.999,0.03579215297936034
2023-01-01 00:01:59.999,0.034464911365369666
2023-01-01 00:02:59.999,0.0349449955231238
2023-01-01 00:03:59.999,0.03544982963177934
2023-01-01 00:04:59.999,0.03496470617532954
2023-01-01 00:05:59.999,0.0343009835461654
2023-01-01 00:06:59.999,0.03320953099963764
2023-01-01 00:07:59.999,0.03268756521903904
2023-01-01 00:08:59.999,0.032015535215708324
2023-01-01 00:09:59.999,0.0284598797867619
2023-01-01 00:10:59.999,0.024852993688823988
2023-01-01 00:11:59.999,0.022422442090265005
2023-01-01 00:12:59.999,0.02429462814040373
2023-01-01 00:13:59.999,0.023554266888319075
2023-01-01 00:14:59.999,0.02245213787489897
2023-01-01 00:15:59.999,0.023169542118413267
2023-01-01 00:16:59.999,0.024827839925803508
2023-01-01 00:17:59.999,0.02370034901537199
2023-01-01 00:18:59.999,0.02367917907856465
2023-01-01 00:19:59.999,0.023160091488944268
2023-01-01 00:20:59.999,0.023190750071407917
2023-01-01 00:21:59.999,0.02226172368880386
2023-01-01 00:22:59.999,0.022882783612289348
2023-01-01 00:23:59.999,0.021836172891608552
2023-01-01 00:24:59.999,0.021090963070425683
2023-01-01 00:25:59.999,0.018858046616125446
2023-01-01 00:26:59.999,0.01979586996440519
2023-01-01 00:27:59.999,0.018745990505439014
2023-01-01 00:28:59.999,0.018980623531340557
2023-01-01 00:29:59.999,0.01767955459818671
2023-01-01 00:30:59.999,0.01692063895453222
2023-01-01 00:31:59.999,0.01699543768493994
2023-01-01 00:32:59.999,0.01669335564871033
2023-01-01 00:33:59.999,0.016388446609511886
2023-01-01 00:34:59.999,0.015720711460952996
2023-01-01 00:35:59.999,0.015667929310469564
2023-01-01 00:36:59.999,0.015344900128686056
2023-01-01 00:37:59.999,0.015349579137262426
2023-01-01 00:38:59.999,0.014895662781356789
2023-01-01 00:39:59.999,0.014893898810358186
2023-01-01 00:40:59.999,0.014983295203728764
2023-01-01 00:41:59.999,0.014606137133955865
2023-01-01 00:42:59.999,0.014317914595884496
2023-01-01 00:43:59.999,0.014606905676736393
2023-01-01 00:44:59.999,0.014155788389349055
2023-01-01 00:45:59.999,0.01544312696573158
2023-01-01 00:46:59.999,0.016147790000464513
2023-01-01 00:47:59.999,0.01614583879735898
2023-01-01 00:48:59.999,0.015419475934384419
2023-01-01 00:49:59.999,0.015092884442249987
2023-01-01 00:50:59.999,0.01708783716132478
2023-01-01 00:51:59.999,0.016761973651108875
2023-01-01 00:52:59.999,0.017361394278262887
2023-01-01 00:53:59.999,0.016908718220114416
2023-01-01 00:54:59.999,0.014205953215034484
2023-01-01 00:55:59.999,0.012994138907874042
2023-01-01 00:56:59.999,0.012343505640538766
2023-01-01 00:57:59.999,0.006808731784905486
