index,close_time,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_LTCUSDT_mid,historical_LTCUSDT_vol,historical_rolling_mean_6120_minutes,historical_rolling_sd_6120_minutes,historical_rolling_z_score_6120_minutes,historical_rolling_z_score_6120_minutes_lag_1,rolling_sd_6120_minutes,algo_trading_rolling_sd_6120_minutes_percentile_75th,signal_6120_minutes,threshold_6120_minutes,delayed_signal_6120_minutes
0,2023-01-20 16:58:59.999,0.0416439101323513,0.3964999999999999,330335.0,86.07,457.795,0.026280389849722696,0.015566630965048492,0.986952174630726,0.0,,0.00031795910802725835,0,2.0,0.0
1,2023-01-20 16:59:59.999,0.0411942480494991,0.3966,367451.0,86.15,460.176,0.02628509328664567,0.01556678777624762,0.9577540965517863,0.986952174630726,0.00031795910802725835,0.00031795910802725835,0,2.0,0.0
2,2023-01-20 17:00:59.999,0.0406043566201264,0.3972,800336.0,86.39,2308.643,0.02628972924495604,0.015566826763488237,0.9195597530991423,0.9577540965517863,0.0005213507124098366,0.000470502811314192,0,2.5,0.0
3,2023-01-20 17:01:59.999,0.0411077545668261,0.3974,325232.0,86.38999999999999,349.018,0.02629443973792064,0.015566948274811988,0.9515875923397306,0.9195597530991423,0.000426144810844026,0.0004737477616269313,0,2.0,0.0
4,2023-01-20 17:02:59.999,0.0400236950625583,0.3969,390580.0,86.37,355.103,0.026298936721194058,0.015566938521640036,0.8816607274632112,0.9515875923397306,0.0006199530957484871,0.0005460013082444992,0,2.5,0.0
5,2023-01-20 17:03:59.999,0.0399258348004876,0.397,207685.0,86.41,249.329,0.026303403682023076,0.015566925828168193,0.875088072547688,0.8816607274632112,0.0006859153169177011,0.0006199530957484871,0,2.5,0.0
6,2023-01-20 17:04:59.999,0.040424233337645,0.39725,202179.0,86.425,305.552,0.02630791566452116,0.015567016232391092,0.9068094657569181,0.875088072547688,0.0006381410218597622,0.0006335940403319434,0,2.5,0.0
7,2023-01-20 17:05:59.999,0.0408070584994861,0.39735,440693.0,86.41,1113.619,0.02631256755765347,0.015567094532825393,0.9310980229013814,0.9068094657569181,0.0005919386678711201,0.0006290470588041246,0,2.0,0.0
8,2023-01-20 17:06:59.999,0.040420905528812,0.3977,360435.0,86.555,1662.993,0.026317070304478253,0.015567189313614513,0.9059975400953744,0.9310980229013814,0.0005623997297704323,0.0006245000772763059,0,2.0,0.0
9,2023-01-20 17:07:59.999,0.0415563801344642,0.3977,368463.0,86.425,352.634,0.026321807888396012,0.015567414497183428,0.9786192979460102,0.9059975400953744,0.0005977725982777403,0.0006199530957484871,0,2.0,0.0
10,2023-01-20 17:08:59.999,0.0434362627684405,0.3981,702715.0,86.32499999999999,2328.667,0.026326916609890054,0.015567899919354313,1.09901439803578,0.9786192979460102,0.000983596301279292,0.0006335940403319434,0,2.5,0.0
11,2023-01-20 17:09:59.999,0.0438567383855721,0.39825,223741.0,86.32,257.801,0.026332107799504866,0.015568447504373374,1.1256504915563574,1.09901439803578,0.0012463322121158663,0.0006620281693887316,0,2.5,0.0
12,2023-01-20 17:10:59.999,0.044317707246928,0.39805,296691.0,86.21000000000001,1058.485,0.02633738090173422,0.015569073170369698,1.154874548307285,1.1256504915563574,0.0014655218481868452,0.0007603355630080989,0,2.5,0.0
13,2023-01-20 17:11:59.999,0.0440606566289458,0.398,176159.0,86.225,558.663,0.026342613165097114,0.015569647813334812,1.13798614305674,1.154874548307285,0.0015671635161967625,0.000983596301279292,0,2.5,0.0
14,2023-01-20 17:12:59.999,0.0436170093672796,0.39805,113913.0,86.28999999999999,443.148,0.02634768207886689,0.015570221115953789,1.1091253720679637,1.13798614305674,0.0015916345777709907,0.0011806482344067226,0,2.5,0.0
15,2023-01-20 17:13:59.999,0.0430763019531124,0.3978,358643.0,86.28,560.905,0.02635269130657268,0.01557067083278439,1.074045609603909,1.1091253720679637,0.0015704323115615605,0.0013559270301513556,0,2.5,0.0
16,2023-01-20 17:14:59.999,0.0424699633126817,0.39735,269248.0,86.22,952.016,0.026357593705209605,0.015571021406387517,1.0347663898825872,1.074045609603909,0.0015272919213710637,0.0014809643664828998,0,2.5,0.0
17,2023-01-20 17:15:59.999,0.0424699633126817,0.39735,282948.0,86.22,145.955,0.02636258010703947,0.01557129408074117,1.034428039321671,1.0347663898825872,0.0014874681066183023,0.0014874681066183023,0,2.0,0.0
18,2023-01-20 17:16:59.999,0.0422997296810123,0.3977,400452.0,86.34,324.57,0.02636753065078495,0.015571543973128333,1.0231611622920245,1.034428039321671,0.0014478459550634187,0.001481981542010438,0,2.0,0.0
19,2023-01-20 17:17:59.999,0.0410033215424165,0.39715,559916.0,86.33000000000001,212.223,0.0263721563414196,0.01557168622426695,0.9396005667129139,1.0231611622920245,0.00142550239016915,0.0014764949774025739,0,2.0,0.0
20,2023-01-20 17:18:59.999,0.0399571171156987,0.3967,405359.0,86.32,600.257,0.02637649942952197,0.015571767927641656,0.872130752865228,0.9396005667129139,0.0014536650418865507,0.0014710084127947094,0,2.0,0.0
21,2023-01-20 17:19:59.999,0.0381272826231269,0.3962,327483.0,86.385,220.607,0.02638048092495226,0.015571656809964923,0.7543707032290488,0.872130752865228,0.0016227112112073398,0.0014874681066183023,0,2.5,0.0
22,2023-01-20 17:20:59.999,0.03793759411574,0.39635,274113.0,86.45,438.275,0.02638438842330411,0.01557155598695426,0.7419429183644258,0.7543707032290488,0.0017647071329841774,0.0015173359676828734,0,2.5,0.0
23,2023-01-20 17:21:59.999,0.0388202623528597,0.3967,253891.0,86.44999999999999,70.592,0.026388475338700233,0.01557153705551262,0.7983660810002298,0.7419429183644258,0.0018100909203718392,0.001547227718783913,0,2.5,0.0
24,2023-01-20 17:22:59.999,0.0390235613871086,0.39685,277957.0,86.47,196.056,0.026392509756982045,0.015571611607987887,0.8111589184286558,0.7983660810002298,0.001833664150293378,0.001567980715037962,0,2.5,0.0
25,2023-01-20 17:23:59.999,0.0383259365785981,0.3964,179805.0,86.41999999999999,271.434,0.026396421989334527,0.015571601568307603,0.7661071044576007,0.8111589184286558,0.0018881526523939185,0.0015704323115615605,0,2.5,0.0
26,2023-01-20 17:24:59.999,0.0384233749954647,0.3963,133098.0,86.38,335.057,0.026400236704785817,0.015571687804688098,0.7721152929266364,0.7661071044576007,0.0019256410076696389,0.0015863340112186332,0,2.5,0.0
27,2023-01-20 17:25:59.999,0.037967271785134,0.39605,181307.0,86.36,58.384,0.026404032198847044,0.01557167584310599,0.7425815758556472,0.7721152929266364,0.0019786139326792656,0.0016071728944891653,0,2.5,0.0
