index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_LTCUSDT,actual_LTCUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_LTCUSDT,log_prediction_LTCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_1080_minutes,actual_spread_rolling_sd_1080_minutes,predicted_spread_rolling_mean_1080_minutes,predicted_spread_rolling_sd_1080_minutes,predicted_rolling_z_score_1080_minutes,actual_rolling_z_score_1080_minutes,actual_rolling_z_score_1080_minutes_lag_1,predicted_spread_rolling_sd_1080_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_LTCUSDT_mid,historical_LTCUSDT_vol,signal_1080_minutes,threshold_1080_minutes,delayed_signal_1080_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,86.0426974285106,86.07,-0.9250792379072343,-0.9263773966050354,4.455160918661383,4.454843654774101,0.04058542521712394,0.04164391013235158,0.044327733990132755,0.0025643245814828738,0.04432427209487558,0.0025656619069405564,-1.4572640563580945,-1.04660068275335,0.0,0.0025656619069405564,0.0416439101323513,0.3964999999999999,330335.0,86.07,457.795,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,85.9326347200173,86.15,-0.9248270628964415,-0.9260146798136826,4.456089962973938,4.453563672091176,0.0419150919310578,0.041194248049499116,0.044317924556647834,0.0025560158047075046,0.04431570176976015,0.0025558773756141338,-0.9392507878534364,-1.2220881034443263,-1.04660068275335,0.0025632157741089508,0.0411942480494991,0.3966,367451.0,86.15,460.176,0,2.0,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,86.00412469861625,86.39,-0.9233153468111195,-0.9264384326738009,4.458871928370793,4.454395256715204,0.04086312690951743,0.04060435662012685,0.04430781148398225,0.0025490722835217073,0.04430462491175796,0.0025500441566671532,-1.349583689852055,-1.45286380766686,-1.2220881034443263,0.002560769641277345,0.0406043566201264,0.3972,800336.0,86.39,2308.643,0,2.0,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,86.24653697051085,86.39,-0.9228119488644206,-0.9252233356986732,4.458871928370793,4.457209904038852,0.03995192714016316,0.041107754566825694,0.04429757614538705,0.0025396907189563977,0.044293556118555205,0.0025419511578036146,-1.707990716132978,-1.2559882015366446,-1.45286380766686,0.0025583235084457394,0.0411077545668261,0.3974,325232.0,86.38999999999999,349.018,0,2.0,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,86.24684445428977,86.37,-0.9240709191931175,-0.9253336911307692,4.458640393292194,4.457213469204964,0.03983887843952427,0.04002369506255843,0.044286357040952413,0.00253177083232418,0.04428224281467913,0.0025342089466661093,-1.753353598171274,-1.6836681756384866,-1.2559882015366446,0.0025558773756141338,0.0400236950625583,0.3969,390580.0,86.37,355.103,0,2.0,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,86.22736666891568,86.409996,-0.9238190486727818,-0.927438572971053,4.4591033635623685,4.456987606041653,0.03790462263285055,0.03992581939267259,0.044275200935898325,0.0025244042074838292,0.04426930770897599,0.00253065802188164,-2.515031672036452,-1.7229338829065455,-1.6836681756384866,0.0025544190708773886,0.0399258348004876,0.397,207685.0,86.41,249.329,2,2.0,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,86.26733350469607,86.425,-0.9231894735653117,-0.927155985030084,4.459276985807688,4.457451003890461,0.037837141373660566,0.040424233337644555,0.04426465838896323,0.0025166776812332067,0.04425871248978164,0.00252309125571595,-2.5451204357247446,-1.5259900304105736,-1.7229338829065455,0.0025529607661406435,0.040424233337645,0.39725,202179.0,86.425,305.552,2,2.0,2
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,86.28437766024882,86.409996,-0.9229377745959487,-0.9263339115453708,4.4591033635623685,4.4576485580670395,0.03850997456137861,0.04080709346950562,0.04425476035954764,0.0025092243354951135,0.04424944603410992,0.0025141367816801366,-2.2828795611095427,-1.3739970720321173,-1.5259900304105736,0.0025515024614038984,0.0408070584994861,0.39735,440693.0,86.41,1113.619,2,2.0,2
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,86.2637130009447,86.555,-0.9220573267684922,-0.9261083729870486,4.460780050028693,4.4574090345889905,0.03891645869939164,0.040420905528811835,0.04424469866863485,0.002502782255589396,0.04423976967698893,0.0025068631822550507,-2.1234948182567734,-1.5278169450352461,-1.3739970720321173,0.0025500441566671532,0.040420905528812,0.3977,360435.0,86.555,1662.993,2,2.0,2
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,86.39726592263615,86.425,-0.9220573267684922,-0.9246847352177155,4.459276985807688,4.458956030895381,0.0391714338151955,0.041556380134464055,0.04423572997021941,0.002495032557368483,0.04423104514491412,0.0024986260478938632,-2.024957409686598,-1.073873696694874,-1.5278169450352461,0.0025480209069512687,0.0415563801344642,0.3977,368463.0,86.425,352.634,2,2.0,2
10,2023-01-20 17:08:59.999,0.3969564167122243,0.3981,86.26748220035283,86.325,-0.9210520489758656,-0.9239287859026845,4.458119243276056,4.457452727550189,0.04106303837981817,0.043436262768441036,0.044228543528517086,0.002486131518317795,0.044225615216631146,0.002486844028624243,-1.271723035466183,-0.31868014794814054,-1.073873696694874,0.0025459976572353837,0.0434362627684405,0.3981,702715.0,86.32499999999999,2328.667,0,2.0,2
11,2023-01-20 17:09:59.999,0.3979753345906591,0.39825,86.17823452889797,86.32,-0.9206753301919791,-0.9213652490084331,4.458061320949879,4.4564176461214835,0.04440851703055115,0.04385673838557225,0.044222273293858194,0.0024785100587703893,0.044222445582236265,0.002477369866807848,0.07510846515407317,-0.14748171264928908,-0.31868014794814054,0.002543974407519499,0.0438567383855721,0.39825,223741.0,86.32,257.801,0,2.0,0
12,2023-01-20 17:10:59.999,0.3984589250933589,0.39805,86.1802059238044,86.21,-0.9211776534475499,-0.9201508598576635,4.456786180221833,4.45644052164648,0.045605625098209535,0.044317707246928184,0.04421596586517209,0.0024695752859352337,0.044217251396377485,0.002468794255410622,0.5623691398298105,0.04119792675912074,-0.14748171264928908,0.0025419511578036146,0.044317707246928,0.39805,296691.0,86.21000000000001,1058.485,4,2.0,0
13,2023-01-20 17:11:59.999,0.3979261511150145,0.398,86.09259323174291,86.225,-0.9213032736976993,-0.9214888408764984,4.456960158822905,4.455423382550298,0.04503603148291446,0.04406065662894576,0.04420916367342947,0.002459857173088402,0.0442099285835215,0.002458847637942047,0.33597156922027865,-0.06037222246414161,0.04119792675912074,0.0025400156050192383,0.0440606566289458,0.398,176159.0,86.225,558.663,3,2.0,4
14,2023-01-20 17:12:59.999,0.3972886179559407,0.39805,86.17540191027815,86.29,-0.9211776534475499,-0.9230922650593979,4.4577137165202165,4.456384776276917,0.04270633216994757,0.04361700936727886,0.044202324374279255,0.002451210371015076,0.04420094047769801,0.002450498408400068,-0.609920129973179,-0.2387861172266541,-0.06037222246414161,0.002538080052234862,0.0436170093672796,0.39805,113913.0,86.28999999999999,443.148,0,2.0,3
15,2023-01-20 17:13:59.999,0.3969022786971657,0.3978,86.2587576004376,86.28,-0.9218059125622653,-0.9240651779720933,4.457597821520956,4.457351588153275,0.041003051040973904,0.04307630195311196,0.04419505353179865,0.0024428793090779956,0.04419210070803285,0.0024436766401186023,-1.3050211368817481,-0.45796432698467415,-0.2387861172266541,0.0025361444994504855,0.0430763019531124,0.3978,358643.0,86.28,560.905,0,2.0,0
16,2023-01-20 17:14:59.999,0.3965274559345401,0.39735,86.25102811760996,86.22,-0.9229377745959487,-0.9250099945680648,4.4569021693189885,4.457261976044598,0.04012593100270068,0.042469963312681824,0.04418694391821928,0.0024340390473496566,0.04418318719951852,0.002436043398233545,-1.6655106389976024,-0.7054038871755225,-0.45796432698467415,0.0025342089466661093,0.0424699633126817,0.39735,269248.0,86.22,952.016,0,2.0,0
17,2023-01-20 17:15:59.999,0.3962328742465158,0.39735,86.18265368307729,86.22,-0.9229377745959487,-0.9257531742917916,4.4569021693189885,4.456468924044522,0.03998185436084112,0.042469963312681824,0.04417849520494417,0.0024241278927589088,0.04417461302099958,0.0024263629214861466,-1.7280014556068128,-0.7048027034241416,-0.7054038871755225,0.002533321215469992,0.0424699633126817,0.39735,282948.0,86.22,145.955,0,2.0,0
18,2023-01-20 17:16:59.999,0.3965472166844349,0.3977,86.16817839638212,86.34,-0.9220573267684922,-0.92496016130373,4.458292990127331,4.456300949378492,0.040901762104964656,0.042299729681012144,0.044169258628870986,0.002412235055487933,0.0441662359678868,0.0024131644152178234,-1.352777225760423,-0.7750193927435006,-0.7048027034241416,0.0025324334842738746,0.0422997296810123,0.3977,400452.0,86.34,324.57,0,2.0,0
19,2023-01-20 17:17:59.999,0.3973260727763174,0.39715,86.28464208284207,86.33,-0.923441235902996,-0.9229979934058752,4.4581771622474315,4.457651622610069,0.041843577622955985,0.041003321542416815,0.04415863523785248,0.002400863621707091,0.04415649364893954,0.0024007847071877146,-0.9634000162775568,-1.3142411201149935,-0.7750193927435006,0.0025315457530777573,0.0410033215424165,0.39715,559916.0,86.33000000000001,212.223,0,2.0,0
20,2023-01-20 17:18:59.999,0.3963242998506459,0.3967,86.28249373337579,86.32,-0.9245749514618526,-0.9255224638584661,4.458061320949879,4.457626723900865,0.039337916647444904,0.039957117115698715,0.044146675679218095,0.002389566106538281,0.04414222724348102,0.002392930352953661,-2.0077101659503045,-1.7532716722320414,-1.3142411201149935,0.00253065802188164,0.0399571171156987,0.3967,405359.0,86.32,600.257,2,2.0,0
21,2023-01-20 17:19:59.999,0.3954931927118646,0.3962,86.27574658384621,86.385,-0.9258361447176865,-0.9276217037762466,4.458814049626746,4.457548522482948,0.037297753196877226,0.038127282623127035,0.044133235217916865,0.0023825521380196747,0.04412691192280027,0.0023904991674282344,-2.8567919282189274,-2.520806365136608,-1.7532716722320414,0.0025287663303402174,0.0381272826231269,0.3962,327483.0,86.385,220.607,0,2.0,2
22,2023-01-20 17:20:59.999,0.3948540795913554,0.39635,86.35181955097934,86.45,-0.9254576196989722,-0.9292390010889957,4.4595662121293,4.458429876182833,0.0350146461796379,0.03793759411574016,0.04412003383621821,0.0023773396608320362,0.04411161072090223,0.0023923085898623323,-3.802588252959383,-2.600570638826713,-2.520806365136608,0.0025268746387987952,0.03793759411574,0.39635,274113.0,86.45,438.275,0,2.0,0
23,2023-01-20 17:21:59.999,0.395016683331743,0.3967,86.42835138887224,86.45,-0.9245749514618526,-0.9288272786900482,4.4595662121293,4.459315763058412,0.034757134332540796,0.038820262352859736,0.0441076570052015,0.0023700925314162086,0.04409900712298812,0.0023859899997318943,-3.9153025752400645,-2.2308811079128508,-2.600570638826713,0.0025249829472573726,0.0388202623528597,0.3967,253891.0,86.44999999999999,70.592,0,2.0,0
24,2023-01-20 17:22:59.999,0.3956343309414406,0.39685,86.42028212637642,86.47,-0.9241969034452525,-0.9272649010438083,4.459797532972339,4.4592223950943435,0.03639004585930272,0.039023561387108274,0.044094742413741866,0.0023597373265103827,0.0440876150348756,0.0023702473757868975,-3.247580507506042,-2.149044713435514,-2.2308811079128508,0.00252309125571595,0.0390235613871086,0.39685,277957.0,86.47,196.056,0,2.0,0
25,2023-01-20 17:23:59.999,0.3961501621421815,0.3964,86.41964293690164,86.42,-0.9253314765263042,-0.9259619422760526,4.459219130503787,4.459214998776918,0.03769859209996507,0.03832593657859806,0.04408109855220131,0.0023504349208071955,0.0440751942909134,0.0023573465709621887,-2.704991395620553,-2.448551935071994,-2.149044713435514,0.002520852637206997,0.0383259365785981,0.3964,179805.0,86.41999999999999,271.434,0,2.0,0
26,2023-01-20 17:24:59.999,0.3955304004292679,0.3963,86.35371895296598,86.38,-0.9255837787857477,-0.9275276289148813,4.458756167532555,4.458451872026199,0.03670940181719806,0.038423374995464554,0.044067233727544994,0.0023395783256716794,0.04406042722254005,0.0023491696508911404,-3.1292015894013567,-2.4123401512792353,-2.448551935071994,0.0025186140186980433,0.0384233749954647,0.3963,133098.0,86.38,335.057,0,2.0,0
27,2023-01-20 17:25:59.999,0.395239128423492,0.39605,86.29531721990192,86.36,-0.9262148130718484,-0.9282643088407535,4.458524605646606,4.457775334970607,0.03648380494131931,0.03796727178513404,0.044052684605174676,0.002328583718016954,0.0440456828663552,0.0023388528000618555,-3.233156838615881,-2.613353676295151,-2.4123401512792353,0.0025163754001890897,0.037967271785134,0.39605,181307.0,86.36,58.384,0,2.0,0
28,2023-01-20 17:26:59.999,0.3948673432802453,0.39585,86.25715760825757,86.375,-0.9267199273646943,-0.9292054102846765,4.458698282087834,4.457333039230665,0.03587683132365527,0.03733095538804132,0.04403785731804167,0.0023203396265229627,0.04403030780278321,0.002332498708719095,-3.495597424620001,-2.8904828643773435,-2.613353676295151,0.0025141367816801366,0.0373309553880414,0.39585,418128.0,86.375,448.826,0,2.0,0
29,2023-01-20 17:27:59.999,0.3946116565986137,0.396,86.26035961111072,86.465,-0.9263410677276565,-0.9298531455394725,4.459739707777886,4.457370160131836,0.03520105346094571,0.036923080560774535,0.044022659739449625,0.002313126902532213,0.04401449914159717,0.002327558681865546,-3.7865621817910324,-3.0692562396395457,-2.8904828643773435,0.002512318381823865,0.0369230805607747,0.396,833412.0,86.465,137.065,0,2.0,0
30,2023-01-20 17:28:59.999,0.394752375501932,0.39605,86.34806380819174,86.395,-0.9262148130718484,-0.9294966081268556,4.458929803765085,4.458386381737843,0.03478989657866127,0.03766116898036964,0.04400832678836819,0.002304526055353351,0.043999799100847656,0.0023204453483813923,-3.969023674102334,-2.7542139492214788,-3.0692562396395457,0.0025104999819675934,0.03766116898037,0.39605,195582.0,86.39500000000001,2738.284,0,2.0,0
31,2023-01-20 17:29:59.999,0.3950063823825431,0.39585,86.27386265697318,86.295,-0.9267199273646943,-0.9288533562810642,4.457771658983367,4.4575266861324465,0.03608259674134884,0.03803096340461776,0.04399462943960394,0.0022960344144049606,0.04398731026041962,0.0023075426951721365,-3.4255979469455102,-2.597376588770217,-2.7542139492214788,0.0025086815821113223,0.0380309634046183,0.39585,270775.0,86.29499999999999,376.227,0,2.0,0
