index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_LTCUSDT,actual_LTCUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_LTCUSDT,log_prediction_LTCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_3600_minutes,actual_spread_rolling_sd_3600_minutes,predicted_spread_rolling_mean_3600_minutes,predicted_spread_rolling_sd_3600_minutes,predicted_rolling_z_score_3600_minutes,actual_rolling_z_score_3600_minutes,actual_rolling_z_score_3600_minutes_lag_1,predicted_spread_rolling_sd_3600_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_LTCUSDT_mid,historical_LTCUSDT_vol,signal_3600_minutes,threshold_3600_minutes,delayed_signal_3600_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,86.0426974285106,86.07,-0.9250792379072343,-0.9263773966050354,4.455160918661383,4.454843654774101,0.04058542521712394,0.04164391013235158,0.034707202454043025,0.01431243550717506,0.03470883484025882,0.014310783248999941,0.4106407227763569,0.48466298239954125,0.0,0.014310783248999941,0.0416439101323513,0.3964999999999999,330335.0,86.07,457.795,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,85.9326347200173,86.15,-0.9248270628964415,-0.9260146798136826,4.456089962973938,4.453563672091176,0.0419150919310578,0.041194248049499116,0.03471753537980545,0.014303684630943125,0.0347195341458569,0.014302201228709644,0.503108414581445,0.45280029844076736,0.48466298239954125,0.014308637743927367,0.0411942480494991,0.3966,367451.0,86.15,460.176,0,2.0,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,86.00412469861625,86.39,-0.9233153468111195,-0.9264384326738009,4.458871928370793,4.454395256715204,0.04086312690951743,0.04060435662012685,0.03472772847972213,0.014294798445836872,0.034729432283784833,0.014293179055821763,0.429134386533434,0.4111025533288432,0.45280029844076736,0.014306492238854792,0.0406043566201264,0.3972,800336.0,86.39,2308.643,0,2.0,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,86.24653697051085,86.39,-0.9228119488644206,-0.9252233356986732,4.458871928370793,4.457209904038852,0.03995192714016316,0.041107754566825694,0.03473797766944222,0.014286139175896185,0.034739425586540446,0.014284419584015473,0.36490818006043424,0.4458711215785066,0.4111025533288432,0.014304346733782218,0.0411077545668261,0.3974,325232.0,86.38999999999999,349.018,0,2.0,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,86.24684445428977,86.37,-0.9240709191931175,-0.9253336911307692,4.458640393292194,4.457213469204964,0.03983887843952427,0.04002369506255843,0.03474779416227346,0.014277623818055965,0.03474920795962898,0.014275893254956044,0.3565220325620154,0.3695223356153206,0.4458711215785066,0.014302201228709644,0.0400236950625583,0.3969,390580.0,86.37,355.103,0,2.0,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,86.22736666891568,86.409996,-0.9238190486727818,-0.927438572971053,4.4591033635623685,4.456987606041653,0.03790462263285055,0.03992581939267259,0.034757403450116076,0.014269462002163235,0.034758277434893285,0.014267576912932942,0.2205241448605921,0.3622011777159495,0.3695223356153206,0.014299945685487673,0.0399258348004876,0.397,207685.0,86.41,249.329,0,2.0,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,86.26733350469607,86.425,-0.9231894735653117,-0.927155985030084,4.459276985807688,4.457451003890461,0.037837141373660566,0.040424233337644555,0.03476717487189837,0.014261292573233483,0.03476802740355674,0.014259403998067872,0.2152343793976024,0.3966722116313438,0.3622011777159495,0.014297690142265704,0.040424233337645,0.39725,202179.0,86.425,305.552,0,2.0,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,86.28437766024882,86.409996,-0.9229377745959487,-0.9263339115453708,4.4591033635623685,4.4576485580670395,0.03850997456137861,0.04080709346950562,0.034777280144570336,0.01425267741710193,0.034778316716194,0.014250834007465222,0.26185540040883276,0.4230653054492098,0.3966722116313438,0.014295434599043734,0.0408070584994861,0.39735,440693.0,86.41,1113.619,0,2.0,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,86.2637130009447,86.555,-0.9220573267684922,-0.9261083729870486,4.460780050028693,4.4574090345889905,0.03891645869939164,0.040420905528811835,0.034787493922519896,0.014243540226071152,0.034788640538675655,0.014241728537043426,0.28983968834817575,0.3955064202353731,0.4230653054492098,0.014293179055821763,0.040420905528812,0.3977,360435.0,86.555,1662.993,0,2.0,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,86.39726592263615,86.425,-0.9220573267684922,-0.9246847352177155,4.459276985807688,4.458956030895381,0.0391714338151955,0.041556380134464055,0.034798071044386966,0.014234421840727119,0.034799285530021734,0.014232631790732182,0.3071918355971777,0.47478634297182404,0.3955064202353731,0.01429098918787019,0.0415563801344642,0.3977,368463.0,86.425,352.634,0,2.0,0
10,2023-01-20 17:08:59.999,0.3969564167122243,0.3981,86.26748220035283,86.325,-0.9210520489758656,-0.9239287859026845,4.458119243276056,4.457452727550189,0.04106303837981817,0.043436262768441036,0.03480913443710841,0.01422565088090422,0.03481087115022774,0.014224057197788555,0.43954879698898225,0.6064487596074242,0.47478634297182404,0.014288799319918617,0.0434362627684405,0.3981,702715.0,86.32499999999999,2328.667,0,2.0,0
11,2023-01-20 17:09:59.999,0.3979753345906591,0.39825,86.17823452889797,86.32,-0.9206753301919791,-0.9213652490084331,4.458061320949879,4.4564176461214835,0.04440851703055115,0.04385673838557225,0.034820135257733476,0.01421732812829593,0.034822797957476,0.014216251640198692,0.6742789390397413,0.6356048792215564,0.6064487596074242,0.014286609451967046,0.0438567383855721,0.39825,223741.0,86.32,257.801,0,2.0,0
12,2023-01-20 17:10:59.999,0.3984589250933589,0.39805,86.1802059238044,86.21,-0.9211776534475499,-0.9201508598576635,4.456786180221833,4.45644052164648,0.045605625098209535,0.044317707246928184,0.03483118062790655,0.014209254194926196,0.03483417269801772,0.01420841529345177,0.7581037137305563,0.667630157704481,0.6356048792215564,0.014284419584015473,0.044317707246928,0.39805,296691.0,86.21000000000001,1058.485,0,2.0,0
13,2023-01-20 17:11:59.999,0.3979261511150145,0.398,86.09259323174291,86.225,-0.9213032736976993,-0.9214888408764984,4.456960158822905,4.455423382550298,0.04503603148291446,0.04406065662894576,0.03484217848010913,0.014201069070255121,0.034845009319598934,0.014200112953691477,0.7176719084242397,0.6491397304830532,0.667630157704481,0.014282288001750616,0.0440606566289458,0.398,176159.0,86.225,558.663,0,2.0,0
