index,close_time,predictions_ETHUSDT,actual_ETHUSDT,predictions_DOTUSDT,actual_DOTUSDT,log_actual_price_ETHUSDT,log_prediction_ETHUSDT,log_actual_price_DOTUSDT,log_prediction_DOTUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_4680_minutes,actual_spread_rolling_sd_4680_minutes,predicted_spread_rolling_mean_4680_minutes,predicted_spread_rolling_sd_4680_minutes,predicted_rolling_z_score_4680_minutes,actual_rolling_z_score_4680_minutes,actual_rolling_z_score_4680_minutes_lag_1,predicted_spread_rolling_sd_4680_minutes_percentile_75th,historical_spread,historical_ETHUSDT_mid,historical_ETHUSDT_vol,historical_DOTUSDT_mid,historical_DOTUSDT_vol,signal_4680_minutes,threshold_4680_minutes,delayed_signal_4680_minutes
0,2023-01-20 16:43:59.999,1584.4533264203806,1585.085,5.819661039278581,5.8905,7.368393312633716,7.3679947223515185,1.773340883704037,1.7612420193735092,0.03258355984051953,0.022519566803146596,0.006861732868692916,0.0071437362269871725,0.0068672278114341725,0.007152857813637503,3.5952527925349056,2.19182699877726,0.0,0.007152857813637503,0.0225195668031465,1585.085,1021.493,5.890499999999999,7032.71,0,2.0,0
1,2023-01-20 16:44:59.999,1587.127007712275,1585.005,5.828936360604963,5.891,7.368342840880538,7.36968074738862,1.7734257625395502,1.7628345412829294,0.03289243965883326,0.022395695442834374,0.006868436882617463,0.007143589093944908,0.006873996379044768,0.007152944350685008,3.6374452259364793,2.1735934634563763,2.19182699877726,0.007152922716423132,0.0223956954428343,1585.005,1512.4681,5.891,6993.15,1,2.5,0
2,2023-01-20 16:45:59.999,1587.3534973423425,1584.84,5.831658840834212,5.889,7.368238734843713,7.369823441369629,1.7730862039624338,1.7633014951959476,0.03263133175498023,0.022585225222388594,0.006875297742753215,0.007143261529893515,0.006880799993129677,0.007152410115178208,3.6002594016812695,2.1992653375340674,2.1735934634563763,0.007152901082161256,0.0225852252223894,1584.84,845.033,5.888999999999999,15760.29,0,2.0,1
3,2023-01-20 16:46:59.999,1587.060404405806,1583.305,5.82478761636953,5.8785,7.367269713463623,7.369638781809509,1.7713016273256588,1.762122538077963,0.033466184170540814,0.023159429821393296,0.0068823879366701445,0.007142953362934056,0.006888067021531044,0.0071527492872644274,3.7157904019273382,2.2787551671815978,2.1992653375340674,0.00715287944789938,0.0231594298213932,1583.3049999999998,768.089,5.8785,7403.2,0,2.0,0
4,2023-01-20 16:47:59.999,1585.5425080135626,1585.985,5.807428093184871,5.89,7.368960944394709,7.368681904097445,1.7732559976634952,1.7591378038698662,0.035090377663664185,0.023160604401875062,0.00688955820800314,0.007142447614661094,0.006895582736833659,0.007153566946999127,3.941361720065827,2.2780770782935558,2.2787551671815978,0.007152944350685008,0.0231606044018759,1585.985,631.1147,5.89,8623.32,1,2.5,0
5,2023-01-20 16:48:59.999,1587.2160520463558,1586.9,5.815899757703527,5.8895,7.369537706568797,7.369736849915932,1.7731711044167022,1.7605955044746242,0.03488476599380963,0.023810778645358077,0.006896834552879539,0.007142336504447865,0.006902813602535794,0.007153277454899806,3.9117666786581777,2.3681247840878736,2.2780770782935558,0.007153194178846106,0.023810778645358,1586.9,916.3916,5.8895,8877.31,1,2.5,1
6,2023-01-20 16:49:59.999,1587.505722046393,1588.245,5.816444968599771,5.89,7.370384912022688,7.3699193351990235,1.7732559976634952,1.760689244973117,0.03498618848050139,0.024584572029854534,0.006904300816219966,0.007142559106957538,0.00691029993770347,0.007153578314688376,3.9247335120592663,2.4753412535868677,2.3681247840878736,0.007153422200949467,0.0245845720298545,1588.245,577.2642,5.89,2921.75,1,2.5,1
7,2023-01-20 16:50:59.999,1588.2172289824312,1586.17,5.820626568459057,5.89,7.369077584344654,7.370367426521167,1.7732559976634952,1.7614079137594947,0.034812805600501484,0.02327724435182077,0.00691142310005538,0.007142263181450812,0.0069173836602990126,0.007153132044149635,3.8997493360992026,2.291405516149153,2.4753412535868677,0.007153349827924636,0.0232772443518207,1586.17,344.1892,5.89,6501.61,0,2.0,1
8,2023-01-20 16:51:59.999,1586.5137902378726,1587.375,5.822886939150302,5.891,7.369836987509197,7.369294303224914,1.7734257625395502,1.761796176412029,0.03340392927478675,0.023889842071493916,0.0069186609115537276,0.007142302015160546,0.006924318947948352,0.007152020896302126,3.702395548163092,2.37615003172877,2.291405516149153,0.007153277454899806,0.0238898420714939,1587.375,572.308,5.891,5837.18,0,2.0,0
9,2023-01-20 16:52:59.999,1587.3703880944154,1590.25,5.825249657171919,5.89,7.371646515558914,7.369834082138832,1.7732559976634952,1.7622018581336474,0.03359289188911596,0.025846175566080376,0.006926310854286819,0.0071433974522660225,0.006932007624428846,0.007153258486438447,3.7270964435623752,2.6485807122200393,2.37615003172877,0.007153272712784466,0.0258461755660803,1590.25,1540.5741,5.89,6497.07,0,2.0,0
10,2023-01-20 16:53:59.999,1589.5272539599596,1590.945,5.820352725769869,5.8905,7.372083458287076,7.371191926451084,1.773340883704037,1.761360865709272,0.03567799068334132,0.02620971245650594,0.006933933878405998,0.007144935800755247,0.006940074458795859,0.007156512367723595,4.015631462352474,2.69782390151951,2.6485807122200393,0.007153422200949467,0.0262097124565059,1590.9450000000002,809.9337,5.8905,5080.79,0,2.5,0
11,2023-01-20 16:54:59.999,1590.2239494978735,1591.63,5.819012793695819,5.889,7.372513927332158,7.371630134036826,1.7730862039624338,1.7611306242794058,0.03631530126567739,0.026860417710834028,0.006941551765049197,0.007147171067859692,0.006947826866416562,0.0071592894560080274,4.102009644911877,2.7869580504877685,2.69782390151951,0.007153569788921439,0.026860417710834,1591.63,786.4548,5.888999999999999,37260.87,0,2.5,0
12,2023-01-20 16:55:59.999,1590.8424613273287,1589.245,5.818428059821091,5.8765,7.3710143396734535,7.372019004784789,1.7709613465907719,1.7610301324474678,0.036791073076075875,0.02719831633893044,0.006949102361751761,0.007149901028118452,0.006955477489013953,0.007162427623057891,4.165570272712098,2.832097101420634,2.7869580504877685,0.007153578314688376,0.0271983163389304,1589.245,760.9385,5.8765,11158.24,0,2.5,0
13,2023-01-20 16:56:59.999,1589.4020128721468,1587.5599,5.809855766362432,5.8695,7.369953462338467,7.371113131940502,1.76976945133644,1.7595557454889657,0.03716018736919313,0.02716813932969142,0.00695655722857068,0.007152789619983869,0.006963009616979273,0.007165634198468717,4.214166801686157,2.8256922368655273,2.832097101420634,0.00715577885446479,0.0271682023194381,1587.56,373.3549,5.8695,4118.76,0,2.5,0
14,2023-01-20 16:57:59.999,1588.3058094606313,1587.57,5.807659938413442,5.8745,7.369959824282902,7.37042319849395,1.7706209500254904,1.759177725259695,0.03679714974006476,0.026438161421284967,0.006963828723671318,0.007155292721623223,0.006970202003102294,0.007167801054185009,4.161241015408434,2.721668204958605,2.8256922368655273,0.007157900911865811,0.0264381614212849,1587.5700000000002,457.4738,5.8745,2583.53,0,2.5,0
15,2023-01-20 16:58:59.999,1588.2996033888471,1585.39,5.816354718737596,5.8725,7.36858571282671,7.3704192911331186,1.7702804375509307,1.7606737285257266,0.035499562378399574,0.025358510671412482,0.0069708695241672836,0.007157177508739318,0.006976964096449752,0.007168547950137132,3.9788529672043547,2.5691190591253115,2.721668204958605,0.007160073997770493,0.0253585106714124,1585.39,809.2374,5.8725000000000005,7786.98,0,2.5,0
16,2023-01-20 16:59:59.999,1586.606721364334,1584.215,5.8131611933404255,5.871,7.3678442954868055,7.369352877190918,1.7700249770820489,1.7601245181369904,0.03490808222297037,0.024838004680500347,0.0069776881148203695,0.00715899522870498,0.006983654872801175,0.007169859288021762,3.894696705808551,2.494807720232383,2.5691190591253115,0.007162427623057891,0.0248380046805003,1584.215,335.4183,5.871,4631.24,1,2.5,0
17,2023-01-20 17:00:59.999,1585.612358311197,1586.6,5.808176142880258,5.885,7.369348640867902,7.36872595763667,1.77240674071224,1.7592666046935201,0.035023049728372335,0.02428270216840378,0.006984496852467854,0.0071602972868434365,0.006990486716359308,0.007171249243721827,3.9090208775764608,2.415850155791745,2.494807720232383,0.0071648325546160106,0.0242827021684046,1586.6,666.0841,5.885,3174.61,1,2.5,1
18,2023-01-20 17:01:59.999,1587.3260818602848,1587.475,5.821936188126999,5.8895,7.369899982611349,7.36980617003161,1.7731711044167022,1.7616328847905034,0.03405700373113785,0.024173054687910422,0.0069910351868373195,0.0071620188789659825,0.006996817277959793,0.007172169885164268,3.772942761597494,2.39904694352799,2.415850155791745,0.007166717626326863,0.0241730546879104,1587.475,291.4886,5.8895,2543.96,1,2.5,1
19,2023-01-20 17:02:59.999,1587.6583626212332,1587.445,5.827139474164016,5.891,7.36988108449738,7.370015481773429,1.7734257625395502,1.7625262237186559,0.03349379396076557,0.023933939059676668,0.006997597002760942,0.00716347087898309,0.007003257373826526,0.0071731651892557435,3.6930052338147243,2.364264801662734,2.39904694352799,0.00716798777817304,0.0239339390596766,1587.4450000000002,288.1506,5.891,1643.28,1,2.5,1
20,2023-01-20 17:03:59.999,1587.1410193588808,1587.9349,5.829133563083698,5.8965,7.370189646004548,7.369689575657995,1.7743589545478875,1.7628683723510297,0.03287201225931913,0.023435515805824814,0.007003894750945954,0.007164963605875227,0.007009420945671092,0.007174166024808211,3.604961360556111,2.2933293117364935,2.364264801662734,0.007168547950137132,0.0234355787806963,1587.935,187.5174,5.8965,2267.08,1,2.5,1
21,2023-01-20 17:04:59.999,1586.7838823207344,1588.64,5.838027058070111,5.9055,7.370633583285284,7.369464531240929,1.7758841200697648,1.7643929072396323,0.03132861490764327,0.022560554807114386,0.0070095381158955215,0.007166813017521138,0.007014733389724137,0.007174855636206568,3.388762471431993,2.169864994831086,2.2933293117364935,0.007169531453550604,0.0225605548071143,1588.64,370.108,5.9055,3165.32,1,2.5,1
22,2023-01-20 17:05:59.999,1586.81206556425,1588.925,5.853834393602354,5.9035,7.370812965926246,7.369482292319517,1.7755453953650273,1.7670968984268267,0.029008079405779874,0.02303285216708595,0.007014709578287772,0.007169640715349173,0.007019408012346197,0.0071760768494614595,3.0641633102192674,2.2341625228870434,2.169864994831086,0.007170554265871794,0.0230328521670859,1588.925,442.3178,5.9035,10011.74,1,2.5,1
23,2023-01-20 17:06:59.999,1586.9627067602937,1590.365,5.850501197436,5.905,7.371718828617897,7.369577221044434,1.7757994496493257,1.7665273323492758,0.029595544651446204,0.023719019518369855,0.007019921522318594,0.007172915409530359,0.0070247443428973445,0.0071797339086104835,3.1436820076967247,2.328076805961472,2.2341625228870434,0.007171479404082437,0.0237190195183698,1590.365,535.1032,5.904999999999999,3450.62,1,2.5,1
24,2023-01-20 17:07:59.999,1588.4260281089075,1589.115,5.84787151028667,5.9095,7.370932536479308,7.370498885492085,1.7765612254701584,1.7660777506408922,0.03090598824021562,0.022273976047542554,0.007025121312650445,0.007175150675052377,0.00703022297189581,0.007182868158529764,3.323987680320567,2.1252312913666853,2.328076805961472,0.007172169885164268,0.0222739760475425,1589.115,401.8698,5.9095,3580.94,1,2.5,1
25,2023-01-20 17:08:59.999,1588.2327121718313,1588.8,5.848163980327457,5.9055,7.370734293290908,7.370377175259341,1.7758841200697648,1.7661277624660243,0.03074102990805372,0.022661264812738224,0.0070303190270921,0.007177664566520368,0.007035384335975024,0.007185258456938793,3.2992056881664693,2.1777202933883815,2.1252312913666853,0.007172916363232875,0.0226612648127391,1588.8000000000002,342.3714,5.9055,4573.45,1,2.5,1
26,2023-01-20 17:09:59.999,1588.54007267546,1589.24,5.842650902874736,5.91,7.3710111935204905,7.370570680130734,1.776645831418007,1.7651846155739608,0.03175012810054145,0.022279469463238222,0.007035704743216765,0.007179648112802286,0.007040984474760735,0.007187961646482313,3.437573103617355,2.1231910645926724,2.1777202933883815,0.007173665607031978,0.0222794694632382,1589.24,235.7068,5.91,4591.65,1,2.5,1
27,2023-01-20 17:10:59.999,1589.0987151062327,1588.57,5.848435692212586,5.9075,7.37058951946828,7.370922288651297,1.7762227300789257,1.7661742224446138,0.03124596668642532,0.02222367545495718,0.007041091481987341,0.007181583803077404,0.007046262358980385,0.007189524437604509,3.365967323355824,2.11409967345419,2.1231910645926724,0.0071743384276578,0.022223675454958,1588.5700000000002,430.4516,5.9075,7006.65,1,2.5,1
28,2023-01-20 17:11:59.999,1588.6334836528324,1589.27,5.8452913815155805,5.9105,7.3710300702897955,7.370629481436827,1.7767304302082945,1.7656364450956197,0.0314182064521944,0.022225188796610063,0.007046331657673396,0.00718371372977759,0.007051538210716447,0.007191772020134523,3.388131349722925,2.1129540666435505,2.11409967345419,0.007174855636206568,0.02222518879661,1589.27,265.0098,5.910500000000001,1598.75,1,2.5,1
29,2023-01-20 17:12:59.999,1589.0119420664646,1590.36,5.844167966628012,5.912,7.371715684680588,7.3708676819688055,1.7769841836459006,1.7654442351982123,0.03182262192894125,0.0226913680064591,0.007051545572894063,0.007186211391613268,0.007056837407193583,0.007194557555056992,3.4422943081941173,2.1763654840181337,2.1129540666435505,0.0071757715461477365,0.0226913680064591,1590.36,213.6598,5.912,5367.8,1,2.5,1
30,2023-01-20 17:13:59.999,1589.8238178180873,1590.07,5.842651452759654,5.905,7.371533319402431,7.3713784826710755,1.7757994496493257,1.7651847096896116,0.03255784925367067,0.023533510302903515,0.007056808998135307,0.0071892598075054374,0.007062256774306112,0.007198146241867272,3.5419664483991844,2.291849473511428,2.1763654840181337,0.007177905379035971,0.0235335103029035,1590.07,328.9877,5.904999999999999,37421.65,1,2.5,1
31,2023-01-20 17:14:59.999,1589.748993066007,1588.22,5.834845080256219,5.8945003,7.370369171254255,7.371331416755908,1.7740197636449457,1.7638477153014356,0.033666959224266435,0.023908358922921202,0.007062194689750508,0.007192440197550337,0.007067878254060382,0.007202174829150518,3.693201234514236,2.342204282617227,2.291849473511428,0.007180517471090304,0.0239084029346674,1588.2199999999998,256.25,5.8945,5986.02,1,2.5,1
32,2023-01-20 17:15:59.999,1588.672479536879,1588.32,5.826366061026784,5.896,7.370432132841412,7.3706540279454105,1.7742741548870355,1.7623934888714405,0.03424712358352888,0.023751333782941586,0.007067470501740344,0.0071956237854775154,0.0070732768792412595,0.007205811694447465,3.771101418765466,2.3186125037377936,2.342204282617227,0.007182868158529764,0.0237513337829415,1588.32,287.8588,5.896000000000001,1623.72,1,2.5,1
33,2023-01-20 17:16:59.999,1589.3012441808032,1590.47,5.833067645994248,5.9045,7.371784849018225,7.3710497295507675,1.7757147720591993,1.7635430448231038,0.033648738091435426,0.02385826549737935,0.007072799298076647,0.007198821369524956,0.007078476704355937,0.007208523312574893,3.685950677405601,2.33169644552666,2.3186125037377936,0.007184660882336536,0.0238582654973793,1590.47,470.3565,5.9045000000000005,4065.92,1,2.5,1
34,2023-01-20 17:17:59.999,1590.8421094366606,1590.375,5.84515796568734,5.91,7.371725116462865,7.37201878358708,1.776645831418007,1.7656136203393962,0.032827246480913175,0.02299339240561249,0.007078115455470746,0.007201389424865184,0.0070836162311651366,0.007210446640309607,3.5703239388569474,2.2100286501919997,2.33169644552666,0.007186610051710553,0.0229933924056124,1590.375,500.5536,5.91,3047.91,1,2.5,1
