index,close_time,historical_spread,historical_SOLUSDT_mid,historical_SOLUSDT_vol,historical_SANDUSDT_mid,historical_SANDUSDT_vol,historical_rolling_mean_720_minutes,historical_rolling_sd_720_minutes,historical_rolling_z_score_720_minutes,historical_rolling_z_score_720_minutes_lag_1,rolling_sd_720_minutes,algo_trading_rolling_sd_720_minutes_percentile_75th,signal_720_minutes,threshold_720_minutes,delayed_signal_720_minutes
0,2023-01-20 12:29:59.999,-0.0683906478196849,21.345,2453.71,0.6933499999999999,11990.0,-0.07767523650350844,0.008432806127070843,1.101008198684696,0.0,,0.00037068748082108653,0,2.0,0.0
1,2023-01-20 12:30:59.999,-0.0678664165569058,21.36,4736.69,0.69345,14659.0,-0.07763976960305057,0.008420276089109105,1.1606927068324695,1.101008198684696,0.00037068748082108653,0.00037068748082108653,0,2.0,0.0
2,2023-01-20 12:31:59.999,-0.0675990129863643,21.36,3157.96,0.6933,30647.0,-0.07760128327494517,0.008402735849815718,1.1903587673531637,1.1606927068324695,0.00040270104621580933,0.00039469765486712863,0,2.5,0.0
3,2023-01-20 12:32:59.999,-0.0689483859128521,21.335,3736.48,0.6934,20988.0,-0.07756619907771291,0.008386039001312571,1.0276380974989454,1.1903587673531637,0.0005969049029685506,0.00049980297459218,0,2.5,0.0
4,2023-01-20 12:33:59.999,-0.0690375140089361,21.335,4773.35,0.6934499999999999,10223.0,-0.07753615305630025,0.008377783944848664,1.014425664747514,1.0276380974989454,0.0006380705163480993,0.0006071963063134378,0,2.5,0.0
5,2023-01-20 12:34:59.999,-0.0692256186472661,21.35,1580.04,0.6939500000000001,13878.0,-0.07750794908379482,0.008371529991799109,0.9893448921095941,1.014425664747514,0.000669461813749815,0.0006380705163480993,0,2.5,0.0
6,2023-01-20 12:35:59.999,-0.0698065318244975,21.33,1142.94,0.6937500000000001,16488.0,-0.0774814115042181,0.008365614684753123,0.9174316495485457,0.9893448921095941,0.0007830427634618833,0.0006616139893993861,0,2.5,0.0
7,2023-01-20 12:36:59.999,-0.0701536173462393,21.315,3136.16,0.69355,20745.0,-0.07745539870485109,0.008359238358860236,0.8734984032214351,0.9174316495485457,0.0008894001044570843,0.0007262522886058492,0,2.5,0.0
8,2023-01-20 12:37:59.999,-0.0702900955991472,21.295,2072.63,0.6931,42523.0,-0.07743039162574197,0.008353702909814005,0.8547462249592679,0.8734984032214351,0.0009558052676930207,0.0008096320987106835,0,2.5,0.0
9,2023-01-20 12:38:59.999,-0.069707976861185,21.315,3705.56,0.6933,7306.0,-0.07740372007939547,0.008347657816645374,0.9219044895281912,0.8547462249592679,0.000925907092318574,0.0008894001044570843,0,2.5,0.0
10,2023-01-20 12:39:59.999,-0.0695625687319667,21.32,870.71,0.6933499999999999,20645.0,-0.07737692900588122,0.008341824178206931,0.9367687578850664,0.9219044895281912,0.0008892743241477888,0.0008893686593797604,0,2.0,0.0
11,2023-01-20 12:40:59.999,-0.0691827700695562,21.33,1309.12,0.6934,13626.0,-0.07734972991817743,0.008336569381772116,0.9796547566050687,0.9367687578850664,0.0008479621505944156,0.0008893372143024365,0,2.0,0.0
12,2023-01-20 12:41:59.999,-0.0700174991408175,21.335,3025.17,0.694,27236.0,-0.0773254033957924,0.008332373686526113,0.87704950952838,0.9796547566050687,0.0008469532983049833,0.0008893057692251127,0,2.0,0.0
13,2023-01-20 12:42:59.999,-0.0699284416819363,21.335,859.07,0.6939500000000001,11250.0,-0.0773029115249607,0.008330453272179277,0.8852423274076202,0.87704950952838,0.0008357975227473349,0.0008892743241477888,0,2.0,0.0
14,2023-01-20 12:43:59.999,-0.0699846916691426,21.33,2080.25,0.6938500000000001,20543.0,-0.07728147927358457,0.008329403245515196,0.876027656407532,0.8852423274076202,0.0008265242361452813,0.0008789462807594454,0,2.0,0.0
15,2023-01-20 12:44:59.999,-0.0694734277807147,21.32,1557.8,0.6933,16622.0,-0.07725851774724518,0.008328108665033857,0.9347968764164566,0.876027656407532,0.0007994992157077278,0.0008686182373711022,0,2.0,0.0
16,2023-01-20 12:45:59.999,-0.0688362561737694,21.345,2311.33,0.6936,28702.0,-0.07723516393390023,0.008328117671784686,1.0085001306580932,0.9347968764164566,0.0007830781207720935,0.0008582901939827589,0,2.0,0.0
17,2023-01-20 12:46:59.999,-0.0668090147628222,21.415,11656.17,0.6942999999999999,7225.0,-0.0772072337639025,0.008329315946285292,1.24838811111706,1.0085001306580932,0.0009593867436212879,0.0008892743241477888,0,2.5,0.0
18,2023-01-20 12:47:59.999,-0.0661641169815818,21.425,4927.44,0.6941999999999999,13808.0,-0.07717627391402332,0.008328877669711916,1.3221657670021243,1.24838811111706,0.0011578563169106866,0.0008893686593797604,0,2.5,0.0
19,2023-01-20 12:48:59.999,-0.0670866243456211,21.39,813.53,0.6938,6562.0,-0.07714500462307708,0.008324435385282755,1.208295795681082,1.3221657670021243,0.0012053908185370677,0.0009076535983878291,0,2.5,0.0
20,2023-01-20 12:49:59.999,-0.065451682956092,21.425,4127.34,0.6938,40614.0,-0.07711061582743278,0.00832152727096876,1.4010568603212064,1.208295795681082,0.001395608030309163,0.0009333816361621857,0,2.5,0.0
21,2023-01-20 12:50:59.999,-0.0673429940352954,21.415,1352.12,0.6946,4408.0,-0.07707933497609235,0.008315852492959196,1.1708169365727017,1.4010568603212064,0.0013941234030539933,0.0009558052676930207,0,2.5,0.0
22,2023-01-20 12:51:59.999,-0.0674653981537178,21.42,1001.11,0.6948000000000001,28386.0,-0.07704916123025612,0.008311265947305349,1.1531050910054854,1.1708169365727017,0.0013852531248541022,0.0009584913746392211,0,2.5,0.0
23,2023-01-20 12:52:59.999,-0.0682657044296566,21.42,1669.01,0.6952499999999999,11256.0,-0.07702173406286404,0.008307621827526715,1.0539754715597383,1.1531050910054854,0.001356767039736709,0.0010586215302659872,0,2.5,0.0
24,2023-01-20 12:53:59.999,-0.068443479922557,21.42,2875.21,0.6953499999999999,15509.0,-0.07699627364521959,0.008305782106370424,1.0297397178409853,1.0539754715597383,0.0013286088674767163,0.0011697399423172819,0,2.5,0.0
25,2023-01-20 12:54:59.999,-0.0690551207948217,21.405,2963.16,0.6953,15286.0,-0.07697309642834925,0.00830462610981458,0.9534415552037816,1.0297397178409853,0.0013048002116349546,0.0012053908185370677,0,2.5,0.0
26,2023-01-20 12:55:59.999,-0.0702798572910015,21.375,2609.55,0.6952,28526.0,-0.07695096613151399,0.008301201827699528,0.8036316883962837,0.9534415552037816,0.0013187796526299479,0.001279947863360483,0,2.5,0.0
27,2023-01-20 12:56:59.999,-0.0705792546534822,21.38,1337.94,0.6955,46162.0,-0.07692929356895027,0.008297438203355803,0.7653011399229059,0.8036316883962837,0.0013429502761764486,0.0013117899321324514,0,2.5,0.0
28,2023-01-20 12:57:59.999,-0.070649768585187,21.35,1880.2,0.69475,39058.0,-0.07690755559568249,0.008293358069238319,0.7545540610029664,0.7653011399229059,0.0013651990975974333,0.00132123695634164,0,2.5,0.0
29,2023-01-20 12:58:59.999,-0.069628346297303,21.33,3373.85,0.69365,28971.0,-0.07688386373740104,0.008289752937421672,0.8752392857626825,0.7545540610029664,0.0013496699045687625,0.0013286088674767163,0,2.5,0.0
30,2023-01-20 12:59:59.999,-0.0698956149566756,21.33,1196.39,0.6938,14151.0,-0.07686140220652257,0.008286747136766052,0.840593677456582,0.8752392857626825,0.0013404327486799914,0.0013374767783791725,0,2.5,0.0
31,2023-01-20 13:00:59.999,-0.0690144545450155,21.345,1511.8,0.6937,57668.0,-0.07683677079015082,0.008283677049960327,0.9443048296013409,0.840593677456582,0.0013188656951748261,0.0013345208080783539,0,2.0,0.0
32,2023-01-20 13:01:59.999,-0.0686249221560038,21.34,1129.3,0.69335,17411.0,-0.0768110576873701,0.008280393148212396,0.9886167703442379,0.9443048296013409,0.0012988509036426824,0.0013315648377775352,0,2.0,0.0
33,2023-01-20 13:02:59.999,-0.0691167996766806,21.32,2936.19,0.6931,26085.0,-0.07678570711067942,0.008275969220642622,0.9266476505096695,0.9886167703442379,0.0012797101885897869,0.0013286088674767163,0,2.0,0.0
34,2023-01-20 13:03:59.999,-0.0695818099904146,21.35,2293.23,0.69415,10875.0,-0.07676001513680791,0.008269577699088286,0.8680256002896857,0.9266476505096695,0.0012663356572151722,0.0013261730744012438,0,2.0,0.0
35,2023-01-20 13:04:59.999,-0.069825610482936,21.36,899.35,0.69455,5418.0,-0.07673699603669101,0.008265780065650624,0.8361443806708629,0.8680256002896857,0.0012576314096797495,0.0013237372813257712,0,2.0,0.0
36,2023-01-20 13:05:59.999,-0.069390532121329,21.375,1061.78,0.6947,4450.0,-0.07671477033375351,0.008263989340138115,0.8862835987518481,0.8361443806708629,0.0012424030221606524,0.0013213014882502987,0,2.0,0.0
37,2023-01-20 13:06:59.999,-0.0699996358673491,21.4,4942.68,0.6957,44709.0,-0.07669116699903637,0.008258864164910017,0.8102241419731813,0.8862835987518481,0.0012375550182593328,0.0013188656951748261,0,2.0,0.0
38,2023-01-20 13:07:59.999,-0.070219830016311,21.42,6578.48,0.69635,31636.0,-0.07666865265629262,0.008254378313566239,0.7812608527262247,0.8102241419731813,0.0012375751728525008,0.0013188441845386066,0,2.0,0.0
39,2023-01-20 13:08:59.999,-0.0706681136449303,21.38,2958.75,0.69555,11811.0,-0.07664647126435396,0.008249013259646911,0.7247360903962913,0.7812608527262247,0.0012498381624506327,0.001318822673902387,0,2.0,0.0
40,2023-01-20 13:09:59.999,-0.070481072644565,21.365,1572.73,0.69505,17339.0,-0.07662452373657137,0.008244364676328868,0.7451697411742811,0.7247360903962913,0.0012544905286791612,0.0013188011632661674,0,2.0,0.0
41,2023-01-20 13:10:59.999,-0.0695025685453867,21.365,1081.43,0.6945,8355.0,-0.07660072626053406,0.008240157850981868,0.8614104054210047,0.7451697411742811,0.0012408573534865154,0.0013187796526299479,0,2.0,0.0
42,2023-01-20 13:11:59.999,-0.069492771776797,21.35,1445.47,0.6940999999999999,20249.0,-0.0765764275707071,0.008235285786766527,0.8601590736890989,0.8614104054210047,0.0012275752728308034,0.0013152847923811996,0,2.0,0.0
43,2023-01-20 13:12:59.999,-0.0700174991408175,21.335,521.22,0.694,8876.0,-0.07655212197915652,0.008228780591116898,0.7941180064265243,0.8601590736890989,0.001221177471108144,0.0013117899321324514,0,2.0,0.0
44,2023-01-20 13:13:59.999,-0.0698299530211463,21.32,2120.57,0.6935,26363.0,-0.07652456184284953,0.008218011574560159,0.8146263558969913,0.7941180064265243,0.0012119149879817805,0.0013082950718837029,0,2.0,0.0
45,2023-01-20 13:14:59.999,-0.0690276265712777,21.32,550.97,0.6930499999999999,21513.0,-0.07649584800005527,0.008208032185823822,0.9098674639307591,0.8146263558969913,0.0011984704942617432,0.0013048002116349546,0,2.0,0.0
46,2023-01-20 13:15:59.999,-0.0684032346402632,21.32,1231.6,0.6927000000000001,28989.0,-0.07646448129236173,0.008195736642641244,0.9835902498571054,0.9098674639307591,0.0011900864562026138,0.0013033128846368866,0,2.0,0.0
47,2023-01-20 13:16:59.999,-0.068324309228958,21.335,2231.68,0.6930499999999999,17923.0,-0.07643329937568695,0.008183930263008982,0.9908430162682638,0.9835902498571054,0.001182852629086727,0.0013018255576388185,0,2.0,0.0
48,2023-01-20 13:17:59.999,-0.0681687405601634,21.325000000000003,1274.18,0.6927,17917.0,-0.076401744841947,0.008171927047490231,1.0074740307810433,0.9908430162682638,0.0011779521323111186,0.0013003382306407505,0,2.0,0.0
49,2023-01-20 13:18:59.999,-0.0670198258529342,21.3,2307.92,0.6914,67039.0,-0.07636984880609066,0.008163661509821287,1.1453222236012504,1.0074740307810433,0.0012016522931640133,0.0012988509036426824,0,2.0,0.0
50,2023-01-20 13:19:59.999,-0.0672879641814749,21.3,1404.47,0.69155,14516.0,-0.0763398830816162,0.00815734280656841,1.109665134196955,1.1453222236012504,0.0012145184024732261,0.0012940657248794586,0,2.0,0.0
51,2023-01-20 13:20:59.999,-0.0669195351262246,21.285,2525.34,0.69095,12494.0,-0.07630781281663924,0.008148921272615697,1.1520884024200577,1.109665134196955,0.0012367565951176172,0.0012892805461162346,0,2.0,0.0
52,2023-01-20 13:21:59.999,-0.0676786799341115,21.305,7376.72,0.6919,23475.0,-0.07627366646090133,0.008133483744164104,1.0567410960840566,1.1520884024200577,0.0012374351344874802,0.0012844953673530107,0,2.0,0.0
53,2023-01-20 13:22:59.999,-0.0677225531387915,21.325,3507.46,0.69245,13378.0,-0.07624015838589203,0.008118933928374731,1.0491038998768658,1.0567410960840566,0.0012368186366484928,0.0012797101885897869,0,2.0,0.0
54,2023-01-20 13:23:59.999,-0.0674547633561934,21.325,608.13,0.6923,10991.0,-0.07620680575687347,0.0081056203536128,1.0797498548990336,1.0491038998768658,0.0012410467386011253,0.0012763665557461333,0,2.0,0.0
55,2023-01-20 13:24:59.999,-0.0671200889000296,21.315,1687.93,0.6918500000000001,14609.0,-0.07617116332398176,0.008089059311766436,1.1189279340289127,1.0797498548990336,0.001252228590534817,0.0012730229229024797,0,2.0,0.0
56,2023-01-20 13:25:59.999,-0.0673213301195363,21.305,607.04,0.6917,11298.0,-0.07613620495713544,0.008072825215263677,1.091919446110692,1.1189279340289127,0.001257567766607106,0.0012696792900588258,0,2.0,0.0
57,2023-01-20 13:26:59.999,-0.066986398685374,21.295,901.53,0.6912499999999999,13367.0,-0.07610327088543552,0.008061709051932991,1.1308857887739734,1.091919446110692,0.0012697909539873316,0.0012697909539873316,0,2.0,0.0
58,2023-01-20 13:27:59.999,-0.0667406274692314,21.285,1027.45,0.69085,8542.0,-0.0760693157847835,0.008049577362127915,1.1589041133317404,1.1308857887739734,0.0012869987853241765,0.001277230379939173,0,2.5,0.0
59,2023-01-20 13:28:59.999,-0.0664386838832129,21.28,1306.44,0.69055,8648.0,-0.07603507121549113,0.008038020870997264,1.1938743984733673,1.1589041133317404,0.0013108782754488123,0.0012833544869569817,0,2.5,0.0
60,2023-01-20 13:29:59.999,-0.0662596725867366,21.28,932.81,0.69045,7027.0,-0.07599976983822604,0.008025051314145345,1.2137115228560689,1.1938743984733673,0.0013376882407012986,0.001289961814903803,0,2.5,0.0
61,2023-01-20 13:30:59.999,-0.0670984168920951,21.285,1188.82,0.6910499999999999,20739.0,-0.07596628827245216,0.008011819959915584,1.1068485593441244,1.2137115228560689,0.0013418873911448693,0.0013003382306407505,0,2.5,0.0
62,2023-01-20 13:31:59.999,-0.0672439140517542,21.28,913.62,0.6910000000000001,12972.0,-0.07593348410043368,0.00799910255089792,1.086318120487661,1.1068485593441244,0.001342911088071824,0.001306319727588419,0,2.5,0.0
