index,close_time,transaction_id,positions,XRPUSDT_units,LUNCUSDT_units,entry_XRPUSDT_price,entry_LUNCUSDT_price,historical_XRPUSDT_mid,historical_LUNCUSDT_mid,historical_XRPUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,XRPUSDT_raw_pnl,LUNCUSDT_raw_pnl,XRPUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
22.0,2023-01-20 17:20:59.999,,,0.0,0.0,,,0.39635,0.00017432,274113.0,63123477.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 17:21:59.999,,,0.0,0.0,,,0.3967,0.000174315,253891.0,28058197.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 17:22:59.999,,,0.0,0.0,,,0.39685,0.000174255,277957.0,39136166.67,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 17:23:59.999,,,0.0,0.0,,,0.3964,0.000174285,179805.0,63837374.48,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 17:24:59.999,,,0.0,0.0,,,0.3963,0.00017421,133098.0,50728820.55,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 17:25:59.999,,,0.0,0.0,,,0.39605,0.000174215,181307.0,54503041.47,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 17:26:59.999,,,0.0,0.0,,,0.39585,0.000174205,418128.0,42812331.92,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 17:27:59.999,,,0.0,0.0,,,0.396,0.00017432,833412.0,36619526.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 17:28:59.999,,,0.0,0.0,,,0.39605,0.00017443,195582.0,79659550.98,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 17:29:59.999,,,0.0,0.0,,,0.39585,0.0001740949999999,270775.0,146456973.93,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 17:30:59.999,,,0.0,0.0,,,0.3955999999999999,0.000174,136862.0,86791257.32,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 17:31:59.999,,,0.0,0.0,,,0.396,0.0001740849999999,432627.0,57322794.19,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 17:32:59.999,,,0.0,0.0,,,0.39605,0.000174025,110072.0,177896783.77,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 17:33:59.999,,,0.0,0.0,,,0.3959,0.0001740949999999,279793.0,3742029.65,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 17:34:59.999,,,0.0,0.0,,,0.39585,0.000174005,160445.0,86687742.96,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 17:35:59.999,,,0.0,0.0,,,0.3958,0.000174005,193652.0,38128848.76,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 17:36:59.999,,,0.0,0.0,,,0.39525,0.00017387,564120.0,37295764.54,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 17:37:59.999,,,0.0,0.0,,,0.3951,0.00017359,227482.0,84544753.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 17:38:59.999,,,0.0,0.0,,,0.3951,0.00017343,284382.0,57457571.12,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 17:39:59.999,,,0.0,0.0,,,0.3954,0.0001736,185512.0,53794804.03,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 17:40:59.999,,,0.0,0.0,,,0.3956,0.000173795,185554.0,58324381.83,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 17:41:59.999,,,0.0,0.0,,,0.3957,0.0001738849999999,486756.0,71124995.04,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 17:42:59.999,,,0.0,0.0,,,0.3957,0.00017392,231211.0,52699804.63,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 17:43:59.999,,,0.0,0.0,,,0.3959,0.000174035,132635.0,11257947.06,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
