index,close_time,transaction_id,positions,XRPUSDT_units,LUNCUSDT_units,entry_XRPUSDT_price,entry_LUNCUSDT_price,historical_XRPUSDT_mid,historical_LUNCUSDT_mid,historical_XRPUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,XRPUSDT_raw_pnl,LUNCUSDT_raw_pnl,XRPUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
1014.0,2023-01-21 09:52:59.999,1.0,,0.0,0.0,,,0.41295,0.000181505,219764.0,112559383.02,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1015.0,2023-01-21 09:53:59.999,1.0,,0.0,0.0,,,0.41305,0.000181555,360718.0,65690704.84,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1016.0,2023-01-21 09:54:59.999,1.0,,0.0,0.0,,,0.4134,0.000181655,191303.0,49463251.59,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1017.0,2023-01-21 09:55:59.999,1.0,,0.0,0.0,,,0.41385,0.000181705,233153.0,73401492.4,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1018.0,2023-01-21 09:56:59.999,1.0,,0.0,0.0,,,0.41415,0.0001817799999999,464654.0,318653837.37,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1019.0,2023-01-21 09:57:59.999,1.0,,0.0,0.0,,,0.4142,0.0001818349999999,413918.0,234445436.69,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1020.0,2023-01-21 09:58:59.999,1.0,,0.0,0.0,,,0.4148,0.00018215,1763655.0,511264968.36,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1021.0,2023-01-21 09:59:59.999,1.0,,0.0,0.0,,,0.41375,0.00018232,628456.0,190909046.16,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1022.0,2023-01-21 10:00:59.999,1.0,,0.0,0.0,,,0.4133,0.000182205,300972.0,168623049.92,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1023.0,2023-01-21 10:01:59.999,1.0,,0.0,0.0,,,0.4129,0.000182205,251069.0,91498015.8,3.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1024.0,2023-01-21 10:02:59.999,1.0,,0.0,0.0,,,0.41315,0.00018249,1051964.0,123903100.87,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1025.0,2023-01-21 10:03:59.999,1.0,,0.0,0.0,,,0.4131,0.00018267,1129150.0,350003026.8,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1026.0,2023-01-21 10:04:59.999,1.0,,0.0,0.0,,,0.41345,0.00018262,767213.0,191083938.13,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1027.0,2023-01-21 10:05:59.999,1.0,,0.0,0.0,,,0.4136499999999999,0.000182725,738522.0,133770045.67,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1028.0,2023-01-21 10:06:59.999,1.0,,0.0,0.0,,,0.4138,0.000182655,513139.0,117187622.2,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1029.0,2023-01-21 10:07:59.999,1.0,,0.0,0.0,,,0.41425,0.000182455,601244.0,96053637.51,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1030.0,2023-01-21 10:08:59.999,1.0,,0.0,0.0,,,0.4148,0.00018206,678818.0,477871888.34,4.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1031.0,2023-01-21 10:09:59.999,1.0,,0.0,0.0,,,0.4149,0.0001820099999999,180446.0,116954864.96,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1032.0,2023-01-21 10:10:59.999,1.0,,0.0,0.0,,,0.41505,0.0001821099999999,225863.0,218056552.15,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1033.0,2023-01-21 10:11:59.999,1.0,,0.0,0.0,,,0.41525,0.00018231,881715.0,88404539.34,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1034.0,2023-01-21 10:12:59.999,1.0,,0.0,0.0,,,0.4152,0.00018253,354383.0,120518486.58,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1035.0,2023-01-21 10:13:59.999,1.0,,0.0,0.0,,,0.41535,0.00018274,485081.0,174200318.94,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1036.0,2023-01-21 10:14:59.999,1.0,,0.0,0.0,,,0.41605,0.00018266,853169.0,176286410.55,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1037.0,2023-01-21 10:15:59.999,1.0,,0.0,0.0,,,0.41585,0.00018268,639552.0,83595292.34,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1038.0,2023-01-21 10:16:59.999,1.0,,0.0,0.0,,,0.41575,0.00018267,371684.0,134133648.16,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1039.0,2023-01-21 10:17:59.999,1.0,,0.0,0.0,,,0.4153,0.000182685,690820.0,210930531.82,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1040.0,2023-01-21 10:18:59.999,1.0,,0.0,0.0,,,0.41535,0.000182685,276077.0,63837280.98,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1041.0,2023-01-21 10:19:59.999,1.0,,0.0,0.0,,,0.4157499999999999,0.000182805,145667.0,79882815.24,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1042.0,2023-01-21 10:20:59.999,1.0,,0.0,0.0,,,0.41605,0.00018279,193817.0,240762558.57,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1043.0,2023-01-21 10:21:59.999,1.0,,0.0,0.0,,,0.41585,0.000182835,400452.0,153764995.09,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1044.0,2023-01-21 10:22:59.999,1.0,,0.0,0.0,,,0.4154,0.000182855,408425.0,181079186.09,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1045.0,2023-01-21 10:23:59.999,1.0,,0.0,0.0,,,0.4153,0.0001828749999999,310444.0,162128351.63,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1046.0,2023-01-21 10:24:59.999,1.0,,0.0,0.0,,,0.41515,0.0001827749999999,244045.0,308224126.02,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1047.0,2023-01-21 10:25:59.999,1.0,,0.0,0.0,,,0.4136999999999999,0.000182,1115703.0,240789312.52,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1048.0,2023-01-21 10:26:59.999,1.0,,0.0,0.0,,,0.40635,0.00017719,8298317.0,2596622199.41,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1049.0,2023-01-21 10:27:59.999,1.0,,0.0,0.0,,,0.4038,0.000179035,7253023.0,3056059844.52,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1050.0,2023-01-21 10:28:59.999,1.0,,0.0,0.0,,,0.40445,0.00017643,4360055.0,1305885978.23,3.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1051.0,2023-01-21 10:29:59.999,1.0,,0.0,0.0,,,0.40515,0.000176965,2315315.0,815355088.49,4.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1052.0,2023-01-21 10:30:59.999,1.0,,0.0,0.0,,,0.40065,0.000176085,5791381.0,562764004.88,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1053.0,2023-01-21 10:31:59.999,1.0,,0.0,0.0,,,0.4014999999999999,0.000175935,4784755.0,542010835.12,3.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1054.0,2023-01-21 10:32:59.999,1.0,,0.0,0.0,,,0.40335,0.000177155,1917309.0,451380208.06,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1055.0,2023-01-21 10:33:59.999,1.0,,0.0,0.0,,,0.4044,0.0001774899999999,1686932.0,472748771.75,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1056.0,2023-01-21 10:34:59.999,1.0,,0.0,0.0,,,0.4043,0.000176845,1399412.0,445138756.38,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1057.0,2023-01-21 10:35:59.999,1.0,,0.0,0.0,,,0.40425,0.00017682,2223273.0,286072719.07,4.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1058.0,2023-01-21 10:36:59.999,1.0,,0.0,0.0,,,0.40475,0.000177315,1368720.0,285677591.14,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1059.0,2023-01-21 10:37:59.999,1.0,,0.0,0.0,,,0.40565,0.0001775899999999,1236297.0,107773019.47,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1060.0,2023-01-21 10:38:59.999,1.0,,0.0,0.0,,,0.4061,0.0001777549999999,1725850.0,130112726.39,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1061.0,2023-01-21 10:39:59.999,1.0,,0.0,0.0,,,0.40675,0.00017772,585177.0,101435151.26,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1062.0,2023-01-21 10:40:59.999,1.0,,0.0,0.0,,,0.4069,0.000177915,314413.0,185505417.06,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1063.0,2023-01-21 10:41:59.999,1.0,,0.0,0.0,,,0.4068,0.000177875,1285293.0,110790367.92,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1064.0,2023-01-21 10:42:59.999,1.0,,0.0,0.0,,,0.4066,0.0001773,804002.0,229496401.02,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1065.0,2023-01-21 10:43:59.999,1.0,,0.0,0.0,,,0.4068,0.00017725,1585676.0,156409000.67,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1066.0,2023-01-21 10:44:59.999,1.0,,0.0,0.0,,,0.407,0.000177315,556179.0,141703461.87,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1067.0,2023-01-21 10:45:59.999,1.0,,0.0,0.0,,,0.40765,0.00017746,642494.0,138721117.32,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1068.0,2023-01-21 10:46:59.999,1.0,,0.0,0.0,,,0.4082,0.00017795,695302.0,88632871.8,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1069.0,2023-01-21 10:47:59.999,1.0,,0.0,0.0,,,0.40845,0.000178145,441195.0,114452248.53,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1070.0,2023-01-21 10:48:59.999,1.0,,0.0,0.0,,,0.4079,0.00017804,693649.0,183381506.02,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1071.0,2023-01-21 10:49:59.999,1.0,,0.0,0.0,,,0.40695,0.000177425,995927.0,175967804.75,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1072.0,2023-01-21 10:50:59.999,1.0,,0.0,0.0,,,0.40695,0.000177035,689620.0,223333225.53,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1073.0,2023-01-21 10:51:59.999,1.0,,0.0,0.0,,,0.4069,0.000176465,682000.0,287012117.84,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1074.0,2023-01-21 10:52:59.999,1.0,,0.0,0.0,,,0.407,0.0001769149999999,380137.0,73669416.4,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1075.0,2023-01-21 10:53:59.999,1.0,,0.0,0.0,,,0.40695,0.00017695,517873.0,94628985.04,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1076.0,2023-01-21 10:54:59.999,1.0,,0.0,0.0,,,0.4068,0.00017703,290804.0,42717119.97,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1077.0,2023-01-21 10:55:59.999,1.0,,0.0,0.0,,,0.4075499999999999,0.000177305,515901.0,86866936.26,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1078.0,2023-01-21 10:56:59.999,1.0,,0.0,0.0,,,0.4076999999999999,0.00017741,371602.0,37788743.18,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1079.0,2023-01-21 10:57:59.999,1.0,,0.0,0.0,,,0.4078,0.000177355,245264.0,54725093.59,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1080.0,2023-01-21 10:58:59.999,1.0,,0.0,0.0,,,0.4082,0.000177345,145285.0,26527879.81,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1081.0,2023-01-21 10:59:59.999,1.0,,0.0,0.0,,,0.40845,0.000177465,124218.0,120335386.02,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1082.0,2023-01-21 11:00:59.999,1.0,,0.0,0.0,,,0.4081,0.000177515,246424.0,41048665.66,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1083.0,2023-01-21 11:01:59.999,1.0,,0.0,0.0,,,0.4083,0.000177465,232207.0,108445116.8,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1084.0,2023-01-21 11:02:59.999,1.0,,0.0,0.0,,,0.4089,0.00017793,391260.0,113266565.76,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1085.0,2023-01-21 11:03:59.999,1.0,,0.0,0.0,,,0.40895,0.000178105,419503.0,58683108.21,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1086.0,2023-01-21 11:04:59.999,1.0,,0.0,0.0,,,0.4079,0.000177915,1479922.0,191854429.97,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1087.0,2023-01-21 11:05:59.999,1.0,,0.0,0.0,,,0.4073,0.000177915,500135.0,62213966.86,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1088.0,2023-01-21 11:06:59.999,1.0,,0.0,0.0,,,0.40785,0.000178005,175795.0,15198554.61,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1089.0,2023-01-21 11:07:59.999,1.0,,0.0,0.0,,,0.4075999999999999,0.00017808,268163.0,99929170.48,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1090.0,2023-01-21 11:08:59.999,1.0,,0.0,0.0,,,0.4073,0.0001779549999999,55266.0,16629251.16,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1091.0,2023-01-21 11:09:59.999,1.0,,0.0,0.0,,,0.4072,0.000177885,109446.0,18187068.6,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1092.0,2023-01-21 11:10:59.999,1.0,,0.0,0.0,,,0.40685,0.00017776,357986.0,50773719.53,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1093.0,2023-01-21 11:11:59.999,1.0,,0.0,0.0,,,0.40625,0.000177495,632174.0,237998546.55,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1094.0,2023-01-21 11:12:59.999,1.0,,0.0,0.0,,,0.4054,0.00017709,763505.0,150003042.12,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1095.0,2023-01-21 11:13:59.999,1.0,,0.0,0.0,,,0.406,0.000177105,293057.0,104516530.11,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1096.0,2023-01-21 11:14:59.999,1.0,,0.0,0.0,,,0.4061,0.0001768,257103.0,90779013.4,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1097.0,2023-01-21 11:15:59.999,1.0,,0.0,0.0,,,0.40635,0.0001770799999999,223660.0,111480533.38,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1098.0,2023-01-21 11:16:59.999,1.0,,0.0,0.0,,,0.4065,0.000177045,135204.0,36708192.36,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1099.0,2023-01-21 11:17:59.999,1.0,,0.0,0.0,,,0.4066499999999999,0.0001769599999999,64330.0,91965536.61,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1100.0,2023-01-21 11:18:59.999,1.0,,0.0,0.0,,,0.4066499999999999,0.000176875,111232.0,57932436.33,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1101.0,2023-01-21 11:19:59.999,1.0,,0.0,0.0,,,0.4066999999999999,0.00017688,313249.0,96054214.23,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1102.0,2023-01-21 11:20:59.999,1.0,,0.0,0.0,,,0.4068,0.00017699,88879.0,31956711.97,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1103.0,2023-01-21 11:21:59.999,1.0,,0.0,0.0,,,0.4069,0.00017693,202230.0,47456890.6,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1104.0,2023-01-21 11:22:59.999,1.0,,0.0,0.0,,,0.40715,0.00017698,133104.0,34134405.36,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1105.0,2023-01-21 11:23:59.999,1.0,,0.0,0.0,,,0.4074,0.000177245,272148.0,56029812.4,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1106.0,2023-01-21 11:24:59.999,1.0,,0.0,0.0,,,0.4075,0.000177415,197351.0,44668127.35,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1107.0,2023-01-21 11:25:59.999,1.0,,0.0,0.0,,,0.40785,0.000177295,415236.0,75497747.52,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1108.0,2023-01-21 11:26:59.999,1.0,,0.0,0.0,,,0.40795,0.000177255,73285.0,32765840.19,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1109.0,2023-01-21 11:27:59.999,1.0,,0.0,0.0,,,0.40805,0.000177505,575204.0,49265503.82,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1110.0,2023-01-21 11:28:59.999,1.0,,0.0,0.0,,,0.4082,0.000177675,129142.0,45977300.99,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1111.0,2023-01-21 11:29:59.999,1.0,,0.0,0.0,,,0.408,0.000177605,400723.0,46980769.28,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1112.0,2023-01-21 11:30:59.999,1.0,,0.0,0.0,,,0.40775,0.0001776449999999,74201.0,186018371.74,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1113.0,2023-01-21 11:31:59.999,1.0,,0.0,0.0,,,0.40795,0.000177905,129823.0,164700686.23,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1114.0,2023-01-21 11:32:59.999,1.0,,0.0,0.0,,,0.40815,0.000177915,322418.0,192379687.89,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1115.0,2023-01-21 11:33:59.999,1.0,,0.0,0.0,,,0.4083,0.000177975,188778.0,73595634.44,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1116.0,2023-01-21 11:34:59.999,1.0,,0.0,0.0,,,0.4084,0.000178,162660.0,97162175.62,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1117.0,2023-01-21 11:35:59.999,1.0,,0.0,0.0,,,0.4085499999999999,0.0001780199999999,81266.0,171315082.9,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1118.0,2023-01-21 11:36:59.999,1.0,,0.0,0.0,,,0.4085999999999999,0.0001780199999999,34247.0,73241773.58,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1119.0,2023-01-21 11:37:59.999,1.0,,0.0,0.0,,,0.40835,0.00017798,435503.0,25181657.4,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1120.0,2023-01-21 11:38:59.999,1.0,,0.0,0.0,,,0.40785,0.00017776,169640.0,31266428.02,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1121.0,2023-01-21 11:39:59.999,1.0,,0.0,0.0,,,0.40815,0.00017799,112435.0,56184693.74,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1122.0,2023-01-21 11:40:59.999,1.0,,0.0,0.0,,,0.4085,0.0001779749999999,114321.0,38166202.17,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1123.0,2023-01-21 11:41:59.999,1.0,,0.0,0.0,,,0.4086499999999999,0.000178,288980.0,145725744.28,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1124.0,2023-01-21 11:42:59.999,1.0,,0.0,0.0,,,0.4086999999999999,0.0001777999999999,118807.0,47719041.3,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1125.0,2023-01-21 11:43:59.999,1.0,,0.0,0.0,,,0.40895,0.0001779099999999,296418.0,21208326.92,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1126.0,2023-01-21 11:44:59.999,1.0,,0.0,0.0,,,0.4092,0.000178135,144305.0,78978783.83,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1127.0,2023-01-21 11:45:59.999,1.0,,0.0,0.0,,,0.40945,0.00017816,227109.0,54508840.48,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1128.0,2023-01-21 11:46:59.999,1.0,,0.0,0.0,,,0.4095,0.000178265,570011.0,109034078.19,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1129.0,2023-01-21 11:47:59.999,1.0,,0.0,0.0,,,0.4094,0.000178125,150005.0,44210474.1,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1130.0,2023-01-21 11:48:59.999,1.0,,0.0,0.0,,,0.409,0.00017816,940324.0,44516079.91,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1131.0,2023-01-21 11:49:59.999,1.0,,0.0,0.0,,,0.40895,0.000178305,148865.0,43980447.97,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1132.0,2023-01-21 11:50:59.999,1.0,,0.0,0.0,,,0.40905,0.00017829,102551.0,18616895.87,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1133.0,2023-01-21 11:51:59.999,1.0,,0.0,0.0,,,0.409,0.000178295,366343.0,16358422.2,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1134.0,2023-01-21 11:52:59.999,1.0,,0.0,0.0,,,0.4089,0.00017814,167914.0,47866361.74,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1135.0,2023-01-21 11:53:59.999,1.0,,0.0,0.0,,,0.40885,0.00017807,121442.0,40994541.57,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1136.0,2023-01-21 11:54:59.999,1.0,,0.0,0.0,,,0.4086499999999999,0.000178085,777920.0,36538033.58,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1137.0,2023-01-21 11:55:59.999,1.0,,0.0,0.0,,,0.4085,0.000178,132553.0,40054650.15,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1138.0,2023-01-21 11:56:59.999,1.0,,0.0,0.0,,,0.4085,0.000177845,69990.0,99676143.13,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1139.0,2023-01-21 11:57:59.999,1.0,,0.0,0.0,,,0.4085,0.0001778549999999,106888.0,93028383.65,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1140.0,2023-01-21 11:58:59.999,1.0,,0.0,0.0,,,0.40845,0.00017806,113671.0,31046553.59,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1141.0,2023-01-21 11:59:59.999,1.0,,0.0,0.0,,,0.4085,0.0001781749999999,122713.0,6066513.6,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
1142.0,2023-01-21 12:00:59.999,1.0,,0.0,0.0,,,0.4085999999999999,0.0001784399999999,279366.0,178207002.2,0.0,10009.516279630732,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0009516279630732427
