index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6480_minutes,actual_spread_rolling_sd_6480_minutes,predicted_spread_rolling_mean_6480_minutes,predicted_spread_rolling_sd_6480_minutes,predicted_rolling_z_score_6480_minutes,actual_rolling_z_score_6480_minutes,actual_rolling_z_score_6480_minutes_lag_1,predicted_spread_rolling_sd_6480_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_6480_minutes,threshold_6480_minutes,delayed_signal_6480_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,0.0001734926527481,0.00017328,-0.9250792379072343,-0.9263773966050354,-8.660601774711594,-8.65937530674723,0.046160652220081144,0.04847641901735611,0.028231362510522204,0.025025268179656123,0.028234128949298564,0.025024328349001302,0.7163638128772399,0.8089845975473617,0.0,0.025024328349001302,0.0484764190173558,0.3964999999999999,330335.0,0.00017328,32319343.11,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,0.0001734008555339,0.00017311,-0.9248270628964415,-0.9260146798136826,-8.661583327375636,-8.659904559755148,0.04696249352440729,0.04954299437940968,0.028236154545214796,0.02502637553768759,0.02823904396644288,0.025025525632039546,0.7481740776702509,0.8513753740372271,0.8089845975473617,0.025025226311279986,0.0495429943794096,0.3966,367451.0,0.00017311,128790410.32,0,2.5,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,0.0001732193076802,0.0001734,-0.9233153468111195,-0.9264384326738009,-8.659909493617832,-8.660952091835325,0.04740788454755229,0.049665920183530776,0.0282408450417558,0.02502754318995895,0.02824380246183076,0.025026744614956156,0.765744102182149,0.856059860896403,0.8513753740372271,0.02502613512349785,0.0496659201835321,0.3972,800336.0,0.0001733999999999,53422891.49,0,2.5,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,0.0001734286681185,0.00017355,-0.9228119488644206,-0.9252233356986732,-8.659044815656479,-8.659744177880118,0.04762076780002289,0.04945188944682721,0.028245554540612415,0.025028662775817535,0.028248544081309748,0.025027888792415968,0.7740254833073805,0.8472819781128764,0.856059860896403,0.02502703065932111,0.0494518894468267,0.3974,325232.0,0.00017355,47123653.17,0,2.5,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,0.0001735093014001,0.000173415,-0.9240709191931175,-0.9253336911307692,-8.659822992168879,-8.659279349639128,0.047124741484838584,0.048838577011240614,0.028250188223888587,0.025029695358674834,0.028253100514161838,0.025028862228989167,0.7539951595889587,0.8225585047009558,0.8472819781128764,0.025027888792415968,0.0488385770112405,0.3969,390580.0,0.000173415,64994347.93,0,2.5,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,0.0001733637210594,0.00017371,-0.9238190486727818,-0.927438572971053,-8.658123315850442,-8.66011873661835,0.04571630424275619,0.047680215517060365,0.028254661243837464,0.025030577315552707,0.028257355526046836,0.025029585859650597,0.6975324647642042,0.7760729618151022,0.8225585047009558,0.025028618869845868,0.0476802658948951,0.397,207685.0,0.00017371,86452027.83,0,2.5,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,0.0001736389897317,0.000173875,-0.9231894735653117,-0.927155985030084,-8.657173907720667,-8.65853218572707,0.04468252103983705,0.047522060793311116,0.028259128526190534,0.025031432395648735,0.02826166260928167,0.02503033242315128,0.6560383678870862,0.7695497390101055,0.7760729618151022,0.025029224044319884,0.0475220607933106,0.39725,202179.0,0.0001738749999999,116256192.34,0,2.5,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,0.0001737933549091,0.00017375,-0.9229377745959487,-0.9263339115453708,-8.657893073519373,-8.65764357998878,0.044767312815777505,0.04837045609954649,0.028263749287710447,0.025032380797912767,0.028266295740962732,0.025031288855550657,0.6592156388765292,0.8032279060532894,0.7695497390101055,0.02502977250052577,0.0483704560995468,0.39735,440693.0,0.00017375,34223981.89,0,2.5,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,0.0001737085506809,0.000173835,-0.9220573267684922,-0.9261083729870486,-8.65740398450981,-8.658131659210905,0.04539781374087137,0.04884510373331152,0.028268602489590722,0.025033321966341414,0.0282712454785201,0.025032294761367976,0.684178914702718,0.8219644708515699,0.8032279060532894,0.02503033242315128,0.0488451037333117,0.3977,360435.0,0.000173835,64227995.52,0,2.5,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,0.0001738060835741,0.0001739,-0.9220573267684922,-0.9246847352177155,-8.657030136604037,-8.657570342442362,0.046355723495583256,0.04853491980031133,0.02827329442335241,0.025034270726390084,0.028276084491100015,0.025033346837960067,0.7222222071028728,0.8093555270056242,0.8219644708515699,0.025031049747450813,0.0485349198003115,0.3977,368463.0,0.0001739,226927765.86,0,2.5,0
10,2023-01-20 17:08:59.999,0.3969564167122243,0.3981,0.0001738759657514,0.000173825,-0.9210520489758656,-0.9239287859026845,-8.657461511979193,-8.657168353450542,0.04677814004346448,0.049898112425144525,0.02827821930096175,0.02503538529908402,0.02828107378649523,0.02503450833870367,0.7388627732054377,0.8635734128275545,0.8093555270056242,0.025031791808459318,0.0498981124251445,0.3981,702715.0,0.000173825,97730819.05,0,2.5,0
11,2023-01-20 17:09:59.999,0.3979753345906591,0.39825,0.0001738366579678,0.000173935,-0.9206753301919791,-0.9213652490084331,-8.656828891760256,-8.657394446960447,0.04952926812933456,0.04974994227806351,0.02828326103151926,0.02503641918313406,0.028286539230423412,0.025035878384739477,0.8484914558404137,0.8574181910568669,0.8635734128275545,0.025032557780516,0.0497499422780638,0.39825,223741.0,0.000173935,85950144.63,0,2.5,0
12,2023-01-20 17:10:59.999,0.3984589250933589,0.39805,0.0001739109545224,0.00017396,-0.9211776534475499,-0.9201508598576635,-8.656685170234837,-8.656967145359735,0.050389122483895266,0.04912837237880974,0.028288138429945313,0.025037400997933196,0.028291548549379656,0.025036974250159525,0.8825976219700276,0.8323641080232232,0.8574181910568669,0.025033346837960067,0.04912837237881,0.39805,296691.0,0.00017396,15676114.44,0,2.5,0
13,2023-01-20 17:11:59.999,0.3979261511150145,0.398,0.0001738587938489,0.00017421,-0.9213032736976993,-0.9214888408764984,-8.655249089912205,-8.657267117822178,0.04930003048317555,0.04781122735160526,0.0282927372728648,0.02503824967908688,0.028295978638890152,0.025037677563234457,0.8388977688221343,0.7795469063895156,0.8323641080232232,0.02503421796351777,0.0478112273516053,0.398,176159.0,0.00017421,95449589.32,0,2.5,0
14,2023-01-20 17:12:59.999,0.3972886179559407,0.39805,0.0001741008806585,0.000174495,-0.9211776534475499,-0.9230922650593979,-8.653614470027435,-8.655875652854274,0.0465420991605755,0.046580593314945795,0.02829720801291224,0.025038928259775228,0.02830002314809935,0.025038022006803204,0.7285749652076953,0.7301983979644056,0.7795469063895156,0.025035193361721574,0.0465805933149461,0.39805,113913.0,0.000174495,44863496.48,0,2.5,0
15,2023-01-20 17:13:59.999,0.3969022786971657,0.3978,0.0001743609148355,0.00017445,-0.9218059125622653,-0.9240651779720933,-8.653872390331491,-8.654383183788049,0.04433087537949054,0.04616633228094047,0.028301858262318975,0.025039448270913502,0.028304331494400006,0.025038307985186598,0.6400809469462678,0.7134531809701793,0.7301983979644056,0.02503615235109449,0.0461663322809409,0.3978,358643.0,0.0001744499999999,56933253.43,0,2.5,0
16,2023-01-20 17:14:59.999,0.3965274559345401,0.39735,0.0001743668236765,0.000174165,-0.9229377745959487,-0.9250099945680648,-8.655507432217195,-8.654349295798376,0.0433579417076817,0.04639107467086545,0.028306485649682175,0.025040020078594072,0.028308808046852058,0.025038786130126434,0.6010328768583021,0.7222274169278012,0.7134531809701793,0.025036974250159525,0.0463910746708657,0.39735,269248.0,0.000174165,55930445.81,0,2.5,0
17,2023-01-20 17:15:59.999,0.3962328742465158,0.39735,0.0001741941761008,0.000174175,-0.9229377745959487,-0.9257531742917916,-8.655450017048091,-8.655339926361918,0.0434366943249026,0.04634343694789911,0.028310955363636002,0.025040654263064364,0.028313289222448114,0.02503942715364007,0.6039836698203356,0.7201282120995337,0.7222274169278012,0.025037501734965724,0.0463434369478994,0.39735,282948.0,0.000174175,46585350.54,0,2.5,0
18,2023-01-20 17:16:59.999,0.3965472166844349,0.3977,0.0001743091694998,0.00017419,-0.9220573267684922,-0.92496016130373,-8.655363900474903,-8.654679999250027,0.04368216168304506,0.04715243331887975,0.028315523833568484,0.02504139083511327,0.028317894862398826,0.02504018627631325,0.6135843659909214,0.7522309607059835,0.7201282120995337,0.02503784978501883,0.0471524333188799,0.3977,400452.0,0.00017419,169136877.86,0,2.5,0
19,2023-01-20 17:17:59.999,0.3973260727763174,0.39715,0.0001743424605299,0.00017418,-0.923441235902996,-0.9229979934058752,-8.65542131069968,-8.654489029081907,0.04548588044445023,0.045816157805003366,0.02831999129786608,0.025041930287743017,0.02832263994609114,0.02504090598260993,0.6854081282154243,0.6986748348109941,0.7522309607059835,0.02503809350139905,0.0458161578050031,0.39715,559916.0,0.00017418,61751065.21,0,2.5,0
