index,close_time,historical_spread,historical_NEARUSDT_mid,historical_NEARUSDT_vol,historical_DOTUSDT_mid,historical_DOTUSDT_vol,historical_rolling_mean_5760_minutes,historical_rolling_sd_5760_minutes,historical_rolling_z_score_5760_minutes,historical_rolling_z_score_5760_minutes_lag_1,rolling_sd_5760_minutes,algo_trading_rolling_sd_5760_minutes_percentile_75th,signal_5760_minutes,threshold_5760_minutes,delayed_signal_5760_minutes
0,2023-01-20 14:11:59.999,-0.0281488694388674,2.085,2769.7,5.8255,1217.86,-0.018799400833106727,0.022183489973436304,-0.4214606726424123,0.0,,0.0003910432031511679,0,2.0,0.0
1,2023-01-20 14:12:59.999,-0.0287018880402376,2.085,2497.4,5.827500000000001,1570.4,-0.018806865172018124,0.022179586933018844,-0.446131972525093,-0.4214606726424123,0.0003910432031511679,0.0003910432031511679,0,2.0,0.0
2,2023-01-20 14:13:59.999,-0.0290433825449665,2.084,4350.6,5.827,600.52,-0.018814234113287857,0.0221759354108679,-0.4612724668500603,-0.446131972525093,0.0004514055396212558,0.00043631495550373384,0,2.5,0.0
3,2023-01-20 14:14:59.999,-0.0293486296307716,2.0825,10864.3,5.8255,696.32,-0.01882152576603771,0.022172492770455073,-0.47478215344200236,-0.4612724668500603,0.0005142532412474018,0.0004828293904343288,0,2.5,0.0
4,2023-01-20 14:15:59.999,-0.0290720491280107,2.0825,1741.2,5.8245000000000005,106.94,-0.01882901253568671,0.022168671776013824,-0.4620500811152251,-0.47478215344200236,0.00046043866423447143,0.00047389230848770403,0,2.0,0.0
5,2023-01-20 14:16:59.999,-0.0291816193998819,2.084,1299.1,5.827500000000001,1473.27,-0.01883654348486697,0.022164819015353825,-0.4667340576004152,-0.4620500811152251,0.00043188723140802885,0.00046043866423447143,0,2.0,0.0
6,2023-01-20 14:17:59.999,-0.0286286007985117,2.084,3040.3,5.8255,1193.59,-0.01884409093156915,0.022160750048653085,-0.44152430966736367,-0.4667340576004152,0.00040895546467565187,0.0004581803830811675,0,2.0,0.0
7,2023-01-20 14:18:59.999,-0.0286936738490064,2.083,7777.2,5.824,1051.6,-0.01885204460390243,0.022156061864952736,-0.44419578285578887,-0.44152430966736367,0.00038400864499948386,0.0004559221019278636,0,2.0,0.0
8,2023-01-20 14:19:59.999,-0.0285839506852028,2.0815,1379.6,5.821,985.85,-0.018859803133315006,0.02215164341088441,-0.43898086347443405,-0.44419578285578887,0.000370180230694413,0.00045366382077455974,0,2.0,0.0
9,2023-01-20 14:20:59.999,-0.0284743189128828,2.08,6707.4,5.818,756.44,-0.018867325483200498,0.022147549815120664,-0.43377229128629735,-0.43898086347443405,0.0003659668586929427,0.0004514055396212558,0,2.0,0.0
10,2023-01-20 14:21:59.999,-0.0275500070453937,2.0825,4919.2,5.819,3097.49,-0.018874575063497857,0.022143556103384785,-0.3917813354545049,-0.43377229128629735,0.0005097061312587778,0.0004581803830811675,0,2.5,0.0
11,2023-01-20 14:22:59.999,-0.0274204667877664,2.0845,3723.0,5.822,370.77,-0.0188817207705093,0.022139671330400852,-0.38567627720526343,-0.3917813354545049,0.0006061141900194562,0.0004850723977466246,0,2.5,0.0
