index,close_time,transaction_id,positions,NEARUSDT_units,DOTUSDT_units,entry_NEARUSDT_price,entry_DOTUSDT_price,historical_NEARUSDT_mid,historical_DOTUSDT_mid,historical_NEARUSDT_vol,historical_DOTUSDT_vol,signal,portfolio_value,NEARUSDT_raw_pnl,DOTUSDT_raw_pnl,NEARUSDT_cost,DOTUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
865.0,2023-01-21 04:36:59.999,,,0.0,0.0,,,2.376,6.2445,2336.3,5838.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
866.0,2023-01-21 04:37:59.999,,,0.0,0.0,,,2.374,6.2395,3072.7,3909.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
867.0,2023-01-21 04:38:59.999,,,0.0,0.0,,,2.3775000000000004,6.242,9476.1,5977.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
868.0,2023-01-21 04:39:59.999,,,0.0,0.0,,,2.3805,6.2485,4695.2,2216.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
869.0,2023-01-21 04:40:59.999,,,0.0,0.0,,,2.3835,6.2495,14723.1,745.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
870.0,2023-01-21 04:41:59.999,,,0.0,0.0,,,2.3875,6.255,28455.2,1895.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
871.0,2023-01-21 04:42:59.999,,,0.0,0.0,,,2.3885,6.256,15555.5,313.69,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
872.0,2023-01-21 04:43:59.999,,,0.0,0.0,,,2.386,6.256,896.6,2077.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
873.0,2023-01-21 04:44:59.999,,,0.0,0.0,,,2.384,6.256,4545.7,146.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
874.0,2023-01-21 04:45:59.999,,,0.0,0.0,,,2.384,6.2585,14199.3,3305.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
875.0,2023-01-21 04:46:59.999,,,0.0,0.0,,,2.3805,6.2585,4932.7,2222.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
876.0,2023-01-21 04:47:59.999,,,0.0,0.0,,,2.3775,6.258,11843.7,277.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
877.0,2023-01-21 04:48:59.999,,,0.0,0.0,,,2.373,6.2585,14831.8,1251.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
878.0,2023-01-21 04:49:59.999,,,0.0,0.0,,,2.3735,6.2575,8461.3,1886.39,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
879.0,2023-01-21 04:50:59.999,,,0.0,0.0,,,2.3775,6.2585,1218.4,4504.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
880.0,2023-01-21 04:51:59.999,,,0.0,0.0,,,2.3785,6.2545,11296.3,5556.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
881.0,2023-01-21 04:52:59.999,,,0.0,0.0,,,2.374,6.2490000000000006,18054.5,4642.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
882.0,2023-01-21 04:53:59.999,,,0.0,0.0,,,2.373,6.2475000000000005,6126.2,1442.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
883.0,2023-01-21 04:54:59.999,,,0.0,0.0,,,2.373,6.2485,1601.8,495.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
884.0,2023-01-21 04:55:59.999,,,0.0,0.0,,,2.37,6.246,26441.7,3821.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
885.0,2023-01-21 04:56:59.999,,,0.0,0.0,,,2.3695,6.242,8578.5,778.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
886.0,2023-01-21 04:57:59.999,,,0.0,0.0,,,2.3675,6.2385,13217.1,2999.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
887.0,2023-01-21 04:58:59.999,,,0.0,0.0,,,2.3675,6.2315000000000005,3198.9,2484.61,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
888.0,2023-01-21 04:59:59.999,,,0.0,0.0,,,2.3685,6.2355,5463.6,2846.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
889.0,2023-01-21 05:00:59.999,,,0.0,0.0,,,2.3685,6.2435,5365.9,542.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
890.0,2023-01-21 05:01:59.999,,,0.0,0.0,,,2.3680000000000003,6.2395,11789.4,2742.17,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
891.0,2023-01-21 05:02:59.999,,,0.0,0.0,,,2.366,6.238,10064.9,612.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
892.0,2023-01-21 05:03:59.999,,,0.0,0.0,,,2.366,6.242,13298.7,5628.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
893.0,2023-01-21 05:04:59.999,,,0.0,0.0,,,2.366,6.245,6371.8,417.69,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
894.0,2023-01-21 05:05:59.999,,,0.0,0.0,,,2.3665000000000003,6.245,3293.0,162.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
895.0,2023-01-21 05:06:59.999,,,0.0,0.0,,,2.3655,6.2435,7764.0,465.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
896.0,2023-01-21 05:07:59.999,,,0.0,0.0,,,2.367,6.2475000000000005,4567.7,701.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
897.0,2023-01-21 05:08:59.999,,,0.0,0.0,,,2.364,6.246,4497.3,553.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
898.0,2023-01-21 05:09:59.999,,,0.0,0.0,,,2.3605,6.2355,8621.2,2627.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
899.0,2023-01-21 05:10:59.999,,,0.0,0.0,,,2.3585000000000003,6.231,13537.3,668.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
900.0,2023-01-21 05:11:59.999,,,0.0,0.0,,,2.3545,6.228,16377.7,959.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
901.0,2023-01-21 05:12:59.999,,,0.0,0.0,,,2.3550000000000004,6.2325,3678.3,917.12,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
902.0,2023-01-21 05:13:59.999,,,0.0,0.0,,,2.356,6.2295,3826.7,6245.84,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
903.0,2023-01-21 05:14:59.999,,,0.0,0.0,,,2.3555,6.222,2516.9,1359.73,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
904.0,2023-01-21 05:15:59.999,,,0.0,0.0,,,2.3585000000000003,6.2285,8863.7,1417.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
905.0,2023-01-21 05:16:59.999,,,0.0,0.0,,,2.363,6.231,40177.4,1346.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
906.0,2023-01-21 05:17:59.999,,,0.0,0.0,,,2.3680000000000003,6.2330000000000005,21044.8,293.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
907.0,2023-01-21 05:18:59.999,,,0.0,0.0,,,2.3665000000000003,6.2365,4109.2,493.97,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
908.0,2023-01-21 05:19:59.999,,,0.0,0.0,,,2.3635,6.24,3442.1,648.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
909.0,2023-01-21 05:20:59.999,,,0.0,0.0,,,2.3615,6.2425,14212.8,518.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
910.0,2023-01-21 05:21:59.999,,,0.0,0.0,,,2.359,6.2415,3075.5,673.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
911.0,2023-01-21 05:22:59.999,,,0.0,0.0,,,2.3600000000000003,6.2415,5782.1,2552.63,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
912.0,2023-01-21 05:23:59.999,,,0.0,0.0,,,2.3615,6.2455,7240.8,289.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
913.0,2023-01-21 05:24:59.999,,,0.0,0.0,,,2.364,6.2475000000000005,5521.6,489.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
914.0,2023-01-21 05:25:59.999,,,0.0,0.0,,,2.3625,6.2445,8511.0,1938.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
915.0,2023-01-21 05:26:59.999,,,0.0,0.0,,,2.3615000000000004,6.241,3502.6,775.44,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
916.0,2023-01-21 05:27:59.999,,,0.0,0.0,,,2.361,6.2435,15253.2,1485.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
917.0,2023-01-21 05:28:59.999,,,0.0,0.0,,,2.3605,6.244,6968.4,524.32,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
918.0,2023-01-21 05:29:59.999,,,0.0,0.0,,,2.3600000000000003,6.2485,5685.0,2688.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
919.0,2023-01-21 05:30:59.999,,,0.0,0.0,,,2.3600000000000003,6.246499999999999,12439.5,719.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
920.0,2023-01-21 05:31:59.999,,,0.0,0.0,,,2.359,6.246,2677.7,1598.09,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
921.0,2023-01-21 05:32:59.999,,,0.0,0.0,,,2.3615,6.2475000000000005,8591.0,838.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
922.0,2023-01-21 05:33:59.999,,,0.0,0.0,,,2.3625,6.2455,10325.5,1273.26,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
923.0,2023-01-21 05:34:59.999,,,0.0,0.0,,,2.3625,6.2435,3850.0,418.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
924.0,2023-01-21 05:35:59.999,,,0.0,0.0,,,2.361,6.2405,887.5,208.23,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
925.0,2023-01-21 05:36:59.999,,,0.0,0.0,,,2.3625,6.2425,441.5,370.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
926.0,2023-01-21 05:37:59.999,,,0.0,0.0,,,2.3600000000000003,6.2425,10208.1,2194.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
927.0,2023-01-21 05:38:59.999,,,0.0,0.0,,,2.359,6.240500000000001,13165.6,582.19,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
928.0,2023-01-21 05:39:59.999,,,0.0,0.0,,,2.359,6.2375,2505.5,368.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
929.0,2023-01-21 05:40:59.999,,,0.0,0.0,,,2.359,6.2375,419.8,357.02,4.0,10000,0,0,0,0,0,0,0,0.0,0.0
930.0,2023-01-21 05:41:59.999,,,0.0,0.0,,,2.3585000000000003,6.24,567.7,5738.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
931.0,2023-01-21 05:42:59.999,,,0.0,0.0,,,2.3600000000000003,6.2435,2437.2,161.02,3.0,10000,0,0,0,0,0,0,0,0.0,0.0
932.0,2023-01-21 05:43:59.999,,,0.0,0.0,,,2.3585000000000003,6.2445,439.6,746.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
933.0,2023-01-21 05:44:59.999,,,0.0,0.0,,,2.3585000000000003,6.245,2568.2,502.26,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
