index,close_time,transaction_id,positions,NEARUSDT_units,DOTUSDT_units,entry_NEARUSDT_price,entry_DOTUSDT_price,historical_NEARUSDT_mid,historical_DOTUSDT_mid,historical_NEARUSDT_vol,historical_DOTUSDT_vol,signal,portfolio_value,NEARUSDT_raw_pnl,DOTUSDT_raw_pnl,NEARUSDT_cost,DOTUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
17.0,2023-01-20 14:28:59.999,,,0.0,0.0,,,2.079,5.813,10832.9,5446.29,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
18.0,2023-01-20 14:29:59.999,,,0.0,0.0,,,2.0825,5.819,11985.0,3875.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
19.0,2023-01-20 14:30:59.999,,,0.0,0.0,,,2.084,5.8165,14648.5,1882.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
20.0,2023-01-20 14:31:59.999,,,0.0,0.0,,,2.079,5.8100000000000005,35389.1,4558.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
21.0,2023-01-20 14:32:59.999,,,0.0,0.0,,,2.0755,5.8055,30480.1,6064.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
22.0,2023-01-20 14:33:59.999,,,0.0,0.0,,,2.074,5.807,13599.0,6508.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
23.0,2023-01-20 14:34:59.999,,,0.0,0.0,,,2.075,5.806,11675.6,6827.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
24.0,2023-01-20 14:35:59.999,,,0.0,0.0,,,2.076,5.808,5910.6,1513.42,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
25.0,2023-01-20 14:36:59.999,,,0.0,0.0,,,2.0775,5.8100000000000005,7557.7,1296.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
26.0,2023-01-20 14:37:59.999,,,0.0,0.0,,,2.0780000000000003,5.8095,7279.5,1479.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
27.0,2023-01-20 14:38:59.999,,,0.0,0.0,,,2.077,5.806,4090.2,272.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
28.0,2023-01-20 14:39:59.999,,,0.0,0.0,,,2.0805,5.813,5052.0,1243.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
29.0,2023-01-20 14:40:59.999,,,0.0,0.0,,,2.082,5.817,2981.8,256.98,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
30.0,2023-01-20 14:41:59.999,,,0.0,0.0,,,2.088,5.826499999999999,16107.9,19760.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
31.0,2023-01-20 14:42:59.999,,,0.0,0.0,,,2.093,5.839,25051.5,11465.54,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
32.0,2023-01-20 14:43:59.999,,,0.0,0.0,,,2.0940000000000003,5.840999999999999,14904.9,5549.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
33.0,2023-01-20 14:44:59.999,,,0.0,0.0,,,2.0935,5.8420000000000005,3478.3,4704.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
34.0,2023-01-20 14:45:59.999,,,0.0,0.0,,,2.0940000000000003,5.846,5398.7,3841.56,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
35.0,2023-01-20 14:46:59.999,,,0.0,0.0,,,2.089,5.837,10730.9,5540.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
36.0,2023-01-20 14:47:59.999,,,0.0,0.0,,,2.0875,5.8325,4680.6,1716.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
37.0,2023-01-20 14:48:59.999,,,0.0,0.0,,,2.0895,5.835,3685.5,4721.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
38.0,2023-01-20 14:49:59.999,,,0.0,0.0,,,2.0915,5.835,5022.0,2934.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
39.0,2023-01-20 14:50:59.999,,,0.0,0.0,,,2.09,5.833500000000001,7563.6,8463.68,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
40.0,2023-01-20 14:51:59.999,,,0.0,0.0,,,2.0935,5.84,11744.6,2948.78,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
41.0,2023-01-20 14:52:59.999,,,0.0,0.0,,,2.095,5.845000000000001,4129.8,3422.42,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
42.0,2023-01-20 14:53:59.999,,,0.0,0.0,,,2.096,5.8475,5136.2,4314.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
43.0,2023-01-20 14:54:59.999,,,0.0,0.0,,,2.0935,5.8405000000000005,6965.7,4444.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
44.0,2023-01-20 14:55:59.999,,,0.0,0.0,,,2.0935,5.8445,3434.1,6176.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
45.0,2023-01-20 14:56:59.999,,,0.0,0.0,,,2.0970000000000004,5.857,5499.5,5869.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
46.0,2023-01-20 14:57:59.999,,,0.0,0.0,,,2.0995,5.8685,7521.6,6255.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
47.0,2023-01-20 14:58:59.999,,,0.0,0.0,,,2.1005000000000003,5.863,4371.6,7775.76,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
48.0,2023-01-20 14:59:59.999,,,0.0,0.0,,,2.1,5.866,17959.3,5663.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
49.0,2023-01-20 15:00:59.999,,,0.0,0.0,,,2.099,5.872,7743.4,10924.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
