index,close_time,historical_spread,historical_LTCUSDT_mid,historical_LTCUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,historical_rolling_mean_5760_minutes,historical_rolling_sd_5760_minutes,historical_rolling_z_score_5760_minutes,historical_rolling_z_score_5760_minutes_lag_1,rolling_sd_5760_minutes,algo_trading_rolling_sd_5760_minutes_percentile_75th,signal_5760_minutes,threshold_5760_minutes,delayed_signal_5760_minutes
0,2023-01-20 14:33:59.999,-0.0183762380820429,84.36500000000001,778.448,12.2285,5451.4,-0.0020643870923080284,0.011743885841616213,-1.38896539098936,0.0,,5.145898254170468e-05,0,2.0,0.0
1,2023-01-20 14:34:59.999,-0.0184490120730593,84.39500000000001,234.368,12.236,777.53,-0.0020660015416021464,0.01174549884913205,-1.3948330966519824,-1.38896539098936,5.145898254170468e-05,5.145898254170468e-05,0,2.0,0.0
2,2023-01-20 14:35:59.999,-0.0181071667404606,84.46000000000001,86.941,12.2435,1484.19,-0.002067611915674791,0.01174706208972754,-1.3654098958761722,-1.3948330966519824,0.00018007113041280324,0.0001479180934450286,0,2.5,0.0
3,2023-01-20 14:36:59.999,-0.0185305898896244,84.47,81.771,12.253,617.59,-0.0020693894785311323,0.011748778340464481,-1.4010989001638177,-1.3654098958761722,0.00018355749688582225,0.00018181431364931274,0,2.5,0.0
4,2023-01-20 14:37:59.999,-0.0178946558257813,84.49,179.114,12.246,635.87,-0.002071127448111292,0.01175037866774775,-1.3466398679646108,-1.4010989001638177,0.0002639247617041501,0.00020364931309040422,0,2.5,0.0
5,2023-01-20 14:38:59.999,-0.017503635847758,84.47,1230.573,12.235,485.41,-0.0020729027600358565,0.011751937573749729,-1.3130373600851768,-1.3466398679646108,0.0003924316173645731,0.0002639247617041501,0,2.5,0.0
6,2023-01-20 14:39:59.999,-0.0179431295943137,84.51,347.552,12.251,491.64,-0.0020748985192975524,0.011753656310342692,-1.3500676432960539,-1.3130373600851768,0.00036616089090030283,0.00034060185860126463,0,2.5,0.0
7,2023-01-20 14:40:59.999,-0.01835974190067,84.535,115.366,12.2635,422.08,-0.002076912943549135,0.011755452702361502,-1.385129894134139,-1.3500676432960539,0.0003498752965676351,0.000358018093733969,0,2.0,0.0
8,2023-01-20 14:41:59.999,-0.0191581001310616,84.595,691.661,12.29,884.38,-0.0020790939847765734,0.01175745606193119,-1.4526106715877243,-1.385129894134139,0.00047014373651786017,0.00037272857251637037,0,2.5,0.0
9,2023-01-20 14:42:59.999,-0.0203010498179261,84.64,1034.013,12.3195,3631.39,-0.0020814549642493205,0.01175974928604865,-1.5493183069210381,-1.4526106715877243,0.0007834977138201513,0.0003924316173645731,0,2.5,0.0
