index,close_time,transaction_id,positions,LTCUSDT_units,ATOMUSDT_units,entry_LTCUSDT_price,entry_ATOMUSDT_price,historical_LTCUSDT_mid,historical_ATOMUSDT_mid,historical_LTCUSDT_vol,historical_ATOMUSDT_vol,signal,portfolio_value,LTCUSDT_raw_pnl,ATOMUSDT_raw_pnl,LTCUSDT_cost,ATOMUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
851.0,2023-01-21 04:44:59.999,,,0.0,0.0,,,89.985,13.3515,332.275,195.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
852.0,2023-01-21 04:45:59.999,,,0.0,0.0,,,90.00999999999999,13.355,89.87,222.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
853.0,2023-01-21 04:46:59.999,,,0.0,0.0,,,90.00999999999999,13.353,48.946,6.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
854.0,2023-01-21 04:47:59.999,,,0.0,0.0,,,90.00999999999999,13.353,129.9,52.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
855.0,2023-01-21 04:48:59.999,,,0.0,0.0,,,89.965,13.346,447.277,142.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
856.0,2023-01-21 04:49:59.999,,,0.0,0.0,,,89.96000000000001,13.3435,470.191,182.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
857.0,2023-01-21 04:50:59.999,,,0.0,0.0,,,90.015,13.3465,289.949,48.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
858.0,2023-01-21 04:51:59.999,,,0.0,0.0,,,90.075,13.344,556.237,230.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
859.0,2023-01-21 04:52:59.999,,,0.0,0.0,,,89.985,13.331,275.235,1111.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
860.0,2023-01-21 04:53:59.999,,,0.0,0.0,,,89.91999999999999,13.3305,149.295,279.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
861.0,2023-01-21 04:54:59.999,,,0.0,0.0,,,89.89500000000001,13.327,198.937,132.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
862.0,2023-01-21 04:55:59.999,,,0.0,0.0,,,89.91499999999999,13.323,20.75,296.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
863.0,2023-01-21 04:56:59.999,,,0.0,0.0,,,89.935,13.3175,95.924,293.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
864.0,2023-01-21 04:57:59.999,,,0.0,0.0,,,89.89,13.3065,292.458,1322.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
865.0,2023-01-21 04:58:59.999,,,0.0,0.0,,,89.85,13.303,179.856,462.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
866.0,2023-01-21 04:59:59.999,,,0.0,0.0,,,89.83,13.3085,173.907,1628.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
867.0,2023-01-21 05:00:59.999,,,0.0,0.0,,,89.83,13.3115,413.802,279.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
868.0,2023-01-21 05:01:59.999,,,0.0,0.0,,,89.69,13.3,1873.568,1654.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
869.0,2023-01-21 05:02:59.999,,,0.0,0.0,,,89.685,13.291,111.043,570.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
870.0,2023-01-21 05:03:59.999,,,0.0,0.0,,,89.74,13.298,126.197,1552.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
871.0,2023-01-21 05:04:59.999,,,0.0,0.0,,,89.72,13.297,546.639,53.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
872.0,2023-01-21 05:05:59.999,,,0.0,0.0,,,89.66,13.2945,237.907,844.14,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
873.0,2023-01-21 05:06:59.999,,,0.0,0.0,,,89.61,13.2895,287.988,449.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
874.0,2023-01-21 05:07:59.999,,,0.0,0.0,,,89.64500000000001,13.295000000000002,360.701,915.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
875.0,2023-01-21 05:08:59.999,,,0.0,0.0,,,89.63,13.290500000000002,671.837,535.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
876.0,2023-01-21 05:09:59.999,,,0.0,0.0,,,89.535,13.2775,135.106,1006.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
877.0,2023-01-21 05:10:59.999,,,0.0,0.0,,,89.55,13.273,192.149,721.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
878.0,2023-01-21 05:11:59.999,,,0.0,0.0,,,89.565,13.263,202.741,2563.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
879.0,2023-01-21 05:12:59.999,,,0.0,0.0,,,89.53999999999999,13.2685,578.059,309.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
880.0,2023-01-21 05:13:59.999,,,0.0,0.0,,,89.525,13.2635,141.984,856.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
881.0,2023-01-21 05:14:59.999,,,0.0,0.0,,,89.505,13.2565,137.597,101.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
882.0,2023-01-21 05:15:59.999,,,0.0,0.0,,,89.6,13.27,173.731,303.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
883.0,2023-01-21 05:16:59.999,,,0.0,0.0,,,89.67,13.2775,52.445,907.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
884.0,2023-01-21 05:17:59.999,,,0.0,0.0,,,89.68,13.2855,19.75,537.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
885.0,2023-01-21 05:18:59.999,,,0.0,0.0,,,89.72,13.2995,34.4,139.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
886.0,2023-01-21 05:19:59.999,,,0.0,0.0,,,89.755,13.303,73.686,433.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
887.0,2023-01-21 05:20:59.999,,,0.0,0.0,,,89.765,13.3055,92.985,487.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
888.0,2023-01-21 05:21:59.999,,,0.0,0.0,,,89.725,13.31,594.124,313.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
889.0,2023-01-21 05:22:59.999,,,0.0,0.0,,,89.74000000000001,13.3135,310.902,280.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
890.0,2023-01-21 05:23:59.999,,,0.0,0.0,,,89.775,13.327,18.938,964.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
891.0,2023-01-21 05:24:59.999,,,0.0,0.0,,,89.775,13.3305,25.115,591.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
892.0,2023-01-21 05:25:59.999,,,0.0,0.0,,,89.81,13.334499999999998,26.711,1180.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
893.0,2023-01-21 05:26:59.999,,,0.0,0.0,,,89.80000000000001,13.3365,37.618,165.73,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
894.0,2023-01-21 05:27:59.999,,,0.0,0.0,,,89.82,13.3375,46.65,326.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
895.0,2023-01-21 05:28:59.999,,,0.0,0.0,,,89.76499999999999,13.337,759.381,139.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
896.0,2023-01-21 05:29:59.999,,,0.0,0.0,,,89.735,13.339,50.748,560.58,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
897.0,2023-01-21 05:30:59.999,,,0.0,0.0,,,89.78,13.328,162.234,1757.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
898.0,2023-01-21 05:31:59.999,,,0.0,0.0,,,89.79499999999999,13.337,34.746,445.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
899.0,2023-01-21 05:32:59.999,,,0.0,0.0,,,89.82,13.3425,129.849,545.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
900.0,2023-01-21 05:33:59.999,,,0.0,0.0,,,89.85,13.347,77.779,973.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
901.0,2023-01-21 05:34:59.999,,,0.0,0.0,,,89.85,13.3465,12.022,463.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
902.0,2023-01-21 05:35:59.999,,,0.0,0.0,,,89.83500000000001,13.346,9.182,299.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
903.0,2023-01-21 05:36:59.999,,,0.0,0.0,,,89.845,13.35,25.489,551.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
904.0,2023-01-21 05:37:59.999,,,0.0,0.0,,,89.83500000000001,13.3455,196.542,790.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
905.0,2023-01-21 05:38:59.999,,,0.0,0.0,,,89.8,13.341,265.02,653.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
906.0,2023-01-21 05:39:59.999,,,0.0,0.0,,,89.77000000000001,13.3355,230.302,245.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
907.0,2023-01-21 05:40:59.999,,,0.0,0.0,,,89.805,13.3395,141.652,327.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
908.0,2023-01-21 05:41:59.999,,,0.0,0.0,,,89.84,13.345,154.958,55.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
909.0,2023-01-21 05:42:59.999,,,0.0,0.0,,,89.91499999999999,13.3435,113.265,167.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
910.0,2023-01-21 05:43:59.999,,,0.0,0.0,,,89.935,13.3495,88.413,281.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
911.0,2023-01-21 05:44:59.999,,,0.0,0.0,,,89.96000000000001,13.352,89.793,270.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
912.0,2023-01-21 05:45:59.999,,,0.0,0.0,,,89.965,13.3485,164.775,255.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
913.0,2023-01-21 05:46:59.999,,,0.0,0.0,,,89.89,13.3425,119.633,1170.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
914.0,2023-01-21 05:47:59.999,,,0.0,0.0,,,89.89,13.3435,273.954,284.16,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
915.0,2023-01-21 05:48:59.999,,,0.0,0.0,,,89.91,13.336,245.306,245.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
916.0,2023-01-21 05:49:59.999,,,0.0,0.0,,,89.945,13.334,28.876,226.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
917.0,2023-01-21 05:50:59.999,,,0.0,0.0,,,89.93,13.3355,134.566,2310.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
918.0,2023-01-21 05:51:59.999,,,0.0,0.0,,,89.92,13.334,3.735,41.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
919.0,2023-01-21 05:52:59.999,,,0.0,0.0,,,89.895,13.3345,124.322,59.64,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
920.0,2023-01-21 05:53:59.999,,,0.0,0.0,,,89.92,13.3295,17.383,2098.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
921.0,2023-01-21 05:54:59.999,,,0.0,0.0,,,89.975,13.3195,1633.273,759.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
922.0,2023-01-21 05:55:59.999,,,0.0,0.0,,,89.955,13.3015,411.34,2363.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
923.0,2023-01-21 05:56:59.999,,,0.0,0.0,,,90.03999999999999,13.3075,103.273,1343.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
924.0,2023-01-21 05:57:59.999,,,0.0,0.0,,,90.05000000000001,13.3045,182.614,1389.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
925.0,2023-01-21 05:58:59.999,,,0.0,0.0,,,90.06,13.297,114.955,141.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
926.0,2023-01-21 05:59:59.999,,,0.0,0.0,,,90.095,13.2905,676.858,515.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
927.0,2023-01-21 06:00:59.999,,,0.0,0.0,,,90.115,13.29,226.268,1248.78,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
928.0,2023-01-21 06:01:59.999,,,0.0,0.0,,,90.00999999999999,13.2965,330.307,532.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
929.0,2023-01-21 06:02:59.999,,,0.0,0.0,,,89.87,13.2885,337.617,1113.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
930.0,2023-01-21 06:03:59.999,,,0.0,0.0,,,89.82499999999999,13.2845,73.348,368.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
931.0,2023-01-21 06:04:59.999,,,0.0,0.0,,,89.85499999999999,13.2835,56.659,977.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
932.0,2023-01-21 06:05:59.999,,,0.0,0.0,,,89.88,13.2875,20.739,363.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
933.0,2023-01-21 06:06:59.999,,,0.0,0.0,,,89.88,13.289,61.456,349.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
934.0,2023-01-21 06:07:59.999,,,0.0,0.0,,,89.88,13.296,10.723,421.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
935.0,2023-01-21 06:08:59.999,,,0.0,0.0,,,89.89,13.3045,33.646,871.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
936.0,2023-01-21 06:09:59.999,,,0.0,0.0,,,89.89,13.306,223.66,197.78,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
937.0,2023-01-21 06:10:59.999,,,0.0,0.0,,,89.95,13.303999999999998,460.237,347.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
938.0,2023-01-21 06:11:59.999,,,0.0,0.0,,,89.955,13.289,71.512,1257.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
939.0,2023-01-21 06:12:59.999,,,0.0,0.0,,,89.94,13.2885,149.933,1272.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
940.0,2023-01-21 06:13:59.999,,,0.0,0.0,,,89.985,13.299,83.592,553.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
941.0,2023-01-21 06:14:59.999,,,0.0,0.0,,,90.03999999999999,13.304,337.871,770.18,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
942.0,2023-01-21 06:15:59.999,,,0.0,0.0,,,90.015,13.309,264.129,225.74,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
943.0,2023-01-21 06:16:59.999,,,0.0,0.0,,,90.0,13.3105,107.928,215.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
944.0,2023-01-21 06:17:59.999,,,0.0,0.0,,,89.995,13.3165,251.16,847.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
945.0,2023-01-21 06:18:59.999,,,0.0,0.0,,,90.015,13.3185,73.817,65.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
946.0,2023-01-21 06:19:59.999,,,0.0,0.0,,,90.005,13.3175,160.0,333.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
947.0,2023-01-21 06:20:59.999,,,0.0,0.0,,,90.045,13.3205,292.298,374.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
948.0,2023-01-21 06:21:59.999,,,0.0,0.0,,,90.11,13.321,170.042,1091.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
949.0,2023-01-21 06:22:59.999,,,0.0,0.0,,,90.125,13.322500000000002,234.494,2056.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
950.0,2023-01-21 06:23:59.999,,,0.0,0.0,,,90.185,13.334499999999998,287.555,672.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
951.0,2023-01-21 06:24:59.999,,,0.0,0.0,,,90.255,13.3415,526.148,398.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
952.0,2023-01-21 06:25:59.999,,,0.0,0.0,,,90.325,13.345,423.936,506.39,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
953.0,2023-01-21 06:26:59.999,,,0.0,0.0,,,90.39,13.3515,576.806,283.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
954.0,2023-01-21 06:27:59.999,,,0.0,0.0,,,90.41,13.3545,136.424,443.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
955.0,2023-01-21 06:28:59.999,,,0.0,0.0,,,90.395,13.358,90.715,422.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
956.0,2023-01-21 06:29:59.999,,,0.0,0.0,,,90.34,13.355,959.552,486.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
957.0,2023-01-21 06:30:59.999,,,0.0,0.0,,,90.39,13.348,201.267,923.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
958.0,2023-01-21 06:31:59.999,,,0.0,0.0,,,90.39,13.352,103.175,1208.23,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
959.0,2023-01-21 06:32:59.999,,,0.0,0.0,,,90.515,13.3685,1183.51,2862.97,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
960.0,2023-01-21 06:33:59.999,,,0.0,0.0,,,90.615,13.374,1599.953,2465.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
961.0,2023-01-21 06:34:59.999,,,0.0,0.0,,,90.575,13.3725,795.817,1540.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
962.0,2023-01-21 06:35:59.999,,,0.0,0.0,,,90.58,13.3715,213.718,440.11,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
963.0,2023-01-21 06:36:59.999,,,0.0,0.0,,,90.655,13.3755,1099.481,648.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
964.0,2023-01-21 06:37:59.999,,,0.0,0.0,,,90.795,13.3765,1299.798,605.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
965.0,2023-01-21 06:38:59.999,,,0.0,0.0,,,90.775,13.378,149.784,177.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
966.0,2023-01-21 06:39:59.999,,,0.0,0.0,,,90.715,13.3805,408.818,42.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
967.0,2023-01-21 06:40:59.999,,,0.0,0.0,,,90.635,13.3745,361.117,1570.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
968.0,2023-01-21 06:41:59.999,,,0.0,0.0,,,90.61,13.384,354.576,3392.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
969.0,2023-01-21 06:42:59.999,,,0.0,0.0,,,90.62,13.3915,318.453,823.6,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
970.0,2023-01-21 06:43:59.999,,,0.0,0.0,,,90.565,13.3835,109.604,174.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
971.0,2023-01-21 06:44:59.999,,,0.0,0.0,,,90.565,13.3795,112.905,299.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
972.0,2023-01-21 06:45:59.999,,,0.0,0.0,,,90.58,13.382,75.649,76.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
973.0,2023-01-21 06:46:59.999,,,0.0,0.0,,,90.635,13.372,125.824,1020.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
974.0,2023-01-21 06:47:59.999,,,0.0,0.0,,,90.6,13.3695,209.07,1061.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
975.0,2023-01-21 06:48:59.999,,,0.0,0.0,,,90.54,13.363,69.762,48.85,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
976.0,2023-01-21 06:49:59.999,,,0.0,0.0,,,90.54,13.358,154.493,1277.09,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
977.0,2023-01-21 06:50:59.999,,,0.0,0.0,,,90.68,13.379,371.633,2532.16,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
978.0,2023-01-21 06:51:59.999,,,0.0,0.0,,,90.77,13.3925,402.288,1472.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
979.0,2023-01-21 06:52:59.999,,,0.0,0.0,,,90.77,13.3945,84.113,955.2,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
980.0,2023-01-21 06:53:59.999,,,0.0,0.0,,,90.845,13.4,683.761,1062.11,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
981.0,2023-01-21 06:54:59.999,,,0.0,0.0,,,90.735,13.4005,140.808,85.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
982.0,2023-01-21 06:55:59.999,,,0.0,0.0,,,90.605,13.394,96.512,464.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
983.0,2023-01-21 06:56:59.999,,,0.0,0.0,,,90.55,13.3735,269.346,422.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
984.0,2023-01-21 06:57:59.999,,,0.0,0.0,,,90.575,13.3825,81.147,140.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
985.0,2023-01-21 06:58:59.999,,,0.0,0.0,,,90.6,13.3875,105.144,258.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
986.0,2023-01-21 06:59:59.999,,,0.0,0.0,,,90.55,13.3815,272.575,97.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
987.0,2023-01-21 07:00:59.999,,,0.0,0.0,,,90.555,13.3805,226.474,301.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
988.0,2023-01-21 07:01:59.999,,,0.0,0.0,,,90.425,13.382,606.045,535.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
989.0,2023-01-21 07:02:59.999,,,0.0,0.0,,,90.385,13.3725,333.957,2277.69,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
990.0,2023-01-21 07:03:59.999,,,0.0,0.0,,,90.4,13.3745,360.879,799.72,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
991.0,2023-01-21 07:04:59.999,,,0.0,0.0,,,90.46,13.3845,114.282,635.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
992.0,2023-01-21 07:05:59.999,,,0.0,0.0,,,90.35,13.3805,364.283,515.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
993.0,2023-01-21 07:06:59.999,,,0.0,0.0,,,90.33,13.369,436.16,1249.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
994.0,2023-01-21 07:07:59.999,,,0.0,0.0,,,90.315,13.3715,280.949,199.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
995.0,2023-01-21 07:08:59.999,,,0.0,0.0,,,90.3,13.368,171.877,260.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
996.0,2023-01-21 07:09:59.999,,,0.0,0.0,,,90.34,13.376,299.672,929.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
997.0,2023-01-21 07:10:59.999,,,0.0,0.0,,,90.335,13.3705,43.309,526.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
998.0,2023-01-21 07:11:59.999,,,0.0,0.0,,,90.295,13.363,151.469,121.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
999.0,2023-01-21 07:12:59.999,,,0.0,0.0,,,90.275,13.364,201.638,85.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1000.0,2023-01-21 07:13:59.999,,,0.0,0.0,,,90.24,13.367,138.231,965.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1001.0,2023-01-21 07:14:59.999,,,0.0,0.0,,,90.255,13.369,112.138,751.54,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1002.0,2023-01-21 07:15:59.999,,,0.0,0.0,,,90.26,13.3625,165.993,852.84,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1003.0,2023-01-21 07:16:59.999,,,0.0,0.0,,,90.265,13.355,111.671,393.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1004.0,2023-01-21 07:17:59.999,,,0.0,0.0,,,90.21,13.349,127.001,453.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1005.0,2023-01-21 07:18:59.999,,,0.0,0.0,,,90.225,13.346,61.765,196.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1006.0,2023-01-21 07:19:59.999,,,0.0,0.0,,,90.21,13.349,120.121,578.88,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1007.0,2023-01-21 07:20:59.999,,,0.0,0.0,,,90.245,13.35,564.69,385.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1008.0,2023-01-21 07:21:59.999,,,0.0,0.0,,,90.24,13.351,575.78,528.53,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1009.0,2023-01-21 07:22:59.999,,,0.0,0.0,,,90.23,13.35,26.457,345.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1010.0,2023-01-21 07:23:59.999,,,0.0,0.0,,,90.25,13.3535,368.041,822.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1011.0,2023-01-21 07:24:59.999,,,0.0,0.0,,,90.26,13.3555,174.11,295.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1012.0,2023-01-21 07:25:59.999,,,0.0,0.0,,,90.275,13.348,101.709,1437.87,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1013.0,2023-01-21 07:26:59.999,,,0.0,0.0,,,90.275,13.3525,31.825,1446.45,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1014.0,2023-01-21 07:27:59.999,,,0.0,0.0,,,90.19,13.351,704.678,1112.98,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1015.0,2023-01-21 07:28:59.999,,,0.0,0.0,,,90.08,13.335,421.915,677.7,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1016.0,2023-01-21 07:29:59.999,,,0.0,0.0,,,90.085,13.331,114.591,222.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1017.0,2023-01-21 07:30:59.999,,,0.0,0.0,,,90.035,13.323,221.266,391.41,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1018.0,2023-01-21 07:31:59.999,,,0.0,0.0,,,90.03999999999999,13.3175,388.15,1647.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1019.0,2023-01-21 07:32:59.999,,,0.0,0.0,,,90.095,13.3135,529.055,1364.0,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1020.0,2023-01-21 07:33:59.999,,,0.0,0.0,,,90.095,13.307,229.913,1115.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1021.0,2023-01-21 07:34:59.999,,,0.0,0.0,,,90.09,13.297,104.461,2082.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1022.0,2023-01-21 07:35:59.999,,,0.0,0.0,,,90.08,13.29,93.051,1178.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1023.0,2023-01-21 07:36:59.999,,,0.0,0.0,,,90.005,13.289,3154.363,75.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1024.0,2023-01-21 07:37:59.999,,,0.0,0.0,,,90.2,13.2925,100.23,1015.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1025.0,2023-01-21 07:38:59.999,,,0.0,0.0,,,90.23,13.302,393.296,1082.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1026.0,2023-01-21 07:39:59.999,,,0.0,0.0,,,90.265,13.306,133.262,370.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
1027.0,2023-01-21 07:40:59.999,,,0.0,0.0,,,90.225,13.3045,65.615,694.51,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
