index,close_time,predictions_LTCUSDT,actual_LTCUSDT,predictions_ATOMUSDT,actual_ATOMUSDT,log_actual_price_LTCUSDT,log_prediction_LTCUSDT,log_actual_price_ATOMUSDT,log_prediction_ATOMUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_1440_minutes,actual_spread_rolling_sd_1440_minutes,predicted_spread_rolling_mean_1440_minutes,predicted_spread_rolling_sd_1440_minutes,predicted_rolling_z_score_1440_minutes,actual_rolling_z_score_1440_minutes,actual_rolling_z_score_1440_minutes_lag_1,predicted_spread_rolling_sd_1440_minutes_percentile_75th,historical_spread,historical_LTCUSDT_mid,historical_LTCUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,signal_1440_minutes,threshold_1440_minutes,delayed_signal_1440_minutes
0,2023-01-20 14:33:59.999,84.21270502694283,84.365,,,4.435152623650301,4.433345800921699,,,,,-0.013279934099371959,0.005776328914925841,,,,,0.0,0.005788629029596839,-0.0183762380820429,84.36500000000001,778.448,12.2285,5451.4,0,2.0,0
1,2023-01-20 14:34:59.999,84.24765826233235,84.395,,,4.435508158140891,4.433760773740333,,,,,-0.013282491847558428,0.005777801571690345,,,,,0.0,0.005788629029596839,-0.0184490120730593,84.39500000000001,234.368,12.236,777.53,0,2.0,0
2,2023-01-20 14:35:59.999,84.3066322381841,84.46,,,4.436278049505797,4.434460536150214,,,,,-0.013284448750090796,0.005778958000899551,,,,,0.0,0.005788629029596839,-0.0181071667404606,84.46000000000001,86.941,12.2435,1484.19,0,2.0,0
3,2023-01-20 14:36:59.999,84.38496827247344,84.47,,,4.436396441739405,4.435389284702993,,,,,-0.013287027581528617,0.005780469722963969,,,,,0.0,0.005788629029596839,-0.0185305898896244,84.47,81.771,12.253,617.59,0,2.0,0
4,2023-01-20 14:37:59.999,84.39680471588431,84.49,,,4.436633184164753,4.4355295420687115,,,,,-0.013290027641821476,0.005781739100122516,,,,,0.0,0.005788629029596839,-0.0178946558257813,84.49,179.114,12.246,635.87,0,2.0,0
5,2023-01-20 14:38:59.999,84.41367830877195,84.47,,,4.436396441739405,4.4357294537405645,,,,,-0.013293328401157009,0.005782786830115925,,,,,0.0,0.005788629029596839,-0.017503635847758,84.47,1230.573,12.235,485.41,0,2.0,0
6,2023-01-20 14:39:59.999,84.37730439067084,84.51,,,4.436869870556391,4.435298460116587,,,,,-0.013296664550792321,0.005784082486432658,,,,,0.0,0.005788629029596839,-0.0179431295943137,84.51,347.552,12.251,491.64,0,2.0,0
7,2023-01-20 14:40:59.999,84.40721778525949,84.534996,,,4.43716560247125,4.435652916728084,,,,,-0.013299797350114346,0.005785602027836942,,,,,0.0,0.005788629029596839,-0.01835974190067,84.535,115.366,12.2635,422.08,0,2.0,0
8,2023-01-20 14:41:59.999,84.43932023559151,84.595,,,4.43787516321076,4.436033172682339,,,,,-0.013304847886328883,0.005787539119364845,,,,,0.0,0.005788629029596839,-0.0191581001310616,84.595,691.661,12.29,884.38,0,2.0,0
9,2023-01-20 14:42:59.999,84.47724940260942,84.64,,,4.438406968109989,4.436482260273173,,,,,-0.013311251772835733,0.00579017441506459,,,,,0.0,0.005788629029596839,-0.0203010498179261,84.64,1034.013,12.3195,3631.39,0,2.0,0
10,2023-01-20 14:43:59.999,84.5110534426064,84.625,,,4.438229731232439,4.436882335779923,,,,,-0.01331763054273813,0.005793567920117821,,,,,0.0,0.005788629029596839,-0.0209884304630372,84.625,179.147,12.3285,622.34,0,2.0,0
11,2023-01-20 14:44:59.999,84.50516347980405,84.595,,,4.43787516321076,4.436812638766087,,,,,-0.013323957404576012,0.0057970124795906075,,,,,0.0,0.005788629029596839,-0.0210312882314318,84.595,106.257,12.323,656.32,0,2.0,0
12,2023-01-20 14:45:59.999,84.4760211495713,84.534996,,,4.43716560247125,4.43646772071399,,,,,-0.013330400132407475,0.005801332194252781,,,,,0.0,0.005788629029596839,-0.0218541669301526,84.535,234.224,12.325,483.55,0,2.0,0
13,2023-01-20 14:46:59.999,84.42299230866602,84.425,,,4.435863566271632,4.435839785220917,,,,,-0.013336796569015711,0.0058054879095543735,,,,,0.0,0.005788629029596839,-0.0217094632516507,84.425,603.862,12.2995,972.52,0,2.0,0
14,2023-01-20 14:47:59.999,84.32565552620008,84.415,,,4.435745110929157,4.4346861547236065,,,,,-0.013343761835876286,0.0058088693159712435,,,,,0.0,0.005788629029596839,-0.0211744642629021,84.41499999999999,116.13,12.288,1156.39,0,2.0,0
15,2023-01-20 14:48:59.999,84.3020795270461,84.445,,,4.436100434869885,4.4344065328772935,,,,,-0.013350794284387459,0.005811818803315424,,,,,0.0,0.005788629029596839,-0.0208475640942644,84.445,330.271,12.2885,770.73,0,2.0,0
16,2023-01-20 14:49:59.999,84.31470318275748,84.52,,,4.436988192747856,4.434556264778616,,,,,-0.013358229262872633,0.005813529435809944,,,,,0.0,0.005788629029596839,-0.0200450705939649,84.52,356.874,12.29,325.1,0,2.0,0
17,2023-01-20 14:50:59.999,84.38129999771924,84.525,,,4.43704734859395,4.435345813044915,,,,,-0.01336568779312346,0.00581459084583428,,,,,0.0,0.005788629029596839,-0.0195594887494832,84.525,164.728,12.2825,338.17,0,2.0,0
18,2023-01-20 14:51:59.999,84.40475656936609,84.56,,,4.437461341561982,4.435623757470834,,,,,-0.01337352808721909,0.005815955073537382,,,,,0.0,0.005788629029596839,-0.0200264894449224,84.56,175.786,12.298,433.09,0,2.0,0
19,2023-01-20 14:52:59.999,84.44137438871414,84.58,,,4.437697832044343,4.4360574993601425,,,,,-0.013381947146631745,0.005818310426465696,,,,,0.0,0.005788629029596839,-0.0210668869253787,84.58,472.434,12.3205,2417.29,0,2.0,0
20,2023-01-20 14:53:59.999,84.45395700173293,84.62,,,4.438170645291922,4.4362064983045,,,,,-0.013389828710108905,0.005820272127513837,,,,,0.0,0.005788629029596839,-0.0205090203891131,84.62,174.526,12.319,406.76,0,2.0,0
