index,close_time,predictions_ADAUSDT,actual_ADAUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_ADAUSDT,log_prediction_ADAUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_360_minutes,actual_spread_rolling_sd_360_minutes,predicted_spread_rolling_mean_360_minutes,predicted_spread_rolling_sd_360_minutes,predicted_rolling_z_score_360_minutes,actual_rolling_z_score_360_minutes,actual_rolling_z_score_360_minutes_lag_1,predicted_spread_rolling_sd_360_minutes_percentile_75th,historical_spread,historical_ADAUSDT_mid,historical_ADAUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_360_minutes,threshold_360_minutes,delayed_signal_360_minutes
0,2023-01-20 16:48:59.999,0.3443620786562854,0.3447,0.0001732500765675,0.000173655,-1.0650808054593173,-1.0660616209221667,-8.658439985638474,-8.660774477946307,0.02944437525818855,0.026186055907393202,0.035925487034816406,0.005355988056212047,0.0359075338165986,0.0053594009241716015,-1.205947950126358,-1.8184191273778325,0.0,0.0053594009241716015,0.0261860559073916,0.3447,421175.1,0.000173655,116962082.94,0,2.0,0
1,2023-01-20 16:49:59.999,0.3450740963430808,0.34475,0.0001736696670188,0.00017366,-1.0649357623087259,-1.0639961130020537,-8.658411193331775,-8.658355528528446,0.027117385222625634,0.02627881596873105,0.03585843335389179,0.005325145149596079,0.0358342199241653,0.0053375728200095104,-1.633108342590094,-1.798940144549369,-1.8184191273778325,0.005353943898131079,0.0262788159687286,0.34475,83128.1,0.00017366,44924088.45,0,2.0,0
2,2023-01-20 16:50:59.999,0.3448833108849188,0.34435,0.0001737344534639,0.00017352,-1.0660966969914298,-1.0645491484822904,-8.659217691445654,-8.657982553989394,0.02588707642356214,0.02658237710818767,0.0357966887972863,0.005303431901752513,0.03576923834749759,0.00532163013452888,-1.856980224878088,-1.7374243432924574,-1.798940144549369,0.0053484868720905555,0.0265823771081858,0.34435,191077.5,0.0001735199999999,61625039.91,0,2.0,0
3,2023-01-20 16:51:59.999,0.3438257236621424,0.34445,0.0001736747389099,0.0001737,-1.0658063369429323,-1.0676203672438367,-8.658180884717215,-8.658326324712212,0.02344010064372193,0.02499003080430051,0.035731607465291235,0.005291877647037874,0.035697558969940625,0.005323884270214136,-2.302352512581135,-2.029823321218191,-1.7374243432924574,0.005343029846050033,0.0249900308042985,0.34445,141441.4,0.0001737,28068832.48,0,2.0,0
4,2023-01-20 16:52:59.999,0.3435612870117635,0.34475,0.0001738513340783,0.0001738,-1.0649357623087259,-1.0683897639863342,-8.657605345132982,-8.657310025807893,0.020825237093770044,0.024815500307954208,0.03566712828027077,0.0052830683644824765,0.035626015008286,0.0053331045822204584,-2.7752648923966152,-2.0540389076300696,-2.029823321218191,0.0053375728200095104,0.0248155003079517,0.34475,186319.3,0.0001738,54875479.9,0,2.0,0
5,2023-01-20 16:53:59.999,0.3437706013867754,0.3448,0.0001738635959586,0.00017388,-1.0647907401925991,-1.067780700490182,-8.657145151843682,-8.657239497456962,0.021306230265260462,0.024124871183282437,0.03560140601675573,0.005279078396945142,0.035561807191959345,0.005325032796694436,-2.6770871600167734,-2.173965599774849,-2.0540389076300696,0.005336455760562247,0.0241248711832806,0.3448,173262.2,0.00017388,21475748.59,0,2.0,0
6,2023-01-20 16:54:59.999,0.3441046227946828,0.34475,0.0001737967629389,0.00017391,-1.0649357623087259,-1.0668095318176716,-8.656972633944523,-8.657623970514143,0.022975552072024508,0.02366657896990776,0.03553404448283311,0.00527622025771552,0.03549925641521314,0.005310090462736603,-2.358472879336679,-2.24923618296096,-2.173965599774849,0.005335338701114984,0.0236665789699053,0.34475,171626.1,0.00017391,197158354.89,0,2.0,0
7,2023-01-20 16:55:59.999,0.3441952182237143,0.3446,0.0001737251817658,0.000173715,-1.0653709548883077,-1.0665462877366598,-8.658094532659824,-8.658035922479785,0.023986847415935708,0.025268608738609366,0.035470239878230156,0.005261066754296084,0.03543842992681105,0.0052883291345683075,-2.1654443623827415,-1.9390803455003376,-2.24923618296096,0.005334221641667722,0.0252686087386067,0.3446,90630.1,0.000173715,40540682.03,2,2.0,0
8,2023-01-20 16:56:59.999,0.3437150829413996,0.34425,0.0001735699357206,0.000173485,-1.0663871413733728,-1.0679422120583852,-8.65941941764625,-8.658929952068592,0.02421436470574201,0.026658241305157926,0.035410936882641346,0.0052396944634204344,0.03537992144724827,0.005265420373489643,-2.120544220499971,-1.670459153408293,-1.9390803455003376,0.0053331045822204584,0.0266582413051565,0.3442499999999999,49120.1,0.000173485,21526850.86,2,2.0,2
9,2023-01-20 16:57:59.999,0.3426895353988778,0.34455,0.000173447060939,0.000173445,-1.06551606117892,-1.070930386316624,-8.65965001171524,-8.659638129408135,0.022512148513941233,0.027948050378002742,0.03535565144764032,0.00521307844635482,0.03532007387718686,0.005249436299140555,-2.4398668034780338,-1.4209648187468296,-1.670459153408293,0.005331086635838953,0.0279480503780007,0.34455,301417.0,0.000173445,54788710.74,2,2.0,2
10,2023-01-20 16:58:59.999,0.342614463459043,0.3442,0.0001734926527481,0.00017328,-1.066532395204698,-1.0711494772317804,-8.660601774711594,-8.65937530674723,0.021815805783508502,0.0286599943331165,0.035302480968137366,0.005183399118926255,0.03526512175709961,0.0052245245431416345,-2.574266014549853,-1.281492411179956,-1.4209648187468296,0.005329068689457447,0.0286599943331129,0.3442,126949.8,0.00017328,32319343.11,2,2.0,2
