index,close_time,predictions_ADAUSDT,actual_ADAUSDT,predictions_LUNCUSDT,actual_LUNCUSDT,log_actual_price_ADAUSDT,log_prediction_ADAUSDT,log_actual_price_LUNCUSDT,log_prediction_LUNCUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6840_minutes,actual_spread_rolling_sd_6840_minutes,predicted_spread_rolling_mean_6840_minutes,predicted_spread_rolling_sd_6840_minutes,predicted_rolling_z_score_6840_minutes,actual_rolling_z_score_6840_minutes,actual_rolling_z_score_6840_minutes_lag_1,predicted_spread_rolling_sd_6840_minutes_percentile_75th,historical_spread,historical_ADAUSDT_mid,historical_ADAUSDT_vol,historical_LUNCUSDT_mid,historical_LUNCUSDT_vol,signal_6840_minutes,threshold_6840_minutes,delayed_signal_6840_minutes
0,2023-01-20 16:48:59.999,0.3443620786562854,0.3447,0.0001732500765675,0.000173655,-1.0650808054593173,-1.0660616209221667,-8.658439985638474,-8.660774477946307,0.02944437525818855,0.026186055907393202,0.02648250733739458,0.04213130769046408,0.026482940295722422,0.042128243471723656,0.07029571419121312,-0.007036369062631212,0.0,0.042128243471723656,0.0261860559073916,0.3447,421175.1,0.000173655,116962082.94,0,2.0,0
1,2023-01-20 16:49:59.999,0.3450740963430808,0.34475,0.0001736696670188,0.00017366,-1.0649357623087259,-1.0639961130020537,-8.658411193331775,-8.658355528528446,0.027117385222625634,0.02627881596873105,0.026490584450102942,0.04212597170516723,0.026490676074247443,0.04212289334047844,0.014878112557760805,-0.0050270289989753645,-0.007036369062631212,0.04212690593891235,0.0262788159687286,0.34475,83128.1,0.00017366,44924088.45,0,2.0,0
2,2023-01-20 16:50:59.999,0.3448833108849188,0.34435,0.0001737344534639,0.00017352,-1.0660966969914298,-1.0645491484822904,-8.659217691445654,-8.657982553989394,0.02588707642356214,0.02658237710818767,0.026498806201451557,0.04212050057970281,0.026498716780346765,0.042117422582607554,-0.014522264642024984,0.0019840910147299225,-0.0050270289989753645,0.042125568406101044,0.0265823771081858,0.34435,191077.5,0.0001735199999999,61625039.91,4,2.0,0
3,2023-01-20 16:51:59.999,0.3438257236621424,0.34445,0.0001736747389099,0.0001737,-1.0658063369429323,-1.0676203672438367,-8.658180884717215,-8.658326324712212,0.02344010064372193,0.02499003080430051,0.02650702293407322,0.042114723157684004,0.026506574619164534,0.04211166125620175,-0.07281769191641682,-0.0360204701831437,0.0019840910147299225,0.042124230873289745,0.0249900308042985,0.34445,141441.4,0.0001737,28068832.48,3,2.0,4
4,2023-01-20 16:52:59.999,0.3435612870117635,0.34475,0.0001738513340783,0.0001738,-1.0649357623087259,-1.0683897639863342,-8.657605345132982,-8.657310025807893,0.020825237093770044,0.024815500307954208,0.026515144153666598,0.04210903987815696,0.026514312417508155,0.042106018258711415,-0.1351131158682069,-0.040362920898465764,-0.0360204701831437,0.04212289334047844,0.0248155003079517,0.34475,186319.3,0.0001738,54875479.9,0,2.0,3
5,2023-01-20 16:53:59.999,0.3437706013867754,0.3448,0.0001738635959586,0.00017388,-1.0647907401925991,-1.067780700490182,-8.657145151843682,-8.657239497456962,0.021306230265260462,0.024124871183282437,0.026523333959060275,0.04210312627258987,0.0265225713360967,0.04210009614188808,-0.12390330542846831,-0.056966382027058504,-0.040362920898465764,0.04212152565101072,0.0241248711832806,0.3448,173262.2,0.00017388,21475748.59,0,2.0,0
6,2023-01-20 16:54:59.999,0.3441046227946828,0.34475,0.0001737967629389,0.00017391,-1.0649357623087259,-1.0668095318176716,-8.656972633944523,-8.657623970514143,0.022975552072024508,0.02366657896990776,0.026531751759244285,0.04209679795256364,0.026531231923008766,0.04209374299404926,-0.0844705079205458,-0.06806153742536707,-0.056966382027058504,0.042120157961542996,0.0236665789699053,0.34475,171626.1,0.00017391,197158354.89,0,2.0,0
7,2023-01-20 16:55:59.999,0.3441952182237143,0.3446,0.0001737251817658,0.000173715,-1.0653709548883077,-1.0665462877366598,-8.658094532659824,-8.658035922479785,0.023986847415935708,0.025268608738609366,0.026541030961571788,0.04208952270150549,0.026540657597510158,0.042086457647212853,-0.06068009341583478,-0.030231329349736453,-0.06806153742536707,0.042118790272075275,0.0252686087386067,0.3446,90630.1,0.000173715,40540682.03,0,2.0,0
8,2023-01-20 16:56:59.999,0.3437150829413996,0.34425,0.0001735699357206,0.000173485,-1.0663871413733728,-1.0679422120583852,-8.65941941764625,-8.658929952068592,0.02421436470574201,0.026658241305157926,0.02655068211612625,0.04208197928094498,0.026550340599182765,0.0420789129296427,-0.05551416923119148,0.0025559441563714523,-0.030231329349736453,0.042117422582607554,0.0266582413051565,0.3442499999999999,49120.1,0.000173485,21526850.86,4,2.0,0
9,2023-01-20 16:57:59.999,0.3426895353988778,0.34455,0.000173447060939,0.000173445,-1.06551606117892,-1.070930386316624,-8.65965001171524,-8.659638129408135,0.022512148513941233,0.027948050378002742,0.02656048663400132,0.04207449067657859,0.026559894858219992,0.04207144386086757,-0.09621125335429098,0.03297874131543153,0.0025559441563714523,0.0421159822510061,0.0279480503780007,0.34455,301417.0,0.000173445,54788710.74,0,2.0,4
